PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Tony Pollard,2562699,RB,DAL,@MIN,,,,80,,6,109,2,,,,,7.75,1,33.90,26.15
Samaje Perine,2558138,RB,CIN,@PIT,,,,30,,4,52,3,,,,,3.67,2,28.20,24.53
Najee Harris,2566448,RB,PIT,CIN,,,,90,2,4,26,,,,,,11.94,3,25.60,13.66
Jamaal Williams,2558204,RB,DET,@NYG,,,,64,3,,,,,,,,11.43,4,24.40,12.97
Derrick Henry,2556075,RB,TEN,@GB,4,1,,87,1,2,45,,,,,,17.07,5,24.36,7.29
David Montgomery,2562502,RB,CHI,@ATL,,,,67,1,3,54,,,,,,11.60,6,19.60,8.0
Josh Jacobs,2562377,RB,LV,@DEN,,,,109,,3,51,,,,,,15.52,7,17.50,1.98
Ezekiel Elliott,2555224,RB,DAL,@MIN,,,,42,2,1,5,,,,,,9.58,8,17.20,7.62
Austin Ekeler,2559169,RB,LAC,KC,,,,83,1,2,17,,,,,,17.33,9,17.00,-0.33
Devin Singletary,2562734,RB,BUF,CLE,,,,86,1,2,11,,,,,,12.85,10,16.70,3.85
Latavius Murray,2541161,RB,DEN,LV,,,,49,1,4,23,,,,,,8.29,11,15.20,6.91
Jonathan Taylor,2564148,RB,IND,PHI,,,,84,1,3,10,,,,,1,15.45,12,14.90,-0.55
Christian McCaffrey,2557997,RB,SF,@ARI,,,,39,,7,67,,,,,,19.74,13,14.10,-5.64
James Conner,2557978,RB,ARI,SF,,,,42,1,2,12,,,,,1,13.42,14,12.10,-1.32
Antonio Gibson,2565276,RB,WAS,@HOU,,,,72,,3,31,,,,,,10.91,15,11.80,0.89
Rhamondre Stevenson,2566343,RB,NE,NYJ,,,,26,,6,56,,,,,,14.42,16,11.20,-3.22
Alvin Kamara,2558019,RB,NO,LA,,,,42,,4,47,,,,,,14.61,17,10.90,-3.71
Cordarrelle Patterson,2540145,RB,ATL,CHI,,,,52,,2,7,,1,,,1,10.73,18,10.90,0.17
Isiah Pacheco,2567808,RB,KC,@LAC,,,,107,,,,,,,,,8.55,19,10.70,2.15
Damien Harris,2562281,RB,NE,NYJ,,,,65,,2,28,,,,,,7.41,20,10.30,2.89
Justin Jackson,2560756,RB,DET,@NYG,,,,66,,1,11,,,,,,2.35,21,9.80,7.45
D'Andre Swift,2563965,RB,DET,@NYG,,,,20,1,3,12,,,,,1,7.97,22,9.70,1.73
Matt Breida,2558918,RB,NYG,DET,,,,13,1,1,16,,,,,,3.17,23,9.40,6.23
Dontrell Hilliard,2561461,RB,TEN,@GB,,,,4,,1,14,1,,,,,4.97,24,9.10,4.13
Aaron Jones,2558116,RB,GB,TEN,,,,40,,6,20,,,,1,1,14.60,25,9.00,-5.6
James Cook,2567328,RB,BUF,CLE,,,,86,,,,,,,,,4.63,26,8.60,3.97
Nick Chubb,2561021,RB,CLE,@BUF,,,,19,,3,48,,,,,,12.86,27,8.20,-4.66
Joe Mixon,2557976,RB,CIN,@PIT,,,,20,,3,42,,,,,,16.64,28,7.70,-8.94
Melvin Gordon,2552469,RB,KC,@LAC,,,,31,,5,39,,,,,1,9.54,29,7.50,-2.04
Dalvin Cook,2557991,RB,MIN,DAL,,,,72,,,,,,,,,14.82,30,7.20,-7.62
