PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Matt Ammendola,2565555,K,ARI,SF,,,,,,,,,,,0.00,1,0.00,0.0
Mike Badgley,2560965,K,DET,@NYG,,,,,,,,,,,0.00,2,0.00,0.0
Tyler Bass,2563596,K,BUF,CLE,,,,,,,,,,,6.89,3,0.00,-6.89
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,4,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,5,0.00,
Chris Boswell,2550545,K,PIT,CIN,,,,,,,,,,,7.50,6,0.00,-7.5
Randy Bullock,2533444,K,TEN,@GB,,,,,,,,,,,7.85,7,0.00,-7.85
Harrison Butker,2558245,K,KC,@LAC,,,,,,,,,,,7.28,8,0.00,-7.28
Daniel Carlson,2560993,K,LV,@DEN,,,,,,,,,,,7.24,9,0.00,-7.24
Mason Crosby,2507232,K,GB,TEN,,,,,,,,,,,8.19,10,0.00,-8.19
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,11,0.00,
Jake Elliott,2558172,K,PHI,@IND,,,,,,,,,,,,12,0.00,
Ka'imi Fairbairn,2556521,K,HOU,WAS,,,,,,,,,,,6.46,13,0.00,-6.46
Nick Folk,2507225,K,NE,NYJ,,,,,,,,,,,6.32,14,0.00,-6.32
Graham Gano,71309,K,NYG,DET,,,,,,,,,,,6.97,15,0.00,-6.97
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,16,0.00,
Matt Gay,2562271,K,LA,@NO,,,,,,,,,,,6.06,17,0.00,-6.06
Zane Gonzalez,2558178,K,CAR,@BAL,,,,,,,,,,,,18,0.00,
Robbie Gould,2506264,K,SF,@ARI,,,,,,,,,,,7.68,19,0.00,-7.68
Dustin Hopkins,2539227,K,LAC,KC,,,,,,,,,,,6.74,20,0.00,-6.74
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,21,0.00,
Greg Joseph,2561534,K,MIN,DAL,,,,,,,,,,,7.93,22,0.00,-7.93
Younghoe Koo,2559205,K,ATL,CHI,,,,,,,,,,,7.42,23,0.00,-7.42
Wil Lutz,2556601,K,NO,LA,,,,,,,,,,,7.03,24,0.00,-7.03
Brett Maher,2540243,K,DAL,@MIN,,,,,,,,,,,7.50,25,0.00,-7.5
James McCourt,2569215,K,JAX,Bye,,,,,,,,,,,,26,0.00,
Chase McLaughlin,2563203,K,IND,PHI,,,,,,,,,,,6.84,27,0.00,-6.84
Brandon McManus,2541556,K,DEN,LV,,,,,,,,,,,7.10,28,0.00,-7.1
Evan McPherson,2565953,K,CIN,@PIT,,,,,,,,,,,6.53,29,0.00,-6.53
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,30,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,31,0.00,
Jason Myers,2553112,K,SEA,Bye,,,,,,,,,,,,32,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,33,0.00,
Quinn Nordin,2565684,K,NE,NYJ,,,,,,,,,,,0.00,34,0.00,0.0
Riley Patterson,2567013,K,JAX,Bye,,,,,,,,,,,,35,0.00,
Eddy Pineiro,2560842,K,CAR,@BAL,,,,,,,,,,,6.17,36,0.00,-6.17
Matt Prater,2506677,K,ARI,SF,,,,,,,,,,,,37,0.00,
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,38,0.00,
Jason Sanders,2561153,K,MIA,Bye,,,,,,,,,,,,39,0.00,
Cairo Santos,2550636,K,CHI,@ATL,,,,,,,,,,,7.13,40,0.00,-7.13
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,41,0.00,
Austin Seibert,2562729,K,DET,@NYG,,,,,,,,,,,8.80,42,0.00,-8.8
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,43,0.00,
Joey Slye,2563132,K,WAS,@HOU,,,,,,,,,,,6.52,44,0.00,-6.52
Ryan Succop,89802,K,TB,Bye,,,,,,,,,,,,45,0.00,
Justin Tucker,2536340,K,BAL,CAR,,,,,,,,,,,8.10,46,0.00,-8.1
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,47,0.00,
Matthew Wright,2562968,K,KC,@LAC,,,,,,,,,,,0.00,48,0.00,0.0
Cade York,2567487,K,CLE,@BUF,,,,,,,,,,,6.03,49,0.00,-6.03
Greg Zuerlein,2534797,K,NYJ,@NE,,,,,,,,,,,6.09,50,0.00,-6.09
