PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,NYG,2.42,0.06,,0.45,0.51,0.57,0.57,,,0.06,10.13,1,1,0.00,-10.13
Tyler Bass,2563596,K,BUF,@NYJ,,,,,,,,,,,0.00,32,2,0.00,0.0
Jake Bates,2571759,K,DET,CHI,3.13,0.13,,0.33,0.53,0.53,0.4,,,0.07,9.24,2,3,0.00,-9.24
Andy Borregales,2574365,K,NE,@MIA,1.93,0.11,,0.33,0.44,0.44,0.17,,,0.06,6.35,31,4,0.00,-6.35
Chris Boswell,2550545,K,PIT,SEA,2.1,0.06,,0.43,0.56,0.49,0.37,,,,8.58,10,5,0.00,-8.58
Harrison Butker,2558245,K,KC,PHI,2.71,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.67,8,6,0.00,-8.67
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,33,7,0.00,
Daniel Carlson,2560993,K,LV,LAC,2.15,0.06,,0.44,0.44,0.51,0.44,,,,8.72,7,8,0.00,-8.72
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,34,9,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,35,10,0.00,
Cameron Dicker,2568435,K,LAC,@LV,2.48,0.13,0.06,0.38,0.57,0.57,0.38,,,,9.24,3,11,0.00,-9.24
Jake Elliott,2558172,K,PHI,@KC,2.7,0.12,,0.43,0.49,0.49,0.25,,,0.06,8.13,15,12,0.00,-8.13
Ka'imi Fairbairn,2556521,K,HOU,TB,2.36,0.13,,0.45,0.57,0.51,0.38,,,0.06,8.78,6,13,0.00,-8.78
Ryan Fitzgerald,2573979,K,CAR,@ARI,1.94,0.06,,0.36,0.55,0.48,0.18,,,0.06,7.13,24,14,0.00,-7.13
Nick Folk,2507225,K,NYJ,BUF,1.8,0.05,,0.33,0.49,0.44,0.16,,,0.05,6.51,29,15,0.00,-6.51
Graham Gano,71309,K,NYG,@DAL,1.75,0.12,,0.36,0.48,0.42,0.24,,,0.06,6.61,28,16,0.00,-6.61
Matt Gay,2562271,K,WAS,@GB,2.75,0.13,,0.44,0.5,0.44,0.31,,,0.06,8.30,12,17,0.00,-8.3
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,36,18,0.00,
Blake Grupe,2571234,K,NO,SF,1.8,0.12,,0.35,0.46,0.41,0.29,,,,6.84,27,19,0.00,-6.84
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,37,20,0.00,
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,38,21,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,39,22,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,40,23,0.00,
Joshua Karty,2572201,K,LAR,@TEN,2.14,0.13,,0.44,0.5,0.5,0.32,,,0.06,7.98,20,24,0.00,-7.98
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,41,25,0.00,
Younghoe Koo,2559205,K,ATL,@MIN,1.98,0.12,,0.36,0.48,0.48,0.36,,,0.06,7.68,22,26,0.00,-7.68
Lenny Krieg,2573911,K,ATL,@MIN,,,,,,,,,,,0.00,42,27,0.00,0.0
Cam Little,2572147,K,JAX,@CIN,2.4,0.13,,0.45,0.52,0.45,0.32,,,0.06,8.13,16,28,0.00,-8.13
Tyler Loop,2573940,K,BAL,CLE,3.1,0.21,,0.34,0.55,0.62,0.28,,,0.07,8.81,5,29,0.00,-8.81
Wil Lutz,2556601,K,DEN,@IND,2.3,0.13,,0.45,0.51,0.45,0.38,,,0.06,8.30,13,30,0.00,-8.3
Jude McAtamney,2573503,K,NYG,@DAL,,,,,,,,,,,0.00,43,31,0.00,0.0
Chase McLaughlin,2563203,K,TB,@HOU,2.51,0.12,,0.36,0.48,0.48,0.36,,,,8.27,14,32,0.00,-8.27
Brandon McManus,2541556,K,GB,WAS,2.37,0.13,,0.46,0.53,0.53,0.33,,,,8.59,9,33,0.00,-8.59
Mark McNamee,2574637,K,GB,WAS,,,,,,,,,,,0.00,44,34,0.00,0.0
Evan McPherson,2565953,K,CIN,JAX,2.91,0.14,,0.41,0.54,0.54,0.34,,,0.07,8.99,4,35,0.00,-8.99
Harrison Mevis,2572932,K,NYJ,BUF,,,,,,,,,,,0.00,45,36,0.00,0.0
Jake Moody,2570308,K,SF,@NO,2.75,0.13,,0.31,0.56,0.5,0.25,,,0.06,8.03,18,37,0.00,-8.03
Jason Myers,2553112,K,SEA,@PIT,1.94,0.12,,0.41,0.47,0.47,0.24,,,0.06,7.12,25,38,0.00,-7.12
Riley Patterson,2567013,K,MIA,NE,2.66,0.2,,0.41,0.61,0.41,0.2,,,0.2,7.56,23,39,0.00,-7.56
Eddy Pineiro,2560842,K,FA,Bye,,,,,,,,,,,,46,40,0.00,
Matt Prater,2506677,K,BUF,@NYJ,2.13,0.27,,0.27,0.8,0.53,0.27,,,,8.00,19,41,0.00,-8.0
Will Reichard,2572273,K,MIN,ATL,2.4,0.13,,0.39,0.52,0.52,0.39,,,0.06,8.58,11,42,0.00,-8.58
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,47,43,0.00,
Chad Ryland,2570125,K,ARI,CAR,2.23,0.13,,0.39,0.52,0.52,0.33,,,0.07,8.10,17,44,0.00,-8.1
Jason Sanders,2561153,K,MIA,NE,,,,,,,,,,,0.00,48,45,0.00,0.0
Cairo Santos,2550636,K,CHI,@DET,1.91,0.06,,0.43,0.49,0.56,0.25,,,0.06,7.80,21,46,0.00,-7.8
Ben Sauls,2574499,K,FA,Bye,,,,,,,,,,,,49,47,0.00,
Spencer Shrader,2573175,K,IND,DEN,1.98,0.12,,0.3,0.54,0.54,0.18,,,,7.02,26,48,0.00,-7.02
Joey Slye,2563132,K,TEN,LAR,1.65,0.11,,0.34,0.4,0.4,0.29,,,0.06,6.42,30,49,0.00,-6.42
Charlie Smyth,2572330,K,NO,SF,,,,,,,,,,,0.00,50,50,0.00,0.0
Andre Szmyt,2570470,K,CLE,@BAL,,,,,,,,,,,0.00,51,51,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,53,53,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
