PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Nate Adkins,2570930,TE,DEN,@IND,,,,,,,,,,,,,0.00,84,1,0.00,0.0
Mo Alie-Cox,2558832,TE,IND,DEN,,,,,,0.27,2.73,,,,,,0.41,79,2,0.00,-0.41
Erick All,2571916,TE,CIN,JAX,,,,,,,,,,,,,0.00,85,3,0.00,0.0
Davis Allen,2570017,TE,LAR,@TEN,,,,,,,,,,,,,0.00,86,4,0.00,0.0
Mark Andrews,2560957,TE,BAL,CLE,,,,0.36,,3.49,40.83,0.32,,,,0.07,7.64,10,5,0.00,-7.64
Elijah Arroyo,2574554,TE,SEA,@PIT,,,,,,1.85,16.85,0.12,,,,,3.33,40,6,0.00,-3.33
AJ Barner,2572513,TE,SEA,@PIT,,,,,,2.84,26.91,0.17,,,,0.03,5.07,30,7,0.00,-5.07
Gavin Bartholomew,2574337,TE,MIN,ATL,,,,,,,,,,,,,0.00,87,8,0.00,0.0
Brenden Bates,2572953,TE,CLE,@BAL,,,,,,,,,,,,,0.00,88,9,0.00,0.0
John Bates,2566580,TE,WAS,@GB,,,,,,0.44,4.04,0.05,,,,,0.92,66,10,0.00,-0.92
Jaheim Bell,2572288,TE,FA,Bye,,,,,,,,,,,,,,89,11,0.00,
Daniel Bellinger,2567985,TE,NYG,@DAL,,,,,,0.85,8.33,0.02,,,,0.01,1.36,58,12,0.00,-1.36
Brock Bowers,2572219,TE,LV,LAC,,,,1.25,0.01,6.8,71.85,0.37,,,,0.07,12.85,1,13,0.00,-12.85
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,90,14,0.00,
Jake Briningstool,2574240,TE,KC,PHI,,,,,,,,,,,,,0.00,91,15,0.00,0.0
Pharaoh Brown,2559018,TE,FA,Bye,,,,,,,,,,,,,,92,16,0.00,
Harrison Bryant,2563767,TE,HOU,TB,,,,,,,,,,,,,0.00,93,17,0.00,0.0
Lawrence Cager,2565492,TE,WAS,@GB,,,,,,,,,,,,,0.00,94,18,0.00,0.0
Grant Calcaterra,2568063,TE,PHI,@KC,,,,,,0.25,2.73,0.01,,,,,0.46,76,19,0.00,-0.46
