PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jalen Pitre,2567688,DB,HOU,CLE,9,7,,,1,,,,,,,,,1,,29,,9.28,1,27.87,18.59
Justin Simmons,2555550,DB,DEN,@BAL,4,1,,1,2,1,,,,,,,,2,,8,,8.86,2,24.87,16.01
Harrison Smith,2532948,DB,MIN,NYJ,6,3,,,1,,,,,,,,,3,,8,,10.89,3,23.87,12.98
DaRon Bland,2567490,DB,DAL,IND,4,4,,,2,,,,,,,,,2,,,,8.80,4,22.00,13.2
Tariq Woolen,2568288,DB,SEA,@LA,6,1,,,1,,,,,,,,,3,,,,8.79,5,22.00,13.21
Julian Love,2562414,DB,NYG,WAS,11,2,,1,,,,,,,,,,,,,,12.12,6,21.80,9.68
Donovan Wilson,2562604,DB,DAL,IND,9,2,1,1,,,,,,,,,,,1,,,9.62,7,20.90,11.28
Jaire Alexander,2560952,DB,GB,@CHI,6,1,,2,1,,,,,,,,,1,,4,,8.94,8,20.13,11.19
Camryn Bynum,2566295,DB,MIN,NYJ,6,1,,,1,,,,,,,,,2,,5,,7.97,9,19.67,11.7
Bryce Callahan,2553500,DB,LAC,@LV,4,2,,,1,,,1,,,,,,1,,26,,6.28,10,19.27,12.99
Danny Johnson,2560764,DB,WAS,@NYG,6,,1,1,,,,,,,,,,2,1,,,1.14,11,19.20,18.06
Stephon Gilmore,2533062,DB,IND,@DAL,5,1,,,1,,,,,,,,,2,,31,,7.94,12,18.83,10.89
Jordan Whitehead,2560930,DB,NYJ,@MIN,8,3,,,,,,,,,,,,1,,,,9.43,13,18.50,9.07
Kamren Curl,2565270,DB,WAS,@NYG,9,2,,1,,,,,,,,,,,,,,10.31,14,18.40,8.09
Minkah Fitzpatrick,2560725,DB,PIT,@ATL,5,2,,1,1,,,,,,,,,1,,16,,11.31,15,18.13,6.82
Jayron Kearse,2555156,DB,DAL,IND,7,,,2,,,,,,,,,,1,,,,10.12,16,17.40,7.28
Nick McCloud,2566638,DB,NYG,WAS,6,2,,,,,,,,,,,,2,,,,9.74,17,16.80,7.06
Malik Hooker,2558060,DB,DAL,IND,2,,,,1,,1,,1,,,,,1,,26,38,5.80,18,16.53,10.73
Marcus Jones,2567943,DB,NE,BUF,1,,,,,,,,,,,,,1,,,,0.53,19,16.30,15.77
Marcus Maye,2557995,DB,NO,@TB,8,3,,,,,,,,,,,,,,,,9.38,20,16.00,6.62
Alontae Taylor,2567979,DB,NO,@TB,6,2,,1,,,,,,,,,,1,,,,9.02,21,15.80,6.78
Denzel Ward,2560916,DB,CLE,@HOU,3,3,,,,,1,,1,,,,,1,1,,4,9.29,22,15.63,6.34
Derion Kendrick,2567841,DB,LA,SEA,8,2,,,,,,,,,,,,,,,,8.66,23,15.20,6.54
Pat Surtain II,2566043,DB,DEN,@BAL,6,1,,1,,,,,,,,,,1,,,,8.18,24,15.00,6.82
Nate Hobbs,2566259,DB,LV,LAC,8,,,,,,1,,,,,,,,,,7,10.03,25,14.83,4.8
