PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Christian Wilkins,2562782,DL,MIA,@SF,7,5,,1,,1,,,,,,,,,,,,7.39,1,20.90,13.51
Jonathan Allen,2557844,DL,WAS,@NYG,7,1,1,1,,1,,,,,,,,,1,,,7.08,2,20.20,13.12
Nick Bosa,2562629,DL,SF,MIA,3,,3,2,,1,,,,,,,,,4,,,6.48,3,19.60,13.12
Quinnen Williams,2562599,DL,NYJ,@MIN,4,1,1,3,,,,,,,,,,1,2,,,6.10,4,17.60,11.5
Kwity Paye,2565612,DL,IND,@DAL,6,3,1,1,,,,,,,,,,,1,,,4.15,5,16.60,12.45
Michael Hoecht,2564346,DL,LA,SEA,3,,2,1,,1,,,,,,,,,3,,,3.15,6,15.60,12.45
Dexter Lawrence,2562301,DL,NYG,WAS,4,5,1,1,,,,,,,,,,,2,,,6.67,7,15.30,8.63
Roy Lopez,2566133,DL,HOU,CLE,5,,,1,,,,,,,1,,,,,,,2.09,8,14.00,11.91
Daron Payne,2560834,DL,WAS,@NYG,3,1,2,2,,,,,,,,,,,2,,,7.21,9,13.90,6.69
Osa Odighizuwa,2566016,DL,DAL,IND,3,2,1,,,1,,,,,,,,,2,,,3.42,10,13.20,9.78
Zach Sieler,2561129,DL,MIA,@SF,5,2,0.5,,,,,,,,,,,,2,,,6.06,11,12.10,6.04
Josh Sweat,2560889,DL,PHI,TEN,2,2,2,1,,,,,,,,,,,3,,,4.82,12,12.00,7.18
Cameron Heyward,2508109,DL,PIT,@ATL,2,2,1,1,,,,,,,,,,1,1,,,6.50,13,11.50,5.0
DeShawn Williams,2553623,DL,DEN,@BAL,2,2,2,1,,,,,,,,,,,2,,,3.68,14,11.50,7.82
Davon Godchaux,2558012,DL,NE,BUF,3,7,,,,,,,,,,,,,1,,,4.98,15,11.20,6.22
Kayvon Thibodeaux,2568015,DL,NYG,WAS,2,3,1,1,,,,,,,,,,,2,,,5.87,16,10.30,4.43
Patrick Jones II,2566307,DL,MIN,NYJ,3,1,1,1,,,,,,,,,,,1,,,1.41,17,9.90,8.49
Mario Edwards,2553433,DL,TEN,@PHI,3,,1,1,,,,,,,,,,,1,,,3.09,18,9.10,6.01
Sam Hubbard,2560745,DL,CIN,KC,3,,1,1,,,,,,,,,,,1,,,7.94,19,9.10,1.16
George Karlaftis,2567796,DL,KC,@CIN,3,,1,1,,,,,,,,,,,1,,,4.03,20,9.10,5.07
A.J. Epenesa,2563605,DL,BUF,@NE,2,,1,2,,,,,,,,,,,1,,,2.48,21,8.90,6.42
Grover Stewart,2558766,DL,IND,@DAL,2,3,,,,,,,,,,,1,,,,,6.64,22,8.80,2.16
Carl Lawson,2557901,DL,NYJ,@MIN,2,1,1,1,,,,,,,,,,,2,,,3.72,23,8.70,4.98
William Gholston,2540176,DL,TB,NO,4,2,,,,,,,,,,,,,,,,3.22,24,8.40,5.18
Carl Granderson,2562273,DL,NO,@TB,3,1,,1,,,1,,,,,,,,,,,3.67,25,8.40,4.73
Larry Ogunjobi,2557836,DL,PIT,@ATL,4,,,1,,,,,,,,,,,,,,3.95,26,8.30,4.35
Johnathan Hankins,2540147,DL,DAL,IND,3,2,,1,,,,,,,,,,,,,,2.62,27,8.20,5.58
Javon Hargrave,2555239,DL,PHI,TEN,2,1,1,1,,,,,,,,,,,1,,,5.96,28,8.20,2.24
Darrell Taylor,2565198,DL,SEA,@LA,2,,1,1,,,,,,,,,,,2,,,2.65,29,7.90,5.25
Travon Walker,2567778,DL,JAX,@DET,2,3,,1,,,,,,,,,,,1,,,5.92,30,7.80,1.88
Cameron Jordan,2495184,DL,NO,@TB,1,,,,,1,,,,,,,,1,,,,6.13,31,7.70,1.57
Dean Lowry,2555274,DL,GB,@CHI,2,1,,,,,,,,,,,1,,1,,,4.49,32,7.70,3.21
D.J. Reader,2555388,DL,CIN,KC,3,,,,,,,,,,,,,1,,,,4.39,33,7.60,3.21
Maxx Crosby,2562439,DL,LV,LAC,2,,,,,1,,,,,,,,,1,,,9.45,34,7.40,-2.05
Brandon Graham,496788,DL,PHI,TEN,1,2,1,1,,,,,,,,,,,1,,,3.06,35,7.30,4.24
Danielle Hunter,2552603,DL,MIN,NYJ,2,1,,,,,,,,,,,,1,1,,,7.16,36,7.20,0.04
Myles Garrett,2557965,DL,CLE,@HOU,3,,,1,,,,,,,,,,,1,,,6.48,37,7.10,0.62
Shaq Lawson,2555252,DL,BUF,@NE,3,,,1,,,,,,,,,,,1,,,2.74,38,7.10,4.36
Greg Rousseau,2565875,DL,BUF,@NE,1,3,,,,,,,,,,,,1,1,,,4.12,39,7.10,2.98
D.J. Wonnum,2564583,DL,MIN,NYJ,3,,,1,,,,,,,,,,,1,,,3.71,40,7.10,3.39
Perrion Winfrey,2567478,DL,CLE,@HOU,2,4,,,,,,,,,,,,,,,,1.87,41,6.60,4.73
Alex Wright,2567484,DL,CLE,@HOU,1,3,,,,,,,,,,,,1,,,,2.49,42,6.60,4.11
Justin Ellis,2543812,DL,NYG,WAS,1,1,1,1,,,,,,,,,,,1,,,1.34,43,6.50,5.16
B.J. Hill,2560740,DL,CIN,KC,3,1,,,,,,,,,,,,,1,,,5.95,44,6.40,0.45
Fletcher Cox,2533051,DL,PHI,TEN,1,1,1,1,,,,,,,,,,,,,,4.88,45,6.00,1.12
John Cominsky,2562249,DL,DET,JAX,2,,,,,,,,,,,,,1,,,,3.04,46,5.90,2.86
Grady Jarrett,2552327,DL,ATL,PIT,3,1,,,,,,,,,,,,,,,,5.84,47,5.90,0.06
Joseph Ossai,2565956,DL,CIN,KC,1,,1,1,,,,,,,,,,,1,,,1.83,48,5.70,3.87
Jonah Williams,2564403,DL,LA,SEA,1,5,,,,,,,,,,,,,,,,1.12,49,5.70,4.58
Cameron Sample,2565959,DL,CIN,KC,3,,,,,,,,,,,,,,1,,,2.32,50,5.60,3.28
Joe Gaziano,2565036,DL,LAC,@LV,1,1,,,,,,,,,,,1,,,,,1.80,51,5.50,3.7
DaVon Hamilton,2564190,DL,JAX,@DET,,5,0.5,,,,,,,,,,,,1,,,4.74,52,5.50,0.76
Sebastian Joseph-Day,2561079,DL,LAC,@LV,1,4,,,,,,,,,,,,,1,,,6.10,53,5.40,-0.7
Tim Settle,2560871,DL,BUF,@NE,1,,,,,1,,,,,,,,,,,,2.07,54,5.20,3.13
Malcolm Koonce,2566262,DL,LV,LAC,3,,,,,,,,,,,,,,,,,0.57,55,5.10,4.53
Al-Quadin Muhammad,2558131,DL,CHI,GB,3,,,,,,,,,,,,,,,,,4.11,56,5.10,0.99
Vernon Butler,2555243,DL,NYG,WAS,2,2,,,,,,,,,,,,,,,,2.09,57,5.00,2.91
Chris Jones,2556369,DL,KC,@CIN,1,4,,,,,,,,,,,,,,,,4.94,58,4.90,-0.04
Jake Martin,2561092,DL,DEN,@BAL,2,,,1,,,,,,,,,,,,,,3.82,59,4.90,1.08
Khyiris Tonga,2565935,DL,MIN,NYJ,,3,,,,,,,,,,,,1,,,,1.94,60,4.90,2.96
Shy Tuttle,2563242,DL,NO,@TB,,1,0.5,,,,,,,,,,,1,1,,,3.46,61,4.80,1.34
Kenny Clark,2555282,DL,GB,@CHI,2,1,,,,,,,,,,,,,1,,,5.25,62,4.70,-0.55
David Onyemata,2556274,DL,NO,@TB,1,3,,,,,,,,,,,,,1,,,3.72,63,4.60,0.88
Dalvin Tomlinson,2557846,DL,MIN,NYJ,2,,,,,,,,,,,,,,2,,,4.27,64,4.40,0.13
Demarcus Lawrence,2543490,DL,DAL,IND,1,2,,,,,,,,,,,,,2,,,5.69,65,4.30,-1.39
Taven Bryan,2560983,DL,CLE,@HOU,2,1,,,,,,,,,,,,,,,,3.24,66,4.20,0.96
DeForest Buckner,2555275,DL,IND,@DAL,2,1,,,,,,,,,,,,,,,,7.31,67,4.20,-3.11
Shelby Harris,2549926,DL,SEA,@LA,1,,,,,,,,,,,,,1,,,,4.91,68,4.20,-0.71
John Jenkins,2539231,DL,MIA,@SF,2,1,,,,,,,,,,,,,,,,1.48,69,4.20,2.72
Arden Key,2560779,DL,JAX,@DET,2,1,,,,,,,,,,,,,,,,2.94,70,4.20,1.26
Malcolm Roach,2564688,DL,NO,@TB,2,1,,,,,,,,,,,,,,,,2.72,71,4.20,1.48
Vita Vea,2560909,DL,TB,NO,2,1,,,,,,,,,,,,,,,,4.74,72,4.20,-0.54
Deatrich Wise,2558000,DL,NE,BUF,1,3,,,,,,,,,,,,,,,,7.51,73,4.10,-3.41
Poona Ford,2561195,DL,SEA,@LA,1,1,,1,,,,,,,,,,,,,,3.76,74,4.00,0.24
Aidan Hutchinson,2567547,DL,DET,JAX,1,1,0.5,,,,,,,,,,,,1,,,5.67,75,4.00,-1.67
Armon Watts,2562773,DL,CHI,GB,1,1,,1,,,,,,,,,,,,,,4.66,76,4.00,-0.66
Benito Jones,2564466,DL,DET,JAX,,3,0.5,,,,,,,,,,,,1,,,1.67,77,3.90,2.23
Jeffery Simmons,2562733,DL,TEN,@PHI,,1,,,,,,,,,,,,1,1,,,6.86,78,3.80,-3.06
Leonard Williams,2552486,DL,NYG,WAS,1,2,,,,,,,,,,,,,1,,,7.59,79,3.80,-3.79
Marcus Davenport,2561037,DL,NO,@TB,1,1,,,,,,,,,,,,,2,,,4.05,80,3.50,-0.55
Jerry Tillery,2562763,DL,LV,LAC,1,1,,,,,,,,,,,,,2,,,2.65,81,3.50,0.85
Marquise Copeland,2562877,DL,LA,SEA,2,,,,,,,,,,,,,,,,,2.39,82,3.40,1.01
Daniel Ekuale,2561458,DL,NE,BUF,2,,,,,,,,,,,,,,,,,2.09,83,3.40,1.31
Justin Madubuike,2563563,DL,BAL,DEN,2,,,,,,,,,,,,,,,,,4.12,84,3.40,-0.72
Frank Clark,2552629,DL,KC,@CIN,1,2,,,,,,,,,,,,,,,,4.96,85,3.30,-1.66
Neville Gallimore,2563842,DL,DAL,IND,1,2,,,,,,,,,,,,,,,,2.91,86,3.30,0.39
Lawrence Guy,2495481,DL,NE,BUF,1,2,,,,,,,,,,,,,,,,5.80,87,3.30,-2.5
Alim McNeill,2566061,DL,DET,JAX,1,2,,,,,,,,,,,,,,,,4.52,88,3.30,-1.22
Bryan Mone,2562914,DL,SEA,@LA,,1,,,,,,,,,,,,1,,,,1.75,89,3.30,1.55
Hassan Ridgeway,2555514,DL,SF,MIA,1,2,,,,,,,,,,,,,,,,2.38,90,3.30,0.92
Dawuane Smoot,2557839,DL,JAX,@DET,1,2,,,,,,,,,,,,,,,,3.55,91,3.30,-0.25
Chase Winovich,2562607,DL,CLE,@HOU,,1,,,,,,,,,,,,1,,,,0.90,92,3.30,2.4
Bobby Brown III,2566199,DL,LA,SEA,1,,,1,,,,,,,,,,,,,,0.94,93,3.20,2.26
Montez Sweat,2562749,DL,WAS,@NYG,1,,,1,,,,,,,,,,,,,,5.26,94,3.20,-2.06
Clelin Ferrell,2562263,DL,LV,LAC,,2,0.5,,,,,,,,,,,,1,,,2.17,95,3.10,0.93
Sheldon Rankins,2555242,DL,NYJ,@MIN,1,,,,,,,,,,,,,,2,,,0.00,96,2.70,2.7
Micheal Clemons,2568024,DL,NYJ,@MIN,1,1,,,,,,,,,,,,,,,,1.93,97,2.50,0.57
Jordan Elliott,2563779,DL,CLE,@HOU,1,1,,,,,,,,,,,,,,,,3.45,98,2.50,-0.95
Breiden Fehoko,2565030,DL,LAC,@LV,1,1,,,,,,,,,,,,,,,,2.63,99,2.50,-0.13
John Franklin-Myers,2560731,DL,NYJ,@MIN,1,1,,,,,,,,,,,,,,,,3.49,100,2.50,-0.99
Quinton Jefferson,2555358,DL,SEA,@LA,,,,,,,,,,,,,,1,,,,2.91,101,2.50,-0.41
D.J. Jones,2558265,DL,DEN,@BAL,1,1,,,,,,,,,,,,,,,,4.74,102,2.50,-2.24
Dre'Mont Jones,2562412,DL,DEN,@BAL,1,1,,,,,,,,,,,,,,,,6.56,103,2.50,-4.06
Mike Purcell,2541634,DL,DEN,@BAL,1,1,,,,,,,,,,,,,,,,4.81,104,2.50,-2.31
Khalen Saunders,2562723,DL,KC,@CIN,1,1,,,,,,,,,,,,,,,,2.75,105,2.50,-0.25
Casey Toohill,2564868,DL,WAS,@NYG,1,1,,,,,,,,,,,,,,,,3.97,106,2.50,-1.47
Broderick Washington,2563593,DL,BAL,DEN,1,1,,,,,,,,,,,,,,,,3.37,107,2.50,-0.87
Carlos Watkins,2557877,DL,DAL,IND,1,1,,,,,,,,,,,,,,,,2.59,108,2.50,-0.09
Chris Wormley,2557862,DL,PIT,@ATL,1,1,,,,,,,,,,,,,,,,2.45,109,2.50,0.05
Montravius Adams,2557876,DL,PIT,@ATL,,3,,,,,,,,,,,,,,,,1.95,110,2.40,0.45
Rasheem Green,2560998,DL,HOU,CLE,,3,,,,,,,,,,,,,,,,5.15,111,2.40,-2.75
Matthew Butler,2567871,DL,LV,LAC,,1,0.5,,,,,,,,,,,,1,,,2.01,112,2.30,0.29
Calais Campbell,744,DL,BAL,DEN,1,,,,,,,,,,,,,,1,,,4.79,113,2.20,-2.59
Harrison Phillips,2560840,DL,MIN,NYJ,1,,,,,,,,,,,,,,1,,,5.17,114,2.20,-2.97
Greg Gaines,2562391,DL,LA,SEA,,2,,,,,,,,,,,,,1,,,4.85,115,2.10,-2.75
Bilal Nichols,2560821,DL,LV,LAC,,2,,,,,,,,,,,,,1,,,4.62,116,2.10,-2.52
