PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Greg Joseph,2561534,K,MIN,DET,1,,,,2,,2,,,,1,17.00
Nick Folk,2507225,K,NE,@HOU,1,1,,1,1,,2,,,,2,14.00
Zane Gonzalez,2558178,K,CAR,PHI,1,,,,,2,1,,,,3,14.00
Greg Zuerlein,2534797,K,DAL,NYG,5,,,,3,,,,,,4,14.00
Younghoe Koo,2559205,K,ATL,NYJ,3,,,,1,,1,,,,5,12.70
Mason Crosby,2507232,K,GB,@CIN,1,1,,1,,3,,,,1,6,12.00
Graham Gano,71309,K,NYG,@DAL,2,,,,,,2,,,,7,12.00
Austin Seibert,2562729,K,DET,@MIN,,,,,1,1,1,,,,8,12.00
Dustin Hopkins,2539227,K,LAC,CLE,1,,,2,,1,,,,,9,11.80
Chris Boswell,2550545,K,PIT,DEN,3,,,,,2,,,,,10,11.00
Harrison Butker,2558245,K,KC,BUF,2,,,,1,,1,,,,11,10.00
Chase McLaughlin,2563203,K,CLE,@LAC,4,,,,2,,,,,,12,10.00
Cairo Santos,2550636,K,CHI,@LV,2,,,,,2,,,,,13,10.00
Ryan Succop,89802,K,TB,MIA,6,,,,,1,,,,,14,10.00
Jake Elliott,2558172,K,PHI,@CAR,1,,,,1,,1,,,,15,9.00
Tyler Bass,2563596,K,BUF,@KC,5,,,,1,,,,,,16,8.00
Brandon McManus,2541556,K,DEN,@PIT,1,,,1,1,,,,,,17,7.00
Matt Gay,2562271,K,LA,@SEA,2,1,,,1,1,,,,,18,6.00
Matt Prater,2506677,K,ARI,SF,2,,,1,,,,,,,19,5.00
Jason Sanders,2561153,K,MIA,@TB,2,,,1,,,,,,,20,5.00
Joey Slye,2563132,K,WAS,NO,1,,,,,1,,,,,21,5.00
Matt Ammendola,2565555,K,NYJ,@ATL,,1,,,1,1,,,,,22,4.00
Rodrigo Blankenship,2564106,K,IND,@BAL,1,1,,,1,1,,,,1,23,4.00
Randy Bullock,2533444,K,TEN,@JAX,4,1,,,1,,,,,,24,4.00
Jason Myers,2553112,K,SEA,LA,2,,,,1,,,,,1,25,4.00
Daniel Carlson,2560993,K,LV,CHI,,,,,1,,,,,,26,3.00
Justin Tucker,2536340,K,BAL,IND,,,,1,,,,,,,27,3.00
Evan McPherson,2565953,K,CIN,GB,2,,,,,,,,,,28,2.00
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,29,0.00
Mike Badgley,2560965,K,IND,@BAL,,,,,,,,,,,30,0.00
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,31,0.00
Chris Blewitt,2562800,K,FA,Bye,,,,,,,,,,,32,0.00
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,33,0.00
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,34,0.00
Sam Ficken,2557430,K,TEN,@JAX,,,,,,,,,,,35,0.00
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,36,0.00
Stephen Gostkowski,2506922,K,FA,Bye,,,,,,,,,,,37,0.00
Robbie Gould,2506264,K,SF,@ARI,,,,,,,,,,,38,0.00
Lirim Hajrullahu,2563449,K,DAL,NYG,,,,,,,,,,,39,0.00
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,40,0.00
Brian Johnson,2566740,K,NO,@WAS,,,,,,,,,,,41,0.00
Alex Kessman,2566484,K,FA,Bye,,,,,,,,,,,42,0.00
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,43,0.00
Ty Long,2553555,K,LAC,CLE,,,,,,,,,,,44,0.00
Wil Lutz,2556601,K,NO,@WAS,,,,,,,,,,,45,0.00
Austin MacGinnis,2563452,K,FA,Bye,,,,,,,,,,,46,0.00
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,47,0.00
Tucker McCann,2565462,K,FA,Bye,,,,,,,,,,,48,0.00
JJ Molson,2565550,K,GB,@CIN,,,,,,,,,,,49,0.00
Chris Naggar,2565744,K,CLE,@LAC,,,,,,,,,,,50,0.00
Quinn Nordin,2565684,K,NE,@HOU,,,,,,,,,,,51,0.00
Mike Nugent,2506386,K,FA,Bye,,,,,,,,,,,52,0.00
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,53,0.00
Ryan Santoso,2561269,K,DET,@MIN,,,,,,,,,,,54,0.00
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,55,0.00
Jake Verity,2566731,K,BAL,IND,,,,,,,,,,,56,0.00
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,57,0.00
Ka'imi Fairbairn,2556521,K,HOU,NE,1,2,,,1,,,,,,58,-2.00
Matthew Wright,2562968,K,JAX,TEN,1,1,,,,,,,,,59,-2.00
Cody Parkey,2550380,K,FA,Bye,3,2,,,,,,,,,60,-3.00
Tristan Vizcaino,2562807,K,LAC,CLE,3,2,,,,,,,,,61,-3.00
