PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Aaron Donald,2543485,DL,LA,@ARI,3,2,3,3,,,,,,,,,,1,3,,,7.07,1,21.20,14.13
Dre'Mont Jones,2562412,DL,DEN,DET,3,,2,3,,,,,,,,,,1,2,,,4.60,2,17.10,12.5
Myles Garrett,2557965,DL,CLE,BAL,3,,1,,,1,1,,1,,,,,,,,15,6.19,3,16.10,9.91
Dorance Armstrong,2560959,DL,DAL,@WAS,4,2,,,,,1,,1,,,,,,,,37,3.41,4,14.63,11.22
Jonathan Allen,2557844,DL,WAS,DAL,5,2,1,1,,,,,,,,,,,2,,,4.54,5,14.60,10.06
Randy Gregory,2552446,DL,DAL,@WAS,1,,1,,1,1,,,,,,,,1,2,12,,4.52,6,14.60,10.08
Dexter Lawrence,2562301,DL,NYG,@LAC,4,3,1,1,,,,,,,,,,,3,,,5.05,7,14.20,9.15
Daron Payne,2560834,DL,WAS,DAL,5,1,1,1,,,,,,,,,,,1,,,5.06,8,13.30,8.24
Sheldon Richardson,2540142,DL,MIN,PIT,3,,1,2,,,,,,,,,,1,1,,,5.46,9,13.10,7.64
Nick Bosa,2562629,DL,SF,@CIN,2,1,2,2,,,,,,,,,,,2,,,7.20,10,12.20,5.0
Dante Fowler Jr.,2553431,DL,ATL,@CAR,3,,1,3,,,,,,,,,,,1,,,4.47,11,12.10,7.63
Justin Jones,2560769,DL,LAC,NYG,3,2,1,1,,,1,,,,,,,,1,,,4.37,12,11.70,7.33
Derrick Brown,2563629,DL,CAR,ATL,4,1,,2,,,,,,,,,,,2,,,5.07,13,11.60,6.53
Larry Ogunjobi,2557836,DL,CIN,SF,3,1,1,2,,,,,,,,,,,1,,,,14,11.40,
Jadeveon Clowney,2543456,DL,CLE,BAL,1,2,1.5,1,,,,,,,,,,1,2,,,4.73,15,11.30,6.57
DaQuan Jones,2543504,DL,CAR,ATL,4,,,,,1,,,,,,,,,1,,,3.06,16,10.80,7.74
Alex Okafor,2539319,DL,KC,LV,1,2,1.5,,,1,,,,,,,,,2,,,1.85,17,10.80,8.95
Greg Gaines,2562391,DL,LA,@ARI,3,2,1,1,,,,,,,,,,,1,,,6.10,18,10.70,4.6
Jordan Phillips,2552492,DL,ARI,LA,3,2,1,1,,,,,,,,,,,1,,,3.40,19,10.70,7.3
Daniel Wise,2562608,DL,WAS,DAL,4,3,,1,,,,,,,,,,,,,,,20,10.70,
Zach Allen,2562219,DL,ARI,LA,3,1,1,1,,,,,,,,,,,2,,,6.68,21,10.40,3.72
Michael Pierce,2556650,DL,MIN,PIT,2,1,1,,,1,,,,,,,,,1,,,3.30,22,10.20,6.9
Jarran Reed,2555238,DL,KC,LV,3,2,,,,1,,,,,,,,,,,,4.30,23,10.20,5.9
B.J. Hill,2560740,DL,CIN,SF,3,1,1,1,,,,,,,,,,,1,,,3.22,24,9.90,6.68
Jonathon Cooper,2566028,DL,DEN,DET,5,,,,,,1,,,,,,,,,,,2.87,25,9.50,6.63
Maxx Crosby,2562439,DL,LV,@KC,1,4,,1,,,,,,,,,,1,1,,,5.60,26,9.40,3.8
Demarcus Lawrence,2543490,DL,DAL,@WAS,2,,1,2,,,,,,,,,,,2,,,5.62,27,9.40,3.78
Joey Bosa,2555249,DL,LAC,NYG,1,,1,,,1,,,,,,,,,4,,,5.95,28,9.20,3.25
D.J. Reader,2555388,DL,CIN,SF,3,,1,1,,,,,,,,,,,1,,,4.30,29,9.10,4.8
Jeffery Simmons,2562733,DL,TEN,JAX,3,,,1,,,,,,,,,,1,,,,6.36,30,9.10,2.74
Poona Ford,2561195,DL,SEA,@HOU,3,3,,1,,,,,,,,,,,,,,4.09,31,9.00,4.91
Cameron Heyward,2508109,DL,PIT,@MIN,3,3,,1,,,,,,,,,,,,,,7.51,32,9.00,1.49
Harrison Phillips,2560840,DL,BUF,@TB,3,3,,1,,,,,,,,,,,,,,4.51,33,9.00,4.49
Dawuane Smoot,2557839,DL,JAX,@TEN,2,,1,1,,,,,,,,,,,3,,,4.58,34,8.40,3.82
Eli Ankou,2559132,DL,BUF,@TB,2,1,1,1,,,,,,,,,,,1,,,,35,8.20,
Clelin Ferrell,2562263,DL,LV,@KC,2,1,1,1,,,,,,,,,,,1,,,1.98,36,8.20,6.22
Carl Granderson,2562273,DL,NO,@NYJ,2,,1,1,,,,,,,,,,,2,,,3.97,37,7.90,3.93
Al Woods,496881,DL,SEA,@HOU,1,4,0.5,1,,,,,,,,,,,1,,,3.67,38,7.90,4.23
Armon Watts,2562773,DL,MIN,PIT,1,2,1,1,,,,,,,,,,,2,,,2.94,39,7.80,4.86
Steven Means,2541310,DL,ATL,@CAR,4,1,,,,,,,,,,,,,,,,4.06,40,7.60,3.54
Austin Johnson,2556368,DL,NYG,@LAC,3,3,,,,,,,,,,,,,,,,4.53,41,7.50,2.97
Denico Autry,2550646,DL,TEN,JAX,2,,1,1,,,,,,,,,,,1,,,4.48,42,7.40,2.92
Joe Gaziano,2565036,DL,LAC,NYG,3,1,,1,,,,,,,,,,,,,,1.97,43,7.40,5.43
Justin Madubuike,2563563,DL,BAL,@CLE,3,1,,1,,,,,,,,,,,,,,4.19,44,7.40,3.21
Sheldon Rankins,2555242,DL,NYJ,NO,3,1,,1,,,,,,,,,,,,,,2.78,45,7.40,4.62
Jonathan Greenard,2564070,DL,HOU,SEA,1,3,,,,,,,,,,,,1,,,,4.87,46,6.60,1.73
Jessie Lemonier,2565057,DL,DET,@DEN,2,4,,,,,,,,,,,,,,,,1.27,47,6.60,5.33
D.J. Wonnum,2564583,DL,MIN,PIT,,2,,,,,,,,,,,,2,,,,5.41,48,6.60,1.19
Neville Gallimore,2563842,DL,DAL,@WAS,1,1,1,1,,,,,,,,,,,1,,,2.53,49,6.50,3.97
Grady Jarrett,2552327,DL,ATL,@CAR,2,2,,,,,1,,,,,,,,1,,,5.17,50,6.50,1.33
Yannick Ngakoue,2555421,DL,LV,@KC,1,1,1,1,,,,,,,,,,,1,,,4.38,51,6.50,2.12
Ross Blacklock,2564064,DL,HOU,SEA,3,1,,,,,,,,,,,,,1,,,2.96,52,6.40,3.44
Foley Fatukasi,2560722,DL,NYJ,NO,1,4,,1,,,,,,,,,,,,,,4.04,53,6.40,2.36
Tershawn Wharton,2564310,DL,KC,LV,1,2,1,,,,,,,,,,,,2,,,2.40,54,6.30,3.9
Darrell Taylor,2565198,DL,SEA,@HOU,1,,1,1,,,,,,,,,,,2,,,4.81,55,6.20,1.39
Angelo Blackson,2552670,DL,CHI,@GB,3,1,,,,,,,,,,,,,,,,3.84,56,5.90,2.06
DaVon Hamilton,2564190,DL,JAX,@TEN,3,1,,,,,,,,,,,,,,,,2.41,57,5.90,3.49
