PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Tank Dell,2569813,WR,HOU,TB,,,,2,,6,114,2,,,,,12.30,1,26.60,14.3
Noah Brown,2558091,WR,HOU,TB,,,,,,6,153,1,,,,,5.38,2,24.30,18.92
CeeDee Lamb,2563848,WR,DAL,@PHI,,,,,,11,191,,,,,1,17.01,3,22.60,5.59
Amari Cooper,2552487,WR,CLE,ARI,,,,,,5,139,1,,,,,11.29,4,22.40,11.11
Stefon Diggs,2552608,WR,BUF,@CIN,,,,,,6,86,1,,,1,,15.48,5,19.60,4.12
Diontae Johnson,2562674,WR,PIT,TEN,,,,,,7,90,1,,,,,10.38,6,18.50,8.12
A.J. Brown,2562238,WR,PHI,DAL,,,,,,7,66,1,,,,,15.14,7,16.10,0.96
Tee Higgins,2563731,WR,CIN,BUF,,,,,,8,110,,,,,,9.39,8,15.00,5.61
Jahan Dotson,2568321,WR,WAS,@NE,,,,,,4,69,1,,,,,8.65,9,14.90,6.25
Chris Olave,2567973,WR,NO,CHI,,,,,,6,46,1,,,,,10.27,10,13.60,3.33
Nico Collins,2566127,WR,HOU,TB,,,,,,3,54,1,,,,,13.59,11,12.90,-0.69
DeVonta Smith,2566409,WR,PHI,DAL,,,,,,3,51,1,,,,,8.94,12,12.60,3.66
Jakobi Meyers,2562492,WR,LV,NYG,,,,17,1,2,38,,,,,,10.30,13,12.50,2.2
Wan'Dale Robinson,2568012,WR,NYG,@LV,,,,,,4,35,1,,,,,9.04,14,12.50,3.46
Jalen Tolbert,2567508,WR,DAL,@PHI,,,,,,3,49,1,,,,,1.17,15,12.40,11.23
Odell Beckham Jr.,2543496,WR,BAL,SEA,,,,,,5,56,1,,,,1,7.19,16,12.10,4.91
Keenan Allen,2540154,WR,LAC,@NYJ,,,,,,8,77,,,,,,13.58,17,11.70,-1.88
Mike Evans,2543468,WR,TB,@HOU,,,,,,4,87,,,,,,11.17,18,11.70,0.53
Darnell Mooney,2563707,WR,CHI,@NO,,,,,,5,82,,,,,,5.88,19,11.30,5.42
