PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Kenny Moore II,2558976,DB,IND,@CAR,7,1,,,2,,,2,,,,,,2,,115,,8.81,1,34.93,26.12
Paulson Adebo,2566346,DB,NO,CHI,5,2,,,2,1,1,,,,,,,3,,5,,8.21,2,27.87,19.66
Amik Robertson,2564430,DB,LV,NYG,3,,,,1,1,,,,,,,,2,,40,,7.57,3,17.83,10.26
Trent McDuffie,2567802,DB,KC,MIA,8,3,,,,1,,,,,,,,,,,,8.99,4,17.30,8.31
Tavierre Thomas,2561278,DB,HOU,TB,6,4,,1,,1,,,,,,,,,,,,5.45,5,16.40,10.95
Grant Delpit,2563773,DB,CLE,ARI,8,2,0.5,1,,,,,,,,,,,1,,,10.13,6,16.20,6.07
Jaire Alexander,2560952,DB,GB,LA,6,1,,1,,,,,,,,,,2,,,,7.66,7,16.10,8.44
Jonathan Owens,2561255,DB,GB,LA,5,4,1,,,1,,,,,,,,,1,,,7.96,8,15.90,7.94
Jordan Poyer,2539290,DB,BUF,@CIN,8,3,,1,,,,,,,,,,,,,,8.65,9,15.30,6.65
Byron Murphy,2562318,DB,MIN,@ATL,3,,,1,1,,,,,,,,,2,,18,,7.73,10,15.10,7.37
Mike Hilton,2556559,DB,CIN,BUF,10,,,,,,,,,,,,,,,,,7.96,11,15.00,7.04
Kyle Dugger,2564601,DB,NE,WAS,5,1,,,1,,,,,,,,,1,,20,,10.28,12,14.77,4.49
Alohi Gilman,2565042,DB,LAC,@NYJ,4,,,,,1,1,,,,,,,1,,,48,9.06,13,14.60,5.54
Reed Blankenship,2568057,DB,PHI,DAL,4,3,,,,,1,,,,,,,2,,,,11.07,14,13.80,2.73
Richie Grant,2565818,DB,ATL,MIN,4,4,,,,,,,,,,,,2,,,,9.94,15,13.40,3.46
Derwin James,2560760,DB,LAC,@NYJ,7,3,,,,,1,,,,,,,,,,,9.15,16,13.30,4.15
Nate Hobbs,2566259,DB,LV,NYG,3,4,,,1,,,,,,,,,1,,10,,8.99,17,13.23,4.24
Xavier McKinney,2564766,DB,NYG,@LV,7,3,,,,,,,,,,,,,,,,9.27,18,12.30,3.03
Akayleb Evans,2567913,DB,MIN,@ATL,5,2,,,,1,,,,,,,,,,,,9.12,19,12.20,3.08
Denzel Ward,2560916,DB,CLE,ARI,2,1,,,1,,,,,,,,,2,,,,8.48,20,12.10,3.62
Emmanuel Forbes,2570371,DB,WAS,@NE,3,,,,,,,,,,,,,3,,,,2.32,21,12.00,9.68
Dane Jackson,2563614,DB,BUF,@CIN,3,,,,,,,,,,,,,3,,,,4.12,22,12.00,7.88
Benjamin St-Juste,2566604,DB,WAS,@NE,3,,,,,,,,,,,,,3,,,,8.37,23,12.00,3.63
Jessie Bates,2560970,DB,ATL,MIN,5,3,,,,,,,,,,,,1,,,,9.01,24,11.80,2.79
Darius Slay,2540288,DB,PHI,DAL,5,3,,,,,,,,,,,,1,,,,8.44,25,11.80,3.36
James Bradberry,2555175,DB,PHI,DAL,6,,,,,,,,,,,,,1,,,,7.82,26,11.50,3.68
Tre'von Moehrig,2566268,DB,LV,NYG,5,,1,1,,,,,,,,,,,1,,,7.87,27,11.50,3.63
Jalen Pitre,2567688,DB,HOU,TB,4,2,,1,,,,,,,,,,1,,,,11.62,28,11.20,-0.42
Jordan Fuller,2564340,DB,LA,@GB,3,5,,,,1,,,,,,,,,,,,8.82,29,11.00,2.18
Ja'Sir Taylor,2568192,DB,LAC,@NYJ,3,2,,,,,,,,,,,,2,,,,3.93,30,10.70,6.77
Kristian Fulton,2564046,DB,TEN,@PIT,4,1,,1,,,,,,,,,,1,,,,8.94,31,10.60,1.66
