PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Za'Darius Smith,2552279,LB,MIN,ARI,7,,3,4,,,,,,,,,,1,3,,,5.86,1,27.90,22.04
Tremaine Edmunds,2560713,LB,BUF,GB,13,3,,,,,,,,,,,,1,,,,12.22,2,27.00,14.78
C.J. Mosley,2543464,LB,NYJ,NE,10,3,,1,,,,,,,,,,1,,,,14.46,3,23.40,8.94
Sione Takitaki,2562753,LB,CLE,CIN,6,7,1,1,,1,,,,,,,,,,,,7.50,4,22.80,15.3
T.J. Edwards,2562648,LB,PHI,PIT,8,4,,,,,,,,,,,,2,1,,,14.16,5,22.30,8.14
Uchenna Nwosu,2560826,LB,SEA,NYG,5,1,2,2,,1,,,,,,,,,2,,,7.17,6,20.80,13.63
Divine Deablo,2566253,LB,LV,@NO,9,5,,,,,,,,,,,,,,,,12.16,7,19.30,7.14
Leonard Floyd,2555285,LB,LA,SF,4,5,2,2,,,,,,,,,,,3,,,7.02,8,19.30,12.28
Shaq Thompson,2552447,LB,CAR,@ATL,8,5,,1,,,,,,,,,,,,,,11.03,9,19.10,8.07
Fred Warner,2560917,LB,SF,@LA,4,8,0.5,,,,,,,,,,,1,2,,,11.60,10,17.70,6.1
Malcolm Rodriguez,2567562,LB,DET,MIA,5,2,1,1,,,1,,,,,,,1,1,,2,9.56,11,17.67,8.11
Pete Werner,2566358,LB,NO,LV,7,4,,,,,,,,,,,,1,,,,12.72,12,17.60,4.88
Mykal Walker,2563530,LB,ATL,CAR,8,3,,1,,,,,,,,,,,,,,12.47,13,17.50,5.03
Josey Jewell,2560763,LB,DEN,@JAX,7,2,,2,,,,,,,,,,,,,,9.47,14,16.50,7.03
Matt Milano,2557969,LB,BUF,GB,5,,,1,1,,,,,,,,,1,,,,11.13,15,16.00,4.87
Zaire Franklin,2561155,LB,IND,WAS,6,2,,1,,,,,,,,,,1,,,,13.61,16,15.80,2.19
