PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Nick Folk,2507225,K,NE,@NYJ,1,,,,1,3,1,,,,6.43,1,21.00,14.57
Younghoe Koo,2559205,K,ATL,CAR,4,,,,2,1,,,,,7.41,2,14.00,6.59
Tyler Bass,2563596,K,BUF,GB,3,,,,1,1,,,,,7.49,3,11.70,4.21
Chase McLaughlin,2563203,K,IND,WAS,1,,,1,1,1,,,,,6.85,4,11.00,4.15
Jason Myers,2553112,K,SEA,NYG,3,,,,1,,1,,,,7.76,5,11.00,3.24
Mike Badgley,2560965,K,DET,MIA,3,,,1,,1,,,,,7.31,6,10.00,2.69
Ryan Succop,89802,K,TB,BAL,1,,,1,2,,,,,,7.36,7,10.00,2.64
Matt Prater,2506677,K,ARI,@MIN,2,,,,1,1,,,,,6.83,8,9.00,2.17
Justin Tucker,2536340,K,BAL,@TB,3,,,1,1,,,,,,7.74,9,9.00,1.26
Graham Gano,71309,K,NYG,@SEA,1,,,,1,1,,,,,7.32,10,8.00,0.68
Jason Sanders,2561153,K,MIA,@DET,4,,,,,1,,,,,7.09,11,8.00,0.91
Cade York,2567487,K,CLE,CIN,3,,,,,,1,,,,6.43,12,8.00,1.57
Robbie Gould,2506264,K,SF,@LA,4,,,1,,,,,,,7.58,13,7.00,-0.58
Brett Maher,2540243,K,DAL,CHI,7,,,,,,,,,,8.03,14,7.00,-1.03
Nick Sciba,2569450,K,FA,Bye,1,,,1,1,,,,,,,15,7.00,
Randy Bullock,2533444,K,TEN,@HOU,2,,,1,,,,,,,7.83,16,5.00,-2.83
Mason Crosby,2507232,K,GB,@BUF,2,,,,1,,,,,,7.09,17,5.00,-2.09
Jake Elliott,2558172,K,PHI,PIT,5,,,,,,,,,,6.74,18,5.00,-1.74
Ka'imi Fairbairn,2556521,K,HOU,TEN,1,,,,,1,,,,,7.15,19,5.00,-2.15
Wil Lutz,2556601,K,NO,LV,3,,,,1,,,,,1,7.65,20,5.00,-2.65
Riley Patterson,2567013,K,JAX,DEN,2,,,,1,,,,,,6.86,21,5.00,-1.86
Eddy Pineiro,2560842,K,CAR,@ATL,2,1,,,1,1,,,,1,6.29,22,5.00,-1.29
Cairo Santos,2550636,K,CHI,@DAL,2,,,,1,,,,,,6.83,23,5.00,-1.83
Joey Slye,2563132,K,WAS,@IND,2,,,1,,,,,,,6.29,24,5.00,-1.29
Greg Zuerlein,2534797,K,NYJ,NE,2,,,1,,,,,,,6.48,25,5.00,-1.48
Brandon McManus,2541556,K,DEN,@JAX,3,,,,,,,,,,7.04,26,3.00,-4.04
Matt Gay,2562271,K,LA,SF,2,,,,,,,,,,6.19,27,2.00,-4.19
Greg Joseph,2561534,K,MIN,ARI,4,1,,,,,,,,,7.85,28,1.00,-6.85
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,,29,0.00,
Taylor Bertolet,2556472,K,LAC,Bye,,,,,,,,,,,,30,0.00,
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,31,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,32,0.00,
Chris Boswell,2550545,K,PIT,@PHI,,,,,,,,,,,0.00,33,0.00,0.0
Harrison Butker,2558245,K,KC,Bye,,,,,,,,,,,,34,0.00,
Daniel Carlson,2560993,K,LV,@NO,,,,,,,,,,,6.69,35,0.00,-6.69
Cameron Dicker,2568435,K,LAC,Bye,,,,,,,,,,,,36,0.00,
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,37,0.00,
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,38,0.00,
Zane Gonzalez,2558178,K,CAR,@ATL,,,,,,,,,,,0.00,39,0.00,0.0
Dustin Hopkins,2539227,K,LAC,Bye,,,,,,,,,,,,40,0.00,
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,41,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,42,0.00,
James McCourt,2569215,K,JAX,DEN,,,,,,,,,,,0.00,43,0.00,0.0
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,44,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,45,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,46,0.00,
Quinn Nordin,2565684,K,NE,@NYJ,,,,,,,,,,,0.00,47,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,48,0.00,
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,49,0.00,
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,,50,0.00,
Caleb Shudak,2568843,K,TEN,@HOU,,,,,,,,,,,0.00,51,0.00,0.0
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,52,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,53,0.00,
Tristan Vizcaino,2562807,K,NE,@NYJ,,,,,,,,,,,0.00,54,0.00,0.0
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,55,0.00,
Evan McPherson,2565953,K,CIN,@CLE,1,1,,,,,,,,,6.58,56,-2.00,-8.58
