PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Tyler Conklin,2561027,TE,NYJ,NE,,,,,,6,79,2,,,,,5.55,1,22.90,17.35
Isaiah Likely,2567283,TE,BAL,@TB,,,,,,6,77,1,,,,,2.26,2,16.70,14.44
Kyle Pitts,2565830,TE,ATL,CAR,,,,,,5,80,1,,,,,8.86,3,16.50,7.64
Evan Engram,2557858,TE,JAX,DEN,,,,,,4,55,1,,,,,6.42,4,13.50,7.08
Zach Ertz,2540158,TE,ARI,@MIN,,,,,,4,34,1,,,,,8.69,5,11.40,2.71
George Kittle,2558266,TE,SF,@LA,,,,,,3,39,1,,,,,8.77,6,11.40,2.63
Mike Gesicki,2560994,TE,MIA,@DET,,,,,,3,38,1,,,,,4.95,7,11.30,6.35
Greg Dulcich,2567520,TE,DEN,@JAX,,,,,,4,87,,,,,,5.24,8,10.70,5.46
Dalton Schultz,2560866,TE,DAL,CHI,,,,,,6,74,,,,,,6.77,9,10.40,3.63
T.J. Hockenson,2562378,TE,MIN,ARI,,,,,,3,80,,,,,,8.62,10,9.50,0.88
Dallas Goedert,2560995,TE,PHI,PIT,,,,,,6,64,,,,,,10.14,11,9.40,-0.74
Will Dissly,2561046,TE,SEA,NYG,,,,,,2,12,,,,,,4.86,12,8.40,3.54
Cole Kmet,2563704,TE,CHI,@DAL,,,,,,2,11,1,,,,,5.27,13,8.10,2.83
Dawson Knox,2562681,TE,BUF,GB,,,,,,2,10,1,,,,,6.43,14,8.00,1.57
Taysom Hill,2558954,TE,NO,LV,2,,,61,,1,11,,,,,,5.31,15,7.78,2.47
Pat Freiermuth,2566442,TE,PIT,@PHI,,,,,,4,57,,,,,,7.85,16,7.70,-0.15
Tanner Hudson,2561215,TE,CIN,@CLE,,,,,,3,58,,,,,,2.50,17,7.30,4.8
Jake Ferguson,2567496,TE,DAL,CHI,,,,,,1,1,1,,,,,2.83,18,6.60,3.77
Johnny Mundt,2558875,TE,MIN,ARI,,,,,,1,1,1,,,,,2.05,19,6.60,4.55
Hayden Hurst,2560747,TE,CIN,@CLE,,,,,,4,42,,,,,,8.35,20,6.20,-2.15
Ross Dwelley,2561060,TE,SF,@LA,,,,,,1,56,,,,,,0.56,21,6.10,5.54
Foster Moreau,2562317,TE,LV,@NO,,,,,,6,31,,,,,,5.44,22,6.10,0.66
Robert Tonyan,2559270,TE,GB,@BUF,,,,,,5,35,,,,,,6.42,23,6.00,-0.42
Mark Andrews,2560957,TE,BAL,@TB,,,,,,3,33,,,,,,13.46,24,4.80,-8.66
Irv Smith,2562738,TE,MIN,ARI,,,,,,4,28,,,,,,4.82,25,4.80,-0.02
Brevin Jordan,2566130,TE,HOU,TEN,,,,,,2,19,,,,,,3.52,26,4.60,1.08
Peyton Hendershot,2568690,TE,DAL,CHI,,,,,,2,15,,,,,,1.50,27,4.20,2.7
Trey McBride,2568117,TE,ARI,@MIN,,,,,,,,,,,,,1.68,28,4.20,2.52
Cade Otton,2568312,TE,TB,BAL,,,,,,2,15,,,,,,5.12,29,4.20,-0.92
Ko Kieft,2568306,TE,TB,BAL,,,,,,1,9,,,,,,1.29,30,3.90,2.61
Stephen Sullivan,2565192,TE,CAR,@ATL,,,,,,1,33,,,,,,0.28,31,3.80,3.52
O.J. Howard,2557856,TE,HOU,TEN,,,,,,2,24,,,,,,2.06,32,3.40,1.34
Giovanni Ricci,2563668,TE,CAR,@ATL,,,,,,,,,,,,,0.47,33,3.40,2.93
C.J. Uzomah,2552559,TE,NYJ,NE,,,,,,1,27,,,,,,2.87,34,3.20,0.33
Noah Fant,2562383,TE,SEA,NYG,,,,,,2,19,,,,,,5.24,35,2.90,-2.34
Hunter Henry,2555341,TE,NE,@NYJ,,,,,,1,22,,,,,,6.46,36,2.70,-3.76
Tommy Tremble,2565914,TE,CAR,@ATL,,,,,,2,17,,,,,,3.69,37,2.70,-0.99
Kylen Granson,2566145,TE,IND,WAS,,,,,,3,11,,,,,,3.19,38,2.60,-0.59
Connor Heyward,2568138,TE,PIT,@PHI,,,,,,,,,,,,,1.05,39,2.50,1.45
Tyler Higbee,2555364,TE,LA,SF,,,,,,2,15,,,,,,8.52,40,2.50,-6.02
Jonnu Smith,2558207,TE,NE,@NYJ,,,,,,3,10,,,,,,2.50,41,2.50,0.0
Juwan Johnson,2564676,TE,NO,LV,,,,,,2,14,,,,,,5.16,42,2.40,-2.76
James Mitchell,2567556,TE,DET,MIA,,,,,,1,14,,,,,,0.43,43,1.90,1.47
Pharaoh Brown,2559018,TE,CLE,CIN,,,,,,,,,,,,,2.56,44,1.70,-0.86
Jesper Horsted,2563270,TE,LV,@NO,,,,,,,,,,,,,1.40,45,1.70,0.3
