PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Cooper Kupp,2557898,WR,LA,DET,,,,,,10,156,2,,,,,58.60,,10,10,10,13,77,3,2,1,1,32.60
Mike Evans,2543468,WR,TB,CHI,,,,,,6,76,3,,,,,53.40,,6,6,6,10,60,5,4,4,2,28.60
Ja'Marr Chase,2565941,WR,CIN,@BAL,,,,,,8,201,1,,,,1,43.70,,8,8,8,10,80,1,,1,3,28.10
A.J. Brown,2562238,WR,TEN,KC,,,,,,8,133,1,,,,,32.40,,8,8,8,9,89,1,1,1,4,23.30
Terry McLaurin,2562489,WR,WAS,@GB,,,,,,7,122,1,,,,,31.00,,7,7,7,12,58,1,,,5,21.70
Chris Godwin,2558105,WR,TB,CHI,,,,,,8,111,1,,,,,53.40,,8,8,8,11,73,2,1,2,6,21.10
Michael Pittman,2564136,WR,IND,@SF,,,,,,4,105,1,,,,,28.60,,4,4,4,4,100,,,,7,18.50
Deebo Samuel,2562721,WR,SF,IND,,,,,,7,100,1,,,,1,24.10,,7,7,7,11,64,3,2,,8,17.50
Davante Adams,2543495,WR,GB,WAS,,,,,,6,76,1,,,,,37.80,,6,6,6,7,86,3,2,,9,16.60
DK Metcalf,2562685,WR,SEA,NO,,,,,,2,96,1,,,,,25.50,,2,2,2,5,40,,,,10,16.60
Marquise Brown,2562379,WR,BAL,CIN,,,,,,5,80,1,,,,,29.90,,5,5,5,14,36,,,,11,16.50
DeAndre Hopkins,2540165,WR,ARI,HOU,,,,,,7,53,1,,,,,38.60,,7,7,7,9,78,1,1,1,12,14.80
Russell Gage,2561061,WR,ATL,@MIA,,,,,,4,67,1,,,,,33.30,,4,4,4,6,67,,,,13,14.70
Kalif Raymond,2556661,WR,DET,@LA,,,,1,,6,115,,,,,,15.40,1,6,7,6,8,75,,,,14,14.60
Allen Lazard,2560787,WR,GB,WAS,,,,,,5,60,1,,,,,37.80,,5,5,5,6,83,2,1,,15,14.50
Kendrick Bourne,2558914,WR,NE,NYJ,25,1,,,,4,68,,,,,,38.80,,4,4,4,4,100,,,,16,13.80
Jaylen Waddle,2566292,WR,MIA,ATL,,,,,,7,83,,,,,,30.30,,7,7,7,8,88,,,,17,13.50
Dante Pettis,2560836,WR,NYG,CAR,16,,,,,5,39,1,,,,,26.74,,5,5,5,5,100,1,1,,18,13.04
Christian Kirk,2560781,WR,ARI,HOU,,,,,,4,50,1,,,,,38.60,,4,4,4,5,80,1,1,1,19,13.00
Corey Davis,2557848,WR,NYJ,@NE,,,,,,4,47,1,,,,,31.70,,4,4,4,6,67,1,1,1,20,12.70
Bryan Edwards,2564418,WR,LV,PHI,,,,,,3,43,1,,,,,31.80,,3,3,3,4,75,2,1,2,21,12.60
Van Jefferson,2564358,WR,LA,DET,,,,,,4,43,1,,,,,58.60,,4,4,4,7,57,2,1,,22,12.30
Calvin Ridley,2560854,WR,ATL,@MIA,,,,,,4,26,1,,,,,33.30,,4,4,4,10,40,3,2,,23,12.30
Nelson Agholor,2552600,WR,NE,NYJ,,,,,,2,51,1,,,,,38.80,,2,2,2,5,40,1,,,24,12.10
Robert Woods,2540169,WR,LA,DET,,,,,,6,70,,,,1,,58.60,,6,6,6,6,100,2,2,,25,12.00
Elijah Moore,2566385,WR,NYJ,@NE,,,,19,1,1,13,,,,,,31.70,1,1,2,1,6,17,,1,,26,11.40
D.J. Moore,2560813,WR,CAR,@NYG,,,,,,6,73,,,,,,16.10,,6,6,6,10,60,,,,27,10.30
Byron Pringle,2560844,WR,KC,@TEN,,,,,,5,73,,,,,,26.50,,5,5,5,6,83,,,,28,9.80
Tee Higgins,2563731,WR,CIN,@BAL,,,,,,7,62,,,,,,43.70,,7,7,7,15,47,2,,1,29,9.70
Tyreek Hill,2556214,WR,KC,@TEN,,,,18,,6,49,,,,,,26.50,1,6,7,6,9,67,,,,30,9.70
Rashod Bateman,2565836,WR,BAL,CIN,,,,,,3,80,,,,,,29.90,,3,3,3,6,50,,,,31,9.50
Hunter Renfrow,2562712,WR,LV,PHI,,,,,,7,58,,,,,,31.80,,7,7,7,8,88,2,1,1,32,9.30
Courtland Sutton,2560888,WR,DEN,@CLE,,,,,,5,68,,,,,,16.10,,5,5,5,5,100,,,,33,9.30
Darius Slayton,2562736,WR,NYG,CAR,,,,,,5,63,,,,,,26.74,,5,5,5,9,56,,,,34,8.80
DeVonta Smith,2566409,WR,PHI,@LV,,,,,,5,61,,,,,,22.50,,5,5,5,9,56,,,,35,8.60
Mack Hollins,2558262,WR,MIA,ATL,,,,,,2,13,1,,,,,30.30,,2,2,2,3,67,1,1,1,36,8.30
A.J. Green,2495450,WR,ARI,HOU,,,,,,3,66,,,,,,38.60,,3,3,3,3,100,,,,37,8.10
Isaiah Ford,2558071,WR,MIA,ATL,,,,,,1,10,1,,,,,30.30,,1,1,1,1,100,1,1,,38,7.50
Jalen Reagor,2564850,WR,PHI,@LV,,,,,,2,25,1,,,,1,22.50,1,2,3,2,2,100,1,1,,39,7.50
Jakobi Meyers,2562492,WR,NE,NYJ,,,,,,5,44,,,,,,38.80,,5,5,5,7,71,,,,40,6.90
Freddie Swain,2565195,WR,SEA,NO,,,,8,,4,39,,,,,,25.50,1,4,5,4,6,67,,,,41,6.70
Darnell Mooney,2563707,WR,CHI,@TB,,,,,,2,39,,,,,,15.00,,2,2,2,5,40,,,,42,6.60
Jarvis Landry,2543488,WR,CLE,DEN,,,,,,5,37,,,,,,12.80,,5,5,5,8,63,1,,,43,6.20
Tyler Boyd,2555466,WR,CIN,@BAL,,,,,,4,39,,,,,,43.70,,4,4,4,7,57,1,1,,44,5.90
Jamison Crowder,2552415,WR,NYJ,@NE,,,,,,4,34,,,,,,31.70,,4,4,4,6,67,,,,45,5.40
Adam Humphries,2553895,WR,WAS,@GB,,,,,,3,36,,,,,,31.00,,3,3,3,4,75,1,,,46,5.10
Henry Ruggs III,2564433,WR,FA,Bye,,,,7,,4,24,,,,,,,1,4,5,4,4,100,,,,47,5.10
Julio Jones,2495454,WR,TEN,KC,,,,,,2,38,,,,,,32.40,,2,2,2,4,50,2,,,48,4.80
Zay Jones,2557863,WR,LV,PHI,,,,,,1,43,,,,,,31.80,,1,1,1,1,100,,,,49,4.80
Marquez Callaway,2565310,WR,NO,@SEA,,,,,,3,32,,,,,,8.80,,3,3,3,7,43,2,1,1,50,4.70
Quez Watkins,2564880,WR,PHI,@LV,,,,,,2,37,,,,,,22.50,,2,2,2,4,50,1,,,51,4.70
Brandin Cooks,2543498,WR,HOU,@ARI,,,,,,5,21,,,,,,11.60,,5,5,5,7,71,,,,52,4.60
Zach Pascal,2558877,WR,IND,@SF,,,,,,3,14,,,,,,28.60,,3,3,3,6,50,,,,53,4.60
Ashton Dulin,2562646,WR,IND,@SF,,,,,,2,,,,,,,28.60,,2,2,2,4,50,,,,54,4.50
Mecole Hardman,2562580,WR,KC,@TEN,,,,,,4,28,,,,,1,26.50,,4,4,4,5,80,1,1,,55,4.50
Allen Robinson,2543509,WR,CHI,@TB,,,,,,2,16,,,,,,15.00,,2,2,2,4,50,1,1,,56,4.30
Nico Collins,2566127,WR,HOU,@ARI,,,,,,2,28,,,,,,11.60,,2,2,2,5,40,,,,57,3.80
Josh Reynolds,2558194,WR,DET,@LA,,,,,,3,23,,,,,,15.40,,3,3,3,3,100,,,,58,3.80
Randall Cobb,2495448,WR,GB,WAS,,,,,,3,22,,,,,,37.80,,3,3,3,4,75,1,,,59,3.70
John Ross,2558010,WR,NYG,CAR,,,,,,2,27,,,,,,26.74,,2,2,2,2,100,,,,60,3.70
Olamide Zaccheaus,2562808,WR,ATL,@MIA,,,,,,1,13,,,,,,33.30,,1,1,1,1,100,,,,61,3.50
Odell Beckham Jr.,2543496,WR,LA,DET,,,,,,2,23,,,,,,58.60,,2,2,2,6,33,,,,62,3.30
N'Keal Harry,2562659,WR,NE,NYJ,,,,,,1,28,,,,,,38.80,,1,1,1,2,50,,,,63,3.30
Danny Amendola,2649,WR,HOU,@ARI,,,,,,3,17,,,,,,11.60,,3,3,3,5,60,,,,64,3.20
Keith Kirkwood,2561224,WR,CAR,@NYG,,,,,,3,17,,,,,,16.10,,3,3,3,5,60,,,,65,3.20
Anthony Schwartz,2565986,WR,CLE,DEN,,,,-2,,2,22,,,,,,12.80,1,2,3,2,3,67,,,,66,3.00
Robby Anderson,2556462,WR,CAR,@NYG,,,,,,3,14,,,,,,16.10,,3,3,3,9,33,,,,67,2.90
Tajae Sharpe,2555317,WR,ATL,@MIA,,,,,,2,18,,,,,,33.30,,2,2,2,2,100,,,,68,2.80
Rondale Moore,2566433,WR,ARI,HOU,,,,,,2,17,,,,,,38.60,,2,2,2,3,67,,,,69,2.70
Gunner Olszewski,2563329,WR,NE,NYJ,,,,,,1,22,,,,,,38.80,,1,1,1,1,100,,,,70,2.70
Marquise Goodwin,2539964,WR,CHI,@TB,,,,,,2,16,,,,,,15.00,,2,2,2,4,50,,,,71,2.60
Tyler Johnson,2565225,WR,TB,CHI,,,,,,2,16,,,,,,53.40,,2,2,2,2,100,,,,72,2.60
Dax Milne,2566601,WR,WAS,@GB,,,,,,2,16,,,,,,31.00,,2,2,2,4,50,1,,,73,2.60
Tim Patrick,2558985,WR,DEN,@CLE,,,,,,2,16,,,,,,16.10,,2,2,2,5,40,1,,1,74,2.60
Kendall Hinton,2563893,WR,DEN,@CLE,,,,,,2,15,,,,,,16.10,,2,2,2,2,100,,,,75,2.50
Tylan Wallace,2565857,WR,BAL,CIN,,,,,,,,,,,,,29.90,,,,,,,,,,76,2.50
Tyler Lockett,2552430,WR,SEA,NO,,,,,,2,12,,,,,,25.50,,2,2,2,3,67,,,,77,2.20
Mohamed Sanu,2533040,WR,SF,IND,,,,,,1,16,,,,,,24.10,,1,1,1,1,100,,,,78,2.10
J.J. Arcega-Whiteside,2562466,WR,PHI,@LV,,,,,,,,,,,,,22.50,,,,,,,,,,79,1.70
Tyrie Cleveland,2563881,WR,DEN,@CLE,,,,,,,,,,,,,16.10,,,,,1,,1,,,80,1.70
Lil'Jordan Humphrey,2562668,WR,NO,@SEA,,,,,,,,,,,,,8.80,,,,,,,,,,81,1.70
Jauan Jennings,2565114,WR,SF,IND,,,,,,,,,,,,,24.10,,,,,2,,,,,82,1.70
Amari Rodgers,2566091,WR,GB,WAS,,,,,,,,,,,,,37.80,,,,,,,,,,83,1.70
Ben Skowronek,2566247,WR,LA,DET,,,,,,,,,,,,,58.60,,,,,,,,,,84,1.70
DeAndre Carter,2553502,WR,WAS,@GB,,,,27,,1,4,,,,,1,31.00,1,1,2,1,1,100,,,,85,1.60
Tre'Quan Smith,2560878,WR,NO,@SEA,,,,,,1,11,,,,,,8.80,,1,1,1,3,33,,,,86,1.60
Damiere Byrd,2553499,WR,CHI,@TB,,,,,,1,10,,,,,,15.00,,1,1,1,1,100,,,,87,1.50
Brandon Aiyuk,2565093,WR,SF,IND,,,,3,,1,6,,,,,,24.10,1,1,2,1,1,100,,,,88,1.40
Devin Duvernay,2563551,WR,BAL,CIN,,,,-2,,1,11,,,,,,29.90,1,1,2,1,1,100,,,,89,1.40
Trent Sherfield,2561272,WR,SF,IND,,,,,,1,9,,,,,,24.10,,1,1,1,2,50,,,,90,1.40
Marcus Kemp,2559076,WR,KC,@TEN,,,,,,1,8,,,,,,26.50,,1,1,1,1,100,,,,91,1.30
Equanimeous St. Brown,2560883,WR,GB,WAS,,,,13,,,,,,,,,37.80,1,,1,,1,,,,,92,1.30
Collin Johnson,2564202,WR,NYG,CAR,,,,,,1,7,,,,,,26.74,,1,1,1,2,50,,,,93,1.20
Demarcus Robinson,2555478,WR,KC,@TEN,,,,,,1,7,,,,,,26.50,,1,1,1,4,25,1,,,94,1.20
Keelan Cole,2559153,WR,NYJ,@NE,,,,,,1,6,,,,,,31.70,,1,1,1,2,50,,,,95,1.10
Jaelon Darden,2566562,WR,TB,CHI,,,,11,,,,,,,,,53.40,1,,1,,1,,,,,96,1.10
Denzel Mims,2564802,WR,NYJ,@NE,,,,,,1,6,,,,,,31.70,,1,1,1,2,50,,,,97,1.10
Keke Coutee,2561029,WR,IND,@SF,,,,,,1,5,,,,,,28.60,,1,1,1,1,100,,,,98,1.00
Preston Williams,2562805,WR,MIA,ATL,,,,,,1,5,,,,,,30.30,,1,1,1,4,25,1,,,99,1.00
KhaDarel Hodge,2561653,WR,DET,@LA,,,,,,1,3,,,,,,15.40,,1,1,1,1,100,,,,100,0.80
Kevin White,2553432,WR,NO,@SEA,,,,,,,,,,,,,8.80,,,,,2,,,,,101,0.80
Marcus Johnson,2556855,WR,TEN,KC,,,,5,,,,,,,,,32.40,1,,1,,1,,1,,,102,0.50
