PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
C.J. Uzomah,2552559,TE,CIN,@BAL,,,,,,3,91,2,,,,,22.60,,3,3,3,3,100,,,,1,22.60
Kyle Pitts,2565830,TE,ATL,@MIA,,,,,,7,163,,,,,,26.00,,7,7,7,8,88,,,,2,19.80
Mike Gesicki,2560994,TE,MIA,ATL,,,,,,7,85,1,,,,,28.30,,7,7,7,8,88,1,1,1,3,18.00
Foster Moreau,2562317,TE,LV,PHI,,,,,,6,60,1,,,,,15.00,,6,6,6,6,100,2,2,,4,15.00
Zach Ertz,2540158,TE,ARI,HOU,,,,4,,3,66,1,,,,,17.90,1,3,4,3,5,60,1,1,1,5,14.50
Robert Tonyan,2559270,TE,GB,WAS,,,,,,4,63,1,,,,,20.60,,4,4,4,5,80,1,1,,6,14.30
Dallas Goedert,2560995,TE,PHI,@LV,,,,,,3,70,,,,1,,10.50,,3,3,3,5,60,,,,7,10.50
Mo Alie-Cox,2558832,TE,IND,@SF,,,,,,3,25,1,,,,,10.00,,3,3,3,3,100,1,1,,8,10.00
Travis Kelce,2540258,TE,KC,@TEN,,,,,,7,65,,,,,,10.90,,7,7,7,12,58,,,,9,10.00
MyCole Pruitt,2552401,TE,TEN,KC,,,,,,2,27,1,,,,,12.40,,2,2,2,3,67,2,1,1,10,9.70
Hunter Henry,2555341,TE,NE,NYJ,,,,,,2,23,1,,,,,16.00,,2,2,2,4,50,1,1,1,11,9.30
Jesse James,2552633,TE,CHI,@TB,,,,,,3,20,,,,,,15.50,,3,3,3,3,100,,,,12,8.70
Ricky Seals-Jones,2559248,TE,WAS,@GB,,,,,,6,51,,,,,,8.10,,6,6,6,7,86,4,3,,13,8.10
