PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Younghoe Koo,2559205,K,ATL,NO,2,,,1,,1,2,,,,7.15,1,19.00,11.85
Cade York,2567487,K,CLE,@CAR,2,,,1,2,,1,,,,5.30,2,16.00,10.7
Chris Boswell,2550545,K,PIT,@CIN,2,,,1,,1,1,,,,7.55,3,14.00,6.45
Ryan Succop,89802,K,TB,@DAL,1,,,1,1,2,,,,1,8.25,4,14.00,5.75
Greg Joseph,2561534,K,MIN,GB,2,,,2,,,1,,,,7.52,5,13.00,5.48
Brandon McManus,2541556,K,DEN,@SEA,1,,,1,1,1,,,,,7.33,6,11.00,3.67
Riley Patterson,2567013,K,JAX,@WAS,1,,,,1,2,,,,1,5.39,7,11.00,5.61
Ka'imi Fairbairn,2556521,K,HOU,IND,2,,,,,2,,,,,7.20,8,10.00,2.8
Wil Lutz,2556601,K,NO,@ATL,1,,,,,1,1,,,,6.83,9,10.00,3.17
Jason Sanders,2561153,K,MIA,NE,2,,,,,2,,,,,7.16,10,10.00,2.84
Rodrigo Blankenship,2564106,K,FA,Bye,2,,,1,,1,,,,,,11,9.00,
Randy Bullock,2533444,K,TEN,NYG,2,,,1,,1,,,,,7.84,12,9.00,1.16
Harrison Butker,2558245,K,KC,@ARI,4,,,,,,1,,,,7.34,13,9.00,1.66
Daniel Carlson,2560993,K,LV,@LAC,1,,,1,,,1,,,,6.65,14,9.00,2.35
Tyler Bass,2563596,K,BUF,@LA,4,,,,,1,,,,,6.62,15,8.00,1.38
Jake Elliott,2558172,K,PHI,@DET,5,,,1,,,,,,,,16,8.00,
Dustin Hopkins,2539227,K,LAC,LV,3,,,,,1,,,,,6.93,17,7.00,0.07
Matt Gay,2562271,K,LA,BUF,1,,,,,,1,,,,7.01,18,6.00,-1.01
Evan McPherson,2565953,K,CIN,PIT,,,,1,,,1,,1,,7.47,19,6.00,-1.47
Jason Myers,2553112,K,SEA,DEN,2,,,,,1,,,,,7.04,20,6.00,-1.04
Eddy Pineiro,2560842,K,CAR,CLE,3,,,,1,,,,,,6.40,21,6.00,-0.4
Justin Tucker,2536340,K,BAL,@NYJ,3,,,1,,,,,,,7.30,22,6.00,-1.3
Brett Maher,2540243,K,DAL,TB,,,,,,,1,,,,8.56,23,5.00,-3.56
Austin Seibert,2562729,K,DET,PHI,5,,,,,,,,,,8.39,24,5.00,-3.39
Robbie Gould,2506264,K,SF,@CHI,1,,,1,,,,,,,7.65,25,4.00,-3.65
Joey Slye,2563132,K,WAS,JAX,2,,,,,,,,,,6.77,26,2.00,-4.77
Mason Crosby,2507232,K,GB,@MIN,1,,,,,,,,,,7.73,27,1.00,-6.73
Nick Folk,2507225,K,NE,@MIA,1,,,,,,,,,,6.93,28,1.00,-5.93
Graham Gano,71309,K,NYG,@TEN,1,,,,,,,,,,6.26,29,1.00,-5.26
Matt Prater,2506677,K,ARI,KC,1,,,,,,,,,,,30,1.00,
Greg Zuerlein,2534797,K,NYJ,BAL,,1,,,,1,,,,,6.31,31,1.00,-5.31
Matt Ammendola,2565555,K,ARI,KC,,,,,,,,,,,0.00,32,0.00,0.0
Mike Badgley,2560965,K,DET,PHI,,,,,,,,,,,0.00,33,0.00,0.0
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,34,0.00,
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,35,0.00,
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,36,0.00,
Zane Gonzalez,2558178,K,CAR,CLE,,,,,,,,,,,,37,0.00,
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,38,0.00,
James McCourt,2569215,K,JAX,@WAS,,,,,,,,,,,0.00,39,0.00,0.0
Chase McLaughlin,2563203,K,IND,@HOU,,,,,,,,,,,0.00,40,0.00,0.0
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,41,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,42,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,43,0.00,
Quinn Nordin,2565684,K,NE,@MIA,,,,,,,,,,,0.00,44,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,45,0.00,
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,46,0.00,
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,47,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,48,0.00,
Matthew Wright,2562968,K,KC,@ARI,,,,,,,,,,,0.00,49,0.00,0.0
Cairo Santos,2550636,K,CHI,SF,1,2,,,,,,,,,7.26,50,-5.00,-12.26
