PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Kamu Grugier-Hill,2556363,LB,ARI,KC,14,4,,1,,,,,,,,,,1,,,,13.14,1,31.00,17.86
Pete Werner,2566358,LB,NO,@ATL,12,1,,1,,1,,,,,,,,,,,,11.58,2,26.20,14.62
T.J. Watt,2558064,LB,PIT,@CIN,6,,1,3,1,,,,,,,,,2,1,,,9.70,3,25.70,16.0
Jordan Hicks,2552315,LB,MIN,GB,9,5,1,,,1,,,,,,,,,1,,,11.81,4,25.30,13.49
Khalil Mack,2543463,LB,LAC,LV,5,1,3,3,,1,,,,,,,,,4,,,5.02,5,25.30,20.28
Devin White,2562781,LB,TB,@DAL,7,1,2,2,,,,,,,,,,1,2,,,11.23,6,23.20,11.97
Cody Barton,2562472,LB,SEA,DEN,8,2,1,2,,,,,,,,,,,1,,,11.80,7,20.70,8.9
Bradley Chubb,2561020,LB,MIA,NE,4,1,2,2,,1,,,,,,,,,2,,,5.83,8,19.10,13.27
Uchenna Nwosu,2560826,LB,SEA,DEN,3,4,1,1,,1,,,,,,,,1,2,,,5.96,9,18.80,12.84
Jordyn Brooks,2565135,LB,SEA,DEN,10,2,,,,,,,,,,,,,,,,14.45,10,18.60,4.15
Roquan Smith,2560877,LB,BAL,@NYJ,7,2,0.5,,,,,,,,,,,1,1,,,14.43,11,17.50,3.07
Myles Jack,2555329,LB,PIT,@CIN,6,4,,1,,,,,,,,,,1,,,,10.93,12,17.40,6.47
Mykal Walker,2563530,LB,ATL,NO,4,2,1,2,,1,,,,,,,,,1,,,7.50,13,17.40,9.9
Von Miller,2495202,LB,BUF,@LA,4,,2,3,,,,,,,,,,,3,,,6.44,14,16.80,10.36
Nick Bolton,2566175,LB,KC,@ARI,8,2,,1,,,,,,,,,,,,,,9.09,15,16.70,7.61
Devin Lloyd,2567751,LB,JAX,@WAS,8,3,,,,,,,,,,,,,,,,1.00,16,16.00,15.0
Micah Parsons,2566019,LB,DAL,TB,4,1,2,2,,,,,,,,,,,2,,,9.32,17,15.60,6.28
