PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Ed Oliver,2562322,DL,BUF,@DET,4,2,1,2,,1,1,,,,1,,,,2,,,4.86,1,22.90,18.04
Brian Burns,2562242,DL,CAR,DEN,2,1,2,1,,1,,,,,,,,1,3,,,7.35,2,17.20,9.85
Maliek Collins,2555400,DL,HOU,@MIA,4,,2,3,,,,,,,,,,,2,,,3.44,3,16.30,12.86
Maxx Crosby,2562439,DL,LV,@SEA,3,1,1.5,1,,,,,,,,,,1,6,,,9.20,4,15.90,6.7
Alex Highsmith,2564982,DL,PIT,@IND,4,2,1,,,1,,,,,,,,,2,,,7.59,5,14.90,7.31
Yannick Ngakoue,2555421,DL,IND,PIT,3,1,2,2,,,,,,,,,,,2,,,4.04,6,13.90,9.86
Sam Hubbard,2560745,DL,CIN,@TEN,3,3,1,2,,,,,,,,,,,2,,,7.90,7,13.50,5.6
Daron Payne,2560834,DL,WAS,ATL,3,3,,2,,,,,,,,,,1,,,,7.23,8,13.00,5.77
Marquis Haynes,2561009,DL,CAR,DEN,2,,1,1,,,,,,,,,,2,2,,,2.65,9,12.90,10.25
DaQuan Jones,2543504,DL,BUF,@DET,4,2,1,1,,,,,,,,,,,2,,,3.82,10,12.90,9.08
Leonard Williams,2552486,DL,NYG,@DAL,5,1,,2,,,,,,,,,,,1,,,7.37,11,12.80,5.43
DaVon Hamilton,2564190,DL,JAX,BAL,1,2,1,1,,1,1,,,,,,,,1,,,4.36,12,11.80,7.44
Shy Tuttle,2563242,DL,NO,@SF,4,1,1,1,,,,,,,,,,,1,,,3.46,13,11.60,8.14
Christian Wilkins,2562782,DL,MIA,HOU,3,1,,2,,,,,,,,,,1,,,,8.32,14,11.40,3.08
Calais Campbell,744,DL,BAL,@JAX,2,1,1,,,1,,,,,,,,,3,,,4.70,15,11.20,6.5
Montez Sweat,2562749,DL,WAS,ATL,2,2,1,2,,,,,,,,,,,2,,,4.52,16,11.00,6.48
J.J. Watt,2495488,DL,ARI,LAC,2,,1,1,,,,,,,,,,1,3,,,4.84,17,10.90,6.06
DeForest Buckner,2555275,DL,IND,PIT,5,1,,1,,,,,,,,,,,,,,6.84,18,10.80,3.96
Zach Sieler,2561129,DL,MIA,HOU,3,2,,1,,,,,,,,,,1,,,,6.94,19,10.70,3.76
Broderick Washington,2563593,DL,BAL,@JAX,3,2,1,1,,,,,,,,,,,1,,,2.83,20,10.70,7.87
Zach Allen,2562219,DL,ARI,LAC,1,1,1,1,,,,,,,,,,1,4,,,6.16,21,10.50,4.34
Frank Clark,2552629,DL,KC,LA,3,3,,,,,,,,,,,,1,1,,,4.13,22,10.50,6.37
Poona Ford,2561195,DL,SEA,LV,3,1,1,1,,,,,,,,,,,2,,,3.77,23,10.40,6.63
Rakeem Nunez-Roches,2552674,DL,TB,@CLE,3,1,1,1,,,,,,,,,,,1,,,2.19,24,9.90,7.71
Andrew Billings,2555267,DL,LV,@SEA,2,2,1,1,,,,,,,,,,,2,,,3.39,25,9.50,6.11
Myles Garrett,2557965,DL,CLE,TB,1,2,1.5,1,,,,,,,,,,,3,,,5.48,26,9.30,3.82
Jeffery Simmons,2562733,DL,TEN,CIN,3,3,,1,,,,,,,,,,,,,,7.08,27,9.00,1.92
Fletcher Cox,2533051,DL,PHI,GB,2,,1,2,,,,,,,,,,,1,,,5.69,28,8.90,3.21
Dre'Mont Jones,2562412,DL,DEN,@CAR,3,4,,,,,,,,,,,,,1,,,6.48,29,8.80,2.32
Bilal Nichols,2560821,DL,LV,@SEA,2,3,0.5,1,,,,,,,,,,,1,,,4.45,30,8.80,4.35
Nick Bosa,2562629,DL,SF,NO,2,1,1,1,,,,,,,,,,,2,,,6.07,31,8.70,2.63
B.J. Hill,2560740,DL,CIN,@TEN,3,4,,,,,,,,,,,,,,,,5.92,32,8.30,2.38
Jordan Elliott,2563779,DL,CLE,TB,2,1,1,1,,,,,,,,,,,1,,,3.50,33,8.20,4.7
Armon Watts,2562773,DL,CHI,@NYJ,2,1,1,1,,,,,,,,,,,1,,,4.76,34,8.20,3.44
Eyioma Uwazurike,2567535,DL,DEN,@CAR,4,1,,,,,,,,,,,,,,,,1.94,35,7.60,5.66
Deatrich Wise,2558000,DL,NE,@MIN,4,1,,,,,,,,,,,,,,,,6.65,36,7.60,0.95
Danielle Hunter,2552603,DL,MIN,NE,2,,1,1,,,,,,,,,,,1,,,7.79,37,7.40,-0.39
Solomon Thomas,2558018,DL,NYJ,CHI,3,1,,1,,,,,,,,,,,,,,2.06,38,7.40,5.34
Josh Sweat,2560889,DL,PHI,GB,1,2,1,1,,,,,,,,,,,1,,,4.71,39,7.30,2.59
Jonathan Allen,2557844,DL,WAS,ATL,3,2,,,,,,,,,,,,,1,,,6.98,40,7.20,0.22
Larry Ogunjobi,2557836,DL,PIT,@IND,3,2,,,,,,,,,,,,,,,,3.97,41,6.70,2.73
Michael Hoecht,2564346,DL,LA,@KC,2,4,,,,,,,,,,,,,,,,0.52,42,6.60,6.08
Lawrence Guy,2495481,DL,NE,@MIN,1,6,,,,,,,,,,,,,,,,5.32,43,6.50,1.18
Shelby Harris,2549926,DL,SEA,LV,1,1,,1,,,,,,,,,,1,,,,4.88,44,6.50,1.62
Nathan Shepherd,2560873,DL,NYJ,CHI,2,2,0.5,,,,,,,,,,,,1,,,3.28,45,6.50,3.22
Dexter Lawrence,2562301,DL,NYG,@DAL,2,3,,,,,,,,,,,,,1,,,6.60,46,6.30,-0.3
Dorance Armstrong,2560959,DL,DAL,NYG,1,,1,1,,,,,,,,,,,2,,,4.30,47,6.20,1.9
DeShawn Williams,2553623,DL,DEN,@CAR,3,1,,,,,,,,,,,,,,,,3.30,48,5.90,2.6
D.J. Reader,2555388,DL,CIN,@TEN,,1,,,,,,,,,,,,2,,,,3.46,49,5.80,2.34
Ross Blacklock,2564064,DL,MIN,NE,1,,1,1,,,,,,,,,,,1,,,1.43,50,5.70,4.27
Trysten Hill,2562663,DL,ARI,LAC,2,1,,1,,,,,,,,,,,,,,1.99,51,5.70,3.71
Bryce Huff,2565510,DL,NYJ,CHI,1,,1,1,,,,,,,,,,,1,,,2.14,52,5.70,3.56
Chris Jones,2556369,DL,KC,LA,1,,1,1,,,,,,,,,,,1,,,5.06,53,5.70,0.64
George Karlaftis,2567796,DL,KC,LA,1,,1,1,,,,,,,,,,,1,,,4.13,54,5.70,1.57
Cameron Thomas,2568129,DL,ARI,LAC,1,,1,1,,,,,,,,,,,1,,,1.56,55,5.70,4.14
Aaron Donald,2543485,DL,LA,@KC,3,,,,,,,,,,,,,,1,,,8.44,56,5.60,-2.84
Davon Godchaux,2558012,DL,NE,@MIN,1,3,,1,,,,,,,,,,,,,,4.93,57,5.60,0.67
David Onyemata,2556274,DL,NO,@SF,1,1,,,,,,,,,,,,1,1,,,3.25,58,5.50,2.25
Grady Jarrett,2552327,DL,ATL,@WAS,1,4,,,,,,,,,,,,,1,,,5.72,59,5.40,-0.32
Michael Danna,2564262,DL,KC,LA,1,3,,,,,,,,,,,,,2,,,3.07,60,5.10,2.03
Akiem Hicks,2533433,DL,TB,@CLE,3,,,,,,,,,,,,,,,,,4.18,61,5.10,0.92
Dayo Odeyingbo,2565609,DL,IND,PIT,2,2,,,,,,,,,,,,,,,,4.07,62,5.00,0.93
John Franklin-Myers,2560731,DL,NYJ,CHI,1,2,0.5,,,,,,,,,,,,1,,,3.58,63,4.80,1.22
Myjai Sanders,2568123,DL,ARI,LAC,1,,,,,,,,,,,,,1,1,,,3.18,64,4.70,1.52
Jordan Phillips,2552492,DL,BUF,@DET,,2,,,,,,,,,,,,1,1,,,3.60,65,4.60,1.0
William Gholston,2540176,DL,TB,@CLE,1,1,,1,,,,,,,,,,,1,,,3.32,66,4.50,1.18
Justin Jones,2560769,DL,CHI,@NYJ,,5,,,,,,,,,,,,,1,,,5.77,67,4.50,-1.27
Tim Settle,2560871,DL,BUF,@DET,1,1,,1,,,,,,,,,,,1,,,2.09,68,4.50,2.41
