PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jonathan Jones,2556571,DB,NE,@MIN,6,1,,,1,,,,,,,,,3,,55,,7.88,1,23.83,15.95
Julian Love,2562414,DB,NYG,@DAL,6,5,,1,1,,,,,,,,,1,,17,,11.59,2,22.27,10.68
L'Jarius Sneed,2564304,DB,KC,LA,5,2,,1,1,,,,,,,,,2,,26,,10.72,3,20.97,10.25
Quandre Diggs,2552262,DB,SEA,LV,3,3,,,2,,,,,,,,,2,,39,,7.91,4,20.80,12.89
Derwin James,2560760,DB,LAC,@ARI,5,3,,,1,1,,,,,,,,1,,,,10.92,5,20.40,9.48
Michael Davis,2559164,DB,LAC,@ARI,5,1,1,1,,,,,,,,,,2,1,,,9.77,6,18.30,8.53
Kenny Moore II,2558976,DB,IND,PIT,7,3,,,,,,,,,,,,1,,,,9.90,7,16.80,6.9
Marco Wilson,2566439,DB,ARI,LAC,7,1,,1,,,,,,,,,,1,,,,8.12,8,16.70,8.58
Arthur Maulet,2559087,DB,PIT,@IND,5,5,1,1,,,,,,,,,,,1,,,7.73,9,16.50,8.77
Cam Taylor-Britt,2567454,DB,CIN,@TEN,7,1,,,,1,,,,,,,,,,,,9.68,10,16.20,6.52
Rudy Ford,2558174,DB,GB,@PHI,6,3,,,,1,,,,,,,,,,,,7.54,11,16.10,8.56
Talanoa Hufanga,2566529,DB,SF,NO,6,3,,,,1,,,,,,,,,,,,9.85,12,16.10,6.25
Andre Cisco,2566154,DB,JAX,BAL,6,1,,,,,,,,,,,,2,,,,10.34,13,16.00,5.66
Darrick Forrest,2566598,DB,WAS,ATL,8,3,,,,,,,,,,,,,,,,5.40,14,16.00,10.6
Martin Emerson,2567466,DB,CLE,TB,3,1,,,,,,,,,,,,4,,,,10.91,15,15.90,4.99
Taylor Rapp,2562707,DB,LA,@KC,7,5,,,,,,,,,,,,,,,,8.78,16,15.90,7.12
Jordan Poyer,2539290,DB,BUF,@DET,8,2,,,,,,,,,,,,,,,,9.34,17,15.20,5.86
Nick Scott,2562905,DB,LA,@KC,4,3,,,1,,,,,,,,,1,,,,8.96,18,15.20,6.24
Alohi Gilman,2565042,DB,LAC,@ARI,5,5,,,,,,,,,,,,1,,,,8.41,19,15.00,6.59
DeAndre Houston-Carson,2555381,DB,CHI,@NYJ,6,3,,1,,,,,,,,,,,1,,,6.89,20,14.60,7.71
Kyle Dugger,2564601,DB,NE,@MIN,8,1,,,,,,,,,,,,,,,,9.54,21,14.40,4.86
Duron Harmon,2541243,DB,LV,@SEA,7,,,,,,,,,,,,,1,,,,8.27,22,14.40,6.13
Jalen Pitre,2567688,DB,HOU,@MIA,7,,,,,,,,,,,,,1,,,,9.26,23,14.40,5.14
Rasul Douglas,2558168,DB,GB,@PHI,6,2,,,,,,,,,,,,1,,,,10.27,24,14.30,4.03
Marcus Peters,2552488,DB,BAL,@JAX,6,2,,1,,,1,,,,,,,,,,,7.86,25,14.30,6.44
Jerry Jacobs,2566896,DB,DET,BUF,6,,,1,,,,,,,,,,1,,,,7.98,26,14.20,6.22
Reed Blankenship,2568057,DB,PHI,GB,3,3,,,1,,,,,,,,,1,,4,,1.13,27,13.63,12.5
