PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Nick Folk,2507225,K,NE,@MIN,2,,,2,1,1,,,,,6.22,1,15.00,8.78
Justin Tucker,2536340,K,BAL,@JAX,1,,,3,,,1,,,,7.91,2,15.00,7.09
Matthew Wright,2562968,K,FA,Bye,1,,,1,,1,1,,,,,3,14.70,
Harrison Butker,2558245,K,KC,LA,2,,,3,1,,,,,,7.39,4,14.00,6.61
Jason Sanders,2561153,K,MIA,HOU,3,,,1,1,1,,,,,7.86,5,13.00,5.14
Eddy Pineiro,2560842,K,CAR,DEN,2,,,1,1,1,,,,,7.10,6,12.00,4.9
Graham Gano,71309,K,NYG,@DAL,2,,,,,1,1,,,,6.42,7,11.00,4.58
Jason Myers,2553112,K,SEA,LV,4,,,1,1,,,,,,8.46,8,10.80,2.34
Daniel Carlson,2560993,K,LV,@SEA,4,,,1,1,,,,,,7.08,9,10.00,2.92
Jake Elliott,2558172,K,PHI,GB,4,1,,,1,,1,,,,6.25,10,9.00,2.75
Younghoe Koo,2559205,K,ATL,@WAS,1,,,,,2,,,,,6.82,11,9.00,2.18
Evan McPherson,2565953,K,CIN,@TEN,2,,,,1,1,,,,,6.46,12,9.00,2.54
Caleb Shudak,2568843,K,TEN,CIN,1,,,1,2,,,,,1,6.10,13,9.00,2.9
Greg Zuerlein,2534797,K,NYJ,CHI,4,,,,,,1,,,,6.70,14,9.00,2.3
Robbie Gould,2506264,K,SF,NO,1,,,1,,1,,,,,8.17,15,8.00,-0.17
Riley Patterson,2567013,K,JAX,BAL,2,,,2,,,,,,,5.86,16,8.00,2.14
Tyler Bass,2563596,K,BUF,@DET,2,1,,,,2,,,,,6.39,17,7.00,0.61
Chase McLaughlin,2563203,K,IND,PIT,2,,,,,,1,,,,7.37,18,7.00,-0.37
Matt Prater,2506677,K,ARI,LAC,3,,,,,1,,,,,6.89,19,7.00,0.11
Mason Crosby,2507232,K,GB,@PHI,3,1,,1,1,,,,,,6.68,20,6.00,-0.68
Greg Joseph,2561534,K,MIN,NE,3,1,,,2,,,,,,7.42,21,6.00,-1.42
Ryan Succop,89802,K,TB,@CLE,2,,,,,1,,,,,7.18,22,6.00,-1.18
Cade York,2567487,K,CLE,TB,2,,,,,,1,,,1,6.44,23,6.00,-0.44
Mike Badgley,2560965,K,DET,BUF,2,,,,,,1,,1,,7.86,24,5.00,-2.86
Cameron Dicker,2568435,K,LAC,@ARI,2,,,1,,,,,,,0.00,25,5.00,5.0
Matt Gay,2562271,K,LA,@KC,1,,,,,1,,,,,6.06,26,5.00,-1.06
Joey Slye,2563132,K,WAS,ATL,1,1,,,1,1,,,,,6.18,27,5.00,-1.18
Brett Maher,2540243,K,DAL,NYG,4,,,,,,,,,,8.03,28,4.00,-4.03
Brandon McManus,2541556,K,DEN,@CAR,1,,,1,,,,,,,6.25,29,4.00,-2.25
Cairo Santos,2550636,K,CHI,@NYJ,1,,,1,,,,,,,6.69,30,4.00,-2.69
Ka'imi Fairbairn,2556521,K,HOU,@MIA,,,,1,,,,,,,6.78,31,3.00,-3.78
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,,32,0.00,
Taylor Bertolet,2556472,K,LAC,@ARI,,,,,,,,,,,0.00,33,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,34,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,35,0.00,
Chris Boswell,2550545,K,PIT,@IND,,,,,,,,,,,0.00,36,0.00,0.0
Randy Bullock,2533444,K,TEN,CIN,,,,,,,,,,,0.00,37,0.00,0.0
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,38,0.00,
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,39,0.00,
Zane Gonzalez,2558178,K,CAR,DEN,,,,,,,,,,,0.00,40,0.00,0.0
Dustin Hopkins,2539227,K,LAC,@ARI,,,,,,,,,,,0.00,41,0.00,0.0
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,42,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,43,0.00,
Wil Lutz,2556601,K,NO,@SF,,,,,,,,,,,6.53,44,0.00,-6.53
James McCourt,2569215,K,JAX,BAL,,,,,,,,,,,0.00,45,0.00,0.0
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,46,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,47,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,48,0.00,
Quinn Nordin,2565684,K,NE,@MIN,,,,,,,,,,,0.00,49,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,50,0.00,
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,51,0.00,
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,,52,0.00,
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,,53,0.00,
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,54,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,55,0.00,
Tristan Vizcaino,2562807,K,NE,@MIN,,,,,,,,,,,0.00,56,0.00,0.0
