PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
A.J. Brown,2562238,WR,PHI,CHI,,,,,,10,132,2,,,,,38.20,,10,10,10,12,83,1,,1,1,30.20
Dontayvion Wicks,2569759,WR,GB,@DET,,,,6,,6,94,2,,,,,50.80,1,6,7,6,7,86,1,,1,2,25.00
Rashee Rice,2569921,WR,KC,@DAL,,,,2,,8,92,2,,,,1,41.80,1,8,9,8,12,67,4,2,5,3,23.40
Jameson Williams,2567565,WR,DET,GB,,,,-5,,7,144,1,,,,,39.50,1,7,8,7,10,70,,,,4,23.40
Devaughn Vele,2572006,WR,NO,@MIA,,,,,,8,93,1,,,,,36.90,,8,8,8,8,100,1,,,5,20.80
CeeDee Lamb,2563848,WR,DAL,KC,,,,,,7,112,1,,,,,45.50,,7,7,7,9,78,2,,,6,20.70
Adonai Mitchell,2572129,WR,NYJ,ATL,,,,,,8,102,1,,,,,25.40,,8,8,8,12,67,2,1,,7,20.20
Davante Adams,2543495,WR,LAR,@CAR,,,,,,4,58,2,,,,,41.20,,4,4,4,5,80,2,,,8,19.80
Terry McLaurin,2562489,WR,WAS,DEN,,,,,,7,96,1,,,,,32.70,,7,7,7,14,50,4,1,3,9,19.10
Nico Collins,2566127,WR,HOU,@IND,,,,7,1,5,98,,,,,,34.40,1,5,6,5,10,50,1,,,10,19.00
Jakobi Meyers,2562492,WR,JAX,@TEN,,,,3,,6,90,1,,,,,26.80,1,6,7,6,6,100,1,,1,11,18.30
Alec Pierce,2567715,WR,IND,HOU,,,,,,4,78,1,,,,,26.10,,4,4,4,5,80,1,,,12,18.30
