PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Joshua Karty,2572201,K,LAR,MIA,,,,1,2,,2,,,,1,19.00
Jason Sanders,2561153,K,MIA,@LAR,2,,,,1,,2,,,,2,15.00
Tyler Bass,2563596,K,BUF,@IND,3,,,2,,1,,,,,3,13.00
Ka'imi Fairbairn,2556521,K,HOU,DET,2,,,1,1,,1,,,,4,13.00
John Parker Romo,2569101,K,MIN,@JAX,,,,1,2,1,,,,,5,13.00
Joey Slye,2563132,K,NE,@CHI,1,,,1,3,,,,,,6,13.00
Jake Bates,2571759,K,DET,@HOU,2,,,,,,2,,,,7,12.00
Jake Moody,2570308,K,SF,@TB,2,,,1,1,1,,,,,8,12.00
Zane Gonzalez,2558178,K,WAS,PIT,3,,,,,2,,,,,9,11.00
Harrison Butker,2558245,K,KC,DEN,1,,,2,1,,,,,,10,10.00
Jake Elliott,2558172,K,PHI,@DAL,4,,,,2,,,,,,11,10.00
Eddy Pineiro,2560842,K,CAR,NYG,2,,,,1,,1,,,,12,10.00
Cameron Dicker,2568435,K,LAC,TEN,3,,,1,1,,,,,,13,9.00
Matt Gay,2562271,K,IND,BUF,2,,,2,,,,,,,14,8.00
Blake Grupe,2571234,K,NO,ATL,2,,,1,1,,,,,,15,8.00
Chase McLaughlin,2563203,K,TB,SF,2,,,1,1,,,,,,16,8.00
Brandon Aubrey,2571750,K,DAL,PHI,,,,1,,1,,,,,17,7.00
Chad Ryland,2570125,K,ARI,NYJ,4,,,,1,,,,,,18,7.00
Spencer Shrader,2573175,K,NYJ,@ARI,,,,1,,1,,,,,19,7.00
Nick Folk,2507225,K,TEN,@LAC,2,,,1,,,,,,,20,6.50
Graham Gano,71309,K,NYG,@CAR,2,,,,,1,,,,,21,6.00
Chris Boswell,2550545,K,PIT,@WAS,4,,,,,,,,,,22,4.00
Younghoe Koo,2559205,K,ATL,@NO,2,,,1,,,,,,1,23,4.00
Evan McPherson,2565953,K,CIN,@BAL,4,,,,,,,,,,24,4.00
Cairo Santos,2550636,K,CHI,NE,,,,,1,,,,,,25,3.00
Cam Little,2572147,K,JAX,MIN,1,,,,,,,,,,26,1.00
Wil Lutz,2556601,K,DEN,@KC,2,,,,,,,,,1,27,1.00
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,28,0.00
Mike Badgley,2560965,K,DET,@HOU,,,,,,,,,,,29,0.00
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,30,0.00
Anders Carlson,2569750,K,NYJ,@ARI,,,,,,,,,,,31,0.00
Daniel Carlson,2560993,K,LV,Bye,,,,,,,,,,,32,0.00
Alex Hale,2573890,K,GB,Bye,,,,,,,,,,,33,0.00
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,34,0.00
Dustin Hopkins,2539227,K,CLE,Bye,,,,,,,,,,,35,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,36,0.00
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,37,0.00
Jude McAtamney,2573503,K,NYG,@CAR,,,,,,,,,,,38,0.00
Brandon McManus,2541556,K,GB,Bye,,,,,,,,,,,39,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,40,0.00
Jason Myers,2553112,K,SEA,Bye,,,,,,,,,,,41,0.00
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,42,0.00
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,43,0.00
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,44,0.00
Matt Prater,2506677,K,ARI,NYJ,,,,,,,,,,,45,0.00
Will Reichard,2572273,K,MIN,@JAX,,,,,,,,,,,46,0.00
Austin Seibert,2562729,K,WAS,PIT,,,,,,,,,,,47,0.00
Charlie Smyth,2572330,K,NO,ATL,,,,,,,,,,,48,0.00
Justin Tucker,2536340,K,BAL,CIN,3,1,,,,,,,,,49,0.00
James Turner,2573148,K,FA,Bye,,,,,,,,,,,50,0.00
Matthew Wright,2562968,K,SF,@TB,,,,,,,,,,,51,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,52,0.00
Greg Zuerlein,2534797,K,NYJ,@ARI,,,,,,,,,,,53,0.00
