PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Daiyan Henley,2570281,LB,LAC,TEN,11,3,1,1,,,,,,,,,,,1,,,1,22.30
DeMarvion Overshown,2569705,LB,DAL,PHI,8,3,2,2,,,,,,,,,,,2,,,2,21.80
T.J. Edwards,2562648,LB,CHI,NE,7,6,,,1,,,,,,,,,1,,,,3,20.10
Jahlani Tavai,2562755,LB,NE,@CHI,7,2,1,1,,,,,,,,,,1,1,,,4,18.20
Bud Dupree,2552289,LB,LAC,TEN,4,1,2,2,,1,,,,,,,,,2,,,5,18.10
Jack Gibbens,2568810,LB,TEN,@LAC,10,5,,,,,,,,,,,,,,,,6,18.00
Foye Oluokun,2561132,LB,JAX,MIN,6,5,,,1,,,,,,,,,1,,,,7,18.00
Jamien Sherwood,2565762,LB,NYJ,@ARI,7,10,,1,,,,,,,,,,,,,,8,18.00
Devin Lloyd,2567751,LB,JAX,MIN,9,7,,,,,,,,,,,,,,,,9,17.70
Zack Baun,2564664,LB,PHI,@DAL,3,5,,1,,2,1,,,,,,,,,,,10,17.00
D.J. Wonnum,2564583,LB,CAR,NYG,4,2,1,2,,1,,,,,,,,,2,,,11,16.70
Josey Jewell,2560763,LB,CAR,NYG,2,4,,1,1,,1,,,,,,,2,,,,12,16.40
Quincy Williams,2562954,LB,NYJ,@ARI,3,7,1,1,,1,,,,,,,,,1,,,13,16.20
E.J. Speed,2562955,LB,IND,BUF,4,2,,,1,,,,,,,,,2,,12,,14,16.10
Azeez Al-Shaair,2562462,LB,HOU,DET,5,3,,2,,1,,,,,,,,,,,,15,15.80
Christian Rozeboom,2564394,LB,LAR,MIA,2,1,,,1,,,,,,,,,3,,16,,16,15.13
Patrick Queen,2563575,LB,PIT,@WAS,6,1,,2,,,,,,,,,,1,,,,17,15.10
Jared Verse,2572213,LB,LAR,MIA,3,1,1,2,,1,1,,,,,,,,1,,,18,15.10
Brian Burns,2562242,LB,NYG,@CAR,4,5,1,2,,,,,,,,,,,1,,,19,14.50
Anfernee Jennings,2564613,LB,NE,@CHI,4,,2,2,,,,,,,,,,,3,,,20,14.50
Anthony Walker,2558851,LB,MIA,@LAR,3,6,,,1,,,,,,,,,1,,5,,21,14.27
Tuli Tuipulotu,2570266,LB,LAC,TEN,3,2,2,2,,,,,,,,,,,3,,,22,14.20
Roquan Smith,2560877,LB,BAL,CIN,6,6,,,,,1,,,,,,,,1,,,23,14.10
Henry To'oTo'o,2569831,LB,HOU,DET,3,3,,1,1,,,,,,,,,1,,,,24,13.80
Jordyn Brooks,2565135,LB,MIA,@LAR,6,5,,1,,,,,,,,,,,,,,25,13.50
Micah Parsons,2566019,LB,DAL,PHI,2,,2,1,,1,,,,,,,,,2,,,26,13.00
Zaire Franklin,2561155,LB,IND,BUF,5,4,,,,,,,,,,,,1,,,,27,12.40
Dorian Williams,2569582,LB,BUF,@IND,6,3,,1,,,,,,,,,,,,,,28,12.30
De'Vondre Campbell,2555255,LB,SF,@TB,4,3,,1,,,,,,,,,,1,,,,29,11.80
Blake Cashman,2562496,LB,MIN,@JAX,3,2,1,2,,,,,,,,,,,2,,,30,11.70
Omar Speights,2573743,LB,LAR,MIA,6,2,,1,,,,,,,,,,,,,,31,11.70
Terrel Bernard,2567325,LB,BUF,@IND,4,5,,,,,,,,,,,,1,,,,32,11.50
Frankie Luvu,2561366,LB,WAS,PIT,3,4,1,1,,,,,,,,,,,2,,,33,11.40
Nick Bolton,2566175,LB,KC,DEN,4,2,1,1,,,,,,,,,,,1,,,34,11.20
Jack Campbell,2569741,LB,DET,@HOU,5,2,,,,,,,,,,,,1,,,,35,11.20
Ivan Pace Jr.,2571210,LB,MIN,@JAX,3,2,1,2,,,,,,,,,,,1,,,36,11.20
Fred Warner,2560917,LB,SF,@TB,6,3,,,,,,,,,,,,,,,,37,10.80
Logan Wilson,2563752,LB,CIN,@BAL,5,3,,1,,,,,,,,,,,,,,38,10.80
Jonathon Cooper,2566028,LB,DEN,@KC,3,3,1,1,,,,,,,,,,,1,,,39,10.30
Demario Davis,2533008,LB,NO,ATL,2,8,,,,,,,,,,,,1,,,,40,10.30
Nate Landman,2568519,LB,ATL,@NO,6,2,,,,,,,,,,,,,,,,41,10.20
Bobby Okereke,2562416,LB,NYG,@CAR,4,7,,,,,,,,,,,,,,,,42,10.20
Germaine Pratt,2562702,LB,CIN,@BAL,6,2,,,,,,,,,,,,,,,,43,10.20
Byron Young,2570014,LB,LAR,MIA,2,2,1,2,,,,,,,,,,,2,,,44,10.20
Quinton Bell,2562908,LB,MIA,@LAR,2,,1,1,,1,,,,,,,,,,,,45,10.00
Preston Smith,2552276,LB,PIT,@WAS,3,,1,2,,,,,,,,,,,1,,,46,10.00
Andrew Van Ginkel,2562768,LB,MIN,@JAX,3,,1,2,,,,,,,,,,,1,,,47,10.00
Kaden Elliss,2562901,LB,ATL,@NO,4,6,,,,,,,,,,,,,,,,48,9.60
Nik Bonitto,2567517,LB,DEN,@KC,3,,1,1,,,,,,,,,,,3,,,49,9.50
Alex Anzalone,2558163,LB,DET,@HOU,4,1,,,,,,,,,,,,1,,,,50,9.10
Jadeveon Clowney,2543456,LB,CAR,NYG,3,1,,1,,,,,,,,,,1,,,,51,9.10
Pete Werner,2566358,LB,NO,ATL,4,1,,,,,,,,,,,,1,,,,52,9.10
Lavonte David,2532828,LB,TB,SF,4,4,,,,,,,,,,,,,,,,53,8.40
Eric Kendricks,2552312,LB,DAL,PHI,4,4,,,,,,,,,,,,,,,,54,8.40
Trenton Simpson,2569564,LB,BAL,CIN,4,3,,,,,,,,,,,,,,,,55,7.80
Drue Tranquill,2562765,LB,KC,DEN,3,2,,1,,,,,,,,,,,1,,,56,7.70
Marist Liufau,2571979,LB,DAL,PHI,4,1,,,,,1,,,,,,,,,,,57,7.60
Ventrell Miller,2569906,LB,JAX,MIN,3,1,,,,,,,,,,,,1,,,,58,7.60
Chop Robinson,2572252,LB,MIA,@LAR,2,,1,1,,,,,,,,,,,2,,,59,7.50
Cody Barton,2562472,LB,DEN,@KC,2,7,,,,,,,,,,,,,,,,60,7.20
Joe Tryon-Shoyinka,2566574,LB,TB,SF,2,,1,1,,,,,,,,,,,1,,,61,7.00
Micah McFadden,2568003,LB,NYG,@CAR,3,4,,,,,,,,,,,,,,,,62,6.90
Bobby Wagner,2532966,LB,WAS,PIT,3,4,,,,,,,,,,,,,,,,63,6.90
Jesse Luketa,2568111,LB,ARI,NYJ,1,1,1,1,,,,,,,,,,,2,,,64,6.60
Elandon Roberts,2556119,LB,PIT,@WAS,4,1,,,,,,,,,,,,,,,,65,6.60
Nakobe Dean,2568072,LB,PHI,@DAL,3,3,,,,,,,,,,,,,,,,66,6.30
Tremaine Edmunds,2560713,LB,CHI,NE,1,3,,,,,,,,,,,,1,1,,,67,6.30
"Kenneth Murray, Jr.",2565063,LB,TEN,@LAC,3,3,,,,,,,,,,,,,,,,68,6.30
Jonah Elliss,2571991,LB,DEN,@KC,2,1,,,,,,,,,,,,1,,,,69,6.10
Trevin Wallace,2571898,LB,CAR,NYG,2,5,,,,,,,,,,,,,,,,70,6.00
Harold Landry,2560784,LB,TEN,@LAC,3,2,,,,,,,,,,,,,,,,71,5.70
Joey Bosa,2555249,LB,LAC,TEN,1,,1,1,,,,,,,,,,,1,,,72,5.50
Leo Chenal,2567784,LB,KC,DEN,,4,,,,,,,,,,,1,,,,,73,5.40
Justin Strnad,2563914,LB,DEN,@KC,1,3,,1,,,,,,,,,,,1,,,74,5.30
Jonathan Greenard,2564070,LB,MIN,@JAX,2,1,,1,,,,,,,,,,,,,,75,5.10
Arden Key,2560779,LB,TEN,@LAC,2,,,1,,,,,,,,,,,1,,,76,5.00
Kyzir White,2560928,LB,ARI,NYJ,1,4,,,,,1,,,,,,,,,,,77,4.90
Akeem Davis-Gaither,2563728,LB,CIN,@BAL,1,1,,,,,,,,,,,,1,,,,78,4.60
Zaven Collins,2566421,LB,ARI,NYJ,3,,,,,,,,,,,,,,,,,79,4.50
Sam Eguavoen,2562038,LB,NYJ,@ARI,2,2,,,,,,,,,,,,,,,,80,4.20
Willie Gay Jr.,2564280,LB,NO,ATL,2,2,,,,,,,,,,,,,,,,81,4.20
Odafe Oweh,2565848,LB,BAL,CIN,1,1,,,,,,,,,,,,,4,,,82,4.10
Nolan Smith,2570212,LB,PHI,@DAL,1,1,,1,,,,,,,,,,,,,,83,3.60
T.J. Watt,2558064,LB,PIT,@WAS,,,,,,,,,,,,,,1,2,,,84,3.50
DJ Johnson,2569603,LB,CAR,NYG,1,3,,,,,,,,,,,,,,,,85,3.30
Oren Burks,2560984,LB,PHI,@DAL,2,,,,,,,,,,,,,,,,,86,3.00
Anthony Nelson,2562507,LB,TB,SF,1,,,,,,1,,,,,,,,1,,,87,3.00
Trevor Nowaske,2570978,LB,DET,@HOU,2,,,,,,,,,,,,,,,,,88,3.00
Channing Tindall,2567898,LB,MIA,@LAR,2,,,,,,,,,,,,,,,,,89,3.00
Mack Wilson,2562605,LB,ARI,NYJ,2,,,,,,,,,,,,,,,,,90,3.00
Yasir Abdullah,2569891,LB,JAX,MIN,1,2,,,,,,,,,,,,,,,,91,2.70
K.J. Britt,2566559,LB,TB,SF,1,2,,,,,,,,,,,,,,,,92,2.70
Michael Hoecht,2564346,LB,LAR,MIA,1,2,,,,,,,,,,,,,,,,93,2.70
DeAngelo Malone,2567253,LB,ATL,@NO,1,2,,,,,,,,,,,,,,,,94,2.70
J.J. Russell,2569308,LB,TB,SF,1,2,,,,,,,,,,,,,,,,95,2.70
Mykal Walker,2563530,LB,WAS,PIT,1,2,,,,,,,,,,,,,,,,96,2.70
Devin White,2562781,LB,HOU,DET,1,2,,,,,,,,,,,,,,,,97,2.70
Yaya Diaby,2570344,LB,TB,SF,1,1,,,,,,,,,,,,,1,,,98,2.60
Kyle Van Noy,2543699,LB,BAL,CIN,1,1,,,,,,,,,,,,,1,,,99,2.60
Owen Pappoe,2570227,LB,ARI,NYJ,,,,,,,,,,,,,,1,,,,100,2.50
Cam Gill,2565216,LB,CAR,NYG,,3,,,,,,,,,,,,,1,,,101,2.30
Jacob Hummel,2569390,LB,LAR,MIA,1,1,,,,,,,,,,,,,,,,102,2.10
D'Marco Jackson,2567967,LB,NO,ATL,1,1,,,,,,,,,,,,,,,,103,2.10
Curtis Jacobs,2572826,LB,NE,@CHI,1,1,,,,,,,,,,,,,,,,104,2.10
