PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Trey McBride,2568117,TE,ARI,@SEA,,,,,,9,127,1,,,,,28.20,,9,9,9,13,69,3,,1,1,23.20
George Kittle,2558266,TE,SF,LAR,,,,,,9,84,1,,,,,29.50,,9,9,9,9,100,3,3,,2,20.40
Juwan Johnson,2564676,TE,NO,@CAR,,,,,,4,92,1,,,,,23.70,,4,4,4,4,100,,,,3,17.20
Dalton Schultz,2560866,TE,HOU,JAX,,,,,,7,53,1,,,,,14.80,,7,7,7,11,64,1,,,4,14.80
Tyler Warren,2574204,TE,IND,ATL,,,,,,8,99,,,,,,13.90,,8,8,8,10,80,,,,5,13.90
Cade Otton,2568312,TE,TB,NE,,,,,,9,82,,,,,,12.70,,9,9,9,12,75,,,,6,12.70
Colby Parkinson,2565180,TE,LAR,@SF,,,,,,4,41,1,,,,,28.40,,4,4,4,5,80,3,2,,7,12.10
Theo Johnson,2572333,TE,NYG,@CHI,,,,,,7,75,,,,,,13.80,,7,7,7,8,88,,,,8,11.00
Luke Farrell,2566160,TE,SF,LAR,,,,,,2,15,1,,,,,29.50,,2,2,2,2,100,1,,1,9,9.10
Jackson Hawes,2573962,TE,BUF,@MIA,,,,,,1,26,1,,,,,19.00,,1,1,1,2,50,,,,10,9.10
David Njoku,2557986,TE,CLE,@NYJ,,,,,,2,21,1,,,,,17.30,,2,2,2,2,100,1,,,11,9.10
Mark Andrews,2560957,TE,BAL,@MIN,,,,,,3,14,1,,,,,15.00,,3,3,3,5,60,1,,1,12,8.90
Davis Allen,2570017,TE,LAR,@SF,,,,,,2,8,1,,,,,28.40,,2,2,2,2,100,1,,1,13,7.80
Sam LaPorta,2569726,TE,DET,@WAS,,,,,,5,53,,,,,,7.80,,5,5,5,5,100,,,,14,7.80
Colston Loveland,2574014,TE,CHI,NYG,,,,,,4,55,,,,,,8.50,,4,4,4,4,100,,,,15,7.50
Zach Ertz,2540158,TE,WAS,DET,,,,,,4,54,,,,,,15.40,,4,4,4,5,80,,,,16,7.40
Ben Sinnott,2572585,TE,WAS,DET,,,,,,1,4,1,,,,,15.40,,1,1,1,1,100,1,,1,17,6.90
Michael Mayer,2570032,TE,LV,@DEN,,,,,,3,22,,,,,,9.90,,3,3,3,4,75,,,,18,6.70
Harold Fannin Jr.,2574043,TE,CLE,@NYJ,,,,,,4,44,,,,,,17.30,,4,4,4,7,57,,,,19,6.40
Dallas Goedert,2560995,TE,PHI,@GB,,,,,,4,43,,,,,,8.40,,4,4,4,6,67,,,,20,6.30
Ja'Tavion Sanders,2571892,TE,CAR,NO,,,,,,5,32,,,,,,6.30,,5,5,5,5,100,,,,21,6.30
Dawson Knox,2562681,TE,BUF,@MIA,,,,,,3,37,,,,,,19.00,,3,3,3,4,75,,,,22,5.20
Elijah Higgins,2570068,TE,ARI,@SEA,,,,,,2,19,,,,,,28.20,,2,2,2,3,67,,,,23,5.00
Pat Freiermuth,2566442,TE,PIT,@LAC,,,,,,3,33,,,,,,8.30,,3,3,3,3,100,,,,24,4.80
Tyler Higbee,2555364,TE,LAR,@SF,,,,,,3,33,,,,,,28.40,,3,3,3,3,100,,,,25,4.80
