PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Matthew Adams,2561149,LB,IND,JAX,,,,,,,,,,,,,,,,,,0.00,1,0.00,0.0
Tyrell Adams,2553898,LB,SF,LA,,,,,,,,,,,,,,,,,,0.00,2,0.00,0.0
Ola Adeniyi,2560950,LB,TEN,NO,,,,,,,,,,,,,,,,,,1.72,3,0.00,-1.72
Azeez Al-Shaair,2562462,LB,SF,LA,,,,,,,,,,,,,,,,,,10.61,4,0.00,-10.61
Otaro Alaka,2562217,LB,BAL,@MIA,,,,,,,,,,,,,,,,,,,5,0.00,
Kwon Alexander,2552592,LB,NO,@TEN,,,,,,,,,,,,,,,,,,3.39,6,0.00,-3.39
Dakota Allen,2562618,LB,JAX,@IND,,,,,,,,,,,,,,,,,,0.80,7,0.00,-0.8
Josh Allen,2562619,LB,JAX,@IND,,,,,,,,,,,,,,,,,,6.94,8,0.00,-6.94
Alex Anzalone,2558163,LB,DET,@PIT,,,,,,,,,,,,,,,,,,9.30,9,0.00,-9.3
Jeremiah Attaochu,2543717,LB,CHI,Bye,,,,,,,,,,,,,,,,,,,10,0.00,
Joe Bachie,2564661,LB,CIN,Bye,,,,,,,,,,,,,,,,,,,11,0.00,
Markus Bailey,2563719,LB,CIN,Bye,,,,,,,,,,,,,,,,,,,12,0.00,
Jerome Baker,2560966,LB,MIA,BAL,,,,,,,,,,,,,,,,,,11.56,13,0.00,-11.56
Derrick Barnes,2566055,LB,DET,@PIT,,,,,,,,,,,,,,,,,,7.18,14,0.00,-7.18
Krys Barnes,2563971,LB,GB,SEA,,,,,,,,,,,,,,,,,,8.61,15,0.00,-8.61
Anthony Barr,2543459,LB,MIN,@LAC,,,,,,,,,,,,,,,,,,9.52,16,0.00,-9.52
Shaquil Barrett,2550541,LB,TB,@WAS,,,,,,,,,,,,,,,,,,7.89,17,0.00,-7.89
Cody Barton,2562472,LB,SEA,@GB,,,,,,,,,,,,,,,,,,1.01,18,0.00,-1.01
Tarell Basham,2558165,LB,DAL,ATL,,,,,,,,,,,,,,,,,,3.86,19,0.00,-3.86
Daren Bates,2541539,LB,ATL,@DAL,,,,,,,,,,,,,,,,,,0.00,20,0.00,0.0
Zack Baun,2564664,LB,NO,@TEN,,,,,,,,,,,,,,,,,,0.78,21,0.00,-0.78
Davin Bellamy,2560973,LB,FA,Bye,,,,,,,,,,,,,,,,,,,22,0.00,
B.J. Bello,2559141,LB,TEN,NO,,,,,,,,,,,,,,,,,,,23,0.00,
Ja'Whaun Bentley,2561143,LB,NE,CLE,,,,,,,,,,,,,,,,,,8.24,24,0.00,-8.24
Francis Bernard,2563827,LB,DAL,ATL,,,,,,,,,,,,,,,,,,0.00,25,0.00,0.0
Rashod Berry,2564589,LB,DET,@PIT,,,,,,,,,,,,,,,,,,0.00,26,0.00,0.0
Chris Board,2561301,LB,BAL,@MIA,,,,,,,,,,,,,,,,,,2.74,27,0.00,-2.74
Nick Bolton,2566175,LB,KC,@LV,,,,,,,,,,,,,,,,,,8.88,28,0.00,-8.88
Jon Bostic,2539978,LB,WAS,TB,,,,,,,,,,,,,,,,,,,29,0.00,
Tyus Bowser,2558166,LB,BAL,@MIA,,,,,,,,,,,,,,,,,,6.42,30,0.00,-6.42
Jordan Brailford,2562441,LB,FA,Bye,,,,,,,,,,,,,,,,,,,31,0.00,
K.J. Britt,2566559,LB,TB,@WAS,,,,,,,,,,,,,,,,,,0.00,32,0.00,0.0
Jordyn Brooks,2565135,LB,SEA,@GB,,,,,,,,,,,,,,,,,,10.10,33,0.00,-10.1
Cameron Brown,2564715,LB,NYG,Bye,,,,,,,,,,,,,,,,,,,34,0.00,
Jayon Brown,2558005,LB,TEN,NO,,,,,,,,,,,,,,,,,,0.00,35,0.00,0.0
Baron Browning,2566025,LB,DEN,PHI,,,,,,,,,,,,,,,,,,0.92,36,0.00,-0.92
T.J. Brunson,2564718,LB,NYG,Bye,,,,,,,,,,,,,,,,,,,37,0.00,
Deone Bucannon,2543769,LB,FA,Bye,,,,,,,,,,,,,,,,,,,38,0.00,
Oren Burks,2560984,LB,GB,SEA,,,,,,,,,,,,,,,,,,1.89,39,0.00,-1.89
Ben Burr-Kirven,2562490,LB,SEA,@GB,,,,,,,,,,,,,,,,,,,40,0.00,
