PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Montravius Adams,2557876,DL,NO,@TEN,,,,,,,,,,,,,,,,,,0.00,1,0.00,0.0
Myles Adams,2563620,DL,SEA,@GB,,,,,,,,,,,,,,,,,,0.00,2,0.00,0.0
Mario Addison,2530474,DL,BUF,@NYJ,,,,,,,,,,,,,,,,,,3.03,3,0.00,-3.03
McTelvin Agim,2563872,DL,DEN,PHI,,,,,,,,,,,,,,,,,,1.37,4,0.00,-1.37
Jonathan Allen,2557844,DL,WAS,TB,,,,,,,,,,,,,,,,,,5.10,5,0.00,-5.1
Zach Allen,2562219,DL,ARI,CAR,,,,,,,,,,,,,,,,,,5.13,6,0.00,-5.13
Tyson Alualu,496760,DL,PIT,DET,,,,,,,,,,,,,,,,,,,7,0.00,
Auzoyah Alufohai,2564061,DL,GB,SEA,,,,,,,,,,,,,,,,,,0.00,8,0.00,0.0
Bradlee Anae,2563821,DL,DAL,ATL,,,,,,,,,,,,,,,,,,0.00,9,0.00,0.0
Abdullah Anderson,2561088,DL,GB,SEA,,,,,,,,,,,,,,,,,,0.00,10,0.00,0.0
Henry Anderson,2552272,DL,NE,CLE,,,,,,,,,,,,,,,,,,,11,0.00,
Eli Ankou,2559132,DL,FA,Bye,,,,,,,,,,,,,,,,,,,12,0.00,
Arik Armstead,2552493,DL,SF,LA,,,,,,,,,,,,,,,,,,5.36,13,0.00,-5.36
Dorance Armstrong,2560959,DL,DAL,ATL,,,,,,,,,,,,,,,,,,2.71,14,0.00,-2.71
Denico Autry,2550646,DL,TEN,NO,,,,,,,,,,,,,,,,,,4.41,15,0.00,-4.41
Genard Avery,2560964,DL,PHI,@DEN,,,,,,,,,,,,,,,,,,3.77,16,0.00,-3.77
David Bada,2565526,DL,WAS,TB,,,,,,,,,,,,,,,,,,0.00,17,0.00,0.0
Allen Bailey,2495116,DL,FA,Bye,,,,,,,,,,,,,,,,,,,18,0.00,
Ben Banogu,2562229,DL,IND,JAX,,,,,,,,,,,,,,,,,,0.00,19,0.00,0.0
Christian Barmore,2566328,DL,NE,CLE,,,,,,,,,,,,,,,,,,3.95,20,0.00,-3.95
Derek Barnett,2557984,DL,PHI,@DEN,,,,,,,,,,,,,,,,,,5.16,21,0.00,-5.16
Alex Barrett,2559140,DL,SF,LA,,,,,,,,,,,,,,,,,,0.00,22,0.00,0.0
Boogie Basham,2565863,DL,BUF,@NYJ,,,,,,,,,,,,,,,,,,0.00,23,0.00,0.0
Vic Beasley,2552301,DL,FA,Bye,,,,,,,,,,,,,,,,,,,24,0.00,
Andrew Billings,2555267,DL,CLE,@NE,,,,,,,,,,,,,,,,,,1.31,25,0.00,-1.31
Ross Blacklock,2564064,DL,HOU,Bye,,,,,,,,,,,,,,,,,,,26,0.00,
Angelo Blackson,2552670,DL,CHI,Bye,,,,,,,,,,,,,,,,,,,27,0.00,
Amani Bledsoe,2562859,DL,TEN,NO,,,,,,,,,,,,,,,,,,1.61,28,0.00,-1.61
Joey Bosa,2555249,DL,LAC,MIN,,,,,,,,,,,,,,,,,,6.27,29,0.00,-6.27
Nick Bosa,2562629,DL,SF,LA,,,,,,,,,,,,,,,,,,7.19,30,0.00,-7.19
