PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Kevin Byard,2555158,DB,CHI,@LV,5,2,,1,2,,,,,,,,,2,,47,,1,23.77
DeShon Elliott,2560715,DB,PIT,MIN,4,2,1,1,1,1,,,,,,,,2,2,-4,,2,23.57
Kam Curl,2565270,DB,LAR,IND,3,6,,,2,,,,,,,,,3,,,,3,22.60
Quinyon Mitchell,2572387,DB,PHI,@TB,4,1,,,,,,,,,,,,5,,,,4,19.10
Andru Phillips,2572348,DB,NYG,LAC,2,,,,1,,,,,,,,,4,,56,,5,18.37
Cooper DeJean,2572375,DB,PHI,@TB,8,1,,,,,,,,,,,,2,,,,6,17.60
Jonas Sanker,2574405,DB,NO,@BUF,4,1,,,1,,,,,,,,,3,,,,7,17.60
D.J. Reed,2560850,DB,DET,CLE,3,1,,,1,,,,,,,,,3,,34,,8,17.23
Tyrique Stevenson,2569627,DB,CHI,@LV,4,2,,,1,,1,,,,,,,2,,3,,9,16.80
Nick Cross,2567700,DB,IND,@LAR,6,8,0.5,,,,,,,,,,,,1,,,10,15.30
Tykee Smith,2572555,DB,TB,PHI,5,4,,,,,,,,,,,,2,,,,11,14.90
Brian Branch,2569729,DB,DET,CLE,3,2,,1,,,,,,,,,,3,,,,12,14.70
Devon Witherspoon,2570323,DB,SEA,@ARI,5,4,0.5,,,,,,,,,,,1,1,,,13,13.90
Mike Sainristil,2572582,DB,WAS,@ATL,3,4,,,1,,,,,,,,,1,,23,,14,13.67
Cole Bishop,2571850,DB,BUF,NO,4,1,,,1,,,,,,,,,1,,4,,15,12.73
Marques Sigle,2574547,DB,SF,JAX,6,2,,,,,,,,,,,,1,,,,16,12.70
Rasul Douglas,2558168,DB,MIA,NYJ,2,1,1,1,,,,,,,,,,2,1,,,17,12.60
Daxton Hill,2567451,DB,CIN,@DEN,5,4,,,,,,,,,,,,1,,,,18,12.40
Craig Woodson,2574389,DB,NE,CAR,4,1,,2,,,,,,,,,,1,,,,19,12.10
Tre'Davious White,2557867,DB,BUF,NO,7,,,1,,,,,,,,,,,,,,20,12.00
Brandon Stephens,2565851,DB,NYJ,@MIA,5,3,,,,,,,,,,,,1,,,,21,11.80
Marcus Jones,2567943,DB,NE,CAR,3,2,,,,,,,,,,,,,,,,22,11.70
Julian Love,2562414,DB,SEA,@ARI,6,,,,,,,,,,,,,1,,,,23,11.50
Quentin Lake,2567844,DB,LAR,IND,5,4,,1,,,,,,,,,,,,,,24,11.40
Xavier Watts,2573921,DB,ATL,WAS,2,4,,,1,,,,,,,,,1,,,,25,11.40
Reed Blankenship,2568057,DB,PHI,@TB,4,,,,,,,,,,,,,2,,,,26,11.00
Keisean Nixon,2562938,DB,GB,@DAL,4,,,,,,,,,,,,,2,,,,27,11.00
Isaiah Oliver,2560830,DB,NYJ,@MIA,6,3,,,,,,,,,,,,,,,,28,10.80
Josh Jobe,2568087,DB,SEA,@ARI,4,1,0.5,,,,,,,,,,,1,1,,,29,10.60
Ronnie Hickman Jr.,2570867,DB,CLE,@DET,4,5,,1,,,,,,,,,,,,,,30,10.50
Kool-Aid McKinstry,2572321,DB,NO,@BUF,7,,,,,,,,,,,,,,,,,31,10.50
Reddy Steward,2572974,DB,DAL,GB,6,,,1,,,,,,,,,,,,,,32,10.50
Evan Williams,2572057,DB,GB,@DAL,5,5,,,,,,,,,,,,,,,,33,10.50
Dee Alford,2567244,DB,ATL,WAS,4,1,,,,1,,,,,,,,,,,,34,10.10
Trent McDuffie,2567802,DB,KC,BAL,5,,,,,,,,,,,,,1,,,,35,10.00
Derwin James,2560760,DB,LAC,@NYG,4,4,0.5,,,,,,,,,,,,1,,,36,9.90
Jalen Thompson,2563339,DB,ARI,SEA,5,4,,,,,,,,,,,,,,,,37,9.90
Kamari Lassiter,2572102,DB,HOU,TEN,2,3,,,,,,,,,,,,2,,,,38,9.80
Derek Stingley Jr.,2567694,DB,HOU,TEN,2,,,,1,,,,,,,,,1,,20,,39,9.67
Deommodore Lenoir,2566535,DB,SF,JAX,5,1,,1,,,,,,,,,,,,,,40,9.60
Geno Stone,2563584,DB,CIN,@DEN,4,6,,,,,,,,,,,,,,,,41,9.60
Kelee Ringo,2570197,DB,PHI,@TB,4,,,,,,1,,,,,,,1,,,,42,9.50
Denzel Ward,2560916,DB,CLE,@DET,2,,,,1,,,,,,,,,1,,13,,43,9.43
Andre Cisco,2566154,DB,NYJ,@MIA,5,3,,,,,,,,,,,,,,,,44,9.30
Dadrion Taylor-Demerson,2572432,DB,ARI,SEA,5,3,,,,,,,,,,,,,,,,45,9.30
Andrew Wingard,2562606,DB,JAX,@SF,3,2,,,,,1,,,,,,,1,,,,46,9.20
Jordan Battle,2569648,DB,CIN,@DEN,4,5,,,,,,,,,,,,,,,,47,9.00
Tyson Campbell,2566151,DB,JAX,@SF,4,5,,,,,,,,,,,,,,,,48,9.00
Josh Metellus,2564568,DB,MIN,@PIT,4,5,,,,,,,,,,,,,,,,49,9.00
Kerby Joseph,2567550,DB,DET,CLE,1,2,,,1,,,,,,,,,1,,,,50,8.70
Marshon Lattimore,2558061,DB,WAS,@ATL,4,2,,1,,,,,,,,,,,,,,51,8.70
Andrew Mukuba,2574469,DB,PHI,@TB,4,2,,1,,,,,,,,,,,,,,52,8.70
Mekhi Blackmon,2570086,DB,IND,@LAR,4,1,1,,,,,,,,,,,,,,,53,8.60
Mike Hilton,2556559,DB,IND,@LAR,2,1,,1,,1,,,,,,,,,,,,54,8.60
Max Melton,2572420,DB,ARI,SEA,2,1,,,,,,,,,,,,2,,,,55,8.60
Nate Hobbs,2566259,DB,GB,@DAL,2,5,,,,,,,,,,,,1,,,,56,8.50
Mike Hughes,2560746,DB,ATL,WAS,4,,,,,,,,,,,,,1,,,,57,8.50
Jeremy Reaves,2561394,DB,WAS,@ATL,4,4,,,,,,,,,,,,,,,,58,8.40
DaRon Bland,2567490,DB,DAL,GB,4,1,,1,,,,,,,,,,,,,,59,8.10
Xavien Howard,2555539,DB,IND,@LAR,5,1,,,,,,,,,,,,,,,,60,8.10
Jalen Pitre,2567688,DB,HOU,TEN,3,1,,2,,,,,,,,,,,,,,61,8.10
Donovan Wilson,2562604,DB,DAL,GB,5,1,,,,,,,,,,,,,,,,62,8.10
Billy Bowman Jr.,2573907,DB,ATL,WAS,3,,,,,1,,,,,,,,,,,,63,8.00
Chuck Clark,2558248,DB,PIT,MIN,3,,,,,1,,,,,,,,,,,,64,8.00
Kyle Hamilton,2567274,DB,BAL,@KC,3,5,,,,,,,,,,,,,1,,,65,8.00
