PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Aaron Donald,2543485,DL,LA,@SEA,5,2,1,2,,,,,,,,,,1,3,,,6.43,1,19.10,6.43,12.67
Greg Rousseau,2565875,DL,BUF,@KC,4,1,1,1,1,,,,,,,,,1,1,3,,4.15,2,17.70,4.15,13.55
Everson Griffen,496790,DL,MIN,DET,2,2,2,1,,1,,,,,,,,,2,,,3.53,3,15.00,3.53,11.47
K'Lavon Chaisson,2564166,DL,JAX,TEN,3,3,1,2,,,,,,,,,,,3,,,2.99,4,14.00,2.99,11.01
Nick Bosa,2562629,DL,SF,@ARI,4,1,1,2,,,,,,,,,,,2,,,6.00,5,13.60,6.0,7.6
Al-Quadin Muhammad,2558131,DL,IND,@BAL,5,2,0.5,1,,,,,,,,,,,2,,,5.04,6,13.60,5.04,8.56
Trey Hendrickson,2557943,DL,CIN,GB,2,2,2,2,,,,,,,,,,,3,,,4.12,7,13.50,4.12,9.38
Zach Allen,2562219,DL,ARI,SF,4,1,1,2,,,,,,,,,,,1,,,4.24,8,13.10,4.24,8.86
J.J. Watt,2495488,DL,ARI,SF,3,,,2,,,,,,,,,,1,4,,,,9,12.60,,
DaVon Hamilton,2564190,DL,JAX,TEN,4,3,,,,,,,,,,,,1,,,,3.30,10,11.70,3.3,8.4
Trey Flowers,2552278,DL,DET,@MIN,4,1,1,1,,,,,,,,,,,1,,,5.28,11,11.60,5.28,6.32
Yannick Ngakoue,2555421,DL,LV,CHI,3,,2,1,,,,,,,,,,,2,,,3.55,12,11.60,3.55,8.05
Genard Avery,2560964,DL,PHI,@CAR,4,4,,1,,,,,,,,,,,,,,4.57,13,11.50,4.57,6.93
Austin Johnson,2556368,DL,NYG,@DAL,3,1,1,2,,,,,,,,,,,1,,,4.61,14,11.40,4.61,6.79
Myles Garrett,2557965,DL,CLE,@LAC,2,,1,1,,,,,,,,,,1,3,,,7.11,15,10.90,7.11,3.79
D.J. Jones,2558265,DL,SF,@ARI,4,,1,1,,,,,,,,,,,1,,,2.70,16,10.80,2.7,8.1
Kenny Clark,2555282,DL,GB,@CIN,3,3,,2,,,,,,,,,,,,,,6.99,17,10.50,6.99,3.51
Calais Campbell,744,DL,BAL,IND,3,1,,1,,,,,,,,,1,,,,,4.83,18,10.40,4.83,5.57
Cameron Jordan,2495184,DL,NO,@WAS,3,1,,1,,,,,,,,,,1,1,,,6.27,19,10.40,6.27,4.13
Daron Payne,2560834,DL,WAS,NO,3,,1,1,,,1,,,,,,,,1,,6,5.67,20,10.30,5.67,4.63
Dawuane Smoot,2557839,DL,JAX,TEN,2,1,1.5,1,,,,,,,,,,,3,,,3.40,21,10.20,3.4,6.8
Jeffery Simmons,2562733,DL,TEN,@JAX,3,,,1,,,,,,,,,,1,2,,,5.93,22,10.10,5.93,4.17
Danielle Hunter,2552603,DL,MIN,DET,2,2,1,1,,,,,,,,,,,3,,,,23,10.00,,
Tyquan Lewis,2560791,DL,IND,@BAL,2,3,1.5,,,,,,,,,,,,2,,,,24,9.80,,
Shelby Harris,2549926,DL,DEN,@PIT,3,2,,2,,,,,,,,,,,,,,3.98,25,9.70,3.98,5.72
Tanoh Kpassagnon,2558185,DL,NO,@WAS,3,1,,,,,,,,,,,,1,2,,,3.25,26,9.40,3.25,6.15
Rasheem Green,2560998,DL,SEA,LA,5,1,,,,,,,,,,,,,,,,3.61,27,9.30,3.61,5.69
Chase Young,2565294,DL,WAS,NO,1,2,1,,,1,,,,,,,,,1,,,6.62,28,9.30,6.62,2.68
Cameron Heyward,2508109,DL,PIT,DEN,2,1,,,,,,,,,,,,2,,,,7.75,29,9.20,7.75,1.45
