PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Mike Williams,2558846,WR,LAC,CLE,,,,,8,165,2,,,,,11.55,1,32.50,11.55,20.95
Davante Adams,2543495,WR,GB,@CIN,,,,,11,206,1,,,,,17.71,2,32.10,17.71,14.39
Marquise Brown,2562379,WR,BAL,IND,,,,,9,125,2,,,,,11.53,3,29.00,11.53,17.47
Antonio Brown,2508061,WR,TB,MIA,,,,,7,124,2,,,,,12.01,4,27.90,12.01,15.89
Mike Evans,2543468,WR,TB,MIA,,,,,6,113,2,,,,,12.38,5,26.30,12.38,13.92
Ja'Marr Chase,2565941,WR,CIN,GB,,,,,6,159,1,,,,,12.75,6,24.90,12.75,12.15
Kadarius Toney,2566376,WR,NYG,@DAL,,,,7,10,189,,,,,,8.14,7,24.60,8.14,16.46
DK Metcalf,2562685,WR,SEA,LA,,,,,5,98,2,,,,,14.11,8,24.30,14.11,10.19
Marquez Callaway,2565310,WR,NO,@WAS,,,,,4,85,2,,,,,8.84,9,22.50,8.84,13.66
Chase Claypool,2564970,WR,PIT,DEN,,,,,5,130,1,,,,,9.56,10,21.50,9.56,11.94
Courtland Sutton,2560888,WR,DEN,@PIT,,,,,7,120,1,,,,,10.63,11,21.50,10.63,10.87
Robert Woods,2540169,WR,LA,@SEA,,,,,12,150,,,,,,11.06,12,21.00,11.06,9.94
Chris Moore,2555209,WR,HOU,NE,,,,,5,109,1,,,,,1.16,13,19.40,1.16,18.24
Emmanuel Sanders,497322,WR,BUF,@KC,,,,,3,54,2,,,,,11.45,14,18.90,11.45,7.45
Michael Pittman,2564136,WR,IND,@BAL,,,,,6,89,1,,,,,10.18,15,17.90,10.18,7.72
DeAndre Hopkins,2540165,WR,ARI,SF,,,,,6,87,1,,,,,12.72,16,17.70,12.72,4.98
CeeDee Lamb,2563848,WR,DAL,NYG,,,,4,4,84,1,,,,,13.51,17,16.80,13.51,3.29
Justin Jefferson,2564556,WR,MIN,DET,,,,,7,124,,,,,,17.14,18,15.90,17.14,-1.24
Deebo Samuel,2562721,WR,SF,@ARI,,,,13,3,58,,,,,,16.34,19,14.60,16.34,-1.74
Diontae Johnson,2562674,WR,PIT,DEN,,,,,2,72,1,,,,,13.17,20,14.20,13.17,1.03
Chris Conley,2552652,WR,HOU,NE,,,,,3,84,1,,,,1,5.57,21,13.90,5.57,8.33
Deonte Harris,2563155,WR,NO,@WAS,,,,,1,72,1,,,,,9.36,22,13.70,9.36,4.34
Amari Cooper,2552487,WR,DAL,NYG,,,,,3,60,1,,,,,12.55,23,13.50,12.55,0.95
Cooper Kupp,2557898,WR,LA,@SEA,,,,,7,92,,,,,,17.05,24,12.70,17.05,-4.35
Tim Patrick,2558985,WR,DEN,@PIT,,,,,7,89,,,,,,9.77,25,12.40,9.77,2.63
Rondale Moore,2566433,WR,ARI,SF,,,,38,5,59,,,,,,4.86,26,12.20,4.86,7.34
Mecole Hardman,2562580,WR,KC,BUF,,,,,9,76,,,,,,8.19,27,12.10,8.19,3.91
Tyreek Hill,2556214,WR,KC,BUF,,,,15,7,63,,,,,,18.53,28,11.30,18.53,-7.23
DeVonta Smith,2566409,WR,PHI,@CAR,,,,,7,77,,,,1,1,9.34,29,11.20,9.34,1.86
DeAndre Carter,2553502,WR,WAS,NO,,,,11,4,62,,,,,,1.25,30,11.00,1.25,9.75
Keenan Allen,2540154,WR,LAC,CLE,,,,,6,75,,,,,,11.97,31,10.50,11.97,-1.47
Chris Godwin,2558105,WR,TB,MIA,,,,,7,70,,,,,,12.71,32,10.50,12.71,-2.21
Rashard Higgins,2555468,WR,CLE,@LAC,,,,,3,29,1,,,,,5.10,33,10.40,5.1,5.3
Amon-Ra St. Brown,2566073,WR,DET,@MIN,,,,,7,65,,,,,,4.58,34,10.00,4.58,5.42
Tyler Lockett,2552430,WR,SEA,LA,,,,,5,57,,,,,,13.35,35,9.90,13.35,-3.45
D.J. Moore,2560813,WR,CAR,PHI,,,,-4,5,42,,,,,,14.77,36,9.70,14.77,-5.07
Kendall Hinton,2563893,WR,DEN,@PIT,,,,,2,25,1,,,,,6.65,37,9.50,6.65,2.85
Donovan Peoples-Jones,2563803,WR,CLE,@LAC,,,,,5,70,,,,,,4.27,38,9.50,4.27,5.23
Adam Humphries,2553895,WR,WAS,NO,,,,,3,73,,,,,,6.04,39,8.80,6.04,2.76
Hunter Renfrow,2562712,WR,LV,CHI,,,,,6,56,,,,,,9.45,40,8.60,9.45,-0.85
Preston Williams,2562805,WR,MIA,@TB,,,,7,3,60,,,,,,3.45,41,8.20,3.45,4.75
Jamal Agnew,2558821,WR,JAX,TEN,,,,8,6,41,,,,,,2.06,42,7.90,2.06,5.84
Tavon Austin,2539336,WR,JAX,TEN,,,,,5,54,,,,,,2.73,43,7.90,2.73,5.17
Stefon Diggs,2552608,WR,BUF,@KC,,,,,2,69,,,,,,15.19,44,7.90,15.19,-7.29
Tee Higgins,2563731,WR,CIN,GB,,,,,5,32,,,,1,,11.86,45,7.70,11.86,-4.16
Parris Campbell,2562495,WR,IND,@BAL,,,,,4,56,,,,,,,46,7.60,,
Jakobi Meyers,2562492,WR,NE,@HOU,,,,,4,56,,,,,,12.15,47,7.60,12.15,-4.55
Christian Kirk,2560781,WR,ARI,SF,,,,11,5,39,,,,,,9.14,48,7.50,9.14,-1.64
DeSean Jackson,1581,WR,LV,CHI,,,,,1,68,,,,,,4.22,49,7.30,4.22,3.08
Tajae Sharpe,2555317,WR,ATL,NYJ,,,,,4,53,,,,,,2.15,50,7.30,2.15,5.15
Quez Watkins,2564880,WR,PHI,@CAR,,,,,3,48,,,,,,7.61,51,7.10,7.61,-0.51
Marcus Johnson,2556855,WR,TEN,@JAX,,,,,3,52,,,,,,0.76,52,6.70,0.76,5.94
Terry McLaurin,2562489,WR,WAS,NO,,,,,4,46,,,,,,12.80,53,6.60,12.8,-6.2
Henry Ruggs III,2564433,WR,FA,Bye,,,,,3,51,,,,,,,54,6.60,,
Corey Davis,2557848,WR,NYJ,@ATL,,,,,4,45,,,,,,10.83,55,6.50,10.83,-4.33
Devin Duvernay,2563551,WR,BAL,IND,,,,,4,45,,,,,,2.83,56,6.50,2.83,3.67
Jamison Crowder,2552415,WR,NYJ,@ATL,,,,,4,24,,,,1,,11.60,57,6.40,11.6,-5.2
Zach Pascal,2558877,WR,IND,@BAL,,,,,3,48,,,,,,8.52,58,6.30,8.52,-2.22
Laviska Shenault Jr.,2564232,WR,JAX,TEN,,,,,1,58,,,,,,9.51,59,6.30,9.51,-3.21
Byron Pringle,2560844,WR,KC,BUF,,,,,2,11,1,,,,1,3.38,60,6.10,3.38,2.72
Jaylen Waddle,2566292,WR,MIA,@TB,,,,2,2,31,,,,,,10.74,61,6.00,10.74,-4.74
Tyler Johnson,2565225,WR,TB,MIA,,,,,3,42,,,,,,2.85,62,5.70,2.85,2.85
Ced Wilson,2560936,WR,DAL,NYG,22,,,6,1,35,,,,,,3.87,63,5.48,3.87,1.61
Kendrick Bourne,2558914,WR,NE,@HOU,,,,12,3,26,,,,,,5.87,64,5.30,5.87,-0.57
A.J. Brown,2562238,WR,TEN,@JAX,,,,,3,38,,,,,,13.00,65,5.30,13.0,-7.7
Quintez Cephus,2563926,WR,DET,@MIN,,,,,3,38,,,,,,,66,5.30,,
Allen Robinson,2543509,WR,CHI,@LV,,,,,4,32,,,,,,9.62,67,5.20,9.62,-4.42
Noah Brown,2558091,WR,DAL,NYG,,,,,3,36,,,,,,1.94,68,5.10,1.94,3.16
Darnell Mooney,2563707,WR,CHI,@LV,,,,,3,35,,,,,,8.40,69,5.00,8.4,-3.4
Adam Thielen,2541785,WR,MIN,DET,,,,,2,40,,,,,,12.59,70,5.00,12.59,-7.59
Keelan Cole,2559153,WR,NYJ,@ATL,,,,,2,38,,,,,,3.63,71,4.80,3.63,1.17
Nelson Agholor,2552600,WR,NE,@HOU,,,,,3,32,,,,,,9.82,72,4.70,9.82,-5.12
Jalen Guyton,2562844,WR,LAC,CLE,,,,,2,35,,,,,,4.51,73,4.50,4.51,-0.01
Sammy Watkins,2543457,WR,BAL,IND,,,,,2,35,,,,,,8.11,74,4.50,8.11,-3.61
Tyler Boyd,2555466,WR,CIN,GB,,,,,4,24,,,,,,10.24,75,4.40,10.24,-5.84
Denzel Mims,2564802,WR,NYJ,@ATL,,,,,2,33,,,,,,1.12,76,4.30,1.12,3.18
Brandon Aiyuk,2565093,WR,SF,@ARI,,,,,2,32,,,,,,8.55,77,4.20,8.55,-4.35
KhaDarel Hodge,2561653,WR,DET,@MIN,,,,,1,17,,,,1,,1.65,78,4.20,1.65,2.55
Robby Anderson,2556462,WR,CAR,PHI,,,,,2,30,,,,,,8.78,79,4.00,8.78,-4.78
Randall Cobb,2495448,WR,GB,@CIN,,,,,2,30,,,,,,7.16,80,4.00,7.16,-3.16
Chester Rogers,2556396,WR,TEN,@JAX,,,,9,1,26,,,,,,5.05,81,4.00,5.05,-1.05
Jalen Reagor,2564850,WR,PHI,@CAR,,,,,3,24,,,,,,5.62,82,3.90,5.62,-1.72
Brandin Cooks,2543498,WR,HOU,NE,,,,,3,23,,,,,,16.00,83,3.80,16.0,-12.2
Allen Lazard,2560787,WR,GB,@CIN,,,,,2,6,,,,,,7.20,84,3.30,7.2,-3.9
Dede Westbrook,2557895,WR,MIN,DET,,,,,3,18,,,,,,2.04,85,3.30,2.04,1.26
Bryan Edwards,2564418,WR,LV,CHI,,,,,2,22,,,,,,6.90,86,3.20,6.9,-3.7
Mack Hollins,2558262,WR,MIA,@TB,,,,,1,10,,,,,,0.95,87,3.20,0.95,2.25
Ashton Dulin,2562646,WR,IND,@BAL,,,,,2,13,,,,,,0.58,88,3.10,0.58,2.52
Odell Beckham Jr.,2543496,WR,FA,Bye,,,,,2,20,,,,,,,89,3.00,,
Marvin Jones,2532884,WR,JAX,TEN,,,,,1,25,,,,,,12.37,90,3.00,12.37,-9.37
Olamide Zaccheaus,2562808,WR,ATL,NYJ,,,,,2,20,,,,,,7.39,91,3.00,7.39,-4.39
Penny Hart,2562804,WR,SEA,LA,,,,,2,19,,,,,,0.52,92,2.90,0.52,2.38
K.J. Osborn,2564574,WR,MIN,DET,,,,,3,14,,,,,,5.93,93,2.90,5.93,-3.03
Mohamed Sanu,2533040,WR,SF,@ARI,,,,,2,19,,,,,,2.61,94,2.90,2.61,0.29
Kenny Stills,2540202,WR,NO,@WAS,,,,1,2,17,,,,,,3.29,95,2.80,3.29,-0.49
James Proche,2563572,WR,BAL,IND,,,,,2,15,,,,,,2.42,96,2.50,2.42,0.08
Curtis Samuel,2558066,WR,WAS,NO,,,,8,,,,,,,,10.45,97,2.50,10.45,-7.95
Terrace Marshall Jr.,2565902,WR,CAR,PHI,,,,,2,14,,,,,,6.03,98,2.40,6.03,-3.63
Christian Blake,2561443,WR,ATL,NYJ,,,,,2,12,,,,,,0.64,99,2.20,0.64,1.56
Josh Palmer,2566502,WR,LAC,CLE,,,,,2,12,,,,,,1.19,100,2.20,1.19,1.01
Gabriel Davis,2563602,WR,BUF,@KC,,,,,1,16,,,,,,2.74,101,2.10,2.74,-0.64
Van Jefferson,2564358,WR,LA,@SEA,,,,,1,16,,,,,,8.99,102,2.10,8.99,-6.89
A.J. Green,2495450,WR,ARI,SF,,,,,1,13,,,,,,9.12,103,1.80,9.12,-7.32
John Ross,2558010,WR,NYG,@DAL,,,,,1,13,,,,,,3.07,104,1.80,3.07,-1.27
C.J. Board,2558911,WR,NYG,@DAL,,,,,2,7,,,,,,,105,1.70,,
Tyrie Cleveland,2563881,WR,DEN,@PIT,,,,,,,,,,,,1.32,106,1.70,1.32,0.38
Marcus Kemp,2559076,WR,KC,BUF,,,,,,,,,,,,0.00,107,1.70,0.0,1.7
Stanley Morgan,2562504,WR,CIN,GB,,,,,,,,,,,,0.53,108,1.70,0.53,1.17
Matthew Slater,4487,WR,NE,@HOU,,,,,,,,,,,,0.37,109,1.70,0.37,1.33
Auden Tate,2560890,WR,CIN,GB,,,,,,,,,,,,2.01,110,1.70,2.01,-0.31
Brandon Zylstra,2560243,WR,CAR,PHI,,,,,,,,,,,,,111,1.70,,
Josh Gordon,2537931,WR,KC,BUF,,,,,1,11,,,,,,2.52,112,1.60,2.52,-0.92
Cameron Batson,2561521,WR,TEN,@JAX,,,,15,,,,,,,,,113,1.50,,
N'Keal Harry,2562659,WR,NE,@HOU,,,,,1,9,,,,,,1.92,114,1.40,1.92,-0.52
Freddie Swain,2565195,WR,SEA,LA,,,,,1,9,,,,,,4.56,115,1.40,4.56,-3.16
Marquise Goodwin,2539964,WR,CHI,@LV,,,,,1,8,,,,,,3.36,116,1.30,3.36,-2.06
Josh Reynolds,2558194,WR,TEN,@JAX,,,,,1,8,,,,,,6.15,117,1.30,6.15,-4.85
Demarcus Robinson,2555478,WR,KC,BUF,,,,,1,8,,,,,,4.16,118,1.30,4.16,-2.86
Braxton Berrios,2560975,WR,NYJ,@ATL,,,,,1,6,,,,,,3.60,119,1.10,3.6,-2.5
Zay Jones,2557863,WR,LV,CHI,,,,,1,6,,,,,,1.45,120,1.10,1.45,-0.35
Dax Milne,2566601,WR,WAS,NO,,,,,1,6,,,,,,0.55,121,1.10,0.55,0.55
Cole Beasley,2535698,WR,BUF,@KC,,,,,1,5,,,,,,9.83,122,1.00,9.83,-8.83
Isaiah Ford,2558071,WR,MIA,@TB,,,,,1,3,,,,,,5.80,123,0.80,5.8,-5.0
Ben Skowronek,2566247,WR,LA,@SEA,,,,,,,,,,,,0.90,124,0.80,0.9,-0.1
Willie Snead,2550256,WR,CAR,PHI,,,,,1,3,,,,,,1.60,125,0.80,1.6,-0.8
Equanimeous St. Brown,2560883,WR,GB,@CIN,,,,,,,,,,,,1.57,126,0.80,1.57,-0.77
Malik Taylor,2562995,WR,GB,@CIN,,,,,,,,,,,,1.13,127,0.80,1.13,-0.33
Tylan Wallace,2565857,WR,BAL,IND,,,,,,,,,,,,1.21,128,0.80,1.21,-0.41
Ray-Ray McCloud,2560801,WR,PIT,DEN,,,,,1,1,,,,,,1.06,129,0.60,1.06,-0.46
JuJu Smith-Schuster,2558149,WR,PIT,DEN,,,,6,,,,,,,,,130,0.60,,
Rodney Adams,2558047,WR,CHI,@LV,,,,,,,,,,,,0.00,131,0.00,0.0,0.0
Quincy Adeboyejo,2558906,WR,FA,Bye,,,,,,,,,,,,,132,0.00,,
Landen Akers,2566193,WR,LA,@SEA,,,,,,,,,,,,0.00,133,0.00,0.0,0.0
Geronimo Allison,2556460,WR,DET,@MIN,,,,,,,,,,,,0.00,134,0.00,0.0,0.0
Danny Amendola,2649,WR,HOU,NE,,,,,,,,,,,,0.00,135,0.00,0.0,0.0
J.J. Arcega-Whiteside,2562466,WR,PHI,@CAR,,,,,,,,,,,,0.56,136,0.00,0.56,-0.56
Marcell Ateman,2560961,WR,LV,CHI,,,,,,,,,,,,0.00,137,0.00,0.0,0.0
Andre Baccellia,2564250,WR,ARI,SF,,,,,,,,,,,,0.00,138,0.00,0.0,0.0
Alex Bachman,2563301,WR,NYG,@DAL,,,,,,,,,,,,0.00,139,0.00,0.0,0.0
Manasseh Bailey,2564817,WR,FA,Bye,,,,,,,,,,,,,140,0.00,,
Kawaan Baker,2566349,WR,NO,@WAS,,,,,,,,,,,,0.00,141,0.00,0.0,0.0
Rashod Bateman,2565836,WR,BAL,IND,,,,,,,,,,,,0.00,142,0.00,0.0,0.0
Omar Bayless,2563623,WR,FA,Bye,,,,,,,,,,,,,143,0.00,,
Chad Beebe,2561482,WR,MIN,DET,,,,,,,,,,,,,144,0.00,,
Reggie Begelton,2563446,WR,FA,Bye,,,,,,,,,,,,,145,0.00,,
Travis Benjamin,2532790,WR,SF,@ARI,,,,,,,,,,,,2.13,146,0.00,2.13,-2.13
Trinity Benson,2563035,WR,DET,@MIN,,,,,,,,,,,,2.43,147,0.00,2.43,-2.43
Tarik Black,2565594,WR,IND,@BAL,,,,,,,,,,,,0.00,148,0.00,0.0,0.0
Justin Blackmon,2533038,WR,FA,Bye,,,,,,,,,,,,,149,0.00,,
Chris Blair,2565588,WR,GB,@CIN,,,,,,,,,,,,0.00,150,0.00,0.0,0.0
Victor Bolden,2558912,WR,FA,Bye,,,,,,,,,,,,,151,0.00,,
Lynn Bowden,2564412,WR,MIA,@TB,,,,,,,,,,,,,152,0.00,,
Miles Boykin,2562631,WR,BAL,IND,,,,,,,,,,,,2.50,153,0.00,2.5,-2.5
Ja'Marcus Bradley,2563761,WR,CLE,@LAC,,,,,,,,,,,,0.00,154,0.00,0.0,0.0
Dyami Brown,2566586,WR,WAS,NO,,,,,,,,,,,,0.00,155,0.00,0.0,0.0
Fred Brown,2559396,WR,FA,Bye,,,,,,,,,,,,,156,0.00,,
John Brown,2543847,WR,JAX,TEN,,,,,,,,,,,,0.00,157,0.00,0.0,0.0
Tony Brown,2563764,WR,FA,Bye,,,,,,,,,,,,,158,0.00,,
Dez Bryant,497278,WR,FA,Bye,,,,,,,,,,,,,159,0.00,,
Ventell Bryant,2563267,WR,FA,Bye,,,,,,,,,,,,,160,0.00,,
Rico Bussey,2565780,WR,PIT,DEN,,,,,,,,,,,,,161,0.00,,
Hakeem Butler,2562491,WR,FA,Bye,,,,,,,,,,,,,162,0.00,,
Damiere Byrd,2553499,WR,CHI,@LV,,,,,,,,,,,,2.25,163,0.00,2.25,-2.25
Lawrence Cager,2565492,WR,CLE,@LAC,,,,,,,,,,,,,164,0.00,,
Deon Cain,2560987,WR,PHI,@CAR,,,,,,,,,,,,0.00,165,0.00,0.0,0.0
Antonio Callaway,2560988,WR,FA,Bye,,,,,,,,,,,,,166,0.00,,
Jalen Camp,2566148,WR,HOU,NE,,,,,,,,,,,,0.00,167,0.00,0.0,0.0
Dylan Cantrell,2560990,WR,WAS,NO,,,,,,,,,,,,,168,0.00,,
D.J. Chark,2561018,WR,JAX,TEN,,,,,,,,,,,,,169,0.00,,
Dan Chisena,2564514,WR,MIN,DET,,,,,,,,,,,,0.79,170,0.00,0.79,-0.79
Matt Cole,2564442,WR,CAR,PHI,,,,,,,,,,,,0.00,171,0.00,0.0,0.0
Nico Collins,2566127,WR,HOU,NE,,,,,,,,,,,,0.00,172,0.00,0.0,0.0
Pharoh Cooper,2555419,WR,NYG,@DAL,,,,,,,,,,,,0.00,173,0.00,0.0,0.0
Isaiah Coulter,2564067,WR,CHI,@LV,,,,,,,,,,,,0.00,174,0.00,0.0,0.0
Keke Coutee,2561029,WR,IND,@BAL,,,,,,,,,,,,0.00,175,0.00,0.0,0.0
