PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Kevin Byard,2555158,DB,TEN,@JAX,8,3,,,1,,1,,1,,,,,2,,,30,10.64,1,30.50,10.64,19.86
Derwin James,2560760,DB,LAC,CLE,9,7,1,1,,1,,,,,,,,,1,,,10.66,2,28.40,10.66,17.74
Chidobe Awuzie,2557840,DB,CIN,GB,5,1,,1,1,,,,,,,,,2,,42,,1.78,3,20.70,1.78,18.92
Greedy Williams,2562785,DB,CLE,@LAC,7,3,,,,1,,,,,,,,1,,,,8.25,4,20.30,8.25,12.05
Taron Johnson,2560766,DB,BUF,@KC,8,4,,,,,,,,,,,,1,,,,9.06,5,19.30,9.06,10.24
Darius Slay,2540288,DB,PHI,@CAR,3,,,1,2,,,,,,,,,2,,21,,8.39,6,19.30,8.39,10.91
Vonn Bell,2555530,DB,CIN,GB,8,1,,3,,,,,,,,,,,,,,10.61,7,18.90,10.61,8.29
James Pierre,2565003,DB,PIT,DEN,6,,,,1,,,,,,,,,2,,,,9.63,8,18.70,9.63,9.07
Adrian Amos,2552385,DB,GB,@CIN,6,3,,,1,,,,,,,,,1,,,,11.37,9,18.60,11.37,7.23
Donte Jackson,2560753,DB,CAR,PHI,4,2,,,1,1,,,,,,,,1,,,,8.95,10,17.90,8.95,8.95
Tracy Walker III,2560913,DB,DET,@MIN,7,2,,1,,,,,,,,,,1,,,,8.15,11,17.50,8.15,9.35
Jamel Dean,2562556,DB,TB,MIA,5,,,,1,,,,,,,,,2,,6,,7.51,12,17.20,7.51,9.69
Terrance Mitchell,2543637,DB,HOU,NE,6,1,,,,1,,,,,,,,1,,,,8.30,13,17.00,8.3,8.7
Marshon Lattimore,2558061,DB,NO,@WAS,1,,,,,,,,,,,,,6,,,,9.28,14,16.70,9.28,7.42
Tavon Young,2555378,DB,BAL,IND,4,,1,3,,,,,,,,,,1,1,,,4.42,15,16.30,4.42,11.88
Brandin Echols,2565726,DB,NYJ,@ATL,7,2,,,,,,,,,,,,1,,,,7.82,16,16.00,7.82,8.18
Bryce Hall,2564796,DB,NYJ,@ATL,6,1,,,,,,,,,,,,2,,,,9.07,17,16.00,9.07,6.93
Budda Baker,2558009,DB,ARI,SF,5,1,,,1,,,,,,,,,1,,17,,11.96,18,15.87,11.96,3.91
Trevon Diggs,2563836,DB,DAL,NYG,3,2,,,1,,,,,,,,,2,,18,,9.70,19,15.80,9.7,6.1
Anthony Brown,2555531,DB,DAL,NYG,2,,,,1,,,1,,,,,,1,,45,,11.01,20,14.90,11.01,3.89
Brandon Stephens,2565851,DB,BAL,IND,6,5,,,,,,,,,,,,,1,,,8.46,21,14.70,8.46,6.24
Quandre Diggs,2552262,DB,SEA,LA,5,,,,1,,,,,,,,,1,,,,8.84,22,14.50,8.84,5.66
