PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Derrick Henry,2556075,RB,TEN,@SEA,,,,182,6,55,,,,,,,1,44.70,,
Aaron Jones,2558116,RB,GB,DET,,,,67,6,48,3,,,,,16.00,2,38.50,16.0,22.5
Tony Pollard,2562699,RB,DAL,@LAC,,,,109,3,31,,,,,,6.82,3,23.20,6.82,16.38
Christian McCaffrey,2557997,RB,CAR,NO,,,,72,5,65,,,,,,17.87,4,22.20,17.87,4.33
Cordarrelle Patterson,2540145,RB,ATL,@TB,,,,11,5,58,1,,,,1,3.32,5,20.10,3.32,16.78
Nick Chubb,2561021,RB,CLE,HOU,,,,95,1,3,,,,,,14.37,6,18.00,14.37,3.63
Austin Ekeler,2559169,RB,LAC,DAL,,,,54,9,61,,,,1,,17.54,7,18.00,17.54,0.46
J.D. McKissic,2556440,RB,WAS,NYG,,,,10,5,83,,,,,,7.78,8,17.80,7.78,10.02
Ezekiel Elliott,2555224,RB,DAL,@LAC,,,,71,2,26,,,,,,13.12,9,16.70,13.12,3.58
Najee Harris,2566448,RB,PIT,LV,,,,38,5,43,1,,,,,12.12,10,16.60,12.12,4.48
Dalvin Cook,2557991,RB,MIN,@ARI,,,,131,2,17,,,,,,17.85,11,15.80,17.85,-2.05
Darrell Henderson,2562574,RB,LA,@IND,,,,53,3,29,,,,,,9.72,12,15.70,9.72,5.98
James White,2543773,RB,NE,@NYJ,,,,20,6,45,,,,,,,13,15.50,,
Chris Carson,2558865,RB,SEA,TEN,,,,31,,,,,,,,,14,15.10,,
Zack Moss,2563617,RB,BUF,@MIA,,,,26,2,8,,,,,1,5.83,15,14.40,5.83,8.57
Devin Singletary,2562734,RB,BUF,@MIA,,,,82,2,9,,,,,1,5.08,16,14.10,5.08,9.02
Damien Harris,2562281,RB,NE,@NYJ,,,,62,1,2,,,,,,10.72,17,12.90,10.72,2.18
Demetric Felton,2565968,RB,CLE,HOU,,,,,2,51,1,,,,1,1.84,18,11.90,1.84,10.06
Chase Edmonds,2560711,RB,ARI,MIN,,,,46,5,29,,,,,,10.61,19,10.00,10.61,-0.61
Michael Carter,2566382,RB,NYJ,NE,,,,59,2,29,,,,,,3.31,20,9.80,3.31,6.49
Mike Davis,2553439,RB,ATL,@TB,,,,38,7,25,,,,,,12.77,21,9.80,12.77,-2.97
D'Andre Swift,2563965,RB,DET,@GB,,,,37,4,41,,,,,,14.96,22,9.80,14.96,-5.16
Latavius Murray,2541161,RB,BAL,KC,,,,36,,,,,,,,4.95,23,9.60,4.95,4.65
David Montgomery,2562502,RB,CHI,CIN,,,,61,3,18,,,,,,14.02,24,9.40,14.02,-4.62
Phillip Lindsay,2559947,RB,HOU,@CLE,,,,2,1,22,1,,,,,4.17,25,8.90,4.17,4.73
Joe Mixon,2557976,RB,CIN,@CHI,,,,69,1,2,,,,,,13.48,26,8.40,13.48,-5.08
Antonio Gibson,2565276,RB,WAS,NYG,,,,69,2,4,,,,,,11.52,27,8.30,11.52,-3.22
Ty'Son Williams,2565542,RB,BAL,KC,,,,77,2,16,,,,,1,11.14,28,8.30,11.14,-2.84
Kenyan Drake,2555230,RB,LV,@PIT,,,,9,5,46,,,,,,11.84,29,8.00,11.84,-3.84
Saquon Barkley,2560968,RB,NYG,@WAS,,,,57,2,12,,,,,,13.92,30,7.90,13.92,-6.02
Melvin Gordon,2552469,RB,DEN,@JAX,,,,31,2,38,,,,,,13.19,31,7.90,13.19,-5.29
JaMycal Hasty,2565108,RB,SF,@PHI,,,,38,4,21,,,,,,3.89,32,7.90,3.89,4.01
James Robinson,2564223,RB,JAX,DEN,,,,47,3,17,,,,,,13.65,33,7.90,13.65,-5.75
Javonte Williams,2566049,RB,DEN,@JAX,,,,64,1,10,,,,,,4.31,34,7.90,4.31,3.59
Leonard Fournette,2557973,RB,TB,ATL,,,,52,4,24,,,,,1,10.70,35,7.60,10.7,-3.1
Myles Gaskin,2562270,RB,MIA,BUF,,,,25,4,21,,,,,,14.03,36,6.60,14.03,-7.43
Miles Sanders,2562722,RB,PHI,SF,,,,55,1,4,,,,,,,37,6.40,,
Eli Mitchell,2566538,RB,SF,@PHI,,,,42,2,11,,,,,,12.10,38,6.30,12.1,-5.8
Kenneth Gainwell,2566397,RB,PHI,SF,,,,14,2,18,,,,1,,2.18,39,6.20,2.18,4.02
Andy Janovich,2555432,RB,CLE,HOU,,,,,,,,,,,,0.48,40,6.00,0.48,5.52
Kareem Hunt,2557917,RB,CLE,HOU,,,,51,1,2,,,,,,,41,5.80,,
Jonathan Taylor,2564148,RB,IND,LA,,,,51,1,2,,,,,,9.73,42,5.80,9.73,-3.93
Darrel Williams,2560935,RB,KC,@BAL,,,,-2,,,,,,,,4.81,43,5.80,4.81,0.99
David Johnson,2553435,RB,HOU,@CLE,,,,25,2,22,,,,,,3.10,44,5.70,3.1,2.6
Jamaal Williams,2558204,RB,DET,@GB,,,,25,3,12,,,,,,7.95,45,5.20,7.95,-2.75
