PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Cooper Kupp,2557898,WR,LA,@IND,,,,-5,9,163,2,,,,,12.09,1,32.30,12.09,20.21
Tyler Lockett,2552430,WR,SEA,TEN,,,,,8,178,1,,,,,12.23,2,27.80,12.23,15.57
Terry McLaurin,2562489,WR,WAS,NYG,,,,,11,107,1,,,,,10.21,3,23.90,10.21,13.69
Mike Evans,2543468,WR,TB,ATL,,,,,5,75,2,,,,,11.38,4,22.00,11.38,10.62
Courtland Sutton,2560888,WR,DEN,@JAX,,,,,9,159,,,,,,11.39,5,20.40,11.39,9.01
Marquise Brown,2562379,WR,BAL,KC,,,,,6,113,1,,,,,10.79,6,20.30,10.79,9.51
Henry Ruggs III,2564433,WR,FA,Bye,,,,2,5,113,1,,,,,,7,20.00,,
Rondale Moore,2566433,WR,ARI,MIN,,,,,7,114,1,,,,1,2.95,8,18.90,2.95,15.95
Mike Williams,2558846,WR,LAC,DAL,,,,,7,91,1,,,,,9.49,9,18.60,9.49,9.11
Freddie Swain,2565195,WR,SEA,TEN,,,,5,5,95,1,,,,,2.51,10,18.50,2.51,15.99
Brandin Cooks,2543498,WR,HOU,@CLE,,,,,9,78,1,,,,,13.37,11,18.30,13.37,4.93
D.J. Moore,2560813,WR,CAR,NO,,,,,8,79,1,,,,,11.21,12,17.90,11.21,6.69
K.J. Osborn,2564574,WR,MIN,@ARI,,,,,5,91,1,,,,,6.27,13,17.60,6.27,11.33
Tee Higgins,2563731,WR,CIN,@CHI,,,,,6,60,1,,,,1,12.32,14,16.40,12.32,4.08
Michael Pittman,2564136,WR,IND,LA,,,,,8,123,,,,,,8.07,15,16.30,8.07,8.23
Davante Adams,2543495,WR,GB,DET,,,,,8,121,,,,,,16.96,16,16.10,16.96,-0.86
Julio Jones,2495454,WR,TEN,@SEA,,,,,6,128,,,,,,14.29,17,15.80,14.29,1.51
Calvin Ridley,2560854,WR,ATL,@TB,,,,,7,63,1,,,,,16.38,18,15.80,16.38,-0.58
Stefon Diggs,2552608,WR,BUF,@MIA,,,,,4,60,1,,,,,17.55,19,15.70,17.55,-1.85
Justin Jefferson,2564556,WR,MIN,@ARI,,,,,6,65,1,,,,,15.06,20,15.50,15.06,0.44
Diontae Johnson,2562674,WR,PIT,LV,,,,,9,105,,,,,,13.46,21,15.00,13.46,1.54
Keenan Allen,2540154,WR,LAC,DAL,,,,,4,108,,,,,,11.11,22,14.50,11.11,3.39
Marvin Jones,2532884,WR,JAX,DEN,,,,,6,55,1,,,,,13.36,23,14.50,13.36,1.14
Quintez Cephus,2563926,WR,DET,@GB,,,,,4,63,1,,,,,,24,14.30,,
Chris Godwin,2558105,WR,TB,ATL,,,,,4,62,1,,,,,11.42,25,14.20,11.42,2.78
Brandon Zylstra,2560243,WR,CAR,NO,,,,,3,44,1,,,,,,26,13.50,,
DeAndre Hopkins,2540165,WR,ARI,MIN,,,,,4,54,1,,,,,13.33,27,13.40,13.33,0.07
CeeDee Lamb,2563848,WR,DAL,@LAC,,,,13,8,81,,,,,,13.06,28,13.40,13.06,0.34
JuJu Smith-Schuster,2558149,WR,PIT,LV,,,,3,6,41,,,,,,,29,13.40,,
Byron Pringle,2560844,WR,KC,@BAL,,,,,2,63,1,,,,,2.37,30,13.30,2.37,10.93
Deebo Samuel,2562721,WR,SF,@PHI,,,,8,6,93,,,,,,12.50,31,13.10,12.5,0.6
Sterling Shepard,2555295,WR,NYG,@WAS,,,,-9,9,94,,,,,,12.25,32,13.00,12.25,0.75
Darius Slayton,2562736,WR,NYG,@WAS,,,,,3,54,1,,,,,6.71,33,12.90,6.71,6.19
Quez Watkins,2564880,WR,PHI,SF,,,,,2,117,,,,,,6.33,34,12.70,6.33,6.37
Ja'Marr Chase,2565941,WR,CIN,@CHI,,,,,2,54,1,,,,,8.85,35,12.40,8.85,3.55
Zach Pascal,2558877,WR,IND,LA,,,,,5,38,1,,,,,8.43,36,12.30,8.43,3.87
Demarcus Robinson,2555478,WR,KC,@BAL,,,,,3,46,1,,,,,4.77,37,12.10,4.77,7.33
A.J. Green,2495450,WR,ARI,MIN,,,,,3,44,1,,,,,6.75,38,11.90,6.75,5.15
Tim Patrick,2558985,WR,DEN,@JAX,,,,,3,37,1,,,,,8.91,39,11.20,8.91,2.29
Devin Duvernay,2563551,WR,BAL,KC,,,,,,,,,1,,,2.63,40,11.07,2.63,8.44
Adam Thielen,2541785,WR,MIN,@ARI,,,,,6,39,1,,,,1,11.25,41,10.90,11.25,-0.35
Braxton Berrios,2560975,WR,NYJ,NE,,,,,7,73,,,,,,5.19,42,10.80,5.19,5.61
Tyler Boyd,2555466,WR,CIN,@CHI,,,,,7,73,,,,,,8.94,43,10.80,8.94,1.86
Elijah Moore,2566385,WR,NYJ,NE,,,,,4,47,,,,,,7.47,44,10.10,7.47,2.63
Darnell Mooney,2563707,WR,CHI,CIN,,,,,6,66,,,,,,8.86,45,9.60,8.86,0.74
Robert Woods,2540169,WR,LA,@IND,,,,6,5,64,,,,,,10.81,46,9.50,10.81,-1.31
Allen Robinson,2543509,WR,CHI,CIN,,,,,2,24,1,,,,,12.69,47,9.40,12.69,-3.29
Jauan Jennings,2565114,WR,SF,@PHI,,,,,2,17,1,,,,,1.65,48,8.70,1.65,7.05
DK Metcalf,2562685,WR,SEA,TEN,,,,,6,53,,,,,,13.74,49,8.30,13.74,-5.44
Chase Claypool,2564970,WR,PIT,LV,,,,-3,3,70,,,,,,9.73,50,8.20,9.73,-1.53
Hunter Renfrow,2562712,WR,LV,@PIT,,,,,5,57,,,,,,5.65,51,8.20,5.65,2.55
Mecole Hardman,2562580,WR,KC,@BAL,,,,,5,55,,,,,,8.15,52,8.00,8.15,-0.15
Christian Kirk,2560781,WR,ARI,MIN,,,,,3,65,,,,,,7.03,53,8.00,7.03,0.97
Adam Humphries,2553895,WR,WAS,NYG,,,,,7,44,,,,,,8.57,54,7.90,8.57,-0.67
DeVante Parker,2552409,WR,MIA,BUF,,,,,5,42,,,,,,,55,6.70,,
Ashton Dulin,2562646,WR,IND,LA,,,,,1,10,,,,,,0.72,56,6.50,0.72,5.78
Sammy Watkins,2543457,WR,BAL,KC,,,,,4,44,,,,,,7.14,57,6.40,7.14,-0.74
Jamal Agnew,2558821,WR,JAX,DEN,,,,,,,,1,,,,1.73,58,6.00,1.73,4.27
A.J. Brown,2562238,WR,TEN,@SEA,,,,,3,43,,,,,,16.01,59,5.80,16.01,-10.21
Jakobi Meyers,2562492,WR,NE,@NYJ,,,,,4,38,,,,,,11.51,60,5.80,11.51,-5.71
Emmanuel Sanders,497322,WR,BUF,@MIA,,,,,2,48,,,,,,10.37,61,5.80,10.37,-4.57
Jaylen Waddle,2566292,WR,MIA,BUF,,,,,6,48,,,,,1,7.61,62,5.80,7.61,-1.81
Cole Beasley,2535698,WR,BUF,@MIA,,,,,4,36,,,,,,8.80,63,5.60,8.8,-3.2
Bryan Edwards,2564418,WR,LV,@PIT,,,,,3,40,,,,,,5.22,64,5.50,5.22,0.28
Robby Anderson,2556462,WR,CAR,NO,,,,,3,38,,,,,,9.70,65,5.30,9.7,-4.4
Russell Gage,2561061,WR,ATL,@TB,,,,,5,28,,,,,,11.36,66,5.30,11.36,-6.06
Kenny Golladay,2558052,WR,NYG,@WAS,,,,,3,38,,,,,,12.47,67,5.30,12.47,-7.17
Dyami Brown,2566586,WR,WAS,NYG,,,,,3,34,,,,,,7.05,68,4.90,7.05,-2.15
Trinity Benson,2563035,WR,DET,@GB,,,,,1,24,,,,,,2.95,69,4.60,2.95,1.65
Tyreek Hill,2556214,WR,KC,@BAL,,,,15,3,14,,,,,,16.52,70,4.40,16.52,-12.12
Randall Cobb,2495448,WR,GB,DET,,,,,3,26,,,,,,3.05,71,4.10,3.05,1.05
Jeff Smith,2562845,WR,NYJ,NE,,,,,1,35,,,,,,0.39,72,4.00,0.39,3.61
Albert Wilson,2550272,WR,MIA,BUF,,,,,4,20,,,,,,2.59,73,4.00,2.59,1.41
Amari Cooper,2552487,WR,DAL,@LAC,,,,,3,24,,,,,,12.34,74,3.90,12.34,-8.44
Nico Collins,2566127,WR,HOU,@CLE,,,,,1,32,,,,,,6.50,75,3.70,6.5,-2.8
Rashard Higgins,2555468,WR,CLE,HOU,,,,,2,27,,,,,,5.12,76,3.70,5.12,-1.42
Nelson Agholor,2552600,WR,NE,@NYJ,,,,,3,21,,,,,,10.98,77,3.60,10.98,-7.38
Kendrick Bourne,2558914,WR,NE,@NYJ,,,,16,2,10,,,,,,8.62,78,3.60,8.62,-5.02
Ced Wilson,2560936,WR,DAL,@LAC,,,,5,2,20,,,,,,5.22,79,3.50,5.22,-1.72
Amon-Ra St. Brown,2566073,WR,DET,@GB,,,,,3,18,,,,,,5.95,80,3.30,5.95,-2.65
Jalen Guyton,2562844,WR,LAC,DAL,,,,9,2,13,,,,,,4.78,81,3.20,4.78,-1.58
Lil'Jordan Humphrey,2562668,WR,NO,@CAR,,,,,1,27,,,,,,1.28,82,3.20,1.28,1.92
Terrace Marshall Jr.,2565902,WR,CAR,NO,,,,,3,17,,,,,,2.58,83,3.20,2.58,0.62
Chester Rogers,2556396,WR,TEN,@SEA,,,,,2,22,,,,,,1.98,84,3.20,1.98,1.22
