PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Bobby Wagner,2532966,LB,SEA,TEN,16,4,1,1,,,,,,,,,,,2,,,13.27,1,34.90,13.27,21.63
Roquan Smith,2560877,LB,CHI,CIN,5,4,1,1,1,,,1,,,,,,1,1,53,,11.17,2,27.47,11.17,16.3
De'Vondre Campbell,2555255,LB,GB,DET,10,3,,,1,,,,,,,,,1,,2,,10.59,3,25.47,10.59,14.88
Kamu Grugier-Hill,2556363,LB,HOU,@CLE,6,3,1,3,,1,,,,,,,,,1,,,1.48,4,23.10,1.48,21.62
Nick Vigil,2555528,LB,MIN,@ARI,4,4,,,1,,,1,,,,,,1,,38,,6.83,5,21.27,6.83,14.44
Demario Davis,2533008,LB,NO,@CAR,8,4,,1,,,,,,,,,,1,,,,12.09,6,20.80,12.09,8.71
Eric Kendricks,2552312,LB,MIN,@ARI,9,2,,1,,,,,,,,,,,,,,10.10,7,18.40,10.1,8.3
Joe Schobert,2555166,LB,PIT,LV,6,4,,,,,,,,,,,,2,,,,13.14,8,18.40,13.14,5.26
Malcolm Smith,2499278,LB,CLE,HOU,5,3,,1,1,,,,,,,,,1,,,,6.29,9,18.40,6.29,12.11
Anthony Hitchens,2543592,LB,KC,@BAL,8,4,,1,,,,,,,,,,,,,,8.41,10,18.30,8.41,9.89
Ja'Whaun Bentley,2561143,LB,NE,@NYJ,7,2,,1,,,,,,,,,,1,,,,10.64,11,17.50,10.64,6.86
Robert Spillane,2561596,LB,PIT,LV,7,5,,1,,,,,,,,,,,,,,3.02,12,17.40,3.02,14.38
C.J. Mosley,2543464,LB,NYJ,NE,7,3,,,,,,,,,,,,1,,,,11.10,13,16.80,11.1,5.7
