PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Mike Edwards,2562259,DB,TB,ATL,4,,,,2,,,2,,,,,,3,,46,,3.38,1,30.83,3.38,27.45
Tyrann Mathieu,2540180,DB,KC,@BAL,6,,,,2,,,1,,,,,,3,,50,,8.86,2,30.37,8.86,21.51
Trayvon Mullen,2562380,DB,LV,@PIT,7,1,,,1,,,,,,,,,2,,18,,,3,21.80,,
Daniel Sorensen,2550257,DB,KC,@BAL,7,3,1,2,,,,,,,,,,,1,,,9.09,4,19.80,9.09,10.71
Kendall Fuller,2555349,DB,WAS,NYG,7,1,1,1,,,,,,,,,,1,1,,,7.97,5,19.20,7.97,11.23
Khari Willis,2562602,DB,IND,LA,7,1,,,1,,,,,,,,,1,,,,,6,18.70,,
Taron Johnson,2560766,DB,BUF,@MIA,3,1,1,1,,1,,,,,,,,2,1,,,10.19,7,18.40,10.19,8.21
Asante Samuel Jr.,2566511,DB,LAC,DAL,3,1,,,1,,,,,,,,,3,,26,,8.16,8,17.77,8.16,9.61
James Bradberry,2555175,DB,NYG,@WAS,6,1,,,1,,,,,,,,,1,,5,,8.40,9,17.17,8.4,8.77
J.C. Jackson,2560754,DB,NE,@NYJ,3,,,,2,,,,,,,,,2,,1,,7.25,10,17.13,7.25,9.88
Justin Reid,2560851,DB,HOU,@CLE,4,,,,1,1,,,,,,,,1,,24,,10.04,11,17.10,10.04,7.06
Jaylon Johnson,2563701,DB,CHI,CIN,2,,,,1,,,,,,,,,4,,3,,7.68,12,17.00,7.68,9.32
Nasir Adderley,2562617,DB,LAC,DAL,8,1,,,,,,,,,,,,1,,,,9.35,13,16.90,9.35,7.55
Carlton Davis,2561039,DB,TB,ATL,8,1,,,,,,,,,,,,1,,,,,14,16.90,,
Devin McCourty,494287,DB,NE,@NYJ,4,1,,,1,,,,,,,,,2,,22,,8.43,15,16.83,8.43,8.4
Marcus Maye,2557995,DB,NYJ,NE,4,2,1,2,,,,,,,,,,1,1,,,,16,16.40,,
Trevon Diggs,2563836,DB,DAL,@LAC,6,,,,1,,,,,,,,,1,,,,10.37,17,16.20,10.37,5.83
Adrian Amos,2552385,DB,GB,DET,9,1,,,,,,,,,,,,,,,,10.80,18,16.10,10.8,5.3
Budda Baker,2558009,DB,ARI,MIN,7,1,,2,,,,,,,,,,,,,,12.38,19,15.70,12.38,3.32
Grant Delpit,2563773,DB,CLE,HOU,3,3,1,1,,1,,,,,,,,,1,,,2.63,20,15.00,2.63,12.37
Andrew Wingard,2562606,DB,JAX,DEN,5,3,1,1,,,,,,,,,,,1,,,6.84,21,14.90,6.84,8.06
Kareem Jackson,496735,DB,DEN,@JAX,4,2,,,1,,,,,,,,,1,,7,,9.07,22,14.63,9.07,5.56
Harrison Smith,2532948,DB,MIN,@ARI,8,1,,,,,,,,,,,,,,,,10.17,23,14.40,10.17,4.23
Darious Williams,2561469,DB,LA,@IND,7,,,,,,,,,,,,,1,,,,8.39,24,14.40,8.39,6.01
Taylor Rapp,2562707,DB,LA,@IND,7,1,0.5,,,,,,,,,,,,1,,,9.59,25,14.20,9.59,4.61
Juston Burris,2555313,DB,CAR,NO,4,1,,,1,,,,,,,,,1,,17,,,26,14.17,,
Jayron Kearse,2555156,DB,DAL,@LAC,5,1,,1,,,,,,,,,,1,1,,,8.25,27,13.80,8.25,5.55
Xavien Howard,2555539,DB,MIA,BUF,1,1,,,1,,,,,,,,,3,,1,,9.21,28,13.53,9.21,4.32
