PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jordan Hicks,2552315,LB,MIN,@WAS,10,2,,,,,,,,,,,,2,,,,12.81,1,23.60,10.79
Rashaan Evans,2560718,LB,ATL,LAC,6,6,,1,,1,,,,,,,,1,,,,11.59,2,22.50,10.91
Bobby Wagner,2532966,LB,LA,@TB,8,5,,1,,,,,,,,,1,,,,,12.60,3,22.10,9.5
Jordyn Brooks,2565135,LB,SEA,@ARI,11,1,,,,,,,,,,,,1,,,,14.76,4,22.00,7.24
Zaven Collins,2566421,LB,ARI,SEA,4,3,,1,1,,,1,,,,,,1,,30,,10.52,5,21.70,11.18
Matt Judon,2555505,LB,NE,IND,4,2,3,3,,,,,,,,,,,4,,,7.02,6,20.90,13.88
Josh Uche,2564649,LB,NE,IND,5,1,3,3,,,,,,,,,,,2,,,2.20,7,20.80,18.6
Drue Tranquill,2562765,LB,LAC,@ATL,7,3,1,2,,,,,,,,,,,1,,,12.74,8,19.80,7.06
Derrick Barnes,2566055,LB,DET,GB,4,8,1,1,,,,,,,,,,1,1,,,2.33,9,19.70,17.37
Ja'Whaun Bentley,2561143,LB,NE,IND,6,4,1,1,,,,,,,,,,,2,,,7.65,10,17.90,10.25
Blake Martinez,2555161,LB,FA,Bye,8,3,,,,,,,,,,,,,,,,,11,16.00,
Eric Kendricks,2552312,LB,MIN,@WAS,8,1,,1,,,,,,,,,,,,,,11.78,12,15.90,4.12
Isaiah Simmons,2564940,LB,ARI,SEA,6,2,1,1,,,,,,,,,,,1,,,8.89,13,15.80,6.91
Demario Davis,2533008,LB,NO,BAL,5,2,1,2,,,,,,,,,,,,,,10.17,14,15.10,4.93
Foye Oluokun,2561132,LB,JAX,LV,7,2,,1,,,,,,,,,,,,,,14.83,15,15.00,0.17
Uchenna Nwosu,2560826,LB,SEA,@ARI,3,1,2,2,,,,,,,,,,,3,,,7.63,16,14.40,6.77
C.J. Mosley,2543464,LB,NYJ,BUF,5,1,1,,,,,,,,,,,1,1,,,15.15,17,14.30,-0.85
Za'Darius Smith,2552279,LB,MIN,@WAS,4,1,,,,,,,,,,,,2,3,,,5.74,18,14.10,8.36
David Long,2562799,LB,TEN,@KC,6,4,,,,,,,,,,,,,1,,,12.83,19,13.90,1.07
Denzel Perryman,2552310,LB,LV,@JAX,6,4,,,,,,,,,,,,,1,,,9.93,20,13.90,3.97
Zaire Franklin,2561155,LB,IND,@NE,5,1,0.5,2,,,,,,,,,,,1,,,13.88,21,13.80,-0.08
Christian Harris,2567679,LB,HOU,PHI,5,,,1,,1,,,,,,,,,,,,10.20,22,13.50,3.3
Bobby Okereke,2562416,LB,IND,@NE,4,,,1,,1,1,,,,,,,,,,,11.49,23,12.80,1.31
Elandon Roberts,2556119,LB,MIA,@CHI,5,5,,,,,,,,,,,,,,,,6.84,24,12.50,5.66
Christian Kirksey,2543720,LB,HOU,PHI,5,2,,1,,,,,,,,,,,1,,,10.34,25,12.10,1.76
Jack Sanborn,2567424,LB,CHI,MIA,7,,,,,,,,,,,,,,,,,1.19,26,11.90,10.71
Ernest Jones,2566229,LB,LA,@TB,6,2,,,,,,,,,,,,,,,,11.89,27,11.80,-0.09
Jamin Davis,2566595,LB,WAS,MIN,4,1,,1,,,,,,,,,,1,,,,10.54,28,11.60,1.06
T.J. Edwards,2562648,LB,PHI,@HOU,5,2,,1,,,,,,,,,,,,,,14.04,29,11.60,-2.44
Shaq Thompson,2552447,LB,CAR,@CIN,4,6,,,,,,,,,,,,,,,,11.73,30,11.60,-0.13
Patrick Queen,2563575,LB,BAL,@NO,5,,,,,,,,,,,,,1,,,,11.28,31,11.00,-0.28
Von Miller,2495202,LB,BUF,@NYJ,2,,1,1,,1,,,,,,,,,1,,,5.59,32,10.90,5.31
Kenneth Murray,2565063,LB,LAC,@ATL,5,1,,1,,,,,,,,,,,,,,9.31,33,10.80,1.49
Mykal Walker,2563530,LB,ATL,LAC,4,5,,,,,,,,,,,,,,,,12.96,34,10.80,-2.16
Tremaine Edmunds,2560713,LB,BUF,@NYJ,3,7,,,,,,,,,,,,,,,,13.24,35,10.70,-2.54
Carlos Dunlap,496780,LB,KC,TEN,2,2,1.5,1,,,,,,,,,,,2,,,4.78,36,10.50,5.72
Jaelan Phillips,2566289,LB,MIA,@CHI,3,2,,,,,,,,,,,1,,1,,,6.18,37,10.20,4.02
Kaden Elliss,2562901,LB,NO,BAL,4,1,1,,,,,,,,,,,,1,,,1.68,38,10.10,8.42
Krys Barnes,2563971,LB,GB,@DET,4,4,,,,,,,,,,,,,,,,2.87,39,10.00,7.13
Dylan Cole,2559152,LB,TEN,@KC,4,4,,,,,,,,,,,,,,,,2.86,40,10.00,7.14
Akeem Davis-Gaither,2563728,LB,CIN,CAR,4,2,,1,,,,,,,,,,,,,,9.22,41,9.90,0.68
Nicholas Morrow,2559054,LB,CHI,MIA,3,1,,1,,,,,,,,,,1,,,,12.88,42,9.90,-2.98
Jahlani Tavai,2562755,LB,NE,IND,4,1,0.5,,,,,,,,,,,,2,,,6.03,43,9.60,3.57
Khalil Mack,2543463,LB,LAC,@ATL,2,,,,,1,1,,,,,,,,,,44,7.38,44,9.37,1.99
Jerome Baker,2560966,LB,MIA,@CHI,4,3,,,,,,,,,,,,,,,,10.20,45,9.20,-1.0
Kyzir White,2560928,LB,PHI,@HOU,4,3,,,,,,,,,,,,,,,,7.26,46,9.20,1.94
Lavonte David,2532828,LB,TB,LA,3,,,1,,,,,,,,,,1,,,,11.94,47,9.10,-2.84
Jamien Sherwood,2565762,LB,NYJ,BUF,4,1,0.5,,,,,,,,,,,,1,,,0.54,48,9.10,8.56
Quay Walker,2567631,LB,GB,@DET,4,1,,1,,,,,,,,,,,,,,8.33,49,9.10,0.77
Tanoh Kpassagnon,2558185,LB,NO,BAL,5,,,,,,,,,,,,,,,,,2.69,50,8.50,5.81
Genard Avery,2560964,LB,TB,LA,2,,1,1,,,,,,,,,,,3,,,0.58,51,8.40,7.82
Quincy Williams,2562954,LB,NYJ,BUF,4,,,1,,,,,,,,,,,,,,9.86,52,8.30,-1.56
Amare Barno,2567346,LB,CAR,@CIN,3,,1,,,,,,,,,,,,1,,,1.11,53,7.60,6.49
Shaquille Leonard,2560789,LB,IND,@NE,4,1,,,,,,,,,,,,,,,,10.08,54,7.60,-2.48
Tanner Vallejo,2558289,LB,ARI,SEA,4,1,,,,,,,,,,,,,,,,2.09,55,7.60,5.51
Markus Bailey,2563719,LB,CIN,CAR,3,3,,,,,,,,,,,,,,,,0.94,56,7.50,6.56
Terrel Bernard,2567325,LB,BUF,@NYJ,2,5,,,,,,,,,,,,,,,,7.70,57,7.40,-0.3
Melvin Ingram,2532870,LB,MIA,@CHI,2,,1,1,,,,,,,,,,,1,,,3.16,58,7.40,4.24
Haason Reddick,2557887,LB,PHI,@HOU,1,1,,1,,,,,,,,,,1,1,,,6.28,59,7.00,0.72
Germaine Pratt,2562702,LB,CIN,CAR,,1,,,1,,,,,,,,,1,,3,,12.02,60,6.90,-5.12
Damien Wilson,2552686,LB,CAR,@CIN,4,,,,,,,,,,,,,,,,,5.78,61,6.80,1.02
Logan Wilson,2563752,LB,CIN,CAR,4,,,,,,,,,,,,,,,,,11.53,62,6.80,-4.73
Willie Gay Jr.,2564280,LB,KC,TEN,3,2,,,,,,,,,,,,,,,,7.83,63,6.70,-1.13
Isaiah McDuffie,2566082,LB,GB,@DET,3,2,,,,,,,,,,,,,,,,2.72,64,6.70,3.98
Alex Anzalone,2558163,LB,DET,GB,1,6,,,,,,,,,,,,,,,,11.96,65,6.50,-5.46
Terrell Lewis,2564370,LB,CHI,MIA,1,1,,1,,,,,,,,,,1,,,,3.41,66,6.50,3.09
Raekwon McMillan,2558070,LB,NE,IND,1,1,1,1,,,,,,,,,,,1,,,2.43,67,6.50,4.07
Devin White,2562781,LB,TB,LA,2,2,,1,,,,,,,,,,,,,,11.26,68,6.50,-4.76
Devin Lloyd,2567751,LB,JAX,LV,1,,,,,,1,,,,,,,1,1,,11,12.25,69,6.07,-6.18
Zach Cunningham,2558094,LB,TEN,@KC,3,1,,,,,,,,,,,,,,,,8.61,70,5.90,-2.71
Jon Bostic,2539978,LB,WAS,MIN,2,3,,,,,,,,,,,,,,,,0.67,71,5.80,5.13
Roquan Smith,2560877,LB,BAL,@NO,2,3,,,,,,,,,,,,,,,,14.61,72,5.80,-8.81
Joe Tryon-Shoyinka,2566574,LB,TB,LA,1,1,,,,,,,,,,,,1,1,,,4.40,73,5.50,1.1
Chris Board,2561301,LB,DET,GB,1,,,,,1,,,,,,,,,,,,1.04,74,5.20,4.16
Cody Barton,2562472,LB,SEA,@ARI,3,,,,,,,,,,,,,,,,,5.20,75,5.10,-0.1
Joe Bachie,2564661,LB,CIN,CAR,2,2,,,,,,,,,,,,,,,,1.50,76,5.00,3.5
Malcolm Rodriguez,2567562,LB,DET,GB,2,2,,,,,,,,,,,,,,,,9.61,77,5.00,-4.61
Kwon Alexander,2552592,LB,NYJ,BUF,1,2,0.5,,,,,,,,,,,,1,,,5.46,78,4.80,-0.66
Nick Bolton,2566175,LB,KC,TEN,1,2,,1,,,,,,,,,,,,,,13.06,79,4.80,-8.26
Zeke Turner,2561283,LB,ARI,SEA,1,2,,1,,,,,,,,,,,,,,0.57,80,4.80,4.23
