PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Joe Mixon,2557976,RB,CIN,CAR,,,,153,4,4,58,1,,,,,16.30,1,53.10,36.8
Kenneth Walker III,2568282,RB,SEA,@ARI,,,,109,2,3,20,,,,,,14.23,2,26.40,12.17
Travis Etienne,2566157,RB,JAX,LV,,,,109,2,2,17,,,,,,16.47,3,25.60,9.13
Kenyan Drake,2555230,RB,BAL,@NO,,,,93,2,2,16,,,,,,9.38,4,23.90,14.52
Derrick Henry,2556075,RB,TEN,@KC,,,,115,2,,,,,,,,17.20,5,23.50,6.3
Austin Ekeler,2559169,RB,LAC,@ATL,,,,47,1,7,24,1,,,,1,20.52,6,20.60,0.08
Cordarrelle Patterson,2540145,RB,ATL,LAC,,,,44,2,1,9,,,,,,7.41,7,17.80,10.39
Miles Sanders,2562722,RB,PHI,@HOU,,,,93,1,,,,,,,,12.82,8,15.30,2.48
Michael Carter,2566382,RB,NYJ,BUF,,,,76,1,1,10,,,,,,11.11,9,15.10,3.99
Jeff Wilson,2560938,RB,MIA,@CHI,,,,51,,3,21,1,,,,,6.13,10,14.70,8.57
Tyler Allgeier,2567232,RB,ATL,LAC,,,,99,,1,24,,,,,,7.76,11,14.50,6.74
Rhamondre Stevenson,2566343,RB,NE,IND,,,,60,,3,10,1,,,,,14.54,12,14.50,-0.04
Dameon Pierce,2567685,RB,HOU,PHI,,,,139,,,,,,,,,15.06,13,13.90,-1.16
Raheem Blackshear,2569477,RB,CAR,@CIN,,,,13,1,4,40,,,,,,1.75,14,13.30,11.55
Dalvin Cook,2557991,RB,MIN,@WAS,,,,47,,2,9,1,,,,,13.88,15,12.60,-1.28
James Robinson,2564223,RB,NYJ,BUF,,,,48,,2,5,1,,,,,5.51,16,12.30,6.79
Kenneth Gainwell,2566397,RB,PHI,@HOU,,,,22,1,3,16,,,,,,3.68,17,11.30,7.62
Samaje Perine,2558138,RB,CIN,CAR,,,,51,,1,3,,,,,,4.63,18,11.00,6.37
Josh Jacobs,2562377,RB,LV,@JAX,,,,67,,3,20,,,,,,16.14,19,10.20,-5.94
Jamaal Williams,2558204,RB,DET,GB,,,,81,,,,,,,1,,9.30,20,10.10,0.8
James Conner,2557978,RB,ARI,SEA,,,,45,,5,19,,,,,,11.44,21,9.90,-1.54
Raheem Mostert,2553728,RB,MIA,@CHI,,,,26,1,,,,,,,,12.86,22,8.60,-4.26
Leonard Fournette,2557973,RB,TB,LA,,,,19,,5,41,,,,,,14.92,23,8.50,-6.42
Alvin Kamara,2558019,RB,NO,BAL,,,,30,,3,32,,,,,,17.28,24,7.70,-9.58
Jerick McKinnon,2543715,RB,KC,TEN,,,,4,,6,40,,,,,,4.33,25,7.40,3.07
Hassan Haskins,2567649,RB,TEN,@KC,,,,5,,1,2,,,,,,1.31,26,7.10,5.79
Devin Singletary,2562734,RB,BUF,@NYJ,,,,24,,4,24,,,,,,11.94,27,6.80,-5.14
D'Andre Swift,2563965,RB,DET,GB,,,,10,,3,40,,,,,,9.77,28,6.50,-3.27
Travis Homer,2562665,RB,SEA,@ARI,,,,7,,3,25,,,,,,2.59,29,6.40,3.81
Antonio Gibson,2565276,RB,WAS,MIN,,,,36,,2,11,,,,,,10.39,30,5.70,-4.69
Darrell Henderson,2562574,RB,FA,Bye,,,,56,,,,,,,,,,31,5.60,
Aaron Jones,2558116,RB,GB,@DET,,,,25,,2,20,,,,,,17.43,32,5.50,-11.93
David Montgomery,2562502,RB,CHI,MIA,,,,36,,1,8,,,,,,11.15,33,4.90,-6.25
Rachaad White,2568315,RB,TB,LA,,,,27,,3,7,,,,,,6.55,34,4.90,-1.65
Brian Robinson,2568348,RB,WAS,MIN,,,,44,,2,-6,,,,,,10.09,35,4.80,-5.29
Jordan Wilkins,2560933,RB,IND,@NE,,,,13,,4,15,,,,,,1.20,36,4.80,3.6
Deon Jackson,2565603,RB,IND,@NE,,,,23,,2,13,,,,,,10.78,37,4.60,-6.18
James Cook,2567328,RB,BUF,@NYJ,,,,15,,2,18,,,,,,3.84,38,4.30,0.46
Justice Hill,2562407,RB,BAL,@NO,,,,11,,1,8,,,,,,2.51,39,4.10,1.59
Spencer Brown,2565558,RB,CAR,@CIN,,,,16,,2,10,,,,,,3.11,40,3.60,0.49
AJ Dillon,2563986,RB,GB,@DET,,,,34,,2,10,,,,,1,8.81,41,3.40,-5.41
Caleb Huntley,2566692,RB,ATL,LAC,,,,34,,,,,,,,,4.54,42,3.40,-1.14
Eno Benjamin,2564889,RB,NO,BAL,,,,12,,1,15,,,,,,6.48,43,3.20,-3.28
J.J. Taylor,2564640,RB,NE,IND,,,,9,,1,8,,,,,,3.67,44,3.20,-0.47
D'Onta Foreman,2557994,RB,CAR,@CIN,,,,23,,2,-2,,,,,,13.52,45,3.10,-10.42
Isaiah Spiller,2568189,RB,LAC,@ATL,,,,29,,,,,,,,,2.36,46,2.90,0.54
Justin Jackson,2560756,RB,DET,GB,,,,27,,,,,,,,,1.72,47,2.70,0.98
Malcolm Brown,2552382,RB,LA,@TB,,,,9,,1,10,,,,,,1.76,48,2.40,0.64
Clyde Edwards-Helaire,2564271,RB,KC,TEN,,,,5,,1,14,,,,,,5.50,49,2.40,-3.1
Khalil Herbert,2565926,RB,CHI,MIA,,,,23,,,,,,,,,6.29,50,2.30,-3.99
Brandon Bolden,2532797,RB,LV,@JAX,,,,5,,,,,,,,,1.99,51,2.20,0.21
Rex Burkhead,2539265,RB,HOU,PHI,,,,9,,1,6,,,,,,4.80,52,2.00,-2.8
DeeJay Dallas,2565144,RB,SEA,@ARI,,,,4,,,,,,,,1,1.51,53,1.90,0.39
Dwayne Washington,2556118,RB,NO,BAL,,,,7,,1,7,,,,,,1.23,54,1.90,0.67
Jakob Johnson,2562890,RB,LV,@JAX,,,,,,,,,,,,,0.60,55,1.70,1.1
Ty Johnson,2562293,RB,NYJ,BUF,,,,17,,,,,,,,,2.41,56,1.70,-0.71
Dare Ogunbowale,2559362,RB,HOU,PHI,,,,,,,,,,,,,1.96,57,1.70,-0.26
Keith Smith,2550400,RB,ATL,LAC,,,,,,,,,,,,,0.35,58,1.70,1.35
Pierre Strong,2567952,RB,NE,IND,,,,,,,,,,,,,1.36,59,1.70,0.34
JaMycal Hasty,2565108,RB,JAX,LV,,,,6,,1,5,,,,,,2.79,60,1.60,-1.19
Michael Burton,2552636,RB,KC,TEN,,,,,,1,9,,,,,,0.57,61,1.40,0.83
Isiah Pacheco,2567808,RB,KC,TEN,,,,5,,1,4,,,,,,7.40,62,1.40,-6.0
Ameer Abdullah,2552374,RB,LV,@JAX,,,,,,1,8,,,,,,2.46,63,1.30,-1.16
Dontrell Hilliard,2561461,RB,TEN,@KC,,,,12,,1,-4,,,,,,4.77,64,1.30,-3.47
Mike Davis,2553439,RB,FA,Bye,,,,,,1,7,,,,,,,65,1.20,
Sony Michel,2560809,RB,LAC,@ATL,,,,12,,,,,,,,,5.40,66,1.20,-4.2
Patrick Ricard,2558990,RB,BAL,@NO,,,,2,,1,4,,,,,,1.35,67,1.10,-0.25
Nick Bellore,2495262,RB,SEA,@ARI,,,,,,,,,,,,,0.25,68,0.80,0.55
Kylin Hill,2566076,RB,FA,Bye,,,,7,,,,,,,,,,69,0.70,
Avery Williams,2565833,RB,ATL,LAC,,,,,,1,2,,,,,,0.56,70,0.70,0.14
Alexander Mattison,2562682,RB,MIN,@WAS,,,,1,,1,,,,,,,4.34,71,0.60,-3.74
Boston Scott,2561146,RB,PHI,@HOU,,,,5,,,,,,,,,3.45,72,0.50,-2.95
Ke'Shawn Vaughn,2565258,RB,TB,LA,,,,4,,,,,,,,,1.59,73,0.40,-1.19
Cam Akers,2564319,RB,LA,@TB,,,,3,,,,,,,,,6.40,74,0.30,-6.1
Keaontay Ingram,2568108,RB,ARI,SEA,,,,2,,,,,,,,,3.00,75,0.20,-2.8
Phillip Lindsay,2559947,RB,FA,Bye,,,,2,,,,,,,,,,76,0.20,
Josh Adams,2560949,RB,FA,Bye,,,,,,,,,,,,,,77,0.00,
Salvon Ahmed,2565090,RB,MIA,@CHI,,,,,,,,,,,,,1.27,78,0.00,-1.27
