PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Nick Folk,2507225,K,NE,IND,2,,,1,,3,,,,,7.18,1,17.00,9.82
Ryan Succop,89802,K,TB,LA,1,,,1,1,,1,,,,7.52,2,12.00,4.48
Riley Patterson,2567013,K,JAX,LV,3,,,,,2,,,,,6.36,3,11.00,4.64
Justin Tucker,2536340,K,BAL,@NO,3,,,,1,1,,,,,7.77,4,10.00,2.23
Greg Zuerlein,2534797,K,NYJ,BUF,2,,,1,,,1,,,,6.72,5,10.00,3.28
Jason Myers,2553112,K,SEA,@ARI,4,,,,,1,,,,,7.44,6,9.70,2.26
Daniel Carlson,2560993,K,LV,@JAX,2,,,,2,,,,,,6.68,7,8.00,1.32
Cameron Dicker,2568435,K,LAC,@ATL,2,,,,2,,,,,,0.00,8,8.00,8.0
Greg Joseph,2561534,K,MIN,@WAS,2,,,2,,,,,,,7.23,9,8.00,0.77
Tyler Bass,2563596,K,BUF,@NYJ,2,,,,,,1,,,,6.39,10,7.00,0.61
Matt Gay,2562271,K,LA,@TB,1,,,1,1,,,,,,5.94,11,7.00,1.06
Wil Lutz,2556601,K,NO,BAL,1,,,,2,,,,,,7.46,12,7.00,-0.46
Randy Bullock,2533444,K,TEN,@KC,2,,,,,1,,,,,7.15,13,6.00,-1.15
Evan McPherson,2565953,K,CIN,CAR,6,,,,,,,,,,6.70,14,6.00,-0.7
Cairo Santos,2550636,K,CHI,MIA,3,,,,1,,,,,,7.11,15,6.00,-1.11
Joey Slye,2563132,K,WAS,MIN,2,,,,,1,,,,,6.25,16,6.00,-0.25
Ka'imi Fairbairn,2556521,K,HOU,PHI,2,,,,1,,,,,,6.73,17,5.00,-1.73
Younghoe Koo,2559205,K,ATL,LAC,2,,,1,,,,,,,7.41,18,5.00,-2.41
Jason Sanders,2561153,K,MIA,@CHI,5,,,,,,,,1,,6.71,19,4.70,-2.01
Harrison Butker,2558245,K,KC,TEN,,1,,2,,,,,,,7.51,20,3.00,-4.51
Mason Crosby,2507232,K,GB,@DET,,,,1,,,,,,,7.69,21,3.00,-4.69
Jake Elliott,2558172,K,PHI,@HOU,3,,,,,,,,,,6.36,22,3.00,-3.36
Chase McLaughlin,2563203,K,IND,@NE,,,,,,1,,,,1,6.23,23,3.00,-3.23
Eddy Pineiro,2560842,K,CAR,@CIN,3,,,,,,,,,,5.91,24,3.00,-2.91
Matt Prater,2506677,K,ARI,SEA,3,,,,,,,,,,7.54,25,3.00,-4.54
Mike Badgley,2560965,K,DET,GB,1,,,,,,,,,,7.35,26,1.00,-6.35
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,,27,0.00,
Taylor Bertolet,2556472,K,LAC,@ATL,,,,,,,,,,,0.00,28,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,29,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,30,0.00,
Chris Boswell,2550545,K,PIT,Bye,,,,,,,,,,,,31,0.00,
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,32,0.00,
Graham Gano,71309,K,NYG,Bye,,,,,,,,,,,,33,0.00,
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,34,0.00,
Zane Gonzalez,2558178,K,CAR,@CIN,,,,,,,,,,,0.00,35,0.00,0.0
Robbie Gould,2506264,K,SF,Bye,,,,,,,,,,,,36,0.00,
Dustin Hopkins,2539227,K,LAC,@ATL,,,,,,,,,,,0.00,37,0.00,0.0
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,38,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,39,0.00,
Brett Maher,2540243,K,DAL,Bye,,,,,,,,,,,,40,0.00,
James McCourt,2569215,K,JAX,LV,,,,,,,,,,,0.00,41,0.00,0.0
Brandon McManus,2541556,K,DEN,Bye,,,,,,,,,,,,42,0.00,
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,43,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,44,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,45,0.00,
Quinn Nordin,2565684,K,NE,IND,,,,,,,,,,,0.00,46,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,47,0.00,
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,48,0.00,
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,,49,0.00,
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,,50,0.00,
Caleb Shudak,2568843,K,TEN,@KC,,,,,,,,,,,0.00,51,0.00,0.0
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,52,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,53,0.00,
Tristan Vizcaino,2562807,K,NE,IND,,,,,,,,,,,0.00,54,0.00,0.0
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,55,0.00,
Cade York,2567487,K,CLE,Bye,,,,,,,,,,,,56,0.00,
