PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Kayvon Thibodeaux,2568015,LB,NYG,NYJ,6,3,3,3,,1,,,,,,,,,3,,,6.41,1,26.30,19.89
Frankie Luvu,2561366,LB,CAR,HOU,7,5,1,2,,,,,,,,,,2,1,,,9.41,2,24.00,14.59
Logan Wilson,2563752,LB,CIN,@SF,9,2,,,1,,,,,,,,,2,,16,,11.28,3,23.73,12.45
T.J. Edwards,2562648,LB,CHI,@LAC,9,4,,2,,,1,,,,,,,,2,,,11.76,4,20.90,9.14
Nakobe Dean,2568072,LB,PHI,@WAS,11,2,,2,,,,,,,,,,,,,,5.87,5,20.70,14.83
Drue Tranquill,2562765,LB,KC,@DEN,7,4,1,1,,1,,,,,,,,,1,,,11.08,6,20.40,9.32
Quincy Williams,2562954,LB,NYJ,@NYG,8,3,,2,,,,,,,,,,1,,,,11.61,7,19.30,7.69
Foye Oluokun,2561132,LB,JAX,@PIT,9,2,,,,1,,,,,,,,,1,,,14.22,8,18.70,4.48
Preston Smith,2552276,LB,GB,MIN,2,3,2,1,,1,,,,,,,,1,4,,,4.95,9,18.30,13.35
Alex Anzalone,2558163,LB,DET,LV,5,2,2,3,,,,,,,,,,,2,,,10.99,10,18.20,7.21
Baron Browning,2566025,LB,DEN,KC,4,,2,2,,1,,,,,,,,,3,,,2.51,11,18.00,15.49
De'Vondre Campbell,2555255,LB,GB,MIN,10,4,,,,,,,,,,,,,1,,,8.08,12,17.90,9.82
C.J. Mosley,2543464,LB,NYJ,@NYG,7,5,0.5,,,,,,,,,,,1,1,,,11.44,13,17.50,6.06
Leo Chenal,2567784,LB,KC,@DEN,6,4,1,2,,,,,,,,,,,1,,,3.17,14,16.90,13.73
Eric Kendricks,2552312,LB,LAC,CHI,9,1,,,,,,,,,,,,1,,,,10.12,15,16.60,6.48
Zaire Franklin,2561155,LB,IND,NO,6,8,,,,,,,,,,,,1,,,,13.38,16,16.30,2.92
Demario Davis,2533008,LB,NO,@IND,6,7,,,,,,,,,,,,1,1,,,8.42,17,16.20,7.78
Bobby Okereke,2562416,LB,NYG,NYJ,7,2,,3,,,,,,,,,,,,,,12.75,18,16.20,3.45
Patrick Queen,2563575,LB,BAL,@ARI,9,2,,1,,,,,,,,,,,,,,10.49,19,16.20,5.71
Jordyn Brooks,2565135,LB,SEA,CLE,4,6,1,,,1,,,,,,,,,2,,,10.50,20,16.10,5.6
Azeez Al-Shaair,2562462,LB,TEN,ATL,7,4,,1,,,1,,,,,,,,1,,,10.59,21,15.90,5.31
Harold Landry,2560784,LB,TEN,ATL,5,,2,2,,,,,,,,,,,2,,,5.34,22,15.50,10.16
Lavonte David,2532828,LB,TB,@BUF,6,8,,1,,,,,,,,,,,,,,11.61,23,15.30,3.69
Terrel Bernard,2567325,LB,BUF,TB,6,2,,,,,,,,,,,,2,,,,12.28,24,15.20,2.92
Jaelan Phillips,2566289,LB,MIA,NE,7,1,1,1,,,,,,,,,,,1,,,4.25,25,15.10,10.85
Fred Warner,2560917,LB,SF,CIN,4,6,,1,,1,,,,,,,,,1,,,11.57,26,15.10,3.53
Quay Walker,2567631,LB,GB,MIN,7,3,,,,,,,,,,,,1,,,,12.33,27,14.80,2.47
Bobby Wagner,2532966,LB,SEA,CLE,3,10,,1,,,,,,,,,,1,,,,10.87,28,14.50,3.63
Boye Mafe,2568258,LB,SEA,CLE,3,5,1,1,,,1,,,,,,,,4,,3,5.52,29,14.10,8.58
Denzel Perryman,2552310,LB,HOU,@CAR,6,3,0.5,1,,,,,,,,,,,1,,,7.61,30,13.80,6.19
Roquan Smith,2560877,LB,BAL,@ARI,8,3,,,,,,,,,,,,,,,,11.72,31,13.80,2.08
Josh Allen,2562619,LB,JAX,@PIT,3,2,2,2,,,,,,,,,,,2,,,6.24,32,13.70,7.46
Danielle Hunter,2552603,LB,MIN,@GB,3,,1,,,2,,,,,,,,,,,,7.82,33,13.50,5.68
Kenneth Murray,2565063,LB,LAC,CHI,6,3,,,,,,,,,,,,1,,,,9.18,34,13.30,4.12
Kyzir White,2560928,LB,ARI,BAL,7,2,,1,,,,,,,,,,,,,,10.30,35,13.20,2.9
Cole Holcomb,2562872,LB,PIT,JAX,6,4,,,,,1,,,,,,,,,,,10.39,36,12.40,2.01
Elandon Roberts,2556119,LB,PIT,JAX,4,1,1.5,1,,,,,,,,,,,2,,,3.63,37,12.10,8.47
Shaquille Leonard,2560789,LB,PHI,@WAS,6,5,,,,,,,,,,,,,,,,8.57,38,12.00,3.43
Micah Parsons,2566019,LB,DAL,LA,2,,1,2,,,,,,,,,,1,3,,,7.15,39,12.00,4.85
Germaine Pratt,2562702,LB,CIN,@SF,3,2,,,1,,,,,,,,,1,,9,,9.44,40,12.00,2.56
Josey Jewell,2560763,LB,DEN,KC,3,2,,,,1,,,,,,,,1,,,,10.22,41,11.70,1.48
Devin Lloyd,2567751,LB,JAX,@PIT,7,2,,,,,,,,,,,,,,,,9.80,42,11.70,1.9
Anthony Nelson,2562507,LB,TB,@BUF,4,,1,2,,,,,,,,,,,1,,,2.28,43,11.50,9.22
Jack Sanborn,2567424,LB,CHI,@LAC,7,1,,,,,,,,,,,,,,,,3.04,44,11.10,8.06
Alex Singleton,2553739,LB,DEN,KC,6,1,,1,,,,,,,,,,,,,,12.51,45,11.10,-1.41
Haason Reddick,2557887,LB,PHI,@WAS,3,,1,,,1,,,,,,,,,2,,,5.79,46,11.00,5.21
Ernest Jones,2566229,LB,LA,@DAL,5,3,,1,,,,,,,,,,,,,,9.46,47,10.80,1.34
