PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jared Goff,2555334,QB,DET,JAX,234,1.61,0.61,3.74,0.07,,,,,,,0.45,14.47,14,1,34.58,20.11
Joe Burrow,2563722,QB,CIN,@LAC,254.91,1.9,0.71,11.4,0.12,,,,,,,0.48,17.28,6,2,29.04,11.76
Bo Nix,2572003,QB,DEN,ATL,225.55,1.3,0.87,21.17,0.18,,,,,,,0.52,14.64,11,3,28.78,14.14
Anthony Richardson,2569864,QB,IND,@NYJ,181.73,1.07,1.13,33.8,0.3,,,,,,,0.67,13.13,20,4,28.28,15.15
Matthew Stafford,79860,QB,LAR,@NE,237.75,1.6,0.86,3.93,0.06,,,,,,,0.43,14.08,17,5,27.80,13.72
Jameis Winston,2552033,QB,CLE,@NO,224.67,1.55,1.04,9,0.09,,,,,,,0.96,12.63,21,6,26.60,13.97
Justin Herbert,2565045,QB,LAC,CIN,234.68,1.64,0.68,12.72,0.19,,,,,,,0.43,16.14,9,7,24.38,8.24
Josh Allen,2560955,QB,BUF,KC,250.46,1.68,0.81,33.06,0.54,,,,,,,0.56,20.54,2,8,23.98,3.44
Sam Darnold,2561036,QB,MIN,@TEN,244.02,1.65,1.25,10.5,0.1,,,,,,,0.68,14.15,16,9,23.41,9.26
Tua Tagovailoa,2564499,QB,MIA,LV,256.07,1.4,0.75,5.81,0.06,,,,,,,0.44,14.40,15,10,21.52,7.12
Jordan Love,2564007,QB,GB,@CHI,231.85,1.72,0.69,12.6,0.17,,,,,,,0.4,16.25,7,11,20.24,3.99
Jalen Hurts,2564832,QB,PHI,WAS,229.71,1.37,0.68,40.44,0.69,,,,,,,0.5,20.49,3,12,18.74,-1.75
Brock Purdy,2568216,QB,SF,SEA,265.4,1.94,0.69,10.51,0.13,,,,,,,0.44,17.95,5,13,18.36,0.41
Drake Maye,2572294,QB,NE,LAR,186.02,1.03,0.69,21.36,0.21,,,,,,,0.53,12.52,22,14,17.98,5.46
Gardner Minshew,2562796,QB,LV,@MIA,196.95,1.03,0.69,7.72,0.1,,,,,,,0.34,11.31,27,15,17.98,6.67
