PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Kamren Kinchens,2572204,DB,LAR,@NE,0.29,0.29,,,0.06,,,,,,,,,0.29,,,,1.54,181,1,21.50,19.96
Chamarri Conner,2569927,DB,KC,@BUF,2.85,1.1,,0.06,0.12,0.06,0.06,,,,,,,0.29,,,,6.44,79,2,20.07,13.63
Denzel Ward,2560916,DB,CLE,@NO,1.69,0.45,,0.06,0.17,,0.06,0.06,,,,,,0.68,0.06,3.61,,5.64,91,3,18.10,12.46
Jeremy Chinn,2563632,DB,WAS,@PHI,3.24,1.24,0.06,0.12,0.06,,0.06,,,,,,,0.29,0.12,0.82,,6.99,64,4,16.80,9.81
Jessie Bates,2560970,DB,ATL,@DEN,4.41,1.95,,0.11,0.23,0.11,,0.06,,,,,,0.57,,3.84,,10.93,10,5,16.50,5.57
Derwin James,2560760,DB,LAC,CIN,4.05,2.82,0.12,0.29,0.12,0.06,0.06,,0.06,,,,,0.35,0.29,,0.06,10.39,12,6,16.30,5.91
Jalen Ramsey,2555280,DB,MIA,LV,2.62,0.77,,0.19,0.26,0.06,,,,,,,,0.7,0.06,3.65,,7.70,48,7,16.23,8.53
Mike Hilton,2556559,DB,CIN,@LAC,3.65,0.97,0.06,0.43,0.06,,0.06,,,,,,,0.36,0.12,1.03,,8.09,37,8,15.70,7.61
Malik Hooker,2558060,DB,DAL,HOU,1.61,1.28,,0.05,0.05,,0.05,,,,,,,0.16,,,,3.88,137,9,15.70,11.82
Reed Blankenship,2568057,DB,PHI,WAS,4.29,1.99,,0.06,0.12,,,,,,,,,0.54,0.06,0.79,,9.55,18,10,15.60,6.05
Quentin Lake,2567844,DB,LAR,@NE,4.28,2.7,,,0.06,,,,,,,,,0.29,,,,8.98,23,11,15.40,6.42
Devon Witherspoon,2570323,DB,SEA,@SF,3.3,1.49,0.14,0.5,0.22,0.11,0.06,0.06,,,,,,0.94,0.28,6.22,,11.03,9,12,15.00,3.97
Ka'dar Hollman,2562940,DB,HOU,@DAL,0.4,0.4,,,,,,,,,,,,0.23,0.06,,,1.45,185,13,14.60,13.15
Alontae Taylor,2567979,DB,NO,CLE,3.05,1.2,0.24,,0.05,,,,,,,,,0.22,,,,6.50,78,14,14.30,7.8
Kyle Hamilton,2567274,DB,BAL,@PIT,3.62,1.36,0.14,0.51,0.17,0.06,,0.06,,,,,,0.68,0.23,2.32,,10.23,14,15,14.10,3.87
Riley Moss,2569723,DB,DEN,ATL,3.81,1.29,,0.15,0.05,0.1,0.05,,,,,,,,,,,7.29,57,16,14.00,6.71
Geno Stone,2563584,DB,CIN,@LAC,2.5,1.31,,,0.18,0.06,0.06,0.06,,,,,,0.48,,3.22,,6.98,65,17,13.80,6.82
Renardo Green,2572495,DB,SF,SEA,3.23,0.9,,0.38,0.1,0.76,0.38,0.38,,,,,,1.52,,,,14.67,2,18,13.60,-1.07
Ar'Darius Washington,2566632,DB,BAL,@PIT,0.4,0.4,,,,,,0.06,,,,,,0.17,,,,1.51,183,19,13.50,11.99
Julian Love,2562414,DB,SEA,@SF,4.55,2.25,,0.16,0.11,0.05,0.05,,,,,,,0.33,0.05,1.7,,9.93,16,20,13.20,3.27
Harrison Smith,2532948,DB,MIN,@TEN,3.03,1.67,0.15,0.12,0.06,0.06,,,,,,,,0.24,0.3,,,7.20,60,21,13.00,5.8
Jalen Pitre,2567688,DB,HOU,@DAL,3.5,1.75,,0.28,0.11,,0.06,0.06,,,,,,0.56,0.06,2.54,,8.92,25,22,12.50,3.58
Taylor Rapp,2562707,DB,BUF,KC,3.96,2.21,0.06,0.12,0.12,,0.06,,,,,,,0.29,0.12,0.93,,8.86,27,23,12.47,3.61
Ja'Quan McMillian,2568747,DB,DEN,ATL,3.06,0.74,0.06,0.23,0.06,,0.06,,,,,,,,,,,5.77,89,24,12.40,6.63
Brandon Stephens,2565851,DB,BAL,@PIT,3.11,1.07,,0.06,0.11,,,,,,,,,0.56,,2.49,,7.27,58,25,12.20,4.93
Marlon Humphrey,2558067,DB,BAL,@PIT,2.47,1.02,0.06,0.12,0.12,0.06,0.06,,,,,,,0.42,0.12,0.78,,6.44,80,26,12.00,5.56
Deommodore Lenoir,2566535,DB,SF,SEA,3.52,1.73,,0.13,0.13,,,,,,,,,0.51,0.06,2.37,,8.35,34,27,12.00,3.65
Derek Stingley Jr.,2567694,DB,HOU,@DAL,1.93,0.7,,0.06,0.23,,,0.06,,,,,,0.88,,3.22,,6.76,71,28,11.73,4.97
Kenny Moore II,2558976,DB,IND,@NYJ,3.76,1.47,0.05,0.33,0.16,,,0.05,,,,,,0.38,0.11,2.94,,8.98,24,29,11.70,2.72
Cam Hart,2572471,DB,LAC,CIN,1.84,0.55,,0.05,0.05,,,,,,,,,0.28,,,,4.04,133,30,11.60,7.56
Trevon Diggs,2563836,DB,DAL,HOU,1.98,0.66,,,0.22,0.05,,0.05,,,,,,1.1,,4.06,,7.40,51,31,11.50,4.1
Isaac Yiadom,2560946,DB,SF,SEA,1.8,0.68,0.03,,0.12,,,,,,,,,0.25,,,,4.21,131,32,11.47,7.26
