PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Keenan Allen,2540154,WR,LAC,DET,,,,,,11,175,2,,,,,15.23,1,35.00,19.77
CeeDee Lamb,2563848,WR,DAL,NYG,,,,14,1,11,151,1,,,,,17.47,2,34.00,16.53
Brandin Cooks,2543498,WR,DAL,NYG,,,,,,9,173,1,,,,,7.71,3,27.80,20.09
Amon-Ra St. Brown,2566073,WR,DET,@LAC,,,,9,,8,156,1,,,,,15.29,4,26.50,11.21
Mike Evans,2543468,WR,TB,TEN,,,,,,6,143,1,,,,,11.52,5,23.30,11.78
Ja'Marr Chase,2565941,WR,CIN,HOU,,,,,,5,124,1,,,,,16.38,6,20.90,4.52
Noah Brown,2558091,WR,HOU,@CIN,,,,,,7,172,,,,,,6.78,7,20.70,13.92
Chris Olave,2567973,WR,NO,@MIN,,,,,,6,94,1,,,,,11.08,8,19.90,8.82
Tyler Lockett,2552430,WR,SEA,WAS,,,,,,8,92,1,,,,,11.11,9,19.20,8.09
Tank Dell,2569813,WR,HOU,@CIN,,,,13,,6,56,1,,,,,13.72,10,17.40,3.68
Jayden Reed,2569765,WR,GB,@PIT,,,,,,5,84,1,,,,1,7.93,11,15.90,7.97
Tyler Boyd,2555466,WR,CIN,HOU,,,,,,8,117,,,,,,9.07,12,15.70,6.63
Michael Gallup,2560735,WR,DAL,NYG,,,,,,2,70,1,,,,,5.66,13,15.50,9.84
Deebo Samuel,2562721,WR,SF,@JAX,,,,29,1,4,30,,,,,,12.09,14,13.90,1.81
Garrett Wilson,2568048,WR,NYJ,@LV,,,,,,9,93,,,,,,11.70,15,13.80,2.1
DK Metcalf,2562685,WR,SEA,WAS,,,,,,7,98,,,,,,11.48,16,13.30,1.82
Courtland Sutton,2560888,WR,DEN,@BUF,,,,,,8,53,1,,,,1,10.75,17,13.30,2.55
Brandon Aiyuk,2565093,WR,SF,@JAX,,,,,,3,55,1,,,,,13.41,18,13.00,-0.41
Elijah Moore,2566385,WR,CLE,@BAL,,,,,,5,44,1,,,,,6.71,19,12.90,6.19
Amari Cooper,2552487,WR,CLE,@BAL,,,,,,6,98,,,,,,11.29,20,12.80,1.51
Trenton Irwin,2562900,WR,CIN,HOU,,,,,,2,54,1,,,,,6.07,21,12.40,6.33
Michael Pittman,2564136,WR,IND,@NE,,,,,,8,84,,,,,,11.66,22,12.40,0.74
A.T. Perry,2570137,WR,NO,@MIN,,,,,,2,38,1,,,,,1.08,23,12.30,11.22
Romeo Doubs,2567586,WR,GB,@PIT,,,,,,3,31,1,,,,,7.09,24,12.10,5.01
Jalen Guyton,2562844,WR,LAC,DET,,,,,,4,41,1,,,,,6.45,25,12.10,5.65
Davante Adams,2543495,WR,LV,NYJ,,,,,,6,86,,,,,,10.09,26,11.60,1.51
Demario Douglas,2570119,WR,NE,IND,,,,,,6,84,,,,,,10.10,27,11.40,1.3
Quentin Johnston,2570275,WR,LAC,DET,,,,,,4,34,1,,,,,5.58,28,11.40,5.82
Christian Kirk,2560781,WR,JAX,SF,,,,,,6,104,,,,,1,12.09,29,11.40,-0.69
Dyami Brown,2566586,WR,WAS,@SEA,,,,,,2,41,1,,,,,2.21,30,11.10,8.89
Odell Beckham Jr.,2543496,WR,BAL,CLE,,,,,,1,40,1,,,,,7.55,31,10.50,2.95
Gabe Davis,2563602,WR,BUF,DEN,,,,,,2,56,,,,1,,8.78,32,10.10,1.32
Zay Flowers,2569573,WR,BAL,CLE,,,,,,5,73,,,,,,7.82,33,9.80,1.98
Jordan Addison,2570074,WR,MIN,NO,,,,,,4,69,,,,,,12.01,34,8.90,-3.11
DJ Moore,2560813,WR,CHI,CAR,,,,1,,5,58,,,,,,11.61,35,8.40,-3.21
Chris Godwin,2558105,WR,TB,TEN,,,,,,4,54,,,,,,10.73,36,8.00,-2.73
Kyle Philips,2567664,WR,TEN,@TB,,,,,,3,61,,,,,,4.32,37,7.60,3.28
Jaxon Smith-Njigba,2570341,WR,SEA,WAS,,,,,,4,53,,,,,,6.64,38,7.30,0.66
