PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Jacobs,2562377,RB,LV,HOU,,,,143,3,3,12,,,,,,42.80,20,3,23,3,4,75,,3,2,1,35.00
Austin Ekeler,2559169,RB,LAC,SEA,,,,31,1,12,96,1,,,,1,30.00,9,12,21,12,12,100,1,2,3,2,28.70
Kenneth Walker III,2568282,RB,SEA,@LAC,,,,167,2,,,,,,,,35.50,23,,23,,,,,6,1,3,28.70
Aaron Jones,2558116,RB,GB,@WAS,,,,23,,9,53,2,,,,,25.60,8,9,17,9,10,90,1,1,2,4,24.10
Rhamondre Stevenson,2566343,RB,NE,CHI,,,,39,1,8,59,,,,,,24.70,11,8,19,8,8,100,,2,2,5,23.20
Eno Benjamin,2564889,RB,HOU,@LV,,,,92,1,4,21,,,,1,,28.50,12,4,16,4,5,80,1,5,4,6,21.30
Raheem Mostert,2553728,RB,MIA,PIT,,,,79,,4,30,1,,,,,20.60,16,4,20,4,5,80,2,1,,7,18.90
Gus Edwards,2561324,RB,BAL,CLE,,,,66,2,,,,,,,,22.70,16,,16,,1,,,3,2,8,18.60
Travis Etienne,2566157,RB,JAX,NYG,,,,114,1,1,5,,,,1,1,19.00,14,1,15,1,5,20,1,4,1,9,18.40
Nick Chubb,2561021,RB,CLE,@BAL,,,,91,1,2,16,,,,,,25.00,16,2,18,2,3,67,1,4,2,10,17.70
Ezekiel Elliott,2555224,RB,DAL,DET,,,,57,2,,,,,,,,29.60,15,,15,,,,,4,3,11,17.70
Joe Mixon,2557976,RB,CIN,ATL,,,,58,1,3,33,,,,,,18.40,17,3,20,3,3,100,1,6,3,12,16.60
Chuba Hubbard,2565899,RB,CAR,TB,,,,63,1,2,10,,,,,,31.00,9,2,11,2,3,67,,1,,13,16.00
Saquon Barkley,2560968,RB,NYG,@JAX,,,,110,,4,25,,,,,,19.30,24,4,28,4,4,100,,3,,14,15.50
D'Onta Foreman,2557994,RB,CAR,TB,,,,118,,2,27,,,,,,31.00,15,2,17,2,2,100,,,,15,15.50
Derrick Henry,2556075,RB,TEN,IND,,,,128,,3,10,,,,,,19.20,30,3,33,3,3,100,,2,,16,15.30
Antonio Gibson,2565276,RB,WAS,GB,,,,59,,3,18,1,,,,,25.20,10,3,13,3,4,75,1,3,1,17,15.20
Khalil Herbert,2565926,RB,CHI,@NE,,,,62,,1,25,1,,,,,30.90,12,1,13,1,2,50,,,,18,15.20
Alvin Kamara,2558019,RB,NO,@ARI,,,,49,,7,56,,,,,,17.70,11,7,18,7,9,78,,4,2,19,14.00
Dameon Pierce,2567685,RB,HOU,@LV,,,,92,,4,25,,,,,,28.50,20,4,24,4,4,100,1,4,,20,13.70
Breece Hall,2568030,RB,NYJ,@DEN,,,,72,1,,,,,,,,23.00,4,,4,,,,,,,21,13.20
David Montgomery,2562502,RB,CHI,@NE,,,,62,1,,,,,,,,30.90,15,,15,,,,,4,2,22,13.20
Jonathan Taylor,2564148,RB,IND,@TEN,,,,58,,7,27,,,,,,19.10,10,7,17,7,8,88,,,,23,12.00
Tony Pollard,2562699,RB,DAL,DET,,,,83,,2,26,,,,,,29.60,12,2,14,2,2,100,,4,,24,11.90
Tyler Allgeier,2567232,RB,ATL,@CIN,,,,50,1,,,,,,,,13.60,16,,16,,,,,5,3,25,11.00
Keaontay Ingram,2568108,RB,ARI,NO,,,,14,1,2,23,,,,,,32.00,9,2,11,2,2,100,1,5,2,26,10.70
Dare Ogunbowale,2559362,RB,HOU,@LV,,,,8,,5,54,,,,,,28.50,1,5,6,5,7,71,1,,,27,10.40
Brian Robinson,2568348,RB,WAS,GB,,,,73,,2,13,,,,,,25.20,20,2,22,2,2,100,,4,2,28,9.60
Najee Harris,2566448,RB,PIT,@MIA,,,,65,,3,15,,,,,,15.40,17,3,20,3,4,75,,2,1,29,9.50
Latavius Murray,2541161,RB,DEN,NYJ,,,,24,1,2,-1,,,,,,17.60,8,2,10,2,3,67,,2,2,30,9.30
Clyde Edwards-Helaire,2564271,RB,KC,@SF,,,,32,1,,,,,,,,21.00,6,,6,,1,,,2,,31,9.20
Michael Carter,2566382,RB,NYJ,@DEN,,,,29,,2,45,,,,,,23.00,13,2,15,2,2,100,,2,,32,8.40
Kareem Hunt,2557917,RB,CLE,@BAL,,,,4,1,1,4,,,,,,25.00,5,1,6,1,2,50,,5,2,33,7.30
Christian McCaffrey,2557997,RB,SF,KC,,,,38,,2,24,,,,,,17.90,8,2,10,2,2,100,,1,,34,7.20
Ameer Abdullah,2552374,RB,LV,HOU,,,,,,2,7,,,,,,42.80,,2,2,2,2,100,,,,35,6.80
Nyheim Hines,2560742,RB,BUF,Bye,,,,2,,5,41,,,,,,,,,,,,,,,,36,6.80
Melvin Gordon,2552469,RB,KC,@SF,,,,33,,2,17,,,,,,21.00,11,2,13,2,4,50,,,,37,6.00
Jerick McKinnon,2543715,RB,KC,@SF,,,,12,,2,36,,,,,,21.00,2,2,4,2,3,67,,,,38,5.80
Jeff Wilson,2560938,RB,MIA,PIT,,,,54,,,,,,,,,20.60,7,,7,,1,,1,,,39,5.40
DeeJay Dallas,2565144,RB,SEA,@LAC,,,,35,,2,6,,,,,,35.50,6,2,8,2,2,100,,,,40,5.10
Kyle Juszczyk,2540230,RB,SF,KC,,,,,,3,34,,,,,,17.90,,3,3,3,4,75,,,,41,4.90
Jamaal Williams,2558204,RB,DET,@DAL,,,,79,,1,4,,,,,2,9.50,15,1,16,1,1,100,,1,1,42,4.80
Craig Reynolds,2562834,RB,DET,@DAL,,,,12,,3,18,,,,,,9.50,4,3,7,3,3,100,,,,43,4.50
Rex Burkhead,2539265,RB,HOU,@LV,,,,8,,5,11,,,,,,28.50,2,5,7,5,6,83,1,,,44,4.40
Isiah Pacheco,2567808,RB,KC,@SF,,,,43,,,,,,,,,21.00,8,,8,,,,,,,45,4.30
Matt Breida,2558918,RB,NYG,@JAX,,,,19,,1,14,,,,,,19.30,4,1,5,1,1,100,,,,46,3.80
Mark Ingram,2495466,RB,NO,@ARI,,,,6,,3,16,,,,,,17.70,4,3,7,3,3,100,1,,1,47,3.70
Rachaad White,2568315,RB,TB,@CAR,,,,24,,1,8,,,,,,7.30,6,1,7,1,2,50,,,,48,3.70
Leonard Fournette,2557973,RB,TB,@CAR,,,,19,,2,7,,,,,,7.30,8,2,10,2,3,67,,,,49,3.60
Jaylen Warren,2568493,RB,PIT,@MIA,,,,7,,2,17,,,,,,15.40,2,2,4,2,2,100,,,,50,3.40
Patrick Ricard,2558990,RB,BAL,CLE,,,,,,2,20,,,,,,22.70,1,2,3,2,2,100,1,,,51,3.00
Trestan Ebner,2567385,RB,CHI,@NE,,,,8,,,,,,,,,30.90,3,,3,,,,,3,3,52,2.50
Mike Boone,2561099,RB,DEN,NYJ,,,,23,,,,,,,,,17.60,4,,4,,,,,,,53,2.30
Caleb Huntley,2566692,RB,ATL,@CIN,,,,22,,,,,,,,,13.60,6,,6,,,,,,,54,2.20
Dontrell Hilliard,2561461,RB,TEN,IND,,,,4,,,,,,,,,19.20,1,,1,,2,,2,,,55,2.10
Hassan Haskins,2567649,RB,TEN,IND,,,,,,1,5,,,,,,19.20,,1,1,1,1,100,,,,56,1.80
Sony Michel,2560809,RB,LAC,SEA,,,,5,,1,8,,,,,,30.00,2,1,3,1,3,33,,,,57,1.80
Samaje Perine,2558138,RB,CIN,ATL,,,,,,2,8,,,,,,18.40,1,2,3,2,2,100,,,,58,1.80
Nick Bellore,2495262,RB,SEA,@LAC,,,,,,,,,,,,,35.50,,,,,,,,,,59,1.70
Michael Burton,2552636,RB,KC,@SF,,,,,,,,,,,,,21.00,,,,,,,,,,60,1.70
Chase Edmonds,2560711,RB,DEN,NYJ,,,,17,,,,,,,,,17.60,7,,7,,2,,,3,,61,1.70
Derek Watt,2555220,RB,PIT,@MIA,,,,,,,,,,,,,15.40,,,,,,,,,,62,1.70
AJ Dillon,2563986,RB,GB,@WAS,,,,15,,,,,,,,,25.60,4,,4,,,,,,,63,1.50
Damien Harris,2562281,RB,NE,CHI,,,,8,,1,2,,,,,,24.70,3,1,4,1,2,50,,,,64,1.50
Ty Johnson,2562293,RB,NYJ,@DEN,,,,3,,1,6,,,,,,23.00,1,1,2,1,1,100,,,,65,1.40
Brandon Bolden,2532797,RB,LV,HOU,,,,,,,,,,,,,42.80,,,,,,,,,,66,0.80
Benny Snell,2562743,RB,PIT,@MIA,,,,,,,,,,,,,15.40,,,,,,,,,,67,0.80
JaMycal Hasty,2565108,RB,JAX,NYG,,,,6,,,,,,,,,19.00,1,,1,,,,,,,68,0.60
Justice Hill,2562407,RB,BAL,CLE,,,,26,,,,,,,,1,22.70,5,,5,,,,,,,69,0.60
Kenyan Drake,2555230,RB,BAL,CLE,,,,5,,,,,,,,,22.70,11,,11,,1,,1,1,1,70,0.50
Tyrion Davis-Price,2568207,RB,SF,KC,,,,4,,,,,,,,,17.90,2,,2,,2,,,1,1,71,0.40
J.D. McKissic,2556440,RB,WAS,GB,,,,4,,,,,,,,,25.20,1,,1,,2,,1,,,72,0.40
Avery Williams,2565833,RB,ATL,@CIN,,,,4,,,,,,,,,13.60,1,,1,,1,,,,,73,0.40
Deon Jackson,2565603,RB,IND,@TEN,,,,3,,,,,,,,,19.10,2,,2,,,,,,,74,0.30
Justin Jackson,2560756,RB,DET,@DAL,,,,2,,,,,,,,,9.50,3,,3,,,,,,,75,0.20
Zamir White,2567883,RB,LV,HOU,,,,2,,,,,,,,,42.80,1,,1,,,,,,,76,0.20
Josh Adams,2560949,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,77,0.00
Salvon Ahmed,2565090,RB,MIA,PIT,,,,,,,,,,,,,20.60,,,,,,,,,,78,0.00
Cam Akers,2564319,RB,LA,Bye,,,,,,,,,,,,,,,,,,,,,,,79,0.00
Darius Anderson,2563824,RB,HOU,@LV,,,,,,,,,,,,,28.50,,,,,,,,,,80,0.00
Alex Armah,2558833,RB,WAS,GB,,,,,,,,,,,,,25.20,,,,,,,,,,81,0.00
Ryquell Armstead,2562622,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,82,0.00
Tyler Badie,2567265,RB,BAL,CLE,,,,,,,,,,,,,22.70,,,,,,,,,,83,0.00
Jake Bargas,2564508,RB,MIA,PIT,,,,,,,,,,,,,20.60,,,,,,,,,,84,0.00
Kenjon Barner,2539289,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,85,0.00
Nick Bawden,2560972,RB,NYJ,@DEN,,,,,,,,,,,,,23.00,,,,,,,,,,86,0.00
B.J. Baylor,2567568,RB,ATL,@CIN,,,,,,,,,,,,,13.60,,,,,,,,,,87,0.00
Giovani Bernard,2540156,RB,TB,@CAR,,,,,,,,,,,,,7.30,,,,,,,,,,88,0.00
Khari Blasingame,2562869,RB,CHI,@NE,,,,,,,,,,,,,30.90,,,,,,,,,,89,0.00
Reggie Bonnafon,2561184,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,90,0.00
Darius Bradwell,2565015,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,91,0.00
Gary Brightwell,2566364,RB,NYG,@JAX,,,,,,,,,,,,,19.30,,,,,,,,,,92,0.00
Kennedy Brooks,2568060,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,93,0.00
Brittain Brown,2567868,RB,LV,HOU,,,,,,,,,,,,,42.80,,,,,,,,,,94,0.00
Malcolm Brown,2552382,RB,LA,Bye,,,,,,,,,,,,,,,,,,,,,,,95,0.00
Spencer Brown,2565558,RB,CAR,TB,,,,,,,,,,,,,31.00,,,,,,,,,,96,0.00
Jason Cabinda,2560986,RB,DET,@DAL,,,,,,,,,,,,,9.50,,,,,,,,,,97,0.00
Raymond Calais,2565207,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,98,0.00
Trenton Cannon,2561137,RB,TEN,IND,,,,,,,,,,,,,19.20,,,,,,,,,,99,0.00
Chris Carson,2558865,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,100,0.00
Cethan Carter,2558929,RB,MIA,PIT,,,,,,,,,,,,,20.60,,,,,,,,,,101,0.00
Ty Chandler,2567907,RB,MIN,Bye,,,,,,,,,,,,,,,,,,,,,,,102,0.00
Julius Chestnut,2568804,RB,TEN,IND,,,,,,,,,,,,,19.20,,,,,,,,,,103,0.00
Tevin Coleman,2552453,RB,SF,KC,,,,,,,,,,,,,17.90,,,,,,,,,,104,0.00
Alex Collins,2555430,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,105,0.00
James Conner,2557978,RB,ARI,NO,,,,,,,,,,,,,32.00,,,,,,,,,,106,0.00
Snoop Conner,2567730,RB,JAX,NYG,,,,,,,,,,,,,19.00,,,,,,,,,,107,0.00
Dalvin Cook,2557991,RB,MIN,Bye,,,,,,,,,,,,,,,,,,,,,,,108,0.00
James Cook,2567328,RB,BUF,Bye,,,,,,,,,,,,,,,,,,,,,,,109,0.00
Jashaun Corbin,2569125,RB,NYG,@JAX,,,,,,,,,,,,,19.30,,,,,,,,,,110,0.00
Nathan Cottrell,2564175,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,111,0.00
Damarea Crockett,2563223,RB,DEN,NYJ,,,,,,,,,,,,,17.60,,,,,,,,,,112,0.00
Malik Davis,2568672,RB,DAL,DET,,,,,,,,,,,,,29.60,,,,,,,,,,113,0.00
Mike Davis,2553439,RB,BAL,CLE,,,,,,,,,,,,,22.70,,,,,,,,,,114,0.00
Gerrid Doaks,2566277,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,115,0.00
J.K. Dobbins,2563548,RB,BAL,CLE,,,,,,,,,,,,,22.70,,,,,,,,,,116,0.00
Rico Dowdle,2565295,RB,DAL,DET,,,,,,,,,,,,,29.60,,,,,,,,,,117,0.00
Mataeo Durant,2568487,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,118,0.00
Jerrion Ealy,2568414,RB,KC,@SF,,,,,,,,,,,,,21.00,,,,,,,,,,119,0.00
Trey Edmunds,2559325,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,120,0.00
Chris Evans,2565944,RB,CIN,ATL,,,,,,,,,,,,,18.40,,,,,,,,,,121,0.00
Darrynton Evans,2564043,RB,CHI,@NE,,,,,,,,,,,,,30.90,,,,,,,,,,122,0.00
Demetric Felton,2565968,RB,CLE,@BAL,,,,,,,,,,,,,25.00,,,,,,,,,,123,0.00
Jerome Ford,2567469,RB,CLE,@BAL,,,,,,,,,,,,,25.00,,,,,,,,,,124,0.00
Devonta Freeman,2543583,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,125,0.00
Royce Freeman,2560733,RB,HOU,@LV,,,,,,,,,,,,,28.50,,,,,,,,,,126,0.00
Jake Funk,2566208,RB,IND,@TEN,,,,,,,,,,,,,19.10,,,,,,,,,,127,0.00
Kenneth Gainwell,2566397,RB,PHI,Bye,,,,,,,,,,,,,,,,,,,,,,,128,0.00
Wayne Gallman,2557952,RB,SEA,@LAC,,,,,,,,,,,,,35.50,,,,,,,,,,129,0.00
Myles Gaskin,2562270,RB,MIA,PIT,,,,,,,,,,,,,20.60,,,,,,,,,,130,0.00
Tyler Goodson,2567595,RB,GB,@WAS,,,,,,,,,,,,,25.60,,,,,,,,,,131,0.00
Derrick Gore,2563347,RB,NO,@ARI,,,,,,,,,,,,,17.70,,,,,,,,,,132,0.00
Todd Gurley,2552475,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,133,0.00
C.J. Ham,2556803,RB,MIN,Bye,,,,,,,,,,,,,,,,,,,,,,,134,0.00
Tre Harbison,2566791,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,135,0.00
JaQuan Hardy,2566818,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,136,0.00
Kevin Harris,2567934,RB,NE,CHI,,,,,,,,,,,,,24.70,,,,,,,,,,137,0.00
Darrell Henderson,2562574,RB,JAX,NYG,,,,,,,,,,,,,19.00,,,,,,,,,,138,0.00
Kylin Hill,2566076,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,139,0.00
Josh Hokit,2565111,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,140,0.00
