PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
De'Vondre Campbell,2555255,LB,GB,@WAS,7,5,,3,1,,,1,,,,,,1,1,63,,1,33.00
Roquan Smith,2560877,LB,BAL,CLE,8,4,1,1,1,,,,,,,,,1,1,4,,2,26.93
Patrick Queen,2563575,LB,BAL,CLE,7,4,1,3,,,,,,,,,,,1,,,3,22.10
David Long,2562799,LB,TEN,IND,5,3,,,1,,,,,,,,,2,1,4,,4,20.03
Isaiah Simmons,2564940,LB,ARI,NO,4,1,,,1,,,1,,,,,,1,,56,,5,19.47
Bobby Okereke,2562416,LB,IND,@TEN,6,4,,,,,1,,,,,,,2,,,,6,19.40
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@BAL,5,1,,1,,1,,,,,,,,2,,,,7,19.30
Micah Parsons,2566019,LB,DAL,DET,5,1,2,1,,1,,,,,,,,,2,,,8,19.30
Quay Walker,2567631,LB,GB,@WAS,6,7,,,,,,,,,,,,1,2,,,9,19.30
Matt Judon,2555505,LB,NE,CHI,3,1,2.5,2,,,,,,,,,,1,3,,,10,17.90
Sam Williams,2567514,LB,DAL,DET,3,,2,2,,1,1,,,,,,,,2,,,11,17.60
Jaelan Phillips,2566289,LB,MIA,PIT,4,4,1.5,2,,,,,,,,,,,2,,,12,17.00
Jordyn Brooks,2565135,LB,SEA,@LAC,7,1,,,,1,,,,,,,,,1,,,13,16.70
Rashaan Evans,2560718,LB,ATL,@CIN,7,6,,,,,,,,,,,,,,,,14,16.70
Foye Oluokun,2561132,LB,JAX,NYG,6,6,,1,,,,,,,,,,,,,,15,16.50
Nick Bolton,2566175,LB,KC,@SF,7,3,,1,,,,,,,,,,,1,,,16,16.30
Christian Kirksey,2543720,LB,HOU,@LV,8,1,,1,,,,,,,,,,,,,,17,15.90
Divine Deablo,2566253,LB,LV,HOU,6,5,,1,,,,,,,,,,,,,,18,15.70
Kenneth Murray,2565063,LB,LAC,SEA,5,,,,1,,,,,,,,,1,,16,,19,15.03
Ja'Whaun Bentley,2561143,LB,NE,CHI,6,4,,1,,,,,,,,,,,,,,20,14.90
Anfernee Jennings,2564613,LB,NE,CHI,2,4,1,,,1,,,,,,,,1,,,,21,14.60
Akeem Davis-Gaither,2563728,LB,CIN,ATL,7,3,,,,,,,,,,,,,,,,22,14.30
Myles Jack,2555329,LB,PIT,@MIA,7,3,,,,,,,,,,,,,,,,23,14.30
Leighton Vander Esch,2560908,LB,DAL,DET,7,3,,,,,,,,,,,,,,,,24,14.30
Andrew Van Ginkel,2562768,LB,MIA,PIT,6,5,,,,,,,,,,,,,,,,25,14.20
Pete Werner,2566358,LB,NO,@ARI,3,4,,2,,,,,,,,,,1,,,,26,13.80
Devin Bush,2562243,LB,PIT,@MIA,5,1,,1,,,,,,,,,,1,,,,27,13.30
Sione Takitaki,2562753,LB,CLE,@BAL,5,3,,1,,,,,,,,,,,1,,,28,12.90
Zaven Collins,2566421,LB,ARI,NO,6,3,,,,,,,,,,,,,,,,29,12.60
Alex Singleton,2553739,LB,DEN,NYJ,4,7,,,,,,,,,,,,,,,,30,12.40
Denzel Perryman,2552310,LB,LV,HOU,5,1,,2,,,,,,,,,,,,,,31,12.30
Anthony Barr,2543459,LB,DAL,DET,4,2,,,,,1,,,,,,,1,,,,32,11.90
Jacob Phillips,2563806,LB,CLE,@BAL,7,,,,,,,,,,,,,,,,,33,11.90
Drue Tranquill,2562765,LB,LAC,SEA,7,,,,,,,,,,,,,,,,,34,11.90
Cole Holcomb,2562872,LB,WAS,GB,5,4,,,,,,,,,,,,,,,,35,11.70
