PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Grover Stewart,2558766,DL,IND,@TEN,7,5,,,,,,,,,,,,,,,,1,15.90
Cameron Jordan,2495184,DL,NO,@ARI,4,2,1,2,,,,,,,,,,,1,,,2,13.90
Chris Jones,2556369,DL,KC,@SF,2,1,2,1,,1,,,,,,,,,1,,,3,13.70
Jeffery Simmons,2562733,DL,TEN,IND,3,3,1,2,,,,,,,,,,,2,,,4,13.50
Dre'Mont Jones,2562412,DL,DEN,NYJ,2,2,2,2,,,,,,,,,,,2,,,5,13.00
Austin Johnson,2556368,DL,LAC,SEA,3,2,1,2,,,,,,,,,,,2,,,6,12.70
Brian Burns,2562242,DL,CAR,TB,3,2,1,2,,,,,,,,,,,1,,,7,12.20
Frank Clark,2552629,DL,KC,@SF,1,1,1.5,1,,,,,,,1,,,,2,,,8,12.00
Calais Campbell,744,DL,BAL,CLE,3,1,1,,,1,,,,,,,,,,,,9,11.40
Yannick Ngakoue,2555421,DL,IND,@TEN,3,2,1,1,,,,,,,,,,,2,,,10,11.20
Nick Bosa,2562629,DL,SF,KC,4,,1,1,,,,,,,,,,,1,,,11,10.80
Myles Garrett,2557965,DL,CLE,@BAL,4,,1,1,,,,,,,,,,,1,,,12,10.80
Denico Autry,2550646,DL,TEN,IND,2,1,1,1,,,,,,,,,,1,1,,,13,10.70
Darrell Taylor,2565198,DL,SEA,@LAC,2,,1,,,1,1,,,,,,,,,,21,14,10.60
Sebastian Joseph-Day,2561079,DL,LAC,SEA,2,2,,1,,,,,,,1,,,,,,,15,10.50
Shelby Harris,2549926,DL,SEA,@LAC,2,,,1,,,,,,,,,,2,1,,,16,10.40
