PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Dee Alford,2567244,DB,ATL,BUF,4,2,1,1,1,,,,,,,,,3,1,,,1,22.20
Chamarri Conner,2569927,DB,KC,DET,10,4,,,,1,,,,,,,,,,,,2,20.90
DJ Turner II,2569654,DB,CIN,@GB,3,1,,1,,,,,,,,,,5,,,,3,19.10
Jamel Dean,2562556,DB,TB,SF,3,1,1,1,1,1,,,,,,,,1,1,6,,4,18.80
Marcus Jones,2567943,DB,NE,@NO,4,1,1,1,,,,,,,,,,3,1,,,5,18.10
Geno Stone,2563584,DB,CIN,@GB,3,,1,1,1,,,,,,,,,1,2,25,,6,15.83
Mekhi Blackmon,2570086,DB,IND,ARI,4,1,,,1,,,,,,,,,2,,9,,7,15.40
Jalen Ramsey,2555280,DB,PIT,CLE,4,2,2,2,,,,,,,,,,,2,,,8,15.20
Donovan Wilson,2562604,DB,DAL,@CAR,5,1,,,1,,,,,,,,,1,,21,,9,14.80
Talanoa Hufanga,2566529,DB,DEN,@NYJ,4,1,1,2,,,,,,,,,,1,1,,,10,14.60
Cordale Flott,2567997,DB,NYG,PHI,3,,,1,1,,,,,,,,,1,,68,,11,14.27
Tyson Campbell,2566151,DB,CLE,@PIT,3,2,,,,1,,,,,,,,2,,,,12,14.20
Keisean Nixon,2562938,DB,GB,CIN,4,2,,1,,,,,,,,,,2,,,,13,13.70
Jarvis Brownlee Jr.,2572060,DB,NYJ,DEN,5,1,,1,,1,,,,,,,,,,,,14,13.10
Dane Belton,2567988,DB,NYG,PHI,3,4,,,,1,,,,,,,,1,,,,15,12.90
Adoree' Jackson,2558065,DB,PHI,@NYG,4,3,,,,,,,,,,,,2,,,,16,12.80
Kindle Vildor,2563713,DB,TB,SF,2,1,,,1,,,,,,,,,2,,13,,17,12.53
Minkah Fitzpatrick,2560725,DB,MIA,LAC,5,,,,,,,,,,,,,2,,,,18,12.50
Nick Emmanwori,2574558,DB,SEA,@JAX,6,3,,1,,,,,,,,,,,,,,19,12.30
Quan Martin,2570377,DB,WAS,CHI,3,2,,1,,,,,,,,,,2,,,,20,12.20
Quentin Lake,2567844,DB,LAR,@BAL,1,5,,,1,,1,,,,,,,1,,,20,21,12.17
Rasul Douglas,2558168,DB,MIA,LAC,4,3,,,,1,,,,,,,,,1,,,22,11.80
Coby Bryant,2568234,DB,SEA,@JAX,5,2,,2,,,,,,,,,,,,,,23,11.70
Nahshon Wright,2566022,DB,CHI,@WAS,4,1,,1,,,1,,,,,,,1,,,,24,11.60
L'Jarius Sneed,2564304,DB,TEN,@LV,6,4,,,,,,,,,,,,,,,,25,11.40
Jacob Parrish,2574594,DB,TB,SF,5,2,,,,,,,,,,,,1,,,,26,11.20
DeShon Elliott,2560715,DB,PIT,CLE,4,8,,,,,,,,,,,,,,,,27,10.80
Tyler Nubin,2572345,DB,NYG,PHI,6,3,,,,,,,,,,,,,,,,28,10.80
Jaquan Brisker,2567370,DB,CHI,@WAS,2,1,,,1,,,,,,,,,1,,32,,29,10.67
Mike Hughes,2560746,DB,ATL,BUF,5,1,,,,,,,,,,,,1,,,,30,10.60
Derwin James,2560760,DB,LAC,@MIA,1,4,,,1,,,,,,,,,1,,21,,31,10.60
Tykee Smith,2572555,DB,TB,SF,5,1,,,,,,,,,,,,1,,,,32,10.60
Shaquill Griffin,2558259,DB,SEA,@JAX,7,,,,,,,,,,,,,,,,,33,10.50
Darious Williams,2561469,DB,LAR,@BAL,3,1,,,,,,,,,,,,2,,,,34,10.10
Daxton Hill,2567451,DB,CIN,@GB,5,4,,,,,,,,,,,,,,,,35,9.90
Antoine Winfield Jr.,2565261,DB,TB,SF,5,4,,,,,,,,,,,,,,,,36,9.90
Joey Porter Jr.,2570251,DB,PIT,CLE,2,3,,,,,,,,,,,,2,,,,37,9.80
Jeremy Reaves,2561394,DB,WAS,CHI,3,2,1,1,,,,,,,,,,,1,,,38,9.70
Riley Moss,2569723,DB,DEN,@NYJ,5,1,,1,,,,,,,,,,,,,,39,9.60
Trey Amos,2574603,DB,WAS,CHI,3,4,,,,,,,,,,,,1,,,,40,9.40
Andrew Mukuba,2574469,DB,PHI,@NYG,3,4,,,,,,,,,,,,1,,,,41,9.40
Ashtyn Davis,2564793,DB,MIA,LAC,3,2,,,,1,,,,,,,,,,,,42,9.20
Reddy Steward,2572974,DB,DAL,@CAR,3,2,,,,1,,,,,,,,,,,,43,9.20
Andre Cisco,2566154,DB,NYJ,DEN,5,1,,,,,1,,,,,,,,,,,44,9.10
Denzel Ward,2560916,DB,CLE,@PIT,3,1,,1,,,,,,,,,,1,,,,45,9.10
Reed Blankenship,2568057,DB,PHI,@NYG,6,,,,,,,,,,,,,,,,,46,9.00
Mike Jackson,2562434,DB,CAR,DAL,5,,,1,,,,,,,,,,,,,,47,9.00
Jack Jones,2567940,DB,MIA,LAC,6,,,,,,,,,,,,,,,,,48,9.00
Budda Baker,2558009,DB,ARI,@IND,3,3,,,,,,,,,,,,1,,,,49,8.80
Paulson Adebo,2566346,DB,NYG,PHI,5,2,,,,,,,,,,,,,,,,50,8.70
Javon Bullard,2572027,DB,GB,CIN,4,2,,1,,,,,,,,,,,,,,51,8.70
Jeremy Chinn,2563632,DB,LV,TEN,4,2,,1,,,,,,,,,,,,,,52,8.70
Bryan Cook,2567787,DB,KC,DET,5,2,,,,,,,,,,,,,,,,53,8.70
Taylor Rapp,2562707,DB,BUF,@ATL,5,2,,,,,,,,,,,,,,,,54,8.70
Jonas Sanker,2574405,DB,NO,NE,4,2,,1,,,,,,,,,,,,,,55,8.70
Juan Thornhill,2562761,DB,PIT,CLE,5,2,,,,,,,,,,,,,,,,56,8.70
Montaric Brown,2567727,DB,JAX,SEA,2,1,,,,,,,,,,,,2,,,,57,8.60
Brandon Jones,2564469,DB,DEN,@NYJ,3,4,0.5,,,,,,,,,,,,1,,,58,8.40
Taron Johnson,2560766,DB,BUF,@ATL,3,2,,,,,,,,,,,,1,,,,59,8.20
Tony Jefferson,2540164,DB,LAC,@MIA,1,1,,,1,,,,,,,,,1,,2,,60,8.17
Nick Cross,2567700,DB,IND,ARI,4,1,,1,,,,,,,,,,,,,,61,8.10
Trent McDuffie,2567802,DB,KC,DET,5,1,,,,,,,,,,,,,,,,62,8.10
Jordan Battle,2569648,DB,CIN,@GB,4,3,,,,,,,,,,,,,,,,63,7.80
Brian Branch,2569729,DB,DET,@KC,4,3,,,,,,,,,,,,,,,,64,7.80
Kevin Byard,2555158,DB,CHI,@WAS,3,3,,1,,,,,,,,,,,,,,65,7.80
Alohi Gilman,2565042,DB,BAL,LAR,4,3,,,,,,,,,,,,,,,,66,7.80
Ronnie Hickman Jr.,2570867,DB,CLE,@PIT,4,3,,,,,,,,,,,,,,,,67,7.80
Benjamin St-Juste,2566604,DB,LAC,@MIA,,3,,,1,,,,,,,,,1,,,,68,7.80
Nick Scott,2562905,DB,CAR,DAL,3,1,,,,,,,,,,,,1,,,,69,7.60
Darius Slay,2540288,DB,PIT,CLE,3,1,,,,,,,,,,,,1,,,,70,7.60
Kyu Blu Kelly,2569570,DB,LV,TEN,5,,,,,,,,,,,,,,,,,71,7.50
Marques Sigle,2574547,DB,SF,@TB,4,,,1,,,,,,,,,,,,,,72,7.50
Alontae Taylor,2567979,DB,NO,NE,5,,,,,,,,,,,,,,,,,73,7.50
Cam Taylor-Britt,2567454,DB,CIN,@GB,4,,,1,,,,,,,,,,,,,,74,7.50
Evan Williams,2572057,DB,GB,CIN,2,5,,1,,,,,,,,,,,,,,75,7.50
Craig Woodson,2574389,DB,NE,@NO,3,3,,,,,1,,,,,,,,,,,76,7.30
Upton Stout,2574548,DB,SF,@TB,3,2,,1,,,,,,,,,,,,,,77,7.20
Tre'von Moehrig,2566268,DB,CAR,DAL,3,1,,1,,,,,,,,,,,1,,,78,7.10
A.J. Terrell,2563527,DB,ATL,BUF,1,1,,,,,,,,,,,,2,,,,79,7.10
Tarheeb Still,2572483,DB,LAC,@MIA,3,,,,,,,,,,,,,1,,,,80,7.00
Carrington Valentine,2569774,DB,GB,CIN,3,,,,,,,,,,,,,1,,,,81,7.00
Cole Bishop,2571850,DB,BUF,@ATL,2,4,,1,,,,,,,,,,,,,,82,6.90
Max Melton,2572420,DB,ARI,@IND,2,2,,,,,,,,,,,,1,,,,83,6.70
James Pierre,2565003,DB,PIT,CLE,1,2,,1,,,,,,,,,,1,,,,84,6.70
Kam Curl,2565270,DB,LAR,@BAL,4,1,,,,,,,,,,,,,,,,85,6.60
Christian Gonzalez,2570122,DB,NE,@NO,4,1,,,,,,,,,,,,,,,,86,6.60
Malaki Starks,2573952,DB,BAL,LAR,4,1,,,,,,,,,,,,,,,,87,6.60
Pat Surtain II,2566043,DB,DEN,@NYJ,1,,,,,,,,,,,,,2,,,,88,6.50
Xavier McKinney,2564766,DB,GB,CIN,3,3,,,,,,,,,,,,,,,,89,6.30
Elijah Molden,2566115,DB,LAC,@MIA,3,3,,,,,,,,,,,,,,,,90,6.30
Jalen Thompson,2563339,DB,ARI,@IND,3,3,,,,,,,,,,,,,,,,91,6.30
Xavier Woods,2558159,DB,TEN,@LV,3,3,,,,,,,,,,,,,,,,92,6.30
Renardo Green,2572495,DB,SF,@TB,2,1,,,,,,,,,,,,1,,,,93,6.10
Andru Phillips,2572348,DB,NYG,PHI,2,1,,1,,,1,,,,,,,,,,,94,6.10
Johnathan Edwards,2574186,DB,IND,ARI,4,,,,,,,,,,,,,,,,,95,6.00
