PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Justin Herbert,2565045,QB,LAC,@PHI,356,,2,14,,,,,,1,,19.76,1,31.64,19.76,11.88
Lamar Jackson,2560757,QB,BAL,MIN,266,2,3,120,,,,,,,,21.80,2,30.64,21.8,8.84
Matt Ryan,310,QB,ATL,@NO,343,,2,8,,,,,,,,16.26,3,28.52,16.26,12.26
Josh Johnson,264,QB,NYJ,@IND,317,1,3,18,,,,,,,,0.86,4,24.48,0.86,23.62
Carson Wentz,2555259,QB,IND,NYJ,272,,3,13,,,,,,,,17.83,5,24.18,17.83,6.35
Teddy Bridgewater,2543465,QB,DEN,@DAL,249,,1,-1,,,,,,1,,16.02,6,21.86,16.02,5.84
Kirk Cousins,2532820,QB,MIN,@BAL,187,,2,1,,,,,,,,18.86,7,21.58,18.86,2.72
Jimmy Garoppolo,2543801,QB,SF,ARI,326,1,2,3,,,,,,,,14.79,8,19.34,14.79,4.55
Dak Prescott,2555260,QB,DAL,DEN,232,1,2,16,,,,,,1,,20.17,9,18.88,20.17,-1.29
Justin Fields,2565920,QB,CHI,@PIT,291,1,1,45,,,,,,,,13.23,10,18.14,13.23,4.91
Baker Mayfield,2560800,QB,CLE,@CIN,218,,2,,,,,,,,,17.44,11,16.72,17.44,-0.72
Jalen Hurts,2564832,QB,PHI,LAC,162,,1,62,,,,,,,,20.49,12,16.68,20.49,-3.81
Colt McCoy,497123,QB,ARI,@SF,249,,1,23,,,,,,,,12.75,13,16.26,12.75,3.51
Ben Roethlisberger,2506109,QB,PIT,CHI,205,,2,,,,,,,,,17.87,14,16.20,17.87,-1.67
Trevor Siemian,2553457,QB,NO,ATL,249,,2,,,,,,,,1,14.31,15,15.96,14.31,1.65
Ryan Tannehill,2532956,QB,TEN,@LA,143,1,1,3,,,,,,,,17.64,16,14.02,17.64,-3.62
Matthew Stafford,79860,QB,LA,TEN,294,2,1,13,,,,,,,,21.31,17,13.06,21.31,-8.25
Josh Allen,2560955,QB,BUF,@JAX,264,2,,50,,,,,,,1,23.68,18,11.26,23.68,-12.42
Jordan Love,2564007,QB,GB,@KC,190,1,1,23,,,,,,,1,18.07,19,10.80,18.07,-7.27
Patrick Mahomes,2558125,QB,KC,GB,166,,1,-2,,,,,,,,22.47,20,10.44,22.47,-12.03
Derek Carr,2543499,QB,LV,@NYG,296,2,1,5,,,,,,,1,18.66,21,10.34,18.66,-8.32
