PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Elijah Moore,2566385,WR,NYJ,@IND,,,,,7,84,2,,,,,3.86,1,23.90,3.86,20.04
DeVonta Smith,2566409,WR,PHI,LAC,,,,,5,116,1,,,,,9.77,2,20.10,9.77,10.33
Olamide Zaccheaus,2562808,WR,ATL,@NO,,,,,3,58,2,,,,,4.41,3,19.30,4.41,14.89
Darnell Mooney,2563707,WR,CHI,@PIT,,,,15,3,41,1,,,,,8.06,4,19.10,8.06,11.04
Malik Turner,2561671,WR,DAL,DEN,,,,,5,33,2,,,,,1.13,5,17.80,1.13,16.67
Tim Patrick,2558985,WR,DEN,@DAL,,,,,4,85,1,,,,,8.75,6,16.50,8.75,7.75
Keenan Allen,2540154,WR,LAC,@PHI,,,,,12,104,,,,,,11.30,7,16.40,11.3,5.1
Marquise Brown,2562379,WR,BAL,MIN,,,,,9,116,,,,,,12.32,8,16.10,12.32,3.78
Brandon Aiyuk,2565093,WR,SF,ARI,,,,-2,6,89,1,,,,1,6.24,9,15.70,6.24,9.46
Donovan Peoples-Jones,2563803,WR,CLE,@CIN,,,,,2,86,1,,,,,7.17,10,15.60,7.17,8.43
Justin Jefferson,2564556,WR,MIN,@BAL,,,,11,3,69,1,,,,,14.97,11,15.50,14.97,0.53
Cooper Kupp,2557898,WR,LA,TEN,,,,,11,95,,,,,,18.96,12,15.00,18.96,-3.96
Jaylen Waddle,2566292,WR,MIA,HOU,,,,,8,83,,,,,,11.13,13,14.00,11.13,2.87
Robert Woods,2540169,WR,LA,TEN,,,,6,7,98,,,,,,12.32,14,13.90,12.32,1.58
Christian Kirk,2560781,WR,ARI,@SF,33,,,,6,91,,,,,,9.63,15,13.42,9.63,3.79
Michael Pittman,2564136,WR,IND,NYJ,,,,,5,64,1,,,,1,13.02,16,12.90,13.02,-0.12
Hunter Renfrow,2562712,WR,LV,@NYG,,,,,7,49,1,,,,1,10.57,17,12.40,10.57,1.83
Stefon Diggs,2552608,WR,BUF,@JAX,,,,,6,85,,,,,,15.22,18,11.50,15.22,-3.72
Keelan Cole,2559153,WR,NYJ,@IND,,,,,5,66,,,,,,4.46,19,10.80,4.46,6.34
Tee Higgins,2563731,WR,CIN,CLE,,,,,6,78,,,,,,10.90,20,10.80,10.9,-0.1
Marquez Callaway,2565310,WR,NO,ATL,,,,,3,25,1,,,,,10.91,21,10.00,10.91,-0.91
Kenny Stills,2540202,WR,NO,ATL,,,,,2,30,1,,,,,2.17,22,10.00,2.17,7.83
Russell Gage,2561061,WR,ATL,@NO,,,,,7,64,,,,,,8.93,23,9.90,8.93,0.97
Jerry Jeudy,2563896,WR,DEN,@DAL,,,,,6,69,,,,,,8.65,24,9.90,8.65,1.25
Mack Hollins,2558262,WR,MIA,HOU,,,,,3,22,1,,,,,4.28,25,9.70,4.28,5.42
Diontae Johnson,2562674,WR,PIT,CHI,,,,11,5,56,,,,,,14.98,26,9.20,14.98,-5.78
Davante Adams,2543495,WR,GB,@KC,,,,,6,42,,,,,,17.32,27,8.90,17.32,-8.42
Allen Robinson,2543509,WR,CHI,@PIT,,,,,4,68,,,,,,7.87,28,8.80,7.87,0.93
Deebo Samuel,2562721,WR,SF,ARI,,,,,5,63,,,,,,15.21,29,8.80,15.21,-6.41
Brandin Cooks,2543498,WR,HOU,@MIA,,,,,6,56,,,,,,11.70,30,8.60,11.7,-3.1
Allen Lazard,2560787,WR,GB,@KC,,,,,1,20,1,,,,,7.93,31,8.50,7.93,0.57
Emmanuel Sanders,497322,WR,BUF,@JAX,,,,,4,65,,,,,,10.52,32,8.50,10.52,-2.02
Tre'Quan Smith,2560878,WR,NO,ATL,,,,,3,53,,,,,,8.68,33,8.50,8.68,-0.18
A.J. Brown,2562238,WR,TEN,@LA,,,,,5,42,,,,,,14.11,34,8.40,14.11,-5.71
Deonte Harris,2563155,WR,NO,ATL,,,,,6,52,,,,,,7.88,35,8.20,7.88,0.32
Danny Amendola,2649,WR,HOU,@MIA,,,,,3,49,,,,,,3.67,36,8.10,3.67,4.43
Devin Duvernay,2563551,WR,BAL,MIN,,,,,2,8,1,,,,,4.30,37,7.80,4.3,3.5
Zach Pascal,2558877,WR,IND,NYJ,,,,,4,58,,,,,,7.72,38,7.80,7.72,0.08
Rashod Bateman,2565836,WR,BAL,MIN,,,,,5,52,,,,,,6.02,39,7.70,6.02,1.68
Antoine Wesley,2562779,WR,ARI,@SF,,,,,3,62,,,,,,2.12,40,7.70,2.12,5.58
Adam Thielen,2541785,WR,MIN,@BAL,,,,,2,6,1,,,,,12.02,41,7.60,12.02,-4.42
Cole Beasley,2535698,WR,BUF,@JAX,,,,,8,33,,,,,,13.41,42,7.30,13.41,-6.11
Mike Williams,2558846,WR,LAC,@PHI,,,,,2,58,,,,,,11.47,43,6.80,11.47,-4.67
Randall Cobb,2495448,WR,GB,@KC,,,,,3,50,,,,,,4.26,44,6.50,4.26,2.24
Jamison Crowder,2552415,WR,NYJ,@IND,,,,,5,38,,,,,,10.86,45,6.30,10.86,-4.56
D.J. Moore,2560813,WR,CAR,NE,,,,14,3,32,,,,,,12.01,46,6.10,12.01,-5.91
James Washington,2560920,WR,PIT,CHI,,,,13,1,42,,,,,,3.22,47,6.00,3.22,2.78
Kevin White,2553432,WR,NO,ATL,,,,,,,,,,,,0.97,48,6.00,0.97,5.03
Ja'Marr Chase,2565941,WR,CIN,CLE,,,,,6,49,,,,,1,15.37,49,5.90,15.37,-9.47
Chase Claypool,2564970,WR,PIT,CHI,,,,13,3,30,,,,,,11.23,50,5.80,11.23,-5.43
Van Jefferson,2564358,WR,LA,TEN,,,,,3,41,,,,,,7.71,51,5.60,7.71,-2.11
Marquise Goodwin,2539964,WR,CHI,@PIT,,,,,1,50,,,,,,3.06,52,5.50,3.06,2.44
Julio Jones,2495454,WR,TEN,@LA,,,,,4,35,,,,,,9.82,53,5.50,9.82,-4.32
Jeff Smith,2562845,WR,NYJ,@IND,,,,,3,40,,,,,,0.99,54,5.50,0.99,4.51
Jamal Agnew,2558821,WR,JAX,BUF,,,,11,3,27,,,,,,6.16,55,5.30,6.16,-0.86
Tyreek Hill,2556214,WR,KC,GB,,,,-4,4,37,,,,,,15.31,56,5.30,15.31,-10.01
Rondale Moore,2566433,WR,ARI,@SF,,,,,5,25,,,,,,9.07,57,5.00,9.07,-4.07
Kendrick Bourne,2558914,WR,NE,@CAR,,,,,3,34,,,,,,5.77,58,4.90,5.77,-0.87
Chris Conley,2552652,WR,HOU,@MIA,,,,,2,38,,,,,,3.47,59,4.80,3.47,1.33
Amari Cooper,2552487,WR,DAL,DEN,,,,,2,37,,,,,,12.55,60,4.70,12.55,-7.85
Kendall Hinton,2563893,WR,DEN,@DAL,,,,,1,40,,,,,,1.36,61,4.50,1.36,3.14
Nico Collins,2566127,WR,HOU,@MIA,,,,,3,25,,,,,,7.59,62,4.00,7.59,-3.59
Laviska Shenault Jr.,2564232,WR,JAX,BUF,,,,-4,4,24,,,,,,8.49,63,4.00,8.49,-4.49
Kenny Golladay,2558052,WR,NYG,LV,,,,,2,28,,,,,,9.15,64,3.80,9.15,-5.35
Marvin Jones,2532884,WR,JAX,BUF,,,,,3,21,,,,,,11.55,65,3.60,11.55,-7.95
Christian Blake,2561443,WR,ATL,@NO,,,,,,,,,,,,0.99,66,3.40,0.99,2.41
Courtland Sutton,2560888,WR,DEN,@DAL,,,,,1,9,,,,1,,11.41,67,3.40,11.41,-8.01
Ashton Dulin,2562646,WR,IND,NYJ,,,,,2,23,,,,,,2.95,68,3.30,2.95,0.35
CeeDee Lamb,2563848,WR,DAL,DEN,,,,,2,23,,,,,,13.40,69,3.30,13.4,-10.1
Josh Palmer,2566502,WR,LAC,@PHI,,,,,2,22,,,,,,1.75,70,3.20,1.75,1.45
Mike Thomas,2556381,WR,CIN,CLE,,,,,1,16,,,,,,1.03,71,2.90,1.03,1.87
Marquez Valdes-Scantling,2560907,WR,GB,@KC,,,,,2,19,,,,,,7.44,72,2.90,7.44,-4.54
Mohamed Sanu,2533040,WR,SF,ARI,,,,,1,5,,,,,,3.51,73,2.70,3.51,-0.81
Mecole Hardman,2562580,WR,KC,GB,,,,,3,20,,,,,1,8.61,74,2.50,8.61,-6.11
Zay Jones,2557863,WR,LV,@NYG,,,,,1,20,,,,,,4.18,75,2.50,4.18,-1.68
Denzel Mims,2564802,WR,NYJ,@IND,,,,,1,20,,,,,,6.88,76,2.50,6.88,-4.38
K.J. Osborn,2564574,WR,MIN,@BAL,,,,,1,20,,,,,,7.62,77,2.50,7.62,-5.12
Cody White,2564313,WR,PIT,CHI,,,,,,,,,,,,0.89,78,2.50,0.89,1.61
Jalen Guyton,2562844,WR,LAC,@PHI,,,,,1,19,,,,,,4.14,79,2.40,4.14,-1.74
Isaiah McKenzie,2558129,WR,BUF,@JAX,,,,,2,10,,,,,,1.51,80,2.00,1.51,0.49
Anthony Schwartz,2565986,WR,CLE,@CIN,,,,,1,15,,,,,,1.80,81,2.00,1.8,0.2
Quez Watkins,2564880,WR,PHI,LAC,,,,,2,9,,,,,,6.94,82,1.90,6.94,-5.04
Nick Westbrook-Ikhine,2565477,WR,TEN,@LA,,,,,1,14,,,,,,1.96,83,1.90,1.96,-0.06
Kirk Merritt,2564481,WR,MIA,HOU,,,,,1,13,,,,,,0.00,84,1.80,0.0,1.8
Ced Wilson,2560936,WR,DAL,DEN,,,,,2,28,,,,,1,7.22,85,1.80,7.22,-5.42
Andy Isabella,2562669,WR,ARI,@SF,,,,,,,,,,,,0.82,86,1.70,0.82,0.88
Stanley Morgan,2562504,WR,CIN,CLE,,,,,,,,,,,,0.56,87,1.70,0.56,1.14
Tajae Sharpe,2555317,WR,ATL,@NO,,,,,1,12,,,,,,4.02,88,1.70,4.02,-2.32
Tyler Boyd,2555466,WR,CIN,CLE,,,,,1,11,,,,,,8.83,89,1.60,8.83,-7.23
Matthew Slater,4487,WR,NE,@CAR,,,,,,,,,,,,0.64,90,1.60,0.64,0.96
Albert Wilson,2550272,WR,MIA,HOU,,,,,1,11,,,,,,1.31,91,1.60,1.31,0.29
Braxton Berrios,2560975,WR,NYJ,@IND,,,,,2,5,,,,,,2.97,92,1.50,2.97,-1.47
Jakobi Meyers,2562492,WR,NE,@CAR,,,,,1,8,,,,,,10.40,93,1.30,10.4,-9.1
Dezmon Patmon,2564130,WR,IND,NYJ,,,,,1,7,,,,,,1.51,94,1.20,1.51,-0.31
