PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Xavier McKinney,2564766,DB,NYG,LV,4,3,,,2,,,1,,,,,,2,,41,,9.51,1,26.57,9.51,17.06
Camryn Bynum,2566295,DB,MIN,@BAL,9,3,,,1,,,,,,,,,1,,27,,0.64,2,24.60,0.64,23.96
Rudy Ford,2558174,DB,JAX,BUF,7,,,,1,,,,,,,,,3,,8,,3.72,3,23.17,3.72,19.45
Denzel Ward,2560916,DB,CLE,@CIN,2,,,,1,,,1,,,,,,3,,99,,7.68,4,21.70,7.68,14.02
J.C. Jackson,2560754,DB,NE,@CAR,1,1,,,2,,,1,,,,,,2,,88,,8.34,5,21.43,8.34,13.09
Ashtyn Davis,2564793,DB,NYJ,@IND,7,3,,,,2,,,,,,,,,,,,9.33,6,21.30,9.33,11.97
Troy Hill,2553536,DB,CLE,@CIN,7,,2,2,,,,,,,,,,,3,,,4.73,7,20.40,4.73,15.67
Jeremy Chinn,2563632,DB,CAR,NE,5,6,,2,,1,,,,,,,,,,,,10.42,8,19.80,10.42,9.38
Cameron Dantzler,2564526,DB,MIN,@BAL,10,,,,,,,,,,,,,,,,,9.22,9,17.00,9.22,7.78
Kenny Moore II,2558976,DB,IND,NYJ,8,1,,,,,,,,,,,,1,,,,11.93,10,16.90,11.93,4.97
Eric Murray,2555173,DB,HOU,@MIA,5,3,,,1,,,,,,,,,1,,,,1.44,11,16.90,1.44,15.46
Amani Hooker,2562666,DB,TEN,@LA,8,4,,,,,,,,,,,,,,,,9.58,12,16.80,9.58,7.22
L'Jarius Sneed,2564304,DB,KC,GB,3,3,,,1,,,,,,,,,2,,,,10.10,13,16.00,10.1,5.9
Levi Wallace,2560914,DB,BUF,@JAX,6,1,,1,,,1,,,,,,,1,,,,9.19,14,16.00,9.19,6.81
John Johnson,2558183,DB,CLE,@CIN,3,,,,1,1,,,,,,,,1,,31,,7.69,15,15.63,7.69,7.94
A.J. Terrell,2563527,DB,ATL,@NO,4,1,,,,,,,,,,,,3,,,,9.43,16,15.10,9.43,5.67
Kareem Jackson,496735,DB,DEN,@DAL,7,2,,1,,,,,,,,,,,,,,9.70,17,15.00,9.7,5.3
Duke Shelley,2562957,DB,CHI,@PIT,7,,,,,,,,,,,,,1,,,,4.03,18,14.40,4.03,10.37
Xavier Woods,2558159,DB,MIN,@BAL,8,1,,,,,,,,,,,,,,,,8.94,19,14.40,8.94,5.46
Jayron Kearse,2555156,DB,DAL,DEN,5,4,,,,,,,,,,,,1,,,,10.62,20,14.20,10.62,3.58
Budda Baker,2558009,DB,ARI,@SF,2,5,,,1,,,,,,,,,1,,7,,9.78,21,13.63,9.78,3.85
Minkah Fitzpatrick,2560725,DB,PIT,CHI,8,,,,,,,,,,,,,,,,,10.71,22,13.60,10.71,2.89
Nasir Adderley,2562617,DB,LAC,@PHI,6,1,,,,,,,,,,,,1,,,,10.07,23,13.50,10.07,3.43
Greg Newsome II,2565980,DB,CLE,@CIN,5,,,,,,,,,,,,,2,,,,8.09,24,13.50,8.09,5.41
Tavon Wilson,2534830,DB,SF,ARI,5,3,,,,,,,,,,,,1,,,,1.50,25,13.40,1.5,11.9
Tyrann Mathieu,2540180,DB,KC,GB,5,1,1,1,,,,,,,,,,,1,,,9.57,26,13.30,9.57,3.73
Nik Needham,2563220,DB,MIA,HOU,4,,1,1,,,,,,,,,,1,1,,,4.65,27,13.30,4.65,8.65
Kevin Byard,2555158,DB,TEN,@LA,,3,,,1,,,1,,,,,,1,,24,,10.26,28,13.20,10.26,2.94
DeShon Elliott,2560715,DB,BAL,MIN,6,,,2,,,,,,,,,,,,,,,29,13.20,,
Jourdan Lewis,2557920,DB,DAL,DEN,5,2,0.5,1,,,,,,,,,,,1,,,4.68,30,13.10,4.68,8.42
Jalen Ramsey,2555280,DB,LA,TEN,3,,,1,1,,,,,,,,,1,,6,,8.55,31,12.80,8.55,4.25
Eric Rowe,2552255,DB,MIA,HOU,5,1,,,,1,,,,,,,,,,,,4.28,32,12.80,4.28,8.52
