PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Josh Allen,2562619,LB,JAX,BUF,8,,1,2,1,,1,,,,,,,1,1,11,,6.21,1,26.47,6.21,20.26
Micah Parsons,2566019,LB,DAL,DEN,8,2,2.5,3,,,,,,,,,,,3,,,10.97,2,26.20,10.97,15.23
Anthony Walker,2558851,LB,CLE,@CIN,12,2,1,1,,,,,,,,,,,1,,,12.21,3,26.00,12.21,13.79
T.J. Watt,2558064,LB,PIT,CHI,4,3,3,3,,,,,,,,,,1,3,,,8.93,4,23.70,8.93,14.77
Bobby Okereke,2562416,LB,IND,NYJ,9,2,,,1,,,,,,,,,1,,4,,12.20,5,23.03,12.2,10.83
Eric Kendricks,2552312,LB,MIN,@BAL,10,7,,,,,,,,,,,,,,,,13.50,6,22.60,13.5,9.1
Roquan Smith,2560877,LB,CHI,@PIT,6,6,1,2,,,,,,,,,,,1,,,14.59,7,20.50,14.59,5.91
Josh Bynes,2530491,LB,BAL,MIN,8,3,,1,,,,,,,,,,1,,,,2.75,8,20.00,2.75,17.25
Deion Jones,2555162,LB,ATL,@NO,6,4,,,,,,,,,,,,2,1,,,13.83,9,18.90,13.83,5.07
Markus Golden,2552273,LB,ARI,@SF,3,2,3,3,,,,,,,,,,,3,,,5.20,10,18.70,5.2,13.5
Leighton Vander Esch,2560908,LB,DAL,DEN,7,5,,1,,,,,,,,,,,,,,6.36,11,17.40,6.36,11.04
Denzel Perryman,2552310,LB,LV,@NYG,7,3,,,,,,,,,,,,1,,,,11.28,12,16.80,11.28,5.52
Tae Crowder,2564727,LB,NYG,LV,5,4,,,,,,,,,,,,2,,,,11.92,13,16.70,11.92,4.78
Fred Warner,2560917,LB,SF,ARI,6,8,,,,,,,,,,,,,,,,12.96,14,16.60,12.96,3.64
Jerome Baker,2560966,LB,MIA,HOU,5,2,,,1,,,,,,,,,1,,,,9.27,15,16.10,9.27,6.83
Kamu Grugier-Hill,2556363,LB,HOU,@MIA,5,3,,1,,1,,,,,,,,,,,,8.75,16,15.90,8.75,7.15
Jordan Hicks,2552315,LB,ARI,@SF,6,2,,1,,,2,,,,,,,,,,,11.43,17,15.30,11.43,3.87
David Long,2562799,LB,TEN,@LA,2,4,,,1,,,,,,,,,2,,6,,12.27,18,15.30,12.27,3.03
Krys Barnes,2563971,LB,GB,@KC,7,2,,1,,,,,,,,,,,,,,7.66,19,15.00,7.66,7.34
Shaq Thompson,2552447,LB,CAR,NE,6,4,,1,,,,,,,,,,,,,,10.64,20,14.90,10.64,4.26
T.J. Edwards,2562648,LB,PHI,LAC,5,7,,,,,,,,,,,,,,,,10.43,21,14.10,10.43,3.67
Isaiah Simmons,2564940,LB,ARI,@SF,6,,,,,1,,,,,,,,,,,,11.41,22,13.70,11.41,2.29
Darius Leonard,2560789,LB,IND,NYJ,5,2,,,,1,,,,,,,,,,,,14.09,23,13.60,14.09,-0.49
Neville Hewitt,2553657,LB,HOU,@MIA,6,4,,,,,,,,,,,,,,,,0.45,24,13.40,0.45,12.95
