PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Vinny Curry,2532825,DL,NYJ,@IND,,,,,,,,,,,,,,,,,,0.00,187,0.00,0.0,0.0
Jalen Dalton,2563120,DL,NO,ATL,,,,,,,,,,,,,,,,,,,188,0.00,,
Darrion Daniels,2565096,DL,SF,ARI,,,,,,,,,,,,,,,,,,0.00,189,0.00,0.0,0.0
Carlos Davis,2564976,DL,PIT,CHI,,,,,,,,,,,,,,,,,,,190,0.00,,
Khalil Davis,2565210,DL,PIT,CHI,,,,,,,,,,,,,,,,,,0.00,191,0.00,0.0,0.0
Matt Dickerson,2561044,DL,ARI,@SF,,,,,,,,,,,,,,,,,,0.00,192,0.00,0.0,0.0
Victor Dimukeje,2566424,DL,ARI,@SF,,,,,,,,,,,,,,,,,,0.72,193,0.00,0.72,-0.72
Carlos Dunlap,496780,DL,SEA,Bye,,,,,,,,,,,,,,,,,,,194,0.00,,
Mario Edwards,2553433,DL,CHI,@PIT,,,,,,,,,,,,,,,,,,2.52,195,0.00,2.52,-2.52
Daniel Ekuale,2561458,DL,NE,@CAR,,,,,,,,,,,,,,,,,,1.75,196,0.00,1.75,-1.75
Clelin Ferrell,2562263,DL,LV,@NYG,,,,,,,,,,,,,,,,,,1.99,197,0.00,1.99,-1.99
Trey Flowers,2552278,DL,DET,Bye,,,,,,,,,,,,,,,,,,,198,0.00,,
Poona Ford,2561195,DL,SEA,Bye,,,,,,,,,,,,,,,,,,,199,0.00,,
Leki Fotu,2564910,DL,ARI,@SF,,,,,,,,,,,,,,,,,,2.51,200,0.00,2.51,-2.51
Dante Fowler Jr.,2553431,DL,ATL,@NO,,,,,,,,,,,,,,,,,,,201,0.00,,
Neville Gallimore,2563842,DL,DAL,DEN,,,,,,,,,,,,,,,,,,,202,0.00,,
Joe Gaziano,2565036,DL,LAC,@PHI,,,,,,,,,,,,,,,,,,1.35,203,0.00,1.35,-1.35
William Gholston,2540176,DL,TB,Bye,,,,,,,,,,,,,,,,,,,204,0.00,,
Ryan Glasgow,2557851,DL,FA,Bye,,,,,,,,,,,,,,,,,,,205,0.00,,
Brandon Graham,496788,DL,PHI,LAC,,,,,,,,,,,,,,,,,,,206,0.00,,
Carl Granderson,2562273,DL,NO,ATL,,,,,,,,,,,,,,,,,,0.00,207,0.00,0.0,0.0
Rasheem Green,2560998,DL,SEA,Bye,,,,,,,,,,,,,,,,,,,208,0.00,,
Porter Gustin,2562276,DL,CLE,@CIN,,,,,,,,,,,,,,,,,,0.00,209,0.00,0.0,0.0
Woodrow Hamilton,2556546,DL,FA,Bye,,,,,,,,,,,,,,,,,,,210,0.00,,
Charles Harris,2558001,DL,DET,Bye,,,,,,,,,,,,,,,,,,,211,0.00,,
Damon Harrison,2535718,DL,FA,Bye,,,,,,,,,,,,,,,,,,,212,0.00,,
Daelin Hayes,2565842,DL,BAL,MIN,,,,,,,,,,,,,,,,,,,213,0.00,,
Marquis Haynes,2561009,DL,CAR,NE,,,,,,,,,,,,,,,,,,1.53,214,0.00,1.53,-1.53
Bruce Hector,2561338,DL,DET,Bye,,,,,,,,,,,,,,,,,,,215,0.00,,
Trysten Hill,2562663,DL,DAL,DEN,,,,,,,,,,,,,,,,,,,216,0.00,,
Jalyn Holmes,2560744,DL,NO,ATL,,,,,,,,,,,,,,,,,,0.00,217,0.00,0.0,0.0
Braxton Hoyett,2563244,DL,FA,Bye,,,,,,,,,,,,,,,,,,,218,0.00,,
Wyatt Hubert,2565950,DL,CIN,CLE,,,,,,,,,,,,,,,,,,0.00,219,0.00,0.0,0.0
Bryce Huff,2565510,DL,NYJ,@IND,,,,,,,,,,,,,,,,,,,220,0.00,,
Albert Huggins,2562667,DL,NO,ATL,,,,,,,,,,,,,,,,,,0.00,221,0.00,0.0,0.0
Margus Hunt,2539310,DL,CHI,@PIT,,,,,,,,,,,,,,,,,,0.00,222,0.00,0.0,0.0
Danielle Hunter,2552603,DL,MIN,@BAL,,,,,,,,,,,,,,,,,,,223,0.00,,
Maurice Hurst,2560748,DL,SF,ARI,,,,,,,,,,,,,,,,,,0.00,224,0.00,0.0,0.0
Kerry Hyder,2550433,DL,SEA,Bye,,,,,,,,,,,,,,,,,,,225,0.00,,
Matthew Ioannidis,2555240,DL,WAS,Bye,,,,,,,,,,,,,,,,,,,226,0.00,,
David Irving,2553805,DL,FA,Bye,,,,,,,,,,,,,,,,,,,227,0.00,,
Joe Jackson,2562432,DL,CLE,@CIN,,,,,,,,,,,,,,,,,,0.00,228,0.00,0.0,0.0
Malik Jackson,2532873,DL,CLE,@CIN,,,,,,,,,,,,,,,,,,3.82,229,0.00,3.82,-3.82
Tarron Jackson,2566400,DL,PHI,LAC,,,,,,,,,,,,,,,,,,1.79,230,0.00,1.79,-1.79
