PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jerick McKinnon,2543715,RB,KC,@HOU,,,,52,1,8,70,1,,,1,,9.30,1,30.20,20.9
Dalvin Cook,2557991,RB,MIN,IND,,,,95,,4,95,1,,,,1,13.06,2,25.00,11.94
Rhamondre Stevenson,2566343,RB,NE,@LV,,,,172,1,2,-4,,,,,,12.69,3,23.80,11.11
Christian McCaffrey,2557997,RB,SF,@SEA,,,,108,1,6,30,,,,,,20.25,4,22.80,2.55
David Montgomery,2562502,RB,CHI,PHI,,,,53,1,3,38,1,,,,,13.91,5,22.60,8.69
AJ Dillon,2563986,RB,GB,LA,,,,36,2,3,35,,,,,,8.38,6,22.30,13.92
Derrick Henry,2556075,RB,TEN,@LAC,,,,104,1,4,59,,,,,1,18.25,7,22.30,4.05
Tyler Allgeier,2567232,RB,ATL,@NO,,,,139,1,1,-3,,,,1,,6.39,8,22.10,15.71
Latavius Murray,2541161,RB,DEN,ARI,,,,130,1,1,12,,,,,,12.86,9,20.70,7.84
Saquon Barkley,2560968,RB,NYG,@WAS,,,,87,1,5,33,,,,,,12.57,10,20.50,7.93
Aaron Jones,2558116,RB,GB,LA,,,,90,,4,36,1,,,,1,15.09,11,18.60,3.51
James Conner,2557978,RB,ARI,@DEN,,,,63,1,3,28,,,,,,14.16,12,16.60,2.44
Raheem Mostert,2553728,RB,MIA,@BUF,,,,136,,1,20,,,,,,10.83,13,16.10,5.27
Austin Ekeler,2559169,RB,LAC,TEN,,,,58,1,2,12,,,,,,17.24,14,15.70,-1.54
Najee Harris,2566448,RB,PIT,@CAR,,,,86,1,,,,,,,,11.35,15,14.60,3.25
Marlon Mack,2558123,RB,DEN,ARI,,,,37,1,4,26,,,,,,5.23,16,14.30,9.07
Ezekiel Elliott,2555224,RB,DAL,@JAX,,,,58,1,2,13,,,,,,11.28,17,14.10,2.82
J.K. Dobbins,2563548,RB,BAL,@CLE,,,,125,,1,3,,,,,,9.91,18,13.30,3.39
Tony Pollard,2562699,RB,DAL,@JAX,,,,75,,4,31,,,,,,11.76,19,12.60,0.84
Travis Etienne,2566157,RB,JAX,DAL,,,,103,,2,24,,,,,1,11.96,20,11.70,-0.26
Cordarrelle Patterson,2540145,RB,ATL,@NO,,,,52,1,1,,,,,,,10.18,21,11.70,1.52
Cam Akers,2564319,RB,LA,@GB,,,,65,,3,35,,,,,,9.45,22,11.50,2.05
Alvin Kamara,2558019,RB,NO,ATL,,,,91,,2,13,,,,,,14.29,23,11.40,-2.89
