PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Rayshawn Jenkins,2558182,DB,JAX,DAL,9,9,,,2,,,1,,,,,,2,,54,,9.61,1,40.30,30.69
Carlton Davis,2561039,DB,TB,CIN,6,,,,1,,,,,,,,,4,,,,9.21,2,23.70,14.49
Jeremy Chinn,2563632,DB,CAR,PIT,11,3,,,,,,,,,,,,1,,,,9.84,3,23.60,13.76
Tremon Smith,2561103,DB,HOU,KC,7,4,,1,,1,,,,,,,,1,,,,3.81,4,22.60,18.79
John Johnson,2558183,DB,CLE,BAL,8,1,,,,1,1,,,,,,,1,,,,9.14,5,21.40,12.26
Bobby McCain,2552434,DB,WAS,NYG,9,2,,,,1,,,,,,,,,,,,9.03,6,20.40,11.37
Kyle Hamilton,2567274,DB,BAL,@CLE,6,1,1,2,,,,,,,,,,1,1,,,6.01,7,19.00,12.99
Kyle Dugger,2564601,DB,NE,@LV,4,2,,,1,,,1,,,,,,1,,16,,10.53,8,18.93,8.4
Budda Baker,2558009,DB,ARI,@DEN,5,2,,,1,,,,,,,,,2,,1,,11.00,9,18.63,7.63
Stephon Gilmore,2533062,DB,IND,@MIN,6,1,,,,,,,,,,,,3,,,,7.92,10,18.50,10.58
Jayron Kearse,2555156,DB,DAL,@JAX,6,1,,1,,1,,,,,,,,1,,,,9.96,11,18.50,8.54
Justin Simmons,2555550,DB,DEN,ARI,2,2,,,2,,,,,,,,,2,,43,,9.47,12,18.43,8.96
Danny Johnson,2560764,DB,WAS,NYG,7,1,,,,,,,,,,,,2,,,,3.39,13,17.70,14.31
Jaylon Johnson,2563701,DB,CHI,PHI,6,,,,,,,,,,,,,3,,,,7.77,14,17.70,9.93
Deommodore Lenoir,2566535,DB,SF,@SEA,9,1,,1,,,,,,,,,,,,,,7.88,15,17.60,9.72
Jalen Pitre,2567688,DB,HOU,KC,8,5,,,,,,,,,,,,,,,,12.13,16,17.60,5.47
Taylor Rapp,2562707,DB,LA,@GB,6,1,,,1,,,,,,,,,1,,18,,9.60,17,17.60,8.0
Charvarius Ward,2561417,DB,SF,@SEA,6,,,,,,1,,,,,,,2,,,40,10.05,18,17.53,7.48
DaRon Bland,2567490,DB,DAL,@JAX,4,2,,,1,,,,,,,,,2,,15,,8.80,19,17.40,8.6
Grant Delpit,2563773,DB,CLE,BAL,8,1,,2,,,,,,,,,,,,,,9.86,20,17.40,7.54
Tyrann Mathieu,2540180,DB,NO,ATL,6,,1,,,,,,,,,,,2,,,,8.53,21,17.20,8.67
Rasul Douglas,2558168,DB,GB,LA,7,1,,,1,,,,,,,,,1,,,,10.21,22,16.70,6.49
Jason Pinnock,2565753,DB,NYG,@WAS,4,1,,,,1,,,,,,,,2,1,,,8.13,23,16.60,8.47
Talanoa Hufanga,2566529,DB,SF,@SEA,4,1,1,,,1,,,,,,,,1,1,,,10.86,24,16.10,5.24
Marcus Maye,2557995,DB,NO,ATL,6,1,,,,,,,,,,,,2,,,,9.61,25,16.00,6.39
K'Von Wallace,2564871,DB,PHI,@CHI,8,1,,1,,,,,,,,,,,,,,7.41,26,15.90,8.49
Julian Blackmon,2564103,DB,IND,@MIN,2,2,,,1,,,1,,,,,,1,,17,,7.97,27,15.57,7.6
Eli Apple,2555277,DB,CIN,@TB,5,2,,,,,,,,,,,,2,,,,7.83,28,15.10,7.27
DeAndre Houston-Carson,2555381,DB,CHI,PHI,5,,,,1,,,,,,,,,1,,18,,9.24,29,15.10,5.86
Avonte Maddox,2560795,DB,PHI,@CHI,3,3,,,,2,,,,,,,,,,,,8.20,30,14.50,6.3
