PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jalen Hurts,2564832,QB,PHI,@CHI,315,,2,61,3,,,,,,1,,22.02,1,36.40,14.38
Josh Allen,2560955,QB,BUF,MIA,304,4,,77,,,,,,,1,2,23.22,2,33.86,10.64
Kirk Cousins,2532820,QB,MIN,IND,460,4,2,,,,,,,,1,,17.77,3,32.40,14.63
Patrick Mahomes,2558125,QB,KC,@HOU,336,2,,33,1,,,,,,1,1,22.53,4,31.64,9.11
Trevor Lawrence,2566163,QB,JAX,DAL,318,4,1,21,,,,,,,,1,16.84,5,28.52,11.68
Joe Burrow,2563722,QB,CIN,@TB,200,4,1,8,,,,,,,1,1,21.59,6,23.80,2.21
Dak Prescott,2555260,QB,DAL,@JAX,256,3,2,20,,,,,,,,,19.62,7,20.24,0.62
Justin Fields,2565920,QB,CHI,PHI,152,2,,95,,,,,,,,2,19.79,8,19.38,-0.41
Zach Wilson,2566391,QB,NYJ,DET,317,2,1,7,,,,,,,,,14.85,9,19.38,4.53
Davis Mills,2566136,QB,HOU,KC,121,2,,21,1,,,,,,,1,15.00,10,18.94,3.94
Derek Carr,2543499,QB,LV,NE,231,3,1,,,,,,,,,1,16.13,11,17.24,1.11
Tom Brady,2504211,QB,TB,CIN,312,3,2,1,,,,,,,,2,18.10,12,16.58,-1.52
Brock Purdy,2568216,QB,SF,@SEA,217,2,,-2,,,,,,,,,14.15,13,16.48,2.33
Tua Tagovailoa,2564499,QB,MIA,@BUF,234,2,,7,,,,,,,,1,16.40,14,16.06,-0.34
Andy Dalton,2495143,QB,NO,ATL,151,2,,1,,,,,,,,,16.97,15,14.14,-2.83
Jared Goff,2555334,QB,DET,@NYJ,252,1,,,,,,,,,,,15.35,16,14.08,-1.27
Mitchell Trubisky,2558008,QB,PIT,@CAR,179,,,9,1,,,,,,,,14.68,17,14.06,-0.62
Geno Smith,2539335,QB,SEA,SF,238,1,,18,,,,,,,,1,18.89,18,13.32,-5.57
Taylor Heinicke,2553656,QB,WAS,NYG,249,1,,33,,,,,,,,2,14.12,19,13.26,-0.86
Sam Darnold,2561036,QB,CAR,PIT,225,1,,2,,,,,,,,,13.85,20,13.20,-0.65
Deshaun Watson,2558063,QB,CLE,BAL,161,1,,22,,,,,,,,,21.50,21,12.64,-8.86
Aaron Rodgers,2506363,QB,GB,LA,229,1,1,-3,,,,,,,,,17.82,22,10.86,-6.96
Ryan Tannehill,2532956,QB,TEN,@LAC,165,,1,1,1,,,,,,,,15.82,23,10.70,-5.12
Daniel Jones,2562299,QB,NYG,@WAS,160,,,35,,,,,,,,,16.35,24,9.90,-6.45
Matt Ryan,310,QB,IND,@MIN,182,1,,,,,,,,,,1,16.18,25,9.28,-6.9
