PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Jayden Reed,2569765,WR,GB,@PHI,,,,33,1,4,138,1,,,,,49.40,1,4,5,4,6,67,,,,1,31.10
Cooper Kupp,2557898,WR,LAR,@DET,,,,10,,14,110,1,,,,,49.30,2,14,16,14,21,67,,,,2,25.00
Allen Lazard,2560787,WR,NYJ,@SF,,,,,,6,89,2,,,,,32.90,,6,6,6,9,67,,,,3,23.90
Tyreek Hill,2556214,WR,MIA,JAX,,,,,,7,130,1,,,,,36.20,,7,7,7,12,58,,,,4,22.50
Jameson Williams,2567565,WR,DET,LAR,,,,13,,5,121,1,,,,,27.40,1,5,6,5,9,56,,,,5,21.90
Mike Evans,2543468,WR,TB,WAS,,,,,,5,61,2,,,,,51.00,,5,5,5,6,83,,,,6,20.60
A.J. Brown,2562238,WR,PHI,GB,,,,,,5,119,1,,,,,33.80,,5,5,5,10,50,,,,7,20.40
Alec Pierce,2567715,WR,IND,HOU,,,,,,3,125,1,,,,,37.70,,3,3,3,3,100,,,,8,20.00
Xavier Worthy,2572186,WR,KC,BAL,,,,21,1,2,47,1,,,,,38.10,1,2,3,2,3,67,,,,9,19.80
Stefon Diggs,2552608,WR,HOU,@IND,,,,6,,6,33,2,,,,,41.80,1,6,7,6,6,100,,,,10,18.90
Chris Godwin,2558105,WR,TB,WAS,,,,,,8,83,1,,,,,51.00,,8,8,8,8,100,,,,11,18.30
Deebo Samuel Sr.,2562721,WR,SF,NYJ,,,,23,1,5,54,,,,,,28.90,8,5,13,5,9,56,,,,12,16.20
Rashee Rice,2569921,WR,KC,BAL,,,,,,7,103,,,,,,38.10,,7,7,7,9,78,,,,13,15.30
Rashid Shaheed,2569110,WR,NO,CAR,,,,,,3,73,1,,,,,16.60,,3,3,3,5,60,,,,14,14.80
Nico Collins,2566127,WR,HOU,@IND,,,,,,6,117,,,,,,41.80,,6,6,6,8,75,,,,15,14.70
Justin Jefferson,2564556,WR,MIN,@NYG,,,,,,4,59,1,,,,,27.50,,4,4,4,6,67,,,,16,13.90
Jaylen Waddle,2566292,WR,MIA,JAX,,,,3,,5,109,,,,,,36.20,1,5,6,5,5,100,,,,17,13.70
DeVonta Smith,2566409,WR,PHI,GB,,,,,,7,84,,,,,,33.80,,7,7,7,8,88,,,,18,13.40
Brian Thomas Jr.,2572162,WR,JAX,@MIA,,,,,,4,47,1,,,,,24.00,,4,4,4,4,100,,,,19,12.70
Brandin Cooks,2543498,WR,DAL,@CLE,,,,5,,4,40,1,,,,,37.60,1,4,5,4,7,57,,,,20,12.50
Ladd McConkey,2572477,WR,LAC,LV,,,,,,5,39,1,,,,,21.10,,5,5,5,7,71,,,,21,12.40
Ashton Dulin,2562646,WR,IND,HOU,,,,,,1,54,1,,,,,37.70,,1,1,1,1,100,,,,22,11.90
Khalil Shakir,2567334,WR,BUF,ARI,,,,,,3,42,1,,,,,33.80,,3,3,3,3,100,,,,23,11.70
CeeDee Lamb,2563848,WR,DAL,@CLE,,,,25,,5,61,,,,,,37.60,3,5,8,5,10,50,,,,24,11.10
Ja'Marr Chase,2565941,WR,CIN,NE,,,,,,6,62,,,,,,14.90,,6,6,6,6,100,,,,25,10.70
Tyler Lockett,2552430,WR,SEA,DEN,,,,,,6,77,,,,,,22.60,,6,6,6,7,86,,,,26,10.70
George Pickens,2568159,WR,PIT,@ATL,,,,-10,,6,85,,,,,,13.80,1,6,7,6,7,86,,,,27,10.50
Tyler Johnson,2565225,WR,LAR,@DET,,,,,,5,79,,,,,,49.30,,5,5,5,7,71,,,,28,10.40
Mack Hollins,2558262,WR,BUF,ARI,,,,,,2,25,1,,,,,33.80,,2,2,2,2,100,,,,29,10.10
