PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Allen,2560955,QB,BUF,ARI,232,2,,39,2,,,,,,,1,31.18,9,,9,,,,,,,1,31.18
Baker Mayfield,2560800,QB,TB,WAS,289,4,,21,,,,,,,,,29.46,3,,3,,,,,,,2,29.66
Anthony Richardson,2569864,QB,IND,HOU,212,2,1,56,1,,,,,,,,26.08,6,,6,,,,,,,3,26.08
Lamar Jackson,2560757,QB,BAL,@KC,273,1,,122,,,,,,,,1,25.12,16,,16,,,,,,,4,25.12
Jayden Daniels,2572564,QB,WAS,@TB,184,,,88,2,,,,,,,3,21.79,16,,16,,,,,,,5,21.79
Derek Carr,2543499,QB,NO,CAR,200,3,,13,,,,,,,,,21.30,2,,2,,,,,,,6,21.30
C.J. Stroud,2569819,QB,HOU,@IND,234,2,,13,,,,,,,,,18.66,4,,4,,,,,,,7,18.66
Tua Tagovailoa,2564499,QB,MIA,JAX,338,1,,11,,,,,,,,,18.62,1,,1,,,,,,,8,18.62
Geno Smith,2539335,QB,SEA,DEN,171,1,1,30,1,,,,,,,,17.84,4,,4,,,,,,,9,17.84
Jordan Love,2564007,QB,GB,@PHI,260,2,1,,,,,,,,,,16.40,,,,,,,,,,10,16.40
Matthew Stafford,79860,QB,LAR,@DET,317,1,1,,,,,,,,,,14.68,,,,,,,,,,11,14.68
Patrick Mahomes,2558125,QB,KC,BAL,291,1,1,3,,1,2,,,,,,14.64,2,1,3,1,1,100,,,,12,14.64
Sam Darnold,2561036,QB,MIN,@NYG,208,2,1,3,,,,,,,,,14.62,3,,3,,,,,,,13,14.62
Kyler Murray,2562382,QB,ARI,@BUF,162,1,,57,,,,,,,,1,14.18,5,,5,,,,,,,14,14.18
Jalen Hurts,2564832,QB,PHI,GB,278,2,2,33,,,,,,,,2,14.15,13,,13,,,,,,,15,14.15
Jared Goff,2555334,QB,DET,LAR,217,1,1,7,,,,,,,,,11.38,1,,1,,,,,,,16,11.38
Trevor Lawrence,2566163,QB,JAX,@MIA,162,1,,8,,,,,,,,,11.28,1,,1,,,,,,,17,11.28
Bo Nix,2572003,QB,DEN,@SEA,138,,2,35,1,,,,,,,,11.02,5,,5,,,,,,,18,11.02
Justin Fields,2565920,QB,PIT,@ATL,156,,,57,,,,,,,,1,10.94,14,,14,,,,,,,19,10.94
Gardner Minshew,2562796,QB,LV,@LAC,257,1,1,5,,,,,,,,1,10.78,3,,3,,,,,,,20,10.78
Justin Herbert,2565045,QB,LAC,LV,144,1,,6,,,,,,,,,10.36,4,,4,,,,,,,21,10.36
Brock Purdy,2568216,QB,SF,NYJ,231,,,11,,,,,,,,,10.24,1,,1,,,,,,,22,10.34
