PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Carl Granderson,2562273,DL,NO,SF,5,2,2,3,,,,,,,,,,,3,,,1,18.70
Danielle Hunter,2552603,DL,HOU,TB,3,2,2,2,,1,,,,,,,,,1,,,2,16.70
Jonah Laulu,2572126,DL,LV,LAC,3,1,2,3,,,,,,,,,,,3,,,3,15.10
Jowon Briggs,2571946,DL,NYJ,BUF,4,1,1,1,,1,,,,,,,,,2,,,4,14.60
Calais Campbell,744,DL,ARI,CAR,4,1,2,2,,,,,,,,,,,2,,,5,14.60
Zach Harrison,2569555,DL,ATL,@MIN,2,3,1.5,1,,1,,,,,,,,,2,,,6,13.80
Joey Bosa,2555249,DL,BUF,@NYJ,1,1,1,1,,2,,,,,,,,,2,,,7,13.60
Tuli Tuipulotu,2570266,DL,LAC,@LV,4,1,,1,,,,,,,,,,2,1,,,8,13.60
Jack Sawyer,2574500,DL,PIT,SEA,4,2,1,2,,,,,,,,,,,1,,,9,12.70
Nick Bosa,2562629,DL,SF,@NO,3,6,1,1,,,,,,,,,,,2,,,10,12.60
Bryce Huff,2565510,DL,SF,@NO,3,1,1,1,,1,,,,,,,,,1,,,11,12.60
Devonte Wyatt,2567640,DL,GB,WAS,2,,1,1,,,,,,,,,,2,2,,,12,12.50
Milton Williams,2566418,DL,NE,@MIA,3,,2,2,,,,,,,,,,,1,,,13,12.00
Myles Garrett,2557965,DL,CLE,@BAL,2,3,1.5,2,,,,,,,,,,,2,,,14,11.80
Jalen Redmond,2570792,DL,MIN,ATL,3,3,1,2,,,,,,,,,,,1,,,15,11.80
Dorance Armstrong,2560959,DL,WAS,@GB,4,2,1,1,,,,,,,,,,,1,,,16,11.20
DeForest Buckner,2555275,DL,IND,DEN,5,1,,2,,,,,,,,,,,,,,17,11.10
Trey Hendrickson,2557943,DL,CIN,JAX,2,1,1,1,,,,,,,,,,1,3,,,18,11.10
Byron Murphy II,2572531,DL,SEA,@PIT,2,3,1.5,1,,,,,,,,,,,3,,,19,10.80
Jordan Davis,2568069,DL,PHI,@KC,3,2,,,,,,,,,,,,2,,,,20,10.70
Chris Rumph II,2566508,DL,NO,SF,2,,1,1,,1,,,,,,,,,1,,,21,10.50
Derrick Brown,2563629,DL,CAR,@ARI,3,,,,,,,,,,,,,2,1,,,22,10.00
Mykel Williams,2574552,DL,SF,@NO,4,1,,2,,,,,,,,,,,,,,23,9.60
Grover Stewart,2558766,DL,IND,DEN,4,3,,1,,,,,,,,,,,,,,24,9.30
Will Anderson Jr.,2569834,DL,HOU,TB,3,1,1,1,,,,,,,,,,,1,,,25,9.10
Al-Quadin Muhammad,2558131,DL,DET,CHI,3,1,1,1,,,,,,,,,,,1,,,26,9.10
Kobie Turner,2569954,DL,LAR,@TEN,3,,1,1,,,,,,,,,,,2,,,27,9.00
Sheldon Rankins,2555242,DL,HOU,TB,2,,1,2,,,,,,,,,,,1,,,28,8.50
Jarran Reed,2555238,DL,SEA,@PIT,3,,1,1,,,,,,,,,,,1,,,29,8.50
Kenny Clark,2555282,DL,DAL,NYG,2,2,1,1,,,,,,,,,,,1,,,30,8.20
Brandon Dorlus,2571802,DL,ATL,@MIN,1,2,1.5,1,,,,,,,,,,,2,,,31,8.20
Rashan Gary,2562376,DL,GB,WAS,2,1,1,1,,,,,,,,,,,1,,,32,7.60
Jonathan Allen,2557844,DL,MIN,ATL,3,4,,,,,,,,,,,,,1,,,33,7.40
Solomon Thomas,2558018,DL,DAL,NYG,3,4,,,,,,,,,,,,,1,,,34,7.40
Cameron Heyward,2508109,DL,PIT,SEA,2,3,,,,,,,,,,,,1,,,,35,7.30
Mason Graham,2574046,DL,CLE,@BAL,3,2,,1,,,,,,,,,,,,,,36,7.20
David Onyemata,2556274,DL,ATL,@MIN,3,2,,1,,,,,,,,,,,,,,37,7.20
Jamaree Caldwell,2574507,DL,LAC,@LV,2,,1,1,,,,,,,,,,,1,,,38,7.00
Omarr Norman-Lott,2574252,DL,KC,PHI,2,,1,1,,,,,,,,,,,1,,,39,7.00
Jermaine Johnson II,2568033,DL,NYJ,BUF,2,2,,,,,,,,,,,,1,,,,40,6.70
Moro Ojomo,2570209,DL,PHI,@KC,1,1,1,1,,,,,,,,,,,2,,,41,6.60
Leonard Floyd,2555285,DL,ATL,@MIN,1,,1,1,,,,,,,,,,,3,,,42,6.50
Chris Jones,2556369,DL,KC,PHI,2,,,2,,,,,,,,,,,1,,,43,6.50
Lukas Van Ness,2569792,DL,GB,WAS,3,,,1,,,,,,,,,,,1,,,44,6.50
Leonard Williams,2552486,DL,SEA,@PIT,2,2,0.5,,,,,,,,,,,,2,,,45,6.20
Arik Armstead,2552493,DL,JAX,@CIN,1,1,1,1,,,,,,,,,,,1,,,46,6.10
Marcus Davenport,2561037,DL,DET,CHI,1,1,1,1,,,,,,,,,,,1,,,47,6.10
James Houston,2567544,DL,DAL,NYG,1,1,1,1,,,,,,,,,,,1,,,48,6.10
Aidan Hutchinson,2567547,DL,DET,CHI,1,1,1,1,,,,,,,,,,,1,,,49,6.10
Naquan Jones,2566953,DL,LAC,@LV,2,1,,,,,,,,,,,,1,,,,50,6.10
Jalon Walker,2573920,DL,ATL,@MIN,1,1,1,1,,,,,,,,,,,1,,,51,6.10
Dexter Lawrence,2562301,DL,NYG,@DAL,4,,,,,,,,,,,,,,,,,52,6.00
Nnamdi Madubuike,2563563,DL,BAL,CLE,1,,1,1,,,,,,,,,,,2,,,53,6.00
Montez Sweat,2562749,DL,CHI,@DET,3,1,,,,,,,,,,,,,1,,,54,5.60
Greg Gaines,2562391,DL,TB,@HOU,1,,1,1,,,,,,,,,,,1,,,55,5.50
Elijah Garcia,2567829,DL,NYG,@DAL,1,,1,1,,,,,,,,,,,1,,,56,5.50
Maxx Crosby,2562439,DL,LV,LAC,1,4,,1,,,,,,,,,,,,,,57,5.40
Bobby Brown III,2566199,DL,CAR,@ARI,2,1,,1,,,,,,,,,,,,,,58,5.10
Jalen Carter,2570203,DL,PHI,@KC,1,1,,1,,,,,,,,,,,3,,,59,5.10
Jacob Martin,2561092,DL,WAS,@GB,2,1,0.5,,,,,,,,,,,,1,,,60,5.10
Tedarrell Slaton,2566094,DL,CIN,JAX,3,1,,,,,,,,,,,,,,,,61,5.10
Tyleik Williams,2574122,DL,DET,CHI,,,,,,,,,,,,,,2,,,,62,5.00
Zach Allen,2562219,DL,DEN,@IND,1,4,,,,,,,,,,,,,2,,,63,4.90
Tyler Davis,2572192,DL,LAR,@TEN,2,3,,,,,,,,,,,,,,,,64,4.80
Javon Hargrave,2555239,DL,MIN,ATL,2,3,,,,,,,,,,,,,,,,65,4.80
Kenneth Grant,2574323,DL,MIA,NE,1,1,,,,,,,,,,,,1,,,,66,4.60
Zion Logue,2571805,DL,BUF,@NYJ,,1,0.5,,,,,,,,,,,1,1,,,67,4.60
Greg Rousseau,2565875,DL,BUF,@NYJ,,1,0.5,,,,,,,,,,,1,1,,,68,4.60
Leonard Taylor III,2572720,DL,NYJ,BUF,1,1,,,,,,,,,,,,1,,,,69,4.60
Foley Fatukasi,2560722,DL,HOU,TB,3,,,,,,,,,,,,,,,,,70,4.50
Dre'Mont Jones,2562412,DL,TEN,LAR,2,,,1,,,,,,,,,,,,,,71,4.50
Quinnen Williams,2562599,DL,NYJ,BUF,2,,,1,,,,,,,,,,,,,,72,4.50
Adetomiwa Adebawore,2569843,DL,IND,DEN,1,2,,1,,,,,,,,,,,,,,73,4.20
Ashton Gillotte,2574246,DL,KC,PHI,1,2,,1,,,,,,,,,,,,,,74,4.20
DaVon Hamilton,2564190,DL,JAX,@CIN,2,2,,,,,,,,,,,,,,,,75,4.20
Braiden McGregor,2572705,DL,NYJ,BUF,2,2,,,,,,,,,,,,,,,,76,4.20
Pat O'Connor,2558863,DL,DET,CHI,2,2,,,,,,,,,,,,,,,,77,4.20
Dante Stills,2570218,DL,ARI,CAR,,2,,,,,,,,,,,,1,,,,78,3.70
Yahya Black,2574489,DL,PIT,SEA,2,1,,,,,,,,,,,,,,,,79,3.60
Leki Fotu,2564910,DL,LV,LAC,1,1,,1,,,,,,,,,,,,,,80,3.60
Kris Jenkins,2571928,DL,CIN,JAX,2,1,,,,,,,,,,,,,,,,81,3.60
Arden Key,2560779,DL,TEN,LAR,,1,,,,,,,,,,,1,,,,,82,3.60
Dalvin Tomlinson,2557846,DL,ARI,CAR,1,1,,1,,,,,,,,,,,,,,83,3.60
Vita Vea,2560909,DL,TB,@HOU,2,1,,,,,,,,,,,,,,,,84,3.60
Christian Barmore,2566328,DL,NE,@MIA,1,,,1,,,,,,,,,,,1,,,85,3.50
Gervon Dexter Sr.,2569621,DL,CHI,@DET,1,,,1,,,,,,,,,,,1,,,86,3.50
DaQuan Jones,2543504,DL,BUF,@NYJ,1,,1,,,,,,,,,,,,,,,87,3.50
Karl Brooks,2569753,DL,GB,WAS,,3,0.5,,,,,,,,,,,,1,,,88,3.30
Derrick Nnadi,2560823,DL,KC,PHI,1,3,,,,,,,,,,,,,,,,89,3.30
Harrison Phillips,2560840,DL,NYJ,BUF,1,3,,,,,,,,,,,,,,,,90,3.30
Daniel Ekuale,2561458,DL,PIT,SEA,,1,,,,,,,,,,,,1,,,,91,3.10
Jeffery Simmons,2562733,DL,TEN,LAR,1,1,,,,,,,,,,,,,2,,,92,3.10
Bryan Bresee,2570128,DL,NO,SF,,,,,,,,,,,,,,1,1,,,93,3.00
Kingsley Enagbare,2567589,DL,GB,WAS,2,,,,,,,,,,,,,,,,,94,3.00
Chauncey Golston,2566007,DL,NYG,@DAL,2,,,,,,,,,,,,,,,,,95,3.00
Logan Hall,2568303,DL,TB,@HOU,2,,,,,,,,,,,,,,,,,96,3.00
Calijah Kancey,2570356,DL,TB,@HOU,1,,,1,,,,,,,,,,,,,,97,3.00
Javon Kinlaw,2565117,DL,WAS,@GB,1,,,1,,,,,,,,,,,,,,98,3.00
Mike Morris,2570317,DL,SEA,@PIT,2,,,,,,,,,,,,,,,,,99,3.00
Deone Walker,2573975,DL,BUF,@NYJ,2,,,,,,,,,,,,,,,,,100,3.00
Adam Butler,2558924,DL,LV,LAC,,3,,,,,1,,,,,,,,,,,101,2.80
Matthew Butler,2567871,DL,MIA,NE,1,2,,,,,,,,,,,,,,,,102,2.70
George Karlaftis,2567796,DL,KC,PHI,1,2,,,,,,,,,,,,,,,,103,2.70
PJ Mustipher,2570939,DL,ARI,CAR,1,2,,,,,,,,,,,,,,,,104,2.70
James Pearce Jr.,2573916,DL,ATL,@MIN,,2,0.5,,,,,,,,,,,,1,,,105,2.70
Joseph Ossai,2565956,DL,CIN,JAX,1,1,,,,,,,,,,,,,1,,,106,2.60
Nathan Shepherd,2560873,DL,NO,SF,1,1,,,,,,,,,,,,,1,,,107,2.60
Shelby Harris,2549926,DL,CLE,@BAL,,,,,,,,,,,,,,1,,,,108,2.50
Tyquan Lewis,2560791,DL,IND,DEN,,,,,,,,,,,,,,1,,,,109,2.50
Tyree Wilson,2570050,DL,LV,LAC,,,,,,,,,,,,,,1,,,,110,2.50
Kalia Davis,2568204,DL,SF,@NO,1,1,,,,,,,,,,,,,,,,111,2.10
Justin Eboigbe,2572468,DL,LAC,@LV,1,1,,,,,,,,,,,,,,,,112,2.10
Javontae Jean-Baptiste,2572570,DL,WAS,@GB,1,1,,,,,,,,,,,,,,,,113,2.10
Travis Jones,2567277,DL,BAL,CLE,1,1,,,,,,,,,,,,,,,,114,2.10
Charles Omenihu,2562324,DL,KC,PHI,1,1,,,,,,,,,,,,,,,,115,2.10
Ruke Orhorhoro,2571811,DL,ATL,@MIN,,1,0.5,,,,,,,,,,,,1,,,116,2.10
Elijah Roberts,2574596,DL,TB,@HOU,,1,0.5,,,,,,,,,,,,1,,,117,2.10
Tim Settle,2560871,DL,HOU,TB,1,1,,,,,,,,,,,,,,,,118,2.10
Barryn Sorrell,2574137,DL,GB,WAS,,1,0.5,,,,,,,,,,,,1,,,119,2.10
Shemar Stewart,2574039,DL,CIN,JAX,1,1,,,,,,,,,,,,,,,,120,2.10
Eyioma Uwazurike,2567535,DL,DEN,@IND,1,1,,,,,,,,,,,,,,,,121,2.10
Abdul Carter,2574417,DL,NYG,@DAL,1,,,,,,,,,,,,,,1,,,122,2.00
Teair Tart,2565474,DL,LAC,@LV,1,,,,,,,,,,,,,,1,,,123,2.00
Andrew Billings,2555267,DL,CHI,@DET,,3,,,,,,,,,,,,,,,,124,1.80
Vernon Broughton,2574393,DL,NO,SF,,3,,,,,,,,,,,,,,,,125,1.80
