PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Mack Hollins,2558262,WR,MIA,,,,,,16,226,1,,,,,12.10,,16,16,16,22,73,,,,45,44.67
Damiere Byrd,2553499,WR,CHI,,,,12,,10,105,2,1,,,,10.28,1,10,11,10,17,59,3,2,1,46,39.10
Kendrick Bourne,2558914,WR,NE,,,,,,16,257,,,,,,10.96,,16,16,16,34,47,8,,3,47,38.90
Jakeem Grant,2556190,WR,CHI,,,,12,,13,203,2,,,,2,10.28,3,13,16,13,22,59,1,,,48,38.37
Tavon Austin,2539336,WR,JAX,,,,270,1,13,47,,,,,5,10.45,59,13,72,13,22,59,3,8,2,49,37.90
Laquon Treadwell,2555214,WR,JAX,,,,,,20,200,,,,,1,10.45,,20,20,20,35,57,1,,1,50,34.90
Demarcus Robinson,2555478,WR,KC,,,,,,21,212,,,,,,,,,,,,,,,,51,33.40
Jamal Agnew,2558821,WR,JAX,,,,9,,2,18,,2,,,3,10.45,2,2,4,2,2,100,,,,52,29.70
Jaydon Mickens,2556861,WR,TB,,,,,,6,77,2,1,,,4,12.66,,6,6,6,11,55,5,2,1,53,29.50
Alex Erickson,2556519,WR,CAR,,,,16,,12,180,1,,,,6,13.79,5,12,17,12,16,75,1,1,,54,28.70
Curtis Samuel,2558066,WR,WAS,,,,64,,15,115,,,,,,11.14,4,15,19,15,26,58,1,1,,55,27.90
Josh Reynolds,2558194,WR,DET,,,,,,11,104,1,,,,,10.09,,11,11,11,24,46,8,3,5,56,27.00
Chris Conley,2552652,WR,HOU,,,,,,11,175,,,,,,10.62,,11,11,11,16,69,,,,57,24.70
Chad Hansen,2558069,WR,FA,,,,,,9,94,,,,,,,,,,,,,,,,58,17.30
Mike Williams,2558846,WR,LAC,,,,,,11,95,,,,,,10.69,,11,11,11,23,48,4,1,1,59,16.70
Marvin Hall,2557034,WR,ATL,,,,,,2,60,1,,,,,12.19,,2,2,2,9,22,2,,1,60,16.40
Pharoh Cooper,2555419,WR,NYG,,,,6,,11,84,,1,,,3,6.93,1,11,12,11,19,58,3,1,1,61,15.50
Willie Snead,2550256,WR,CAR,,,,,,8,92,,,,,1,13.79,,8,8,8,16,50,3,2,1,62,15.40
Mike Thomas,2556381,WR,CIN,,,,,,5,93,,,,,1,9.63,,5,5,5,7,71,,,,63,14.50
Breshad Perriman,2552597,WR,TB,,,,,,10,77,,,,,,12.66,,10,10,10,35,29,3,,,64,12.70
Matthew Slater,4487,WR,NE,,,,,,,,,,,,,10.96,,,,,,,,,,65,11.00
Noah Brown,2558091,WR,DAL,,,,,,4,33,,,,,,8.49,,4,4,4,9,44,1,1,1,66,5.30
Allen Robinson,2543509,WR,CHI,,,,,,1,17,,,,,,10.28,,1,1,1,1,100,,,,67,2.20
Rodney Adams,2558047,WR,CHI,,,,,,,,,,,,,10.28,,,,,,,,,,68,0.00
Quincy Adeboyejo,2558906,WR,FA,,,,,,,,,,,,,,,,,,,,,,,69,0.00
Brandon Aiyuk,2565093,WR,SF,,,,,,,,,,,,,6.86,,,,,,,,,,70,0.00
Landen Akers,2566193,WR,LA,,,,,,,,,,,,,11.35,,,,,,,,,,71,0.00
Keenan Allen,2540154,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,72,0.00
Geronimo Allison,2556460,WR,DET,,,,,,,,,,,,,10.09,,,,,,,,,,73,0.00
J.J. Arcega-Whiteside,2562466,WR,PHI,,,,,,,,,,,,,11.39,,,,,,,,,,74,0.00
Marcell Ateman,2560961,WR,FA,,,,,,,,,,,,,,,,,,,,,,,75,0.00
Tutu Atwell,2566196,WR,LA,,,,,,,,,,,,,11.35,,,,,,,,,,76,0.00
Andre Baccellia,2564250,WR,ARI,,,,,,,,,,,,,,,,,,,,,,,77,0.00
Alex Bachman,2563301,WR,NYG,,,,,,,,,,,,,6.93,,,,,,,,,,78,0.00
Manasseh Bailey,2564817,WR,FA,,,,,,,,,,,,,,,,,,,,,,,79,0.00
Kawaan Baker,2566349,WR,NO,,,,,,,,,,,,,7.46,,,,,,,,,,80,0.00
Rashod Bateman,2565836,WR,BAL,,,,,,,,,,,,,13.09,,,,,,,,,,81,0.00
Cameron Batson,2561521,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,82,0.00
Omar Bayless,2563623,WR,FA,,,,,,,,,,,,,,,,,,,,,,,83,0.00
Odell Beckham Jr.,2543496,WR,LA,,,,,,,,,,,,,11.35,,,,,,,,,,84,0.00
Chad Beebe,2561482,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,85,0.00
Reggie Begelton,2563446,WR,FA,,,,,,,,,,,,,,,,,,,,,,,86,0.00
Travis Benjamin,2532790,WR,SF,,,,,,,,,,,,,6.86,,,,,,,,,,87,0.00
Trinity Benson,2563035,WR,DET,,,,,,,,,,,,,10.09,,,,,,,,,,88,0.00
Braxton Berrios,2560975,WR,NYJ,,,,,,,,,,,,,12.46,,,,,,,,,,89,0.00
Tarik Black,2565594,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,90,0.00
Justin Blackmon,2533038,WR,FA,,,,,,,,,,,,,,,,,,,,,,,91,0.00
Chris Blair,2565588,WR,GB,,,,,,,,,,,,,11.06,,,,,,,,,,92,0.00
Christian Blake,2561443,WR,ATL,,,,,,,,,,,,,12.19,,,,,,,,,,93,0.00
C.J. Board,2558911,WR,NYG,,,,,,,,,,,,,6.93,,,,,,,,,,94,0.00
Victor Bolden,2558912,WR,FA,,,,,,,,,,,,,,,,,,,,,,,95,0.00
Lynn Bowden,2564412,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,96,0.00
Miles Boykin,2562631,WR,BAL,,,,,,,,,,,,,13.09,,,,,,,,,,97,0.00
Ja'Marcus Bradley,2563761,WR,CLE,,,,,,,,,,,,,6.15,,,,,,,,,,98,0.00
A.J. Brown,2562238,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,99,0.00
Dyami Brown,2566586,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,100,0.00
Fred Brown,2559396,WR,FA,,,,,,,,,,,,,,,,,,,,,,,101,0.00
Marquise Brown,2562379,WR,BAL,,,,,,,,,,,,,13.09,,,,,,,,,,102,0.00
Tony Brown,2563764,WR,FA,,,,,,,,,,,,,,,,,,,,,,,103,0.00
Ventell Bryant,2563267,WR,FA,,,,,,,,,,,,,,,,,,,,,,,104,0.00
Rico Bussey,2565780,WR,PIT,,,,,,,,,,,,,11.15,,,,,,,,,,105,0.00
Hakeem Butler,2562491,WR,FA,,,,,,,,,,,,,,,,,,,,,,,106,0.00
Lawrence Cager,2565492,WR,CLE,,,,,,,,,,,,,6.15,,,,,,,,,,107,0.00
Deon Cain,2560987,WR,PHI,,,,,,,,,,,,,11.39,,,,,,,,,,108,0.00
Antonio Callaway,2560988,WR,FA,,,,,,,,,,,,,,,,,,,,,,,109,0.00
Marquez Callaway,2565310,WR,NO,,,,,,,,,,,,,7.46,,,,,,,,,,110,0.00
Jalen Camp,2566148,WR,HOU,,,,,,,,,,,,,10.62,,,,,,,,,,111,0.00
Parris Campbell,2562495,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,112,0.00
Dylan Cantrell,2560990,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,113,0.00
DeAndre Carter,2553502,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,114,0.00
Quintez Cephus,2563926,WR,DET,,,,,,,,,,,,,10.09,,,,,,,,,,115,0.00
D.J. Chark,2561018,WR,JAX,,,,,,,,,,,,,10.45,,,,,,,,,,116,0.00
Ja'Marr Chase,2565941,WR,CIN,,,,,,,,,,,,,9.63,,,,,,,,,,117,0.00
Dan Chisena,2564514,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,118,0.00
Chase Claypool,2564970,WR,PIT,,,,,,,,,,,,,11.15,,,,,,,,,,119,0.00
Tyrie Cleveland,2563881,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,120,0.00
Randall Cobb,2495448,WR,GB,,,,,,,,,,,,,11.06,,,,,,,,,,121,0.00
Matt Cole,2564442,WR,CAR,,,,,,,,,,,,,13.79,,,,,,,,,,122,0.00
Nico Collins,2566127,WR,HOU,,,,,,,,,,,,,10.62,,,,,,,,,,123,0.00
Isaiah Coulter,2564067,WR,CHI,,,,,,,,,,,,,10.28,,,,,,,,,,124,0.00
Keke Coutee,2561029,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,125,0.00
River Cracraft,2559485,WR,SF,,,,,,,,,,,,,6.86,,,,,,,,,,126,0.00
Frank Darby,2565812,WR,ATL,,,,,,,,,,,,,12.19,,,,,,,,,,127,0.00
Jaelon Darden,2566562,WR,TB,,,,,,,,,,,,,12.66,,,,,,,,,,128,0.00
Gabriel Davis,2563602,WR,BUF,,,,,,,,,,,,,6.30,,,,,,,,,,129,0.00
Quartney Davis,2564529,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,130,0.00
Rashard Davis,2559461,WR,FA,,,,,,,,,,,,,,,,,,,,,,,131,0.00
Reggie Davis,2559324,WR,FA,,,,,,,,,,,,,,,,,,,,,,,132,0.00
Gehrig Dieter,2559066,WR,KC,,,,,,,,,,,,,,,,,,,,,,,133,0.00
Derrick Dillon,2564730,WR,FA,,,,,,,,,,,,,,,,,,,,,,,134,0.00
Phillip Dorsett,2552424,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,135,0.00
Keelan Doss,2562393,WR,NYJ,,,,,,,,,,,,,12.46,,,,,,,,,,136,0.00
Ashton Dulin,2562646,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,137,0.00
Devin Duvernay,2563551,WR,BAL,,,,,,,,,,,,,13.09,,,,,,,,,,138,0.00
Bryan Edwards,2564418,WR,LV,,,,,,,,,,,,,9.72,,,,,,,,,,139,0.00
D'Wayne Eskridge,2566553,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,140,0.00
Simi Fehoko,2566004,WR,DAL,,,,,,,,,,,,,8.49,,,,,,,,,,141,0.00
Maurice Ffrench,2564277,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,142,0.00
Chris Finke,2565099,WR,FA,,,,,,,,,,,,,,,,,,,,,,,143,0.00
Dez Fitzpatrick,2566109,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,144,0.00
Isaiah Ford,2558071,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,145,0.00
Robert Foster,2560729,WR,DAL,,,,,,,,,,,,,8.49,,,,,,,,,,146,0.00
Daurice Fountain,2559921,WR,KC,,,,,,,,,,,,,,,,,,,,,,,147,0.00
John Franklin,2561197,WR,FA,,,,,,,,,,,,,,,,,,,,,,,148,0.00
Travis Fulgham,2562653,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,149,0.00
Aaron Fuller,2565150,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,150,0.00
Will Fuller,2555346,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,151,0.00
Devin Funchess,2552458,WR,FA,,,,,,,,,,,,,,,,,,,,,,,152,0.00
Rico Gafford,2561331,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,153,0.00
Russell Gage,2561061,WR,ATL,,,,,,,,,,,,,12.19,,,,,,,,,,154,0.00
Michael Gallup,2560735,WR,DAL,,,,,,,,,,,,,8.49,,,,,,,,,,155,0.00
Antonio Gandy-Golden,2565273,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,156,0.00
Tanner Gentry,2559176,WR,BUF,,,,,,,,,,,,,6.30,,,,,,,,,,157,0.00
Terry Godwin,2562594,WR,JAX,,,,,,,,,,,,,10.45,,,,,,,,,,158,0.00
Marquise Goodwin,2539964,WR,CHI,,,,,,,,,,,,,10.28,,,,,,,,,,159,0.00
Josh Gordon,2537931,WR,KC,,,,,,,,,,,,,,,,,,,,,,,160,0.00
Cyril Grayson,2558808,WR,TB,,,,,,,,,,,,,12.66,,,,,,,,,,161,0.00
Juwan Green,2563494,WR,FA,,,,,,,,,,,,,,,,,,,,,,,162,0.00
Stephen Guidry,2565298,WR,FA,,,,,,,,,,,,,,,,,,,,,,,163,0.00
Jalen Guyton,2562844,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,164,0.00
DaeSean Hamilton,2561002,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,165,0.00
K.J. Hamler,2563890,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,166,0.00
Josh Hammond,2564193,WR,JAX,,,,,,,,,,,,,10.45,,,,,,,,,,167,0.00
Mecole Hardman,2562580,WR,KC,,,,,,,,,,,,,,,,,,,,,,,168,0.00
Kelvin Harmon,2562577,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,169,0.00
De'Michael Harris,2564124,WR,IND,,,,,,,,,,,,,8.79,,,,,,,,,,170,0.00
Deonte Harris,2563155,WR,NO,,,,,,,,,,,,,7.46,,,,,,,,,,171,0.00
N'Keal Harry,2562659,WR,NE,,,,,,,,,,,,,10.96,,,,,,,,,,172,0.00
Penny Hart,2562804,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,173,0.00
Jeremiah Haydel,2566223,WR,FA,,,,,,,,,,,,,,,,,,,,,,,174,0.00
Tee Higgins,2563731,WR,CIN,,,,,,,,,,,,,9.63,,,,,,,,,,175,0.00
John Hightower,2564829,WR,PHI,,,,,,,,,,,,,11.39,,,,,,,,,,176,0.00
K.J. Hill,2565048,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,177,0.00
Kendall Hinton,2563893,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,178,0.00
KhaDarel Hodge,2561653,WR,DET,,,,,,,,,,,,,10.09,,,,,,,,,,179,0.00
Isaiah Hodgins,2563611,WR,BUF,,,,,,,,,,,,,6.30,,,,,,,,,,180,0.00
Chris Hogan,2530515,WR,FA,,,,,,,,,,,,,,,,,,,,,,,181,0.00
Krishawn Hogan,2559286,WR,FA,,,,,,,,,,,,,,,,,,,,,,,182,0.00
Alexander Hollins,2562989,WR,FA,,,,,,,,,,,,,,,,,,,,,,,183,0.00
Cody Hollister,2558955,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,184,0.00
Lil'Jordan Humphrey,2562668,WR,NO,,,,,,,,,,,,,7.46,,,,,,,,,,185,0.00
Adam Humphries,2553895,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,186,0.00
Jalen Hurd,2562287,WR,FA,,,,,,,,,,,,,,,,,,,,,,,187,0.00
Allen Hurns,2550353,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,188,0.00
John Hurst,2565222,WR,FA,,,,,,,,,,,,,,,,,,,,,,,189,0.00
Ishmael Hyman,2562953,WR,FA,,,,,,,,,,,,,,,,,,,,,,,190,0.00
Josh Imatorbhebhe,2565621,WR,FA,,,,,,,,,,,,,,,,,,,,,,,191,0.00
Trenton Irwin,2562900,WR,CIN,,,,,,,,,,,,,9.63,,,,,,,,,,192,0.00
Andy Isabella,2562669,WR,ARI,,,,,,,,,,,,,,,,,,,,,,,193,0.00
Thomas Ives,2563076,WR,FA,,,,,,,,,,,,,,,,,,,,,,,194,0.00
Trishton Jackson,2564355,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,195,0.00
Richie James,2560761,WR,SF,,,,,,,,,,,,,6.86,,,,,,,,,,196,0.00
Justin Jefferson,2564556,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,197,0.00
Van Jefferson,2564358,WR,LA,,,,,,,,,,,,,11.35,,,,,,,,,,198,0.00
Gary Jennings,2562292,WR,FA,,,,,,,,,,,,,,,,,,,,,,,199,0.00
Jauan Jennings,2565114,WR,SF,,,,,,,,,,,,,6.86,,,,,,,,,,200,0.00
Jerry Jeudy,2563896,WR,DEN,,,,,,,,,,,,,5.88,,,,,,,,,,201,0.00
Anthony Johnson,2562297,WR,FA,,,,,,,,,,,,,,,,,,,,,,,202,0.00
Bisi Johnson,2562465,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,203,0.00
Cade Johnson,2567115,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,204,0.00
Collin Johnson,2564202,WR,NYG,,,,,,,,,,,,,6.93,,,,,,,,,,205,0.00
Diontae Johnson,2562674,WR,PIT,,,,,,,,,,,,,11.15,,,,,,,,,,206,0.00
Johnathon Johnson,2565313,WR,FA,,,,,,,,,,,,,,,,,,,,,,,207,0.00
Jon'Vea Johnson,2562839,WR,FA,,,,,,,,,,,,,,,,,,,,,,,208,0.00
KeeSean Johnson,2562677,WR,PHI,,,,,,,,,,,,,11.39,,,,,,,,,,209,0.00
Marcus Johnson,2556855,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,210,0.00
Tyler Johnson,2565225,WR,TB,,,,,,,,,,,,,12.66,,,,,,,,,,211,0.00
Tyron Johnson,2562932,WR,LV,,,,,,,,,,,,,9.72,,,,,,,,,,212,0.00
Tim Jones,2565624,WR,JAX,,,,,,,,,,,,,10.45,,,,,,,,,,213,0.00
Travis Jonsen,2565228,WR,FA,,,,,,,,,,,,,,,,,,,,,,,214,0.00
Marcus Kemp,2559076,WR,KC,,,,,,,,,,,,,,,,,,,,,,,215,0.00
Tom Kennedy,2563319,WR,DET,,,,,,,,,,,,,10.09,,,,,,,,,,216,0.00
Darvin Kidsy,2561359,WR,FA,,,,,,,,,,,,,,,,,,,,,,,217,0.00
Mason Kinsey,2565459,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,218,0.00
Christian Kirk,2560781,WR,ARI,,,,,,,,,,,,,,,,,,,,,,,219,0.00
Keith Kirkwood,2561224,WR,CAR,,,,,,,,,,,,,13.79,,,,,,,,,,220,0.00
J.J. Koski,2564367,WR,LA,,,,,,,,,,,,,11.35,,,,,,,,,,221,0.00
Jake Kumerow,2553548,WR,BUF,,,,,,,,,,,,,6.30,,,,,,,,,,222,0.00
CeeDee Lamb,2563848,WR,DAL,,,,,,,,,,,,,8.49,,,,,,,,,,223,0.00
Jake Lampman,2556882,WR,FA,,,,,,,,,,,,,,,,,,,,,,,224,0.00
Allen Lazard,2560787,WR,GB,,,,,,,,,,,,,11.06,,,,,,,,,,225,0.00
Kai Locksley,2565675,WR,FA,,,,,,,,,,,,,,,,,,,,,,,226,0.00
Austin Mack,2564760,WR,FA,,,,,,,,,,,,,,,,,,,,,,,227,0.00
Josh Malone,2558127,WR,FA,,,,,,,,,,,,,,,,,,,,,,,228,0.00
Terrace Marshall Jr.,2565902,WR,CAR,,,,,,,,,,,,,13.79,,,,,,,,,,229,0.00
Jalen McCleskey,2563515,WR,FA,,,,,,,,,,,,,,,,,,,,,,,230,0.00
Ray-Ray McCloud,2560801,WR,PIT,,,,,,,,,,,,,11.15,,,,,,,,,,231,0.00
Isaiah McKoy,2565786,WR,FA,,,,,,,,,,,,,,,,,,,,,,,232,0.00
Terry McLaurin,2562489,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,233,0.00
Racey McMath,2566112,WR,TEN,,,,,,,,,,,,,7.66,,,,,,,,,,234,0.00
Kirk Merritt,2564481,WR,MIA,,,,,,,,,,,,,12.10,,,,,,,,,,235,0.00
DK Metcalf,2562685,WR,SEA,,,,,,,,,,,,,12.26,,,,,,,,,,236,0.00
Jakobi Meyers,2562492,WR,NE,,,,,,,,,,,,,10.96,,,,,,,,,,237,0.00
Marken Michel,2556616,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,238,0.00
Anthony Miller,2560810,WR,PIT,,,,,,,,,,,,,11.15,,,,,,,,,,239,0.00
Scott Miller,2562865,WR,TB,,,,,,,,,,,,,12.66,,,,,,,,,,240,0.00
Dax Milne,2566601,WR,WAS,,,,,,,,,,,,,11.14,,,,,,,,,,241,0.00
Denzel Mims,2564802,WR,NYJ,,,,,,,,,,,,,12.46,,,,,,,,,,242,0.00
Steven Mitchell,2560812,WR,FA,,,,,,,,,,,,,,,,,,,,,,,243,0.00
D.J. Montgomery,2562827,WR,NYJ,,,,,,,,,,,,,12.46,,,,,,,,,,244,0.00
Darnell Mooney,2563707,WR,CHI,,,,,,,,,,,,,10.28,,,,,,,,,,245,0.00
D.J. Moore,2560813,WR,CAR,,,,,,,,,,,,,13.79,,,,,,,,,,246,0.00
David Moore,2558856,WR,FA,,,,,,,,,,,,,,,,,,,,,,,247,0.00
Elijah Moore,2566385,WR,NYJ,,,,,,,,,,,,,12.46,,,,,,,,,,248,0.00
Jason Moore,2562860,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,249,0.00
Jaylon Moore,2565342,WR,BAL,,,,,,,,,,,,,13.09,,,,,,,,,,250,0.00
Rondale Moore,2566433,WR,ARI,,,,,,,,,,,,,,,,,,,,,,,251,0.00
Stanley Morgan,2562504,WR,CIN,,,,,,,,,,,,,9.63,,,,,,,,,,252,0.00
JoJo Natson,2558905,WR,CLE,,,,,,,,,,,,,6.15,,,,,,,,,,253,0.00
J.J. Nelson,2552656,WR,FA,,,,,,,,,,,,,,,,,,,,,,,254,0.00
Dazz Newsome,2565932,WR,CHI,,,,,,,,,,,,,10.28,,,,,,,,,,255,0.00
Tre Nixon,2565681,WR,NE,,,,,,,,,,,,,10.96,,,,,,,,,,256,0.00
Gunner Olszewski,2563329,WR,NE,,,,,,,,,,,,,10.96,,,,,,,,,,257,0.00
K.J. Osborn,2564574,WR,MIN,,,,,,,,,,,,,11.04,,,,,,,,,,258,0.00
Josh Palmer,2566502,WR,LAC,,,,,,,,,,,,,10.69,,,,,,,,,,259,0.00
Aaron Parker,2563860,WR,CAR,,,,,,,,,,,,,13.79,,,,,,,,,,260,0.00
