PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Cameron Jordan,2495184,DL,NO,48,14,13,17,1,2,,1,,,,,,11,28,,,1,200.30
Calais Campbell,744,DL,BAL,47,20,14.5,14,,3,1,,1,,,,,3,30,,10,2,184.23
Joey Bosa,2555249,DL,LAC,54,16,12.5,11,,4,1,,,,,,,1,21,,,3,174.10
Justin Houston,2495493,DL,BAL,46,13,9.5,16,,,1,,1,,,,,5,20,,13,4,159.53
Demarcus Lawrence,2543490,DL,DAL,35,23,14.5,14,,4,2,,,,,,,1,26,,,5,159.40
Jason Pierre-Paul,496843,DL,TB,48,20,8.5,11,,2,,,,,,,,5,13,,,6,157.10
Ryan Kerrigan,2495190,DL,PHI,34,12,13,15,1,3,,1,,,,,,1,17,24,,7,145.70
Carlos Dunlap,496780,DL,SEA,35,11,7.5,12,1,1,,1,,,,,,7,24,16,,8,142.33
Aaron Donald,2543485,DL,LA,32,9,11,15,,5,1,,,,,,,1,27,,,9,140.60
Cameron Heyward,2508109,DL,PIT,30,15,12,16,,2,1,,,,,,,3,22,,,10,137.50
Everson Griffen,496790,DL,MIN,31,14,13,12,,3,,,,,,,,1,26,,,11,133.90
Brandon Graham,496788,DL,PHI,33,14,9.5,15,,2,1,,1,,,,,2,14,,16,12,133.33
Damon Harrison,2535718,DL,FA,51,25,1.5,7,1,,,,,,,,,3,3,9,,13,133.00
DeForest Buckner,2555275,DL,IND,45,16,3,5,,1,,,,,,,,5,22,,,14,129.80
Akiem Hicks,2533433,DL,CHI,39,15,8.5,15,,,2,,,,,,,,20,,,15,129.80
Yannick Ngakoue,2555421,DL,LV,24,6,12,10,,6,2,,1,,,,,,23,,67,16,125.33
Jabaal Sheard,2495228,DL,FA,37,15,5.5,8,,2,,,,,,,,3,14,,,17,119.40
Malik Jackson,2532873,DL,CLE,31,9,8,10,,4,,,,,,,,3,11,,,18,117.90
Michael Brockers,2533050,DL,DET,39,16,4.5,8,,,,,,,,,1,4,8,,,19,117.10
Mario Addison,2530474,DL,BUF,27,17,11,10,,2,,,,,,,,1,15,,,20,113.50
A'Shawn Robinson,2555265,DL,LA,32,21,0.5,4,1,1,,1,,,,,2,6,6,2,,21,113.27
Grady Jarrett,2552327,DL,ATL,34,21,4,15,,,,,,,,,,,13,,,22,111.60
Linval Joseph,496802,DL,LAC,40,28,3.5,5,,,1,,,,,,,,10,,,23,110.90
Chris Jones,2556369,DL,KC,22,10,6.5,5,1,4,,,,,,,,7,13,-3,,24,107.30
Kenny Clark,2555282,DL,GB,32,23,4.5,6,,2,,,,,,,1,1,6,,,25,106.30
Ndamukong Suh,496861,DL,TB,29,19,4.5,9,,2,,,,,,,,2,12,,,26,105.00
Frank Clark,2552629,DL,KC,19,13,9,10,,2,1,,,,,,,2,21,,,27,99.20
Denico Autry,2550646,DL,TEN,23,13,5,9,,,,,,,,,1,7,9,,,28,98.00
Alex Okafor,2539319,DL,KC,27,16,4.5,5,,2,,,,,,,,4,9,,,29,96.70
Lawrence Guy,2495481,DL,NE,34,24,1,6,,,,,,,,,1,1,4,,,30,95.50
Jerry Hughes,496796,DL,BUF,28,16,4,12,,1,,,,,,,,,11,,,31,95.40
John Simon,2539280,DL,FA,28,15,3,7,1,,,1,,,,,,1,12,26,,32,92.97
Vinny Curry,2532825,DL,NYJ,25,17,3,10,,1,,,,,,,,,19,,,33,90.10
Myles Garrett,2557965,DL,CLE,19,12,7,9,,1,1,,,,,,,1,18,,,34,85.40
Leonard Williams,2552486,DL,NYG,22,25,2,3,1,,,,,,,,,1,25,6,,35,84.60
Adam Gotsis,2555502,DL,JAX,28,13,2,4,,,1,,,,,,1,4,5,,,36,84.50
Emmanuel Ogbah,2555278,DL,MIA,18,11,4,5,,2,1,,,,,,1,6,5,,,37,83.40
Adrian Clayborn,2495140,DL,FA,17,4,9.5,6,,2,2,,1,,,,,,17,,10,38,81.93
Sheldon Richardson,2540142,DL,MIN,27,17,1,3,1,1,2,,,,,,,1,7,5,20,39,81.83
Carl Nassib,2555270,DL,LV,19,13,3,9,,,,,,,,,1,5,8,,,40,81.70
Derek Barnett,2557984,DL,PHI,18,3,5,8,,1,2,,1,,,,2,,16,,23,41,79.27
Dante Fowler Jr.,2553431,DL,ATL,18,3,8,7,,2,2,,1,,,,,,10,,53,42,79.27
Malcom Brown,2552483,DL,JAX,29,20,2.5,4,,,,,,,,,,,5,,,43,78.80
Steve McLendon,2507590,DL,TB,30,16,1.5,7,,,,,,,,,,,3,,,44,78.80
Vic Beasley,2552301,DL,FA,23,6,5,8,,1,,,,,,,,2,5,,,45,76.90
Johnathan Hankins,2540147,DL,LV,24,20,2,4,,,,,,,,,,3,5,,,46,76.80
Fletcher Cox,2533051,DL,PHI,15,11,5.5,5,,1,2,,1,,,,,2,17,,20,47,76.47
Tyson Alualu,496760,DL,PIT,25,14,4,6,,,,,,,,,,1,6,,,48,76.20
Jarran Reed,2555238,DL,KC,23,22,1.5,4,,1,,,,,,,,1,8,,,49,75.70
Trevon Coley,2556504,DL,TEN,24,17,2,7,,,1,,,,,,,2,4,,7,50,75.13
Dalvin Tomlinson,2557846,DL,MIN,30,20,1,1,,,,,,,,,,1,1,,,51,73.50
Tyrone Crawford,2532821,DL,FA,18,9,4,4,,1,1,,,,,,1,2,12,,,52,70.30
Stephon Tuitt,2543483,DL,PIT,19,6,3,8,,1,,,,,,,,2,12,,,53,69.60
Justin Ellis,2543812,DL,BAL,27,21,0.5,1,,,,,,,,,1,,1,,,54,68.70
Akeem Spence,2540201,DL,FA,19,20,3,4,,1,,,,,,,,,9,,,55,68.30
Dean Lowry,2555274,DL,GB,18,14,2,5,,,1,,1,,,,,2,5,,62,56,67.87
Deatrich Wise,2558000,DL,NE,16,10,5,5,,,,,,,,,,1,19,,,57,64.70
Domata Peko Sr.,2506925,DL,FA,24,14,1,6,,,1,,,,,,,,1,,1,58,64.53
Allen Bailey,2495116,DL,FA,21,17,2,6,,,,,,,,,,,2,,,59,63.30
Margus Hunt,2539310,DL,CHI,19,10,1,6,,,,,,,,,1,2,7,,,60,62.80
Javon Hargrave,2555239,DL,PHI,21,11,2,4,,1,,,,,,,,1,4,,,61,62.50
David Onyemata,2556274,DL,NO,18,20,2,4,,,,,,,,,,1,5,,,62,61.60
Sheldon Rankins,2555242,DL,NYJ,16,10,2,5,1,1,,,,,,,,1,9,27,,63,61.60
Carl Lawson,2557901,DL,NYJ,10,6,8.5,8,,,,,,,,,,,21,,,64,61.30
Chris Smith,2543692,DL,HOU,17,9,3,4,,1,,,,,,,,2,9,,,65,61.10
William Gholston,2540176,DL,TB,21,15,,4,,,,,,,,,2,,1,,,66,60.20
Tyeler Davison,2552329,DL,ATL,22,9,,3,,2,,,,,,,,1,2,,,67,59.60
Brandon Williams,2541302,DL,BAL,18,12,,5,,,1,,1,,,,,2,2,,1,68,58.73
DaQuan Jones,2543504,DL,CAR,19,12,3.5,4,,,,,,,,,,,6,,,69,57.90
Derek Wolfe,2533026,DL,BAL,18,13,2,6,,,,,,,,,,,6,,,70,57.00
Mario Edwards,2553433,DL,CHI,19,8,3.5,4,,,,,,,,,,,9,,,71,56.20
Danny Shelton,2552325,DL,NYG,20,13,,5,,,,,,,,,,1,1,,,72,54.90
Charles Harris,2558001,DL,DET,15,4,2,5,,,1,,,,,,,2,12,,,73,52.20
Henry Anderson,2552272,DL,NE,15,7,2,4,,1,,,,,,,1,,7,,,74,51.10
Larry Ogunjobi,2557836,DL,CIN,17,15,1,4,,,,,,,,,,,3,,,75,50.40
Mike Pennel,2550242,DL,ATL,20,15,,,,,,,,,,,,,1,,,76,46.50
Morgan Fox,2556529,DL,CAR,14,5,2.5,2,,1,1,,,,1,,,,3,,,77,45.80
Maliek Collins,2555400,DL,HOU,10,12,2.5,4,,,2,,,,,,,,9,,6,78,44.30
Dion Jordan,2539288,DL,FA,10,8,4,4,,1,,,,,,,,,5,,,79,43.40
Austin Johnson,2556368,DL,NYG,15,9,1,1,,,,,,,,,,1,1,,,80,39.20
Benson Mayowa,2542009,DL,SEA,13,8,1,3,,,,,,,,,,,5,,,81,37.50
Damion Square,2540003,DL,LV,13,6,,1,,,1,,,,,,,3,1,,,82,37.40
Xavier Williams,2553764,DL,FA,16,4,0.5,1,,1,,,,,,,,,1,,,83,36.90
Shamar Stephen,2543706,DL,DEN,9,19,1,1,,,,,,,,,,,3,,,84,35.50
Vincent Taylor,2558017,DL,HOU,11,7,,1,,,,,,,,,2,1,1,,,85,34.80
Trey Hendrickson,2557943,DL,CIN,7,6,2,2,,1,,,,,,,,2,5,,,86,34.70
Dawuane Smoot,2557839,DL,JAX,14,6,,2,,,,,,,,,,,5,,,87,34.10
J.J. Watt,2495488,DL,ARI,11,4,,3,,,,,,,,,,2,5,,,88,33.90
Adam Butler,2558924,DL,MIA,11,8,2,2,,,,,,,,,,,2,,,89,33.10
Rakeem Nunez-Roches,2552674,DL,TB,13,11,0.5,,,,,,,,,,,,2,,,90,32.90
Sylvester Williams,2539270,DL,FA,12,8,,4,,,,,,,,,,,,,,91,32.80
Carlos Watkins,2557877,DL,DAL,9,12,,3,,,,,,,,,,1,,,,92,31.90
Zach Kerr,2550575,DL,ARI,10,9,0.5,2,,,,,,,,,,1,2,,,93,31.70
Grover Stewart,2558766,DL,IND,12,11,,1,,,,,,,,,,,,,,94,30.70
Arik Armstead,2552493,DL,SF,8,8,1.5,2,,,,,,,,,,1,3,,,95,30.00
Christian Covington,2552602,DL,LAC,10,6,1,1,,1,,,,,,,,,2,,,96,29.80
Tanoh Kpassagnon,2558185,DL,NO,8,6,2,3,,,,,,,,,,,2,,,97,27.90
Eli Ankou,2559132,DL,BUF,8,7,1.5,1,,,,,,,,,,,2,,,98,24.70
Vernon Butler,2555243,DL,BUF,8,5,,1,,,,,,,,,,1,2,,,99,22.60
