PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Todd Gurley,2552475,RB,FA,,,,1305,13,64,788,6,,,,5,,,,,,,,,,,1,346.30
Le'Veon Bell,2540175,RB,FA,,,,1291,9,85,655,2,,,,3,,,,,,,,,,,2,297.10
Alvin Kamara,2558019,RB,NO,,,,728,8,81,826,5,1,,1,1,10.38,120,81,201,81,100,81,17,39,14,3,279.90
Kareem Hunt,2557917,RB,CLE,,,,1327,8,53,455,3,,,,1,3.95,272,53,325,53,63,84,9,43,19,4,270.40
Melvin Gordon,2552469,RB,DEN,,,,1105,8,58,476,4,,,,1,6.74,284,58,342,58,83,70,10,57,25,5,257.10
Mark Ingram,2495466,RB,NO,,,,1124,12,58,416,,,,,3,10.38,230,58,288,58,71,82,12,43,19,6,250.00
LeSean McCoy,79607,RB,FA,,,,1138,6,59,448,2,,,,3,,,,,,,,,,,7,232.80
Leonard Fournette,2557973,RB,TB,,,,1040,9,36,302,1,,,,2,6.42,268,36,304,36,48,75,2,31,16,8,211.90
Carlos Hyde,2543743,RB,JAX,,,,938,8,59,350,,,,,2,10.41,240,59,299,59,88,67,11,50,32,9,208.40
Christian McCaffrey,2557997,RB,CAR,,,,435,2,80,651,5,,,,2,8.07,117,80,197,80,113,71,13,26,10,10,192.60
Ezekiel Elliott,2555224,RB,DAL,,,,983,7,26,269,2,,,,1,8.53,242,26,268,26,38,68,3,43,18,11,190.20
Dion Lewis,2495469,RB,FA,,,,896,6,32,214,3,1,,,,,,,,,,,,,,12,187.00
Duke Johnson,2552461,RB,MIA,,,,348,4,74,693,3,,,,4,10.36,82,74,156,74,93,80,5,15,7,13,181.50
Lamar Miller,2533034,RB,FA,,,,888,3,36,327,3,,,,1,,,,,,,,,,,14,174.50
Tevin Coleman,2552453,RB,NYJ,,,,628,5,27,299,3,,,,1,10.08,156,27,183,27,39,69,4,27,12,15,153.90
Jerick McKinnon,2543715,RB,KC,,,,570,3,51,421,2,,,1,3,,,,,,,,,,,16,153.10
Latavius Murray,2541161,RB,BAL,,,,842,8,15,103,,,,,1,5.42,216,15,231,15,17,88,2,49,20,17,148.00
Kenyan Drake,2555230,RB,LV,,,,644,3,32,239,1,,,1,2,8.61,133,32,165,32,48,67,3,17,6,18,135.60
Jamaal Williams,2558204,RB,DET,,,,556,4,25,262,2,,,,,9.13,153,25,178,25,34,74,3,23,10,19,135.40
Giovani Bernard,2540156,RB,TB,,,,458,2,43,389,2,,,,,6.42,105,43,148,43,60,72,5,14,3,20,131.90
Theo Riddick,2540020,RB,FA,,,,286,3,53,444,2,,,,1,,,,,,,,,,,21,130.90
Derrick Henry,2556075,RB,TEN,,,,744,5,11,136,1,,,,1,10.27,176,11,187,11,17,65,3,29,9,22,127.50
Austin Ekeler,2559169,RB,LAC,,,,260,2,27,279,3,,,,2,10.99,47,27,74,27,35,77,5,10,4,23,122.10
Ameer Abdullah,2552374,RB,CAR,,,,552,4,25,162,1,,,,2,8.07,165,25,190,25,35,71,9,25,8,24,111.60
James White,2543773,RB,NE,,,,171,,56,429,3,,,,,9.50,43,56,99,56,72,78,11,24,8,25,107.70
Samaje Perine,2558138,RB,CIN,,,,603,1,22,182,1,,,,2,6.76,175,22,197,22,24,92,1,25,10,26,98.50
Corey Clement,2559150,RB,DAL,,,,321,4,10,123,2,,,1,,8.53,74,10,84,10,15,67,3,15,7,27,96.80
Wayne Gallman,2557952,RB,ATL,,,,476,,34,193,1,,,,3,16.26,111,34,145,34,48,71,2,16,6,28,94.40
Matt Breida,2558918,RB,BUF,,,,465,2,21,180,1,,,,1,11.71,105,21,126,21,36,58,4,14,3,29,92.00
Peyton Barber,2556466,RB,LV,,,,423,3,16,114,,,,,2,8.61,108,16,124,16,19,84,1,22,11,30,86.90
J.D. McKissic,2556440,RB,WAS,,,,187,1,34,266,2,,,,,12.84,46,34,80,34,46,74,3,9,3,31,83.70
Ty Montgomery,2552429,RB,NO,,,,273,3,23,173,1,,,,,10.38,71,23,94,23,31,74,5,13,8,32,80.10
Devontae Booker,2555223,RB,NYG,,,,299,1,30,275,,,,,2,16.24,79,30,109,30,38,79,5,21,4,33,78.80
Aaron Jones,2558116,RB,GB,,,,448,4,9,22,,,,,,12.19,81,9,90,9,18,50,3,12,5,34,75.50
DeAndre Washington,2555464,RB,FA,,,,153,2,34,197,1,,,,2,,,,,,,,,,,35,74.80
Adrian Peterson,2507164,RB,TEN,,,,529,2,11,70,,,,,3,10.27,156,11,167,11,19,58,3,20,7,36,74.10
T.J. Yeldon,2552471,RB,FA,,,,253,2,30,224,,,,,2,,,,,,,,,,,37,72.40
Cordarrelle Patterson,2540145,RB,ATL,,,,121,2,31,309,,,,,3,16.26,13,31,44,31,42,74,4,5,1,38,71.40
Alfred Morris,2533457,RB,FA,,,,547,1,7,45,,,,,,,,,,,,,,,,39,68.70
Dalvin Cook,2557991,RB,MIN,,,,354,2,11,90,,,,,1,13.03,74,11,85,11,16,69,3,11,6,40,61.60
Kyle Juszczyk,2540230,RB,SF,,,,31,,33,315,1,,,,2,9.55,7,33,40,33,42,79,6,8,1,41,56.50
D'Onta Foreman,2557994,RB,TEN,,,,327,2,6,83,,,,,2,10.27,78,6,84,6,8,75,1,11,5,42,52.00
Mike Davis,2553439,RB,ATL,,,,240,,15,131,,,,,,16.26,68,15,83,15,18,83,,6,2,43,45.60
Malcolm Brown,2552382,RB,MIA,,,,246,1,9,53,,,,,1,10.36,63,9,72,9,11,82,1,9,3,44,42.40
C.J. Ham,2556803,RB,MIN,,,,13,1,7,68,,,,,,13.03,7,7,14,7,8,88,,1,1,45,36.90
Chris Carson,2558865,RB,SEA,,,,208,,7,59,1,,,,,8.83,49,7,56,7,8,88,2,3,1,46,36.20
Keith Smith,2550400,RB,ATL,,,,,,5,26,,,,,,16.26,,5,5,5,5,100,,,,47,25.60
Patrick Ricard,2558990,RB,BAL,,,,,,4,12,2,,,,,5.42,,4,4,4,4,100,2,2,2,48,24.90
