PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Bobby Wagner,2532966,LB,SEA,97,36,1.5,13,2,,1,,1,,1,,,6,13,7,21,1,252.63
Blake Martinez,2555161,LB,NYG,96,48,1,10,1,1,2,,,,,,,8,2,3,,2,248.70
Deion Jones,2555162,LB,ATL,91,47,1,10,3,,,,,,,,,10,,42,,3,246.20
Demario Davis,2533008,LB,NO,97,38,5,13,,,1,,,,,,,3,15,,12,4,241.20
Joe Schobert,2555166,LB,PIT,87,57,3,4,1,3,,,,,,,,4,7,8,,5,233.27
Christian Kirksey,2543720,LB,HOU,86,52,3.5,6,,2,1,,,,,,,5,6,,,6,227.30
Keanu Neal,2555543,LB,DAL,83,33,,4,1,3,2,,,,,,,6,,19,,7,205.13
Eric Kendricks,2552312,LB,MIN,67,46,1,10,1,,,1,,,,,,6,6,31,,8,194.23
Lavonte David,2532828,LB,TB,76,25,,8,,5,5,,1,,,,,1,3,,21,9,192.40
Tahir Whitehead,2532986,LB,ARI,78,32,1,9,1,,4,,,,,,,2,4,18,9,10,189.10
Khalil Mack,2543463,LB,CHI,61,17,10.5,15,,1,1,,,,,,,3,22,,,11,183.80
Vince Williams,2540221,LB,FA,69,20,8,11,1,,,,,,,,,1,14,13,,12,179.23
K.J. Wright,2495252,LB,LV,71,37,,5,1,,1,,,,,,,6,3,1,,13,178.83
Sean Lee,496937,LB,FA,70,31,,13,1,,,,,,,,,1,1,9,,14,170.10
Jarrad Davis,2557855,LB,NYJ,65,31,2,4,1,1,1,,,,,,,3,4,12,16,15,163.73
Matt Judon,2555505,LB,NE,51,10,8,17,,2,1,,,,,,,3,19,,,16,161.20
Myles Jack,2555329,LB,JAX,66,24,2,5,,,1,,1,,,,,3,5,,81,17,160.60
Danny Trevathan,2532961,LB,CHI,60,29,2,4,1,1,1,,,,,,,5,5,8,,18,158.47
De'Vondre Campbell,2555255,LB,GB,61,31,2,3,,1,,,,,,,,4,6,,,19,153.50
Craig Robertson,2532431,LB,FA,53,27,2,5,2,1,2,,,,,,,6,1,20,8,20,152.13
Jon Bostic,2539978,LB,WAS,57,40,1,6,,,1,,,,,,,3,2,,,21,149.40
Christian Jones,2550572,LB,CHI,60,30,2,5,,1,1,,,,,,,2,3,,,22,148.50
Avery Williamson,2543597,LB,DEN,52,40,3,5,,2,,,,,,,,2,4,,,23,147.90
Zach Cunningham,2558094,LB,HOU,48,42,1.5,5,,1,,,,,,,,6,2,,,24,145.20
Deone Bucannon,2543769,LB,FA,58,24,1,2,1,2,,,,,,,,3,2,39,,25,143.10
T.J. Watt,2558064,LB,PIT,40,14,7,10,1,1,,,,,,,1,7,13,17,,26,142.77
Kyle Van Noy,2543699,LB,NE,58,15,5.5,7,,,,,,,,,,2,9,,,27,141.60
Anthony Hitchens,2543592,LB,KC,55,29,,9,,1,,,,,,,,2,2,,,28,139.70
Mychal Kendricks,2532890,LB,FA,55,22,2,4,,,,,,,,,,6,5,,,29,138.60
Jaylon Smith,2555310,LB,FA,50,31,1,3,,2,,,,,,,,2,2,,,30,129.30
Nick Vigil,2555528,LB,MIN,45,34,1,4,1,,,,,,,,,5,2,,,31,128.70
Thomas Davis,2506352,LB,FA,52,24,2.5,5,,,1,,,,,,,,7,,,32,124.60
Preston Smith,2552276,LB,GB,31,11,8,10,2,1,1,,,,,,,3,21,26,12,33,123.27
Todd Davis,2550930,LB,FA,48,34,1,4,,,,,,,,,,,1,,,34,117.30
Shaq Thompson,2552447,LB,CAR,41,20,2,6,,1,,,,,,,,1,6,,,35,107.70
A.J. Klein,2539982,LB,BUF,37,17,2,6,,1,,,,,,,,4,3,,,36,104.50
Barkevious Mingo,2540140,LB,FA,35,12,2,5,,3,3,,,,,,,2,7,,,37,102.60
Nicholas Morrow,2559054,LB,LV,40,20,,5,,,,,,,,,,4,2,,,38,102.50
Calvin Munson,2559217,LB,NE,36,24,2,5,,1,,,,,,,,,2,,,39,96.40
Shaquil Barrett,2550541,LB,TB,31,6,4,7,,2,1,,,,,,1,,12,,,40,93.00
Matt Milano,2557969,LB,BUF,32,17,,3,1,1,1,,1,,,,,2,2,15,40,41,92.33
Robert Quinn,2495485,LB,CHI,21,11,8.5,9,,2,,,,,,,,1,12,,,42,90.50
B.J. Goodson,2555522,LB,FA,37,16,,3,,1,,,,,,,,2,,,,43,88.70
Leonard Floyd,2555285,LB,LA,24,10,4.5,8,,,1,,,,1,,,2,12,,21,44,86.50
Devon Kennard,2543869,LB,ARI,24,17,4,7,,,1,,,,,,,2,7,,,45,82.40
Josh Bynes,2530491,LB,BAL,31,5,1,2,1,2,,,,,,,,3,1,25,,46,81.03
Cory Littleton,2556593,LB,LV,22,14,1,2,1,1,,,,,,,2,4,3,2,,47,78.17
Haason Reddick,2557887,LB,CAR,23,13,2.5,4,,2,,,,,,,,,6,,,48,70.50
Cassius Marsh,2543868,LB,CHI,26,4,3,1,,3,,,,,,,1,,4,,,49,70.40
Reggie Ragland,2555169,LB,NYG,31,13,,4,,,,,,,,,,,,,,50,69.10
Jamie Collins,2539311,LB,NE,21,10,1,5,1,1,,,,,,,,3,2,,,51,68.70
Kevin Pierre-Louis,2543563,LB,HOU,31,10,,1,,,,,,,,,,2,1,,,52,67.70
Shaq Lawson,2555252,LB,NYJ,17,16,4,4,,1,,,,,,,,2,5,,,53,66.70
Jordan Evans,2558801,LB,CIN,27,11,,3,,,,,,,,,,2,1,,,54,64.70
Pernell McPhee,2495201,LB,BAL,20,1,4,5,,1,,,,,,,,2,11,,,55,64.30
Kyle Emanuel,2552296,LB,FA,21,13,1.5,1,1,,,,,,,,,3,2,23,,56,63.37
Jalen Reeves-Maybin,2557924,LB,DET,25,5,0.5,3,,1,,,,,,,,2,1,,,57,61.00
Kyler Fackrell,2555340,LB,LAC,22,6,3,5,,,1,,,,,,,,7,,,58,60.20
Samson Ebukam,2558830,LB,SF,26,5,2,1,,1,,,,,,,,,4,,,59,59.20
Brennan Scarlett,2556673,LB,MIA,21,8,2,6,,,,,,,,,,1,3,,,60,59.10
Adarius Taylor,2550565,LB,FA,22,9,1,,,1,1,,1,,,,,1,2,,,61,58.60
Za'Darius Smith,2552279,LB,GB,15,9,3.5,3,,1,,,,,,,,1,16,,,62,58.20
Damien Wilson,2552686,LB,JAX,21,14,1,1,,,,,,,,,,1,4,,,63,54.90
Denzel Perryman,2552310,LB,LV,25,12,,1,,,1,,,,,,,,,,,64,54.60
Anthony Chickillo,2552266,LB,FA,13,6,3,2,,,,,,1,,,,1,3,,,65,43.90
Kamu Grugier-Hill,2556363,LB,HOU,19,3,,1,,1,,,,,,,1,,1,,,66,43.20
Jordan Hicks,2552315,LB,ARI,19,9,,,,,1,,,,,,,,2,,,67,41.50
Tyus Bowser,2558166,LB,BAL,9,2,3,3,1,,,,,,,,,3,4,27,,68,41.30
Tyler Matakevich,2555171,LB,BUF,18,5,,,,,,,,,,,1,1,,,,69,40.10
Kevin Minter,2540159,LB,TB,16,16,,,,,,,,,,,,,,,,70,40.00
Will Compton,2540013,LB,FA,13,6,,,1,,,,,,,,,3,,2,,71,37.97
Anthony Walker,2558851,LB,CLE,11,11,,1,,,,,,,,,1,,,,,72,32.00
Julian Stanford,2535867,LB,CAR,15,5,,1,,,,,,,,,,,,,,73,31.00
L.J. Fort,2535613,LB,BAL,9,2,1,1,,,,,,,,,,4,1,,,74,30.90
Nick Dzubnar,2553877,LB,TEN,14,7,,,,,,,,,,,,,,,,75,29.40
Alex Anzalone,2558163,LB,DET,11,5,1,1,,,,,,,,,,1,1,,,76,29.20
Hardy Nickerson,2558982,LB,HOU,12,6,,,,,,,,,,,,1,,,,77,27.70
Bryce Hager,2552307,LB,FA,9,3,,,,1,1,,,,,,,1,2,,,78,25.70
David Mayo,2553441,LB,WAS,8,11,,,,,,,,,,,,1,,,,79,24.90
Tyrell Adams,2553898,LB,SF,11,7,,,,,,,,,,,,,,,,80,24.30
Joe Thomas,2550262,LB,BAL,6,8,0.5,2,,,,,,,,,,1,1,,,81,23.60
Markus Golden,2552273,LB,ARI,11,,,1,,,,,,,,,,,4,,,82,22.20
Tarell Basham,2558165,LB,DAL,5,2,2,1,,1,,,,,,,,,4,,,83,21.10
Aaron Lynch,2543650,LB,FA,5,4,1,2,,,1,,,,,,,,5,,,84,20.20
Kyle Wilber,2532974,LB,FA,8,2,,,,1,,,,,,,,,,,,85,18.70
Joe Walker,2556192,LB,ARI,6,4,,,,,,,,,,,,1,,,,86,15.90
Eric Wilson,2559012,LB,HOU,5,3,,,,1,,,,,,,,,,,,87,14.40
Daren Bates,2541539,LB,ATL,7,1,,,,,,,,,,,,,,,,88,12.70
Jeremiah Attaochu,2543717,LB,CHI,6,1,,1,,,,,,,,,,,,,,89,12.50
Shilique Calhoun,2555294,LB,KC,4,4,,,,,,,,,,,,,3,,,90,11.50
LaRoy Reynolds,2541741,LB,NYJ,5,2,,,,,,,,,,,,,,,,91,10.10
B.J. Bello,2559141,LB,TEN,5,1,,,,,,,,,,,,,1,,,92,9.80
Elijah Lee,2558121,LB,CLE,3,1,,,,1,,,,,,,,,,,,93,9.40
Joe Jones,2559200,LB,TEN,4,,,,,,,,,,,,,,,,,94,6.80
Jared Norris,2556862,LB,WAS,4,,,,,,,,,,,,,,,,,95,6.80
Tanner Vallejo,2558289,LB,ARI,3,2,,,,,,,,,,,,,,,,96,6.70
Mark Nzeocha,2552684,LB,FA,2,1,,,,,,,,,,,,,,,,97,4.20
Neville Hewitt,2553657,LB,HOU,1,,,,,,,,,,,,,,,,,98,1.70
Edmond Robinson,2552441,LB,SEA,1,,,,,,,,,,,,,,,,,99,1.70
Matthew Adams,2561149,LB,IND,,,,,,,,,,,,,,,,,,100,0.00
Ola Adeniyi,2560950,LB,TEN,,,,,,,,,,,,,,,,,,101,0.00
Azeez Al-Shaair,2562462,LB,SF,,,,,,,,,,,,,,,,,,102,0.00
Otaro Alaka,2562217,LB,BAL,,,,,,,,,,,,,,,,,,103,0.00
Kwon Alexander,2552592,LB,NO,,,,,,,,,,,,,,,,,,104,0.00
Dakota Allen,2562618,LB,JAX,,,,,,,,,,,,,,,,,,105,0.00
Josh Allen,2562619,LB,JAX,,,,,,,,,,,,,,,,,,106,0.00
Joe Bachie,2564661,LB,CIN,,,,,,,,,,,,,,,,,,107,0.00
Markus Bailey,2563719,LB,CIN,,,,,,,,,,,,,,,,,,108,0.00
Jerome Baker,2560966,LB,MIA,,,,,,,,,,,,,,,,,,109,0.00
Derrick Barnes,2566055,LB,DET,,,,,,,,,,,,,,,,,,110,0.00
Krys Barnes,2563971,LB,GB,,,,,,,,,,,,,,,,,,111,0.00
Anthony Barr,2543459,LB,MIN,,,,,,,,,,,,,,,,,,112,0.00
Cody Barton,2562472,LB,SEA,,,,,,,,,,,,,,,,,,113,0.00
Zack Baun,2564664,LB,NO,,,,,,,,,,,,,,,,,,114,0.00
