PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Kevin Byard,2555158,DB,TEN,62,25,,3,8,,2,,,,,,,16,3,130,6,1,205.93
Jordan Poyer,2539290,DB,BUF,63,32,2,4,5,,1,1,,,,,,13,2,33,32,2,200.87
Darius Slay,2540288,DB,PHI,54,6,,1,8,,1,,,,,,,26,,73,,3,194.53
Sean Davis,2555386,DB,NE,71,21,1,7,3,1,,,,,,,,8,2,76,,4,187.53
Harrison Smith,2532948,DB,MIN,61,17,1.5,7,5,,,,,,,,,12,3,42,,5,181.20
Tre'Davious White,2557867,DB,BUF,53,16,,3,4,1,2,,1,,,,,18,,86,52,6,180.50
Micah Hyde,2539240,DB,BUF,65,17,,2,5,,,,,,,,,13,,64,,7,179.23
Kyle Fuller,2543681,DB,DEN,61,8,,2,2,,,,,,,,,22,,,,8,175.10
Devin McCourty,494287,DB,NE,80,17,1,3,1,,1,,,,,,,5,1,,,9,173.60
Matthias Farley,2556429,DB,TEN,60,38,,4,2,1,1,,,,,,,7,3,9,,10,169.20
Adoree' Jackson,2558065,DB,NYG,61,9,,1,,3,,,,,,,,17,,,,11,168.90
Jahleel Addae,2541958,DB,IND,66,30,0.5,9,,,,,,,,,,7,1,,,12,168.70
James Bradberry,2555175,DB,NYG,66,19,1,2,2,1,,,,,,,,10,1,3,,13,168.50
Tyrann Mathieu,2540180,DB,KC,70,8,1,6,2,1,,,,,,,,7,4,16,,14,166.93
Jason McCourty,89756,DB,MIA,54,11,,5,3,2,,1,,,,,,14,,59,,15,166.57
D.J. Swearinger,2539943,DB,FA,61,18,0.5,2,4,1,,,,,,,,10,1,32,,16,164.17
Desmond King,2557927,DB,HOU,66,10,4,6,1,,,1,,,,,,5,6,90,,17,163.20
Jamal Adams,2557979,DB,SEA,63,20,2,9,,1,2,,,,,,,6,2,,,18,162.10
Daniel Sorensen,2550257,DB,KC,67,22,1.5,5,1,,,,,,,,,6,7,3,,19,162.10
Malcolm Jenkins,79848,DB,NO,63,13,1,5,2,1,1,,,,,,1,8,2,,,20,160.50
T.J. Carrie,2550164,DB,IND,70,14,,3,,,2,,,,,,,9,1,,,21,159.70
Darqueze Dennard,2543474,DB,IND,61,24,2,2,2,,,1,,,,,,6,1,109,,22,158.03
Jalen Ramsey,2555280,DB,LA,52,11,,2,4,,,,,,,,,17,,34,,23,157.83
Marshon Lattimore,2558061,DB,NO,43,9,,1,5,1,1,1,,,,,,18,,85,,24,155.63
Tre Boston,2543830,DB,FA,56,23,,1,5,,,,,,,,,8,,49,,25,154.23
Dontae Johnson,2543739,DB,SF,69,8,,2,1,,,1,,,,,,7,,50,,26,153.37
Vonn Bell,2555530,DB,CIN,62,21,4.5,4,,2,,,,,,,,2,6,,,27,152.20
Eddie Jackson,2558176,DB,CHI,55,18,,1,2,1,3,1,1,,,,,6,,82,75,28,151.13
Malcolm Butler,2550613,DB,FA,55,5,1,1,2,3,,,,,,,,12,2,-1,,29,149.47
Mike Hilton,2556559,DB,CIN,48,16,4,10,2,1,,,,,,,,6,8,45,,30,148.40
Byron Jones,2552568,DB,MIA,57,25,,4,1,1,,1,,,,,,5,2,21,,31,148.10
Kareem Jackson,496735,DB,DEN,54,19,1,4,1,1,,,,,,,,10,2,2,,32,148.07
Jeff Heath,2541832,DB,NO,63,8,,2,3,2,,,,,,,,5,,20,,33,146.17
Adrian Amos,2552385,DB,GB,62,7,,6,1,2,1,1,,,,,,3,,90,4,34,146.13
Terrance Mitchell,2543637,DB,HOU,48,5,,,4,,,,,,,,,18,,40,,35,145.93
John Johnson,2558183,DB,CLE,56,19,,1,1,,,,,,,,,11,,69,,36,145.20
Marcus Williams,2558847,DB,NO,59,14,,1,4,,,,,,,,,7,,12,,37,144.90
Budda Baker,2558009,DB,ARI,58,16,1,3,,2,1,,,,,,,7,2,,,38,144.40
Marcus Peters,2552488,DB,BAL,42,4,,2,5,4,2,,1,,,,,9,,137,45,39,143.67
Patrick Robinson,2508084,DB,FA,39,8,1,3,4,,1,,,,,,1,18,,36,,40,143.40
Buster Skrine,2495343,DB,FA,56,7,1,2,1,2,2,,,,,,,9,2,,8,41,142.07
Andrew Sendejo,2525323,DB,IND,54,26,,1,2,,,,,,,,,7,,70,,42,140.93
Tashaun Gipson,2532848,DB,CHI,53,11,,4,4,,1,,,,,,,7,,83,,43,140.17
Josh Jones,2558119,DB,IND,60,11,2,5,1,,,,,,,,,5,2,,,44,139.30
Dre Kirkpatrick,2533060,DB,FA,47,8,1,4,1,1,1,,,,,,,14,1,101,,45,139.17
Karl Joseph,2555342,DB,PIT,58,21,1,2,1,1,1,,,,,,,4,1,-1,,46,138.87
Shaquill Griffin,2558259,DB,JAX,50,9,1,2,1,,,,,,,,,15,1,,,47,138.70
Kenny Vaccaro,2539320,DB,FA,48,12,1.5,7,3,,1,,1,,,,,7,2,41,,48,138.07
Daryl Worley,2555394,DB,FA,50,14,1,4,2,,,,,,,,,10,1,,,49,136.70
Xavien Howard,2555539,DB,MIA,42,6,1,3,4,,,1,,,,,,13,1,71,,50,136.07
Justin Simmons,2555550,DB,DEN,50,19,1,4,2,,,1,,,,,,5,2,65,,51,134.87
Anthony Brown,2555531,DB,DAL,47,9,1,3,2,1,,,,,,,,11,2,16,,52,133.13
Ken Crawley,2556735,DB,FA,47,7,,1,1,,,,,,,,,17,,,,53,133.00
Quandre Diggs,2552262,DB,SEA,45,10,1,5,3,1,,,,,,,,9,2,28,,54,132.43
Bashaud Breeland,2543571,DB,MIN,37,13,,,1,,,1,,,,,,19,,96,,55,131.50
Marcus Maye,2557995,DB,NYJ,57,22,,,2,1,,,,,,,,2,,44,,56,131.47
Logan Ryan,2540162,DB,NYG,50,12,,2,,1,,,,,,,,11,,,,57,128.60
Kendall Fuller,2555349,DB,WAS,43,12,,2,4,1,,,,,,,,10,,4,,58,128.33
Josh Norman,2532920,DB,SF,47,17,,,,2,1,,,,,,,9,,,,59,124.00
Adrian Phillips,2550842,DB,NE,50,13,,2,2,1,,,,,,,,5,1,13,,60,122.33
Ryan Smith,2555552,DB,LAC,52,11,,,,2,1,,,,,,1,5,,,,61,120.70
Damarious Randall,2552389,DB,FA,38,9,,4,4,,1,1,,,,,,9,,35,,62,120.47
Jourdan Lewis,2557920,DB,DAL,48,6,,2,1,,,,,,,,,10,,25,,63,118.73
Xavier Rhodes,2540155,DB,IND,44,12,,1,2,,,,,,,,,10,,23,,64,118.67
Lamarcus Joyner,2543492,DB,NYJ,39,10,,,3,1,,1,,,,,,9,,104,,65,118.27
Nickell Robey-Coleman,2540197,DB,DET,39,10,,3,2,1,1,,,,,,,9,,56,,66,114.67
K'Waun Williams,2550654,DB,SF,42,12,1,4,1,2,1,,,,,,,5,1,27,,67,114.40
Ross Cockrell,2543799,DB,TB,37,13,,2,3,,,,,,,,,11,,1,,68,114.33
Justin Coleman,2553637,DB,MIA,32,11,1.5,1,2,,,2,,,,,,9,3,58,,69,108.63
Tavon Wilson,2534830,DB,SF,42,13,2,6,1,1,,,,,,,,2,2,23,,70,108.57
Bobby McCain,2552434,DB,WAS,36,12,1,3,2,,,,,,,,,7,1,6,,71,102.50
P.J. Williams,2552484,DB,NO,34,13,,1,2,,,,,,,,,9,,7,,72,99.43
Jonathan Jones,2556571,DB,NE,39,5,1,1,1,,1,,,,,,,8,1,6,,73,99.00
Janoris Jenkins,2532875,DB,TEN,27,4,,,3,1,,2,,,,,,9,,113,,74,97.37
Nevin Lawson,2543872,DB,JAX,40,7,,,,1,1,,1,,,,,4,1,,44,75,94.07
Jimmy Smith,2508107,DB,BAL,26,2,,1,3,,1,1,1,,,,,9,,58,47,76,92.80
Chris Harris,2530510,DB,LAC,32,8,,1,2,1,,,,,,,,7,,36,,77,91.50
Marlon Humphrey,2558067,DB,BAL,30,4,,1,2,,,,,,,,,11,,33,,78,91.30
Jabrill Peppers,2557980,DB,NYG,45,13,,1,1,,1,,,,,,,3,,,,79,90.40
Will Parks,2556278,DB,SF,36,15,,2,1,,,,,,,,,4,1,,,80,90.20
Darryl Roberts,2553353,DB,WAS,37,3,,,1,,,,,,,,,8,,,,81,88.80
Ronald Darby,2552689,DB,DEN,30,4,,,3,,,,,,,,,9,,42,,82,88.60
Ricardo Allen,2543850,DB,CIN,38,16,,1,1,,,,,,,,,2,,4,,83,87.53
William Jackson,2556367,DB,WAS,21,6,1,1,1,,,1,,,,,,14,1,75,,84,87.50
Shawn Williams,2539233,DB,ATL,34,15,,2,1,,2,,,,,,,3,1,7,,85,86.53
Miles Killebrew,2555315,DB,PIT,32,6,,1,1,1,,1,,,,,,5,1,35,,86,85.87
Clayton Fejedelem,2555355,DB,MIA,34,23,,,1,,,,,,,,,2,1,5,,87,85.37
Kenny Moore II,2558976,DB,IND,32,6,,1,1,1,,,,,,,,5,,25,,88,81.03
Patrick Peterson,2495504,DB,MIN,30,4,,,1,,1,,,,,,,8,,22,47,89,81.00
Vernon Hargreaves III,2555299,DB,CIN,37,5,,1,,,,,,,,,,5,,,,90,80.90
Adrian Colbert,2558857,DB,FA,34,3,,,,2,1,,,,,,,5,,,,91,80.70
Justin Bethel,2532792,DB,NE,29,12,,1,1,,,1,,,,,,4,,82,,92,80.63
Nate Hairston,2558108,DB,DEN,26,9,2,2,1,,,,,,1,,,5,3,21,,93,80.60
Ahkello Witherspoon,2558157,DB,PIT,28,4,,,2,1,,,,,,,,7,,42,,94,80.20
Xavier Woods,2558159,DB,MIN,33,9,,1,1,,1,,,,,,,3,4,7,6,95,79.23
Steven Nelson,2552265,DB,PHI,33,8,,2,,1,,,,,,,,4,,,,96,79.00
Richard Sherman,2495507,DB,TB,25,10,,1,2,,1,,,,,,,7,,20,,97,78.17
Rasul Douglas,2558168,DB,GB,23,2,,,2,,,,,,,,,11,,7,,98,75.43
Kevin Johnson,2552261,DB,FA,35,10,,1,,,,,,,,,,2,,,,99,74.00
LeShaun Sims,2555551,DB,FA,31,5,,1,1,1,,,,,,,,3,,,,100,72.70
Rashard Robinson,2555546,DB,TB,22,7,,,1,1,1,,,,,,,7,,,2,101,68.57
Andrew Adams,2556456,DB,TB,34,,,1,,1,,,,,,,,2,1,,,102,68.30
Anthony Levine,2508004,DB,BAL,23,6,3,3,1,,1,,,,,,,3,3,8,,103,68.17
Duron Harmon,2541243,DB,ATL,16,7,,,4,,,,,,,,,7,,12,,104,64.70
Chidobe Awuzie,2557840,DB,CIN,14,11,,,1,1,,,,,,,,7,,,,105,57.10
Phillip Gaines,2543851,DB,FA,23,7,,3,,,,,,,,,,3,,,,106,56.70
Jimmie Ward,2543741,DB,SF,27,5,,1,,,1,,,,,,,1,,,43,107,56.33
Kevin King,2557996,DB,GB,22,6,,1,,,,,,,,,,5,,,,108,56.20
Kavon Frazier,2555536,DB,FA,23,10,,2,,1,,,,,,,,,,,,109,53.60
Juston Burris,2555313,DB,CAR,19,2,,1,1,1,1,,,,,,,2,,48,,110,50.00
Jordan Richards,2552392,DB,BAL,24,3,,,,1,,,,,,,,1,,,,111,49.20
Mackensie Alexander,2555177,DB,MIN,13,4,,1,1,,,,,,,,,6,1,10,,112,46.13
Cody Davis,2541135,DB,NE,15,7,,,1,,,,,,,,,4,1,,,113,45.10
Troy Hill,2553536,DB,CLE,16,2,,,,,1,,,,,,,4,,,,114,39.80
Kevin Peterson,2556764,DB,ARI,7,4,,,2,,1,,,,,,,6,,42,,115,37.50
Anthony Harris,2553655,DB,PHI,16,2,,,,1,2,,,,,,,1,,,,116,36.80
Tye Smith,2552449,DB,MIN,15,5,,,1,,,,,,,,,1,,14,,117,35.97
Terrence Brooks,2543712,DB,HOU,10,3,,,2,,,,,,,,,3,3,13,,118,35.83
Eric Rowe,2552255,DB,MIA,14,1,,1,,,,,,,,,,2,,,,119,31.10
Jaylen Watkins,2543707,DB,FA,16,1,,2,,,,,,,,,,,,,,120,31.00
Michael Davis,2559164,DB,LAC,14,4,,,,,,,,,,,,1,,,,121,29.50
Chuck Clark,2558248,DB,BAL,12,1,,,,,,,,,,,,2,,,,122,26.20
DeAndre Houston-Carson,2555381,DB,CHI,10,,,,,2,,,,,,,,,,,,123,24.00
Charles Washington,2556703,DB,ARI,11,3,,1,,,,,,,,,,,,,,124,22.60
Kai Nacua,2559220,DB,SF,12,2,,,,,,,,,,,,,1,,,125,22.50
Rayshawn Jenkins,2558182,DB,JAX,10,3,,,,,,,,,,,,1,1,,,126,22.40
Sherrick McManis,494289,DB,FA,8,5,,,,,1,,,,,,1,,,,,127,21.60
Justin Hardee,2559181,DB,NYJ,8,1,,,,,,,,1,,,1,,,,,128,21.40
Fabian Moreau,2558136,DB,ATL,7,7,,,,,,,,,,,,1,,,,129,20.00
Jarrod Wilson,2556711,DB,NYJ,10,1,,,,,1,,,,,,,,,,,130,18.80
Antonio Hamilton,2556804,DB,ARI,11,,,,,,,,,,,,,,,,,131,18.70
C.J. Goodwin,2550767,DB,DAL,8,1,,,,,,,,,,,,,,,,132,14.40
Nate Ebner,2535132,DB,NYG,5,3,,,,,,,,,,,,,,,,133,10.30
Cameron Sutton,2558849,DB,PIT,4,1,,,,,,,,,,,,1,,,,134,10.10
Rudy Ford,2558174,DB,JAX,5,,,,,,,,,,,,,,,,,135,8.50
Deon Bush,2555155,DB,CHI,4,2,,,,,,,,,,,,,,,,136,8.40
Blidi Wreh-Wilson,2539219,DB,TB,3,1,,,,,,,,,,,,1,,,,137,8.40
Erik Harris,2555568,DB,ATL,4,1,,,,,,,,,,,,,,,,138,7.60
Brandon Wilson,2558786,DB,CIN,4,1,,,,,,,,,,,,,,,,139,7.60
