PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Aidan Hutchinson,2567547,DL,DET,WAS,5,1,3,2,,,,,,,,,,,3,,,1,19.80
Dre'Mont Jones,2562412,DL,DEN,HOU,4,2,2,1,,1,,,,,,,,,1,,,2,17.90
Chris Jones,2556369,DL,KC,LAC,3,,2,3,,,,,,,,,,1,2,,,3,17.10
Nick Bosa,2562629,DL,SF,SEA,4,,2,2,,,,,,,,,,,5,,,4,16.30
Brian Burns,2562242,DL,CAR,@NYG,4,,2,2,,,,,,,,,,,4,,,5,15.80
Christian Wilkins,2562782,DL,MIA,@BAL,6,2,,2,,,,,,,,,,,,,,6,14.80
Sam Hubbard,2560745,DL,CIN,@DAL,3,1,1,2,,,,,,,,,,1,2,,,7,14.40
Justin Jones,2560769,DL,CHI,@GB,5,3,,2,,,,,,,,,,,,,,8,13.90
Josh Sweat,2560889,DL,PHI,MIN,3,,1,3,,,,,,,,,,,3,,,9,13.10
Shy Tuttle,2563242,DL,NO,TB,2,7,0.5,,,,,,,,,,,1,1,,,10,13.00
Randy Gregory,2552446,DL,DEN,HOU,2,1,1,1,,1,,,,,,,,,3,,,11,12.70
Rasheem Green,2560998,DL,HOU,@DEN,3,2,1.5,1,,,,,,,,,,,2,,,12,12.20
Dorance Armstrong,2560959,DL,DAL,CIN,2,,2,2,,,,,,,,,,,2,,,13,11.40
Greg Rousseau,2565875,DL,BUF,TEN,3,1,1,2,,,,,,,,,,,1,,,14,11.40
Roy Robertson-Harris,2556665,DL,JAX,IND,3,,1,2,,,,,,,,,,,2,,,15,11.10
Dante Fowler Jr.,2553431,DL,DAL,CIN,1,1,1,,,1,,,,,,,,1,1,,,16,11.00
D.J. Reader,2555388,DL,CIN,@DAL,5,,,,,,1,,,,,,,,2,,,17,10.50
Kevin Givens,2562655,DL,SF,SEA,3,1,,3,,,,,,,,,,,,,,18,10.40
J.J. Watt,2495488,DL,ARI,@LV,2,,1,1,,,,,,,,,,1,1,,,19,9.90
Dexter Lawrence,2562301,DL,NYG,CAR,2,3,,,,1,,,,,,,,,1,,,20,9.80
Dalvin Tomlinson,2557846,DL,MIN,@PHI,3,4,0.5,,,,,,,,,,,,1,,,21,9.80
Denico Autry,2550646,DL,TEN,@BUF,1,1,1,1,,,,,,,,,,1,2,,,22,9.50
Fletcher Cox,2533051,DL,PHI,MIN,1,2,1,,,1,,,,,,,,,1,,,23,9.30
Cameron Heyward,2508109,DL,PIT,NE,3,2,,,,,,,,,,,,1,,,,24,9.20
D.J. Wonnum,2564583,DL,MIN,@PHI,3,,1,1,,,,,,,,,,,1,,,25,9.10
Charles Harris,2558001,DL,DET,WAS,1,1,1,,,1,,,,,,,,,2,,,26,9.00
Sheldon Rankins,2555242,DL,NYJ,@CLE,3,2,,1,,,,,,,,,,,1,,,27,8.70
Maxx Crosby,2562439,DL,LV,ARI,1,3,1,1,,,,,,,,,,,2,,,28,8.60
Daron Payne,2560834,DL,WAS,@DET,1,3,1,1,,,,,,,,,,,2,,,29,8.60
Adam Gotsis,2555502,DL,JAX,IND,2,,1,1,,,,,,,,,,,3,,,30,8.40
Demarcus Lawrence,2543490,DL,DAL,CIN,3,4,,,,,,,,,,,,,,,,31,8.30
Darrell Taylor,2565198,DL,SEA,@SF,3,,,2,,,,,,,,,,,,,,32,8.10
Dean Lowry,2555274,DL,GB,CHI,4,1,,,,,,,,,,,,,,,,33,7.60
Robert Quinn,2495485,DL,PHI,MIN,2,,1,1,,,,,,,,,,,1,,,34,7.40
Quinnen Williams,2562599,DL,NYJ,@CLE,3,1,0.5,,,,,,,,,,,,1,,,35,7.40
Derrick Brown,2563629,DL,CAR,@NYG,1,3,,,,,,,,,,,,1,1,,,36,7.10
Joey Bosa,2555249,DL,LAC,@KC,2,1,,1,,,,,,,,,,,2,,,37,6.70
Danielle Hunter,2552603,DL,MIN,@PHI,3,2,,,,,,,,,,,,,,,,38,6.70
Grover Stewart,2558766,DL,IND,@JAX,3,2,,,,,,,,,,,,,,,,39,6.70
Christian Barmore,2566328,DL,NE,@PIT,1,1,1,1,,,,,,,,,,,1,,,40,6.50
DeForest Buckner,2555275,DL,IND,@JAX,2,2,,1,,,,,,,,,,,,,,41,6.50
John Cominsky,2562249,DL,DET,WAS,1,1,1,1,,,,,,,,,,,1,,,42,6.50
Matthew Ioannidis,2555240,DL,CAR,@NYG,1,1,1,1,,,,,,,,,,,1,,,43,6.50
Myles Garrett,2557965,DL,CLE,NYJ,1,,1,1,,,,,,,,,,,2,,,44,6.20
Jonathan Greenard,2564070,DL,HOU,@DEN,1,,1,1,,,,,,,,,,,2,,,45,6.20
James Smith-Williams,2565291,DL,WAS,@DET,1,,1,1,,,,,,,,,,,2,,,46,6.20
Zach Allen,2562219,DL,ARI,@LV,1,1,,,,,,,,,,,,1,2,,,47,6.00
Bryan Mone,2562914,DL,SEA,@SF,3,1,,,,,,,,,,,,,,,,48,5.90
Deatrich Wise,2558000,DL,NE,@PIT,3,1,,,,,,,,,,,,,,,,49,5.90
Arden Key,2560779,DL,JAX,IND,1,,1,1,,,,,,,,,,,1,,,50,5.70
David Onyemata,2556274,DL,NO,TB,2,1,0.5,,,,,,,,,,,,1,,,51,5.70
Kwity Paye,2565612,DL,IND,@JAX,2,1,,1,,,,,,,,,,,,,,52,5.70
Al-Quadin Muhammad,2558131,DL,CHI,@GB,3,,,,,,,,,,,,,,,,,53,5.10
Arnold Ebiketie,2567238,DL,ATL,@LA,2,2,,,,,,,,,,,,,,,,54,5.00
Lawrence Guy,2495481,DL,NE,@PIT,2,2,,,,,,,,,,,,,,,,55,5.00
Naquan Jones,2566953,DL,TEN,@BUF,2,2,,,,,,,,,,,,,,,,56,5.00
Sebastian Joseph-Day,2561079,DL,LAC,@KC,2,2,,,,,,,,,,,,,,,,57,5.00
DeMarvin Leal,2568147,DL,PIT,NE,1,1,,,,,,,,,,,,1,,,,58,5.00
A'Shawn Robinson,2555265,DL,LA,ATL,2,2,,,,,,,,,,,,,,,,59,5.00
Darryl Johnson,2562672,DL,SEA,@SF,2,,,1,,,,,,,,,,,,,,60,4.90
Patrick Jones II,2566307,DL,MIN,@PHI,2,,,1,,,,,,,,,,,,,,61,4.90
Solomon Thomas,2558018,DL,NYJ,@CLE,1,4,,,,,,,,,,,,,,,,62,4.90
Broderick Washington,2563593,DL,BAL,MIA,2,,,1,,,,,,,,,,,,,,63,4.90
Carl Granderson,2562273,DL,NO,TB,1,2,,1,,,,,,,,,,,,,,64,4.80
Cameron Jordan,2495184,DL,NO,TB,1,2,,1,,,,,,,,,,,,,,65,4.80
Harrison Phillips,2560840,DL,MIN,@PHI,1,2,0.5,,,,,,,,,,,,1,,,66,4.80
Henry Anderson,2552272,DL,CAR,@NYG,2,1,,,,,,,,,,,,,1,,,67,4.70
Alex Highsmith,2564982,DL,PIT,NE,2,1,,,,,,,,,,,,,1,,,68,4.70
George Karlaftis,2567796,DL,KC,LAC,1,,,,,,,,,,,,,1,1,,,69,4.70
Roy Lopez,2566133,DL,HOU,@DEN,1,,,,,,,,,,,,,1,1,,,70,4.70
Marquis Haynes,2561009,DL,CAR,@NYG,1,3,,,,,,,,,,,,,1,,,71,4.60
Montez Sweat,2562749,DL,WAS,@DET,2,,,,,,,,,,,,,,2,,,72,4.40
Foley Fatukasi,2560722,DL,JAX,IND,1,,,,,,,,,,,,,1,,,,73,4.20
Greg Gaines,2562391,DL,LA,ATL,2,1,,,,,,,,,,,,,,,,74,4.20
Ta'Quon Graham,2565815,DL,ATL,@LA,,4,,,,,,,,,,,,,2,,,75,4.20
Akiem Hicks,2533433,DL,TB,@NO,2,1,,,,,,,,,,,,,,,,76,4.20
D.J. Jones,2558265,DL,DEN,HOU,2,1,,,,,,,,,,,,,,,,77,4.20
Michael Pierce,2556650,DL,BAL,MIA,2,1,,,,,,,,,,,,,,,,78,4.20
Jarran Reed,2555238,DL,GB,CHI,2,1,,,,,,,,,,,,,,,,79,4.20
Johnathan Hankins,2540147,DL,DAL,CIN,,2,,,,,,,,,,,,1,,,,80,4.10
Kendal Vickers,2561416,DL,FA,Bye,1,3,,,,,,,,,,,,,,,,81,4.10
Angelo Blackson,2552670,DL,CHI,@GB,1,1,,1,,,,,,,,,,,,,,82,4.00
Rashard Lawrence,2564922,DL,ARI,@LV,1,1,,1,,,,,,,,,,,,,,83,4.00
Carl Lawson,2557901,DL,NYJ,@CLE,1,1,0.5,,,,,,,,,,,,1,,,84,4.00
Julian Okwara,2563947,DL,DET,WAS,2,,,,,,,,,,,,,,1,,,85,3.90
Travon Walker,2567778,DL,JAX,IND,2,,,,,,,,,,,,,,1,,,86,3.90
