PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Stefon Diggs,2552608,WR,BUF,TEN,,,,,,12,148,3,,,,,51.60,,12,12,12,15,80,3,1,,1,38.80
Tyreek Hill,2556214,WR,MIA,@BAL,,,,,,11,190,2,,,,,83.10,,11,11,11,13,85,,,,2,38.20
Jaylen Waddle,2566292,WR,MIA,@BAL,,,,,,11,171,2,,,,,83.10,,11,11,11,19,58,4,,2,3,36.30
Amon-Ra St. Brown,2566073,WR,DET,WAS,,,,68,,9,116,2,,,,,49.60,2,9,11,9,12,75,2,1,1,4,34.90
Cooper Kupp,2557898,WR,LA,ATL,,,,,,11,108,2,,,,1,42.40,,11,11,11,14,79,3,1,2,5,28.00
Garrett Wilson,2568048,WR,NYJ,@CLE,,,,-2,,8,102,2,,,,,50.70,1,8,9,8,14,57,5,,4,6,26.00
Christian Kirk,2560781,WR,JAX,IND,,,,,,6,78,2,,,,,31.50,,6,6,6,6,100,1,1,,7,22.80
Mike Williams,2558846,WR,LAC,@KC,,,,,,8,113,1,,,,,39.30,,8,8,8,10,80,,1,,8,21.30
Amari Cooper,2552487,WR,CLE,NYJ,,,,,,9,101,1,,,,,21.70,,9,9,9,10,90,,1,1,9,20.60
Drake London,2567250,WR,ATL,@LA,,,,,,8,86,1,,,1,,37.10,,8,8,8,12,67,2,,2,10,20.60
Nelson Agholor,2552600,WR,NE,@PIT,,,,,,6,110,1,,,,,38.20,,6,6,6,6,100,,,,11,20.00
Curtis Samuel,2558066,WR,WAS,@DET,,,,21,,7,78,1,,,,,46.60,1,7,8,7,9,78,1,,,12,19.40
Rashod Bateman,2565836,WR,BAL,MIA,,,,,,4,108,1,,,,,39.10,,4,4,4,7,57,,,,13,18.80
Courtland Sutton,2560888,WR,DEN,HOU,,,,5,,7,122,,,,,,27.80,1,7,8,7,11,64,3,,2,14,17.90
Noah Brown,2558091,WR,DAL,CIN,,,,,,5,91,1,,,,,29.50,,5,5,5,5,100,1,,,15,17.60
Tee Higgins,2563731,WR,CIN,@DAL,,,,,,6,71,1,,,,,29.10,,6,6,6,10,60,2,,1,16,16.10
Jahan Dotson,2568321,WR,WAS,@DET,,,,,,4,59,1,,,1,,46.60,,4,4,4,5,80,,1,1,17,15.90
Michael Thomas,2556370,WR,NO,TB,,,,,,6,65,1,,,,,31.60,,6,6,6,9,67,1,,,18,15.50
Corey Davis,2557848,WR,NYJ,@CLE,,,,,,2,83,1,,,,,50.70,,2,2,2,4,50,,,,19,15.30
Tyler Lockett,2552430,WR,SEA,@SF,,,,,,9,107,,,,,,21.80,,9,9,9,11,82,,,,20,15.20
Jakobi Meyers,2562492,WR,NE,@PIT,,,,,,9,95,,,,,,38.20,,9,9,9,13,69,,,,21,14.00
Quez Watkins,2564880,WR,PHI,MIN,,,,,,2,69,1,,,,,38.00,,2,2,2,2,100,,,,22,13.90
Greg Dortch,2562645,WR,ARI,@LV,,,,,,4,55,1,,,,,32.30,,4,4,4,4,100,2,,1,23,13.50
Allen Robinson,2543509,WR,LA,ATL,,,,,,4,53,1,,,,,42.40,,4,4,4,5,80,2,,2,24,13.30
Breshad Perriman,2552597,WR,TB,@NO,,,,,,3,45,1,,,,,30.60,,3,3,3,5,60,,,,25,12.00
Justin Watson,2560051,WR,KC,LAC,,,,,,2,50,1,,,,,22.80,,2,2,2,2,100,,,,26,12.00
D.J. Moore,2560813,WR,CAR,@NYG,,,,,,3,43,1,,,,,15.20,,3,3,3,6,50,1,,,27,11.80
CeeDee Lamb,2563848,WR,DAL,CIN,,,,6,,7,75,,,,,,29.50,1,7,8,7,11,64,,1,,28,11.60
Marquise Brown,2562379,WR,ARI,@LV,,,,,,6,68,,,,,,32.30,,6,6,6,11,55,2,,1,29,11.50
DeVonta Smith,2566409,WR,PHI,MIN,,,,,,7,80,,,,,,38.00,,7,7,7,7,100,,,,30,11.50
Josh Reynolds,2558194,WR,DET,WAS,,,,,,3,38,1,,,,,49.60,,3,3,3,3,100,2,,1,31,11.30
Devin Duvernay,2563551,WR,BAL,MIA,,,,,,2,42,,1,,,,39.10,,2,2,2,2,100,,,,32,11.20
Deebo Samuel,2562721,WR,SF,SEA,,,,53,,5,44,,,,,1,23.00,4,5,9,5,6,83,,,,33,11.20
Josh Palmer,2566502,WR,LAC,@KC,,,,,,4,30,1,,,,,39.30,,4,4,4,8,50,2,,2,34,11.00
Mack Hollins,2558262,WR,LV,ARI,,,,,,5,66,,,,,,24.40,,5,5,5,8,63,1,,1,35,10.80
Sammy Watkins,2543457,WR,GB,CHI,,,,,,3,93,,,,,,29.40,,3,3,3,4,75,,,,36,10.80
Ashton Dulin,2562646,WR,IND,@JAX,,,,3,,5,79,,,,,,14.90,1,5,6,5,7,71,,,,37,10.70
Diontae Johnson,2562674,WR,PIT,NE,,,,,,6,57,,,,1,,23.00,,6,6,6,10,60,,,,38,10.70
Terry McLaurin,2562489,WR,WAS,@DET,,,,7,,4,75,,,,,,46.60,1,4,5,4,8,50,,,,39,10.20
Chris Olave,2567973,WR,NO,TB,,,,,,5,80,,,,,1,31.60,,5,5,5,13,38,2,,,40,10.20
A.J. Brown,2562238,WR,PHI,MIN,,,,,,5,69,,,,,,38.00,,5,5,5,8,63,,,,41,9.40
Olamide Zaccheaus,2562808,WR,ATL,@LA,,,,,,2,21,1,,,,,37.10,,2,2,2,2,100,1,,,42,9.10
Brandon Aiyuk,2565093,WR,SF,SEA,,,,,,5,63,,,,,,23.00,,5,5,5,8,63,1,,,43,8.80
Ja'Marr Chase,2565941,WR,CIN,@DAL,,,,4,,5,54,,,,,,29.10,1,5,6,5,9,56,,,,44,8.30
Allen Lazard,2560787,WR,GB,CHI,,,,,,2,13,1,,,,,29.40,,2,2,2,3,67,2,,,45,8.30
Davante Adams,2543495,WR,LV,ARI,,,,,,2,12,1,,,,,24.40,,2,2,2,7,29,2,,1,46,8.20
Nico Collins,2566127,WR,HOU,@DEN,,,,,,4,58,,,,,,17.60,,4,4,4,9,44,2,,,47,7.80
Justin Jefferson,2564556,WR,MIN,@PHI,,,,,,6,48,,,,,,21.40,,6,6,6,12,50,3,,2,48,7.80
Demarcus Robinson,2555478,WR,BAL,MIA,,,,,,1,12,1,,,,,39.10,,1,1,1,2,50,2,,,49,7.70
Mike Evans,2543468,WR,TB,@NO,,,,,,3,61,,,,,,30.60,,3,3,3,4,75,,,,50,7.60
Richie James,2560761,WR,NYG,CAR,,,,,,5,51,,,,,,20.20,,5,5,5,6,83,,,,51,7.60
Brandin Cooks,2543498,WR,HOU,@DEN,,,,,,4,54,,,,,,17.60,,4,4,4,10,40,2,,2,52,7.40
Adam Thielen,2541785,WR,MIN,@PHI,,,,,,4,52,,,,,,21.40,,4,4,4,7,57,2,,2,53,7.20
DeAndre Carter,2553502,WR,LAC,@KC,,,,,,3,55,,,,,,39.30,,3,3,3,3,100,,,,54,7.00
Treylon Burks,2567643,WR,TEN,@BUF,,,,,,4,47,,,,,,15.10,,4,4,4,6,67,,,,55,6.70
River Cracraft,2559485,WR,MIA,@BAL,,,,,,1,2,1,,,,,83.10,,1,1,1,2,50,2,,2,56,6.70
KhaDarel Hodge,2561653,WR,ATL,@LA,,,,,,2,57,,,,,,37.10,,2,2,2,3,67,,,,57,6.70
Sterling Shepard,2555295,WR,NYG,CAR,,,,,,6,34,,,,,,20.20,,6,6,6,10,60,1,,,58,6.40
Mecole Hardman,2562580,WR,KC,LAC,,,,-4,,3,49,,,,,,22.80,1,3,4,3,4,75,,,,59,6.00
Jake Kumerow,2553548,WR,BUF,TEN,,,,,,2,50,,,,,,51.60,,2,2,2,3,67,,,,60,6.00
Robert Woods,2540169,WR,TEN,@BUF,,,,,,4,39,,,,,,15.10,,4,4,4,5,80,,,,61,5.90
Scott Miller,2562865,WR,TB,@NO,,,,8,,3,34,,,,,,30.60,1,3,4,3,8,38,,,,62,5.70
DK Metcalf,2562685,WR,SEA,@SF,,,,,,4,35,,,,,,21.80,,4,4,4,6,67,1,,,63,5.50
Hunter Renfrow,2562712,WR,LV,ARI,,,,,,7,59,,,,,2,24.40,,7,7,7,10,70,2,,1,64,5.40
Russell Gage,2561061,WR,TB,@NO,,,,,,5,28,,,,,,30.60,,5,5,5,6,83,,,,65,5.30
Randall Cobb,2495448,WR,GB,CHI,,,,,,3,37,,,,,,29.40,,3,3,3,3,100,,,,66,5.20
David Sills,2562732,WR,NYG,CAR,,,,,,3,37,,,,,,20.20,,3,3,3,4,75,1,,,67,5.20
A.J. Green,2495450,WR,ARI,@LV,,,,,,3,16,,,,1,,32.30,,3,3,3,7,43,2,,1,68,5.10
Elijah Moore,2566385,WR,NYJ,@CLE,,,,-6,,3,41,,,,,,50.70,1,3,4,3,5,60,1,,,69,5.00
Equanimeous St. Brown,2560883,WR,CHI,@GB,,,,,,2,39,,,,,,5.00,,2,2,2,4,50,,,,70,4.90
Marvin Jones,2532884,WR,JAX,IND,,,,,,3,33,,,,,,31.50,,3,3,3,5,60,,,,71,4.80
Tyler Boyd,2555466,WR,CIN,@DAL,,,,,,2,17,,,,1,,29.10,,2,2,2,2,100,,,,72,4.70
Isaiah McKenzie,2558129,WR,BUF,TEN,,,,,,2,37,,,,,,51.60,,2,2,2,3,67,,,,73,4.70
Chase Claypool,2564970,WR,CHI,@GB,,,,,,4,26,,,,,,5.00,,4,4,4,6,67,,,,74,4.60
Jarvis Landry,2543488,WR,NO,TB,,,,,,4,25,,,,,,31.60,,4,4,4,5,80,,,,75,4.50
George Pickens,2568159,WR,PIT,NE,,,,,,1,23,,,,,,23.00,,1,1,1,2,50,,,,76,4.50
Tyrie Cleveland,2563881,WR,DEN,HOU,,,,,,2,28,,,,,,27.80,,2,2,2,3,67,,,,77,3.80
Zay Jones,2557863,WR,JAX,IND,,,,,,3,23,,,,,,31.50,,3,3,3,4,75,,,,78,3.80
Romeo Doubs,2567586,WR,GB,CHI,,,,,,2,27,,,,,,29.40,,2,2,2,3,67,1,,,79,3.70
K.J. Osborn,2564574,WR,MIN,@PHI,,,,,,2,25,,,,,,21.40,,2,2,2,2,100,,,,80,3.50
Nick Westbrook-Ikhine,2565477,WR,TEN,@BUF,,,,,,1,13,,,,,,15.10,,1,1,1,4,25,1,,,81,3.50
Miles Boykin,2562631,WR,PIT,NE,,,,,,,,,,,,,23.00,,,,,,,,,,82,3.40
Quintez Cephus,2563926,WR,DET,WAS,,,,,,,,,,,,,49.60,,,,,,,,,,83,3.40
