PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Brock Bowers,2572219,TE,LV,JAX,,,,6,,12,127,3,,,,,45.80,1,12,13,12,13,92,5,2,3,1,37.30
Colston Loveland,2574014,TE,CHI,@CIN,,,,,,6,118,2,,,,,28.30,,6,6,6,7,86,1,,1,2,26.80
Dalton Kincaid,2569594,TE,BUF,KC,,,,,,6,101,1,,,,,27.00,,6,6,6,6,100,,,,3,19.10
Sam LaPorta,2569726,TE,DET,MIN,,,,,,6,97,1,,,,,20.30,,6,6,6,8,75,,,,4,18.70
Mark Andrews,2560957,TE,BAL,@MIA,,,,4,,2,22,2,,,,,32.40,2,2,4,2,3,67,1,1,1,5,15.60
Trey McBride,2568117,TE,ARI,@DAL,,,,,,5,55,1,,,,,20.00,,5,5,5,9,56,3,,1,6,14.00
Dalton Schultz,2560866,TE,HOU,DEN,,,,,,6,77,,,,,,11.40,,6,6,6,8,75,,,,7,10.70
Juwan Johnson,2564676,TE,NO,@LAR,,,,,,3,31,1,,,,,13.60,,3,3,3,4,75,1,,,8,10.60
Travis Kelce,2540258,TE,KC,@BUF,,,,,,4,66,,,,1,,10.60,,4,4,4,5,80,,,,9,10.60
Pat Freiermuth,2566442,TE,PIT,IND,,,,,,3,27,1,,,,,20.90,,3,3,3,4,75,2,,,10,10.20
Theo Johnson,2572333,TE,NYG,SF,,,,,,3,27,1,,,,,10.20,,3,3,3,6,50,1,,,11,10.20
Elijah Arroyo,2574554,TE,SEA,@WAS,,,,,,2,29,1,,,,,18.90,,2,2,2,2,100,,,,12,9.90
Noah Fant,2562383,TE,CIN,CHI,,,,,,2,28,1,,,,,15.00,,2,2,2,3,67,,,,13,9.80
Oronde Gadsden II,2574511,TE,LAC,@TEN,,,,,,5,68,,,,,,11.00,,5,5,5,5,100,,,,14,9.30
Charlie Kolar,2567280,TE,BAL,@MIA,,,,,,2,23,1,,,,,32.40,,2,2,2,2,100,1,,1,15,9.30
AJ Barner,2572513,TE,SEA,@WAS,,,,1,1,3,24,,,,,1,18.90,1,3,4,3,4,75,1,,1,16,9.00
Tyler Higbee,2555364,TE,LAR,NO,,,,,,3,13,1,,,,,23.00,,3,3,3,4,75,2,1,1,17,8.80
T.J. Hockenson,2562378,TE,MIN,@DET,,,,,,2,11,1,,,,,8.70,,2,2,2,3,67,2,,1,18,8.10
Greg Dulcich,2567520,TE,MIA,BAL,,,,,,5,49,,,,,,8.00,,5,5,5,5,100,,,,19,8.00
Isaiah Likely,2567283,TE,BAL,@MIA,,,,,,3,60,,,,,,32.40,,3,3,3,4,75,,,,20,7.50
Hunter Henry,2555341,TE,NE,ATL,,,,,,4,51,,,,,,11.10,,4,4,4,6,67,,,,21,7.10
Michael Mayer,2570032,TE,LV,JAX,,,,,,3,26,,,,,,45.80,,3,3,3,7,43,,,,22,7.10
Zach Ertz,2540158,TE,WAS,SEA,,,,,,4,46,,,,,,9.60,,4,4,4,4,100,,,,23,6.60
Terrance Ferguson,2574267,TE,LAR,NO,,,,,,2,54,,,,,,23.00,,2,2,2,3,67,,,,24,6.40
Darnell Washington,2570257,TE,PIT,IND,,,,,,4,43,,,,,,20.90,,4,4,4,6,67,,,,25,6.30
Tyler Warren,2574204,TE,IND,@PIT,,,,,,5,26,,,,,,9.10,,5,5,5,7,71,,,,26,6.10
Elijah Higgins,2570068,TE,ARI,@DAL,,,,,,3,30,,,,,,20.00,,3,3,3,3,100,,,,27,6.00
Davis Allen,2570017,TE,LAR,NO,,,,,,3,37,,,,,,23.00,,3,3,3,4,75,,,,28,5.80
Kyle Pitts,2565830,TE,ATL,@NE,,,,,,4,38,,,,,,6.40,,4,4,4,7,57,,,,29,5.80
Jake Ferguson,2567496,TE,DAL,ARI,,,,,,5,50,,,,,1,9.50,,5,5,5,7,71,,,,30,5.50
